"","HHID_panel","tempo","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","cat_ISR_b","cat_expenses_b","income2010","DSR2010","assets2010","DAR2010","ISR2010","ihs_ISR2010","ihs_DAR2010","ihs_DSR2010","ihs_income2010","ihs_assets2010","income2016","DSR2016","assets2016","DAR2016","ISR2016","ihs_ISR2016","ihs_DAR2016","ihs_DSR2016","ihs_income2016","ihs_assets2016","income2020","DSR2020","assets2020","DAR2020","ISR2020","ihs_ISR2020","ihs_DAR2020","ihs_DSR2020","ihs_income2020","ihs_assets2020","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","clust"
"170","GOV52",1,"Sta","Inc","Dec","Inc","Dec","Inc",24,1.2727752,498,0.14056225,0.41408807,6.7192273,5.6388102,7.8421021,10.778956,13.811502,59.493671,0.61738926,512.15192,0.25968859,0.33324727,6.5020342,6.252634,7.1186476,11.686772,13.839523,273.58694,0,500.1087,0.16836339,0,0,5.8192806,0,13.212522,13.815728,"cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"171","GOV52",2,"Sta","Dec","Dec","Inc","Dec","Sta",24,1.2727752,498,0.14056225,0.41408807,6.7192273,5.6388102,7.8421021,10.778956,13.811502,59.493671,0.61738926,512.15192,0.25968859,0.33324727,6.5020342,6.252634,7.1186476,11.686772,13.839523,273.58694,0,500.1087,0.16836339,0,0,5.8192806,0,13.212522,13.815728,"cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","4"
"172","GOV6",1,"Inc","Inc","Inc","Sta","Dec","Inc",54,0.078306243,118.5,0.35443038,0.078306243,5.0538154,6.5636611,5.0538154,11.589887,12.375815,58.227848,0.1967952,383.79749,0.70896769,0,0,7.2569575,5.975317,11.665266,13.551018,34.510868,0.46444726,347.98914,0.07155396,0.071141414,4.9578662,4.9636478,6.8339963,11.142177,13.453074,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"173","GOV6",2,"Sta","Dec","Inc","Dec","Sta","Dec",54,0.078306243,118.5,0.35443038,0.078306243,5.0538154,6.5636611,5.0538154,11.589887,12.375815,58.227848,0.1967952,383.79749,0.70896769,0,0,7.2569575,5.975317,11.665266,13.551018,34.510868,0.46444726,347.98914,0.07155396,0.071141414,4.9578662,4.9636478,6.8339963,11.142177,13.453074,"cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"174","GOV7",1,"Inc","Inc","Inc","Dec","Inc","Dec",175,0.12080364,284.5,0.14762741,0.022228573,3.7950313,5.6878505,5.4873309,12.765689,13.251636,5.0632911,1.8139014,389.93671,0.2323454,1.1889014,7.7739325,6.141377,8.1963825,9.2229195,13.566887,34.239132,0.095238097,66.41304,0.61283147,0,0,7.111238,5.2495546,11.134272,11.796796,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","5"
"175","GOV7",2,"Dec","Inc","Dec","Inc","Dec","Sta",175,0.12080364,284.5,0.14762741,0.022228573,3.7950313,5.6878505,5.4873309,12.765689,13.251636,5.0632911,1.8139014,389.93671,0.2323454,1.1889014,7.7739325,6.141377,8.1963825,9.2229195,13.566887,34.239132,0.095238097,66.41304,0.61283147,0,0,7.111238,5.2495546,11.134272,11.796796,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"176","GOV8",2,"Inc","Inc","Dec","Sta","Dec","Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.329109,0.51159936,327.40506,0.96669245,0.51159936,6.9306898,7.567028,6.9306898,12.05907,13.3921,82.565216,0.18002898,410.86957,1.113492,0,0,7.7084036,5.8862729,12.014491,13.619178,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","4"
"177","KAR1",2,"Dec","Inc","Inc","Inc","Sta","Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.215189,1.3063071,375.25317,0.45542586,0.35974294,6.5785389,6.8143811,7.8681068,10.701678,13.528503,141.03261,2.0290434,275.81522,3.4414346,0.35197267,6.5567026,8.836791,8.3084669,12.549893,13.220634,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","5"
"178","KAR10",1,"Inc","Dec","Sta","Inc","Dec","Dec",43,0.6929819,126,0.67460322,0.23940469,6.1713071,7.2072725,7.2341514,11.362103,12.437184,73.037979,0.64482141,247.34177,0.55469805,0.15402946,5.7303019,7.0115719,7.1621213,11.891882,13.111673,120.41304,0.84284121,322.3913,0.93861097,0.52527493,6.9570699,7.5375485,7.4299259,12.39183,13.376668,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","3"
"179","KAR10",2,"Inc","Inc","Inc","Inc","Inc","Dec",43,0.6929819,126,0.67460322,0.23940469,6.1713071,7.2072725,7.2341514,11.362103,12.437184,73.037979,0.64482141,247.34177,0.55469805,0.15402946,5.7303019,7.0115719,7.1621213,11.891882,13.111673,120.41304,0.84284121,322.3913,0.93861097,0.52527493,6.9570699,7.5375485,7.4299259,12.39183,13.376668,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","5"
"180","KAR11",1,"Inc","Inc","Inc","Inc","Dec","Dec",126,0.0087301591,389.5,0.35686779,0.0087301591,2.8631949,6.5705147,2.8631949,12.437184,13.565766,145.56963,0.1889234,806.70886,0.43150634,0,0,6.7604308,5.9344959,12.581557,14.293865,24.72826,1.1155837,677.93481,0.151637,0.43724847,6.7736502,5.7146478,7.7102804,10.808849,14.119953,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","5"
"181","KAR11",2,"Dec","Dec","Inc","Dec","Sta","Inc",126,0.0087301591,389.5,0.35686779,0.0087301591,2.8631949,6.5705147,2.8631949,12.437184,13.565766,145.56963,0.1889234,806.70886,0.43150634,0,0,6.7604308,5.9344959,12.581557,14.293865,24.72826,1.1155837,677.93481,0.151637,0.43724847,6.7736502,5.7146478,7.7102804,10.808849,14.119953,"cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","5"
"182","KAR12",1,"Inc","Dec","Inc","Dec","Sta","Inc",50,0.65864062,201.5,0.32009926,0.25884598,6.2493839,6.461781,7.1833258,11.512925,12.906692,27.341772,1.3333335,394.93671,0.21952885,0.24537037,6.19592,6.0846362,7.8885846,10.909318,13.579628,72.586952,0.12543641,655.70654,0.06923829,0.040314678,4.3900166,4.9307532,5.5249619,11.885688,14.086616,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","2"
"183","KAR12",2,"Inc","Dec","Dec","Inc","Dec","Dec",50,0.65864062,201.5,0.32009926,0.25884598,6.2493839,6.461781,7.1833258,11.512925,12.906692,27.341772,1.3333335,394.93671,0.21952885,0.24537037,6.19592,6.0846362,7.8885846,10.909318,13.579628,72.586952,0.12543641,655.70654,0.06923829,0.040314678,4.3900166,4.9307532,5.5249619,11.885688,14.086616,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"184","KAR13",1,"Sta","Inc","Dec","Dec","Inc","Inc",34,0.27672324,92,0.23369566,0.074470356,5.0035934,6.1471715,6.3161683,11.127263,12.122691,28.101267,0.11928494,85.31646,1.6315726,0.11928494,5.4746799,8.0904465,5.4746799,10.936717,12.04727,65.760872,0.092278033,193.20653,0.28259915,0.067348041,4.9030762,6.3371797,5.2179828,11.786927,12.864662,"cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"185","KAR13",2,"Inc","Dec","Dec","Inc","Dec","Inc",34,0.27672324,92,0.23369566,0.074470356,5.0035934,6.1471715,6.3161683,11.127263,12.122691,28.101267,0.11928494,85.31646,1.6315726,0.11928494,5.4746799,8.0904465,5.4746799,10.936717,12.04727,65.760872,0.092278033,193.20653,0.28259915,0.067348041,4.9030762,6.3371797,5.2179828,11.786927,12.864662,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"186","KAR14",1,"Inc","Inc","Inc","Inc","Inc","Inc",61,0.1147541,192.5,0.080519482,0.032786883,4.1834083,5.0816851,5.4359579,11.711777,12.860998,405.06329,0.14964877,576.58228,0.53782439,0.11176264,5.4095445,6.98068,5.7014494,13.604946,13.95802,54.347828,0.083242133,473.42389,0.074140742,0.073242135,4.9869647,4.9991579,5.1149368,11.596307,13.760894,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","5"
"187","KAR14",2,"Dec","Dec","Dec","Dec","Dec","Dec",61,0.1147541,192.5,0.080519482,0.032786883,4.1834083,5.0816851,5.4359579,11.711777,12.860998,405.06329,0.14964877,576.58228,0.53782439,0.11176264,5.4095445,6.98068,5.7014494,13.604946,13.95802,54.347828,0.083242133,473.42389,0.074140742,0.073242135,4.9869647,4.9991579,5.1149368,11.596307,13.760894,"cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","5"
"188","KAR15",1,"Inc","Inc","Sta","Inc","Sta","Dec",77,0,185,0.051351354,0,0,4.6319332,0,11.944708,12.821259,99.974686,0.010247057,214.6519,0.44211116,0.010247057,3.0225101,6.7847099,3.0225101,12.205819,12.96992,14.619565,0.30892193,146.84784,0.22812729,0.11171004,5.4090738,6.1230559,6.4262385,10.283263,12.5903,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","3"
"189","KAR15",2,"Dec","Dec","Inc","Dec","Inc","Dec",77,0,185,0.051351354,0,0,4.6319332,0,11.944708,12.821259,99.974686,0.010247057,214.6519,0.44211116,0.010247057,3.0225101,6.7847099,3.0225101,12.205819,12.96992,14.619565,0.30892193,146.84784,0.22812729,0.11171004,5.4090738,6.1230559,6.4262385,10.283263,12.5903,"cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","5"
"190","KAR17",1,"Dec","Inc","Dec","Dec","Dec","Inc",62,0.3078675,184,0.16304348,0.045165397,4.5036011,5.7871737,6.4228191,11.728037,12.815838,48.607597,0.12965308,49.93671,0.48261088,0.040368728,4.391356,6.8723588,5.5580244,11.484682,11.511659,41.95652,0.66347051,434.56522,0.26325163,0.33351657,6.5028419,6.2662611,7.1906323,11.337536,13.675248,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","5"
"191","KAR17",2,"Inc","Dec","Inc","Dec","Inc","Sta",62,0.3078675,184,0.16304348,0.045165397,4.5036011,5.7871737,6.4228191,11.728037,12.815838,48.607597,0.12965308,49.93671,0.48261088,0.040368728,4.391356,6.8723588,5.5580244,11.484682,11.511659,41.95652,0.66347051,434.56522,0.26325163,0.33351657,6.5028419,6.2662611,7.1906323,11.337536,13.675248,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","2"
"192","KAR18",1,"Dec","Inc","Dec","Inc","Dec","Dec",42,0.44047618,132,0.2651515,0.32142857,6.4659247,6.2734523,6.7810049,11.338573,12.483705,93.873421,0.098467693,51.835445,0.92793638,0.02074605,3.7260833,7.5261106,5.2829013,12.14285,11.548977,21.521738,1.2048054,90.86956,0.82535887,0.80989993,7.390058,7.4089661,7.7872205,10.669966,12.110328,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"193","KAR18",2,"Inc","Dec","Inc","Dec","Inc","Inc",42,0.44047618,132,0.2651515,0.32142857,6.4659247,6.2734523,6.7810049,11.338573,12.483705,93.873421,0.098467693,51.835445,0.92793638,0.02074605,3.7260833,7.5261106,5.2829013,12.14285,11.548977,21.521738,1.2048054,90.86956,0.82535887,0.80989993,7.390058,7.4089661,7.7872205,10.669966,12.110328,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","2"
"194","KAR19",1,"Dec","Inc","Dec","Dec","Dec","Inc",53,1.3206036,355.5,0.39662448,0.33837566,6.5173063,6.6761389,7.8789916,11.571195,13.474428,29.113924,0.35438439,151.89873,0.44635001,0.074920192,5.0096149,6.7942519,6.5635314,10.972119,12.624117,24.091305,1.7138152,153.69565,1.2752476,0.9393611,7.5383472,7.8440428,8.1396246,10.782753,12.635877,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","5"
"195","KAR19",2,"Sta","Inc","Inc","Dec","Inc","Sta",53,1.3206036,355.5,0.39662448,0.33837566,6.5173063,6.6761389,7.8789916,11.571195,13.474428,29.113924,0.35438439,151.89873,0.44635001,0.074920192,5.0096149,6.7942519,6.5635314,10.972119,12.624117,24.091305,1.7138152,153.69565,1.2752476,0.9393611,7.5383472,7.8440428,8.1396246,10.782753,12.635877,"cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"196","KAR2",1,"Inc","Dec","Dec","Inc","Dec","Inc",53,0.1893585,252.5,0.11881188,0.076150939,5.0259075,5.4707065,5.9367962,11.571195,13.132314,73.037979,0.1057019,344.68353,0.043518174,0.01204506,3.1835206,4.4664578,5.3537927,11.891882,13.443529,1062.5,0.014910486,306.19568,0.24592118,0.010562661,3.0527058,6.1981626,3.3963344,14.569283,13.325127,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"197","KAR2",2,"Dec","Inc","Dec","Inc","Dec","Sta",53,0.1893585,252.5,0.11881188,0.076150939,5.0259075,5.4707065,5.9367962,11.571195,13.132314,73.037979,0.1057019,344.68353,0.043518174,0.01204506,3.1835206,4.4664578,5.3537927,11.891882,13.443529,1062.5,0.014910486,306.19568,0.24592118,0.010562661,3.0527058,6.1981626,3.3963344,14.569283,13.325127,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"198","KAR20",1,"Inc","Dec","Dec","Dec","Dec","Inc",112,0.21708946,97,0.96391755,0.093057349,5.2263918,7.5641532,6.073462,12.319402,12.175613,62.278481,0.15037903,202.1519,0.12515341,0,0,5.5227032,5.7063174,11.732518,12.909922,13.260869,0.44262299,97.11956,0.12252938,0.0081967218,2.8005819,5.5015149,6.7858667,10.18572,12.176846,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","2"
"199","KAR20",2,"Dec","Sta","Inc","Dec","Sta","Dec",112,0.21708946,97,0.96391755,0.093057349,5.2263918,7.5641532,6.073462,12.319402,12.175613,62.278481,0.15037903,202.1519,0.12515341,0,0,5.5227032,5.7063174,11.732518,12.909922,13.260869,0.44262299,97.11956,0.12252938,0.0081967218,2.8005819,5.5015149,6.7858667,10.18572,12.176846,"cat_assets_b_Dec","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"200","KAR21",1,"Dec","Inc","Inc","Dec","Inc","Dec",84,0.0071428581,200,0.22499999,0.0071428581,2.6641245,6.1092525,2.6641245,12.031719,12.89922,6.0759497,0.96768296,111.70886,0.62394333,0.3075991,6.421947,7.1292076,7.5680518,9.405241,12.316798,9.565218,1.5034823,98.152176,0.58582503,0.89024317,7.484642,7.0661693,8.0086861,9.8590355,12.187422,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","5"
"201","KAR21",2,"Dec","Sta","Inc","Inc","Inc","Dec",84,0.0071428581,200,0.22499999,0.0071428581,2.6641245,6.1092525,2.6641245,12.031719,12.89922,6.0759497,0.96768296,111.70886,0.62394333,0.3075991,6.421947,7.1292076,7.5680518,9.405241,12.316798,9.565218,1.5034823,98.152176,0.58582503,0.89024317,7.484642,7.0661693,8.0086861,9.8590355,12.187422,"cat_assets_b_Dec","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Inc","3"
"202","KAR22",2,"Inc","Dec","Dec","Inc","Dec","Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.253166,0.1652822,62.911392,0.9346478,0.042529613,4.4434862,7.5333171,5.8008108,11.986089,11.74263,107.93478,0.14515345,713.47827,0.10357709,0.012084592,3.1867859,5.3334866,5.6709504,12.28243,14.171055,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"203","KAR23",1,"Sta","Dec","Inc","Dec","Inc","Inc",40,0.45271319,174,1.4367816,0.099031009,5.2886057,7.9633083,6.8084073,11.289782,12.759957,34.93671,1.240955,185.25887,0.88146937,0.57465076,7.0469103,7.4747376,7.8167839,11.154441,12.822657,170.38043,0.40204775,318.75,0.68925494,0.18107334,5.8920569,7.2287588,6.6897197,12.738936,13.36531,"cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"204","KAR23",2,"Inc","Dec","Dec","Inc","Dec","Dec",40,0.45271319,174,1.4367816,0.099031009,5.2886057,7.9633083,6.8084073,11.289782,12.759957,34.93671,1.240955,185.25887,0.88146937,0.57465076,7.0469103,7.4747376,7.8167839,11.154441,12.822657,170.38043,0.40204775,318.75,0.68925494,0.18107334,5.8920569,7.2287588,6.6897197,12.738936,13.36531,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"205","KAR24",2,"Dec","Inc","Dec","Inc","Dec","Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.63291,1.7776222,1112.9747,1.4502575,0.6632545,7.1903067,7.9726439,8.1761789,12.212382,14.615694,341.30435,0,408.69565,3.8764789,0,0,8.9558296,0,13.433677,13.613873,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"206","KAR25",1,"Inc","Inc","Inc","Sta","Inc","Inc",42,0.43501273,176,0.49431819,0.11525028,5.4402723,6.8963275,6.7685237,11.338573,12.771386,37.974682,3.5359082,968.6709,0.84941131,0.5684287,7.0360241,7.4376912,8.8638725,11.237823,14.476828,869.56525,0.18241476,3589.3477,0.19811399,0.059227351,4.7746019,5.9819961,5.8994374,14.368896,15.786628,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"207","KAR25",2,"Inc","Dec","Dec","Inc","Dec","Dec",42,0.43501273,176,0.49431819,0.11525028,5.4402723,6.8963275,6.7685237,11.338573,12.771386,37.974682,3.5359082,968.6709,0.84941131,0.5684287,7.0360241,7.4376912,8.8638725,11.237823,14.476828,869.56525,0.18241476,3589.3477,0.19811399,0.059227351,4.7746019,5.9819961,5.8994374,14.368896,15.786628,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"208","KAR26",1,"Inc","Dec","Dec","Dec","Dec","Inc",82.5,0.218692,114.5,0.46288213,0.04888485,4.5827193,6.8306208,6.0808167,12.0137,12.341477,71.012657,0,401.58228,0.1180331,0,0,5.4641304,0,11.863761,13.596314,305.21738,0.091061786,1297.2826,0.13381819,0.053272557,4.6686563,5.5896435,5.2047157,13.321927,14.768929,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","2"
"209","KAR26",2,"Inc","Inc","Sta","Inc","Sta","Dec",82.5,0.218692,114.5,0.46288213,0.04888485,4.5827193,6.8306208,6.0808167,12.0137,12.341477,71.012657,0,401.58228,0.1180331,0,0,5.4641304,0,11.863761,13.596314,305.21738,0.091061786,1297.2826,0.13381819,0.053272557,4.6686563,5.5896435,5.2047157,13.321927,14.768929,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","3"
"210","KAR27",1,"Inc","Dec","Inc","Inc","Inc","Sta",86,0.47965115,280,0.83928573,0.13081396,5.5669379,7.4256988,6.8662071,12.05525,13.235692,291.26584,1.1839271,5216.6455,0.1892979,0.28481597,6.3449936,5.9364762,7.7697396,13.275139,16.160513,664.21741,0.050756894,841.79352,0.16785589,0.016073326,3.4712746,5.8162618,4.6202917,14.099512,14.336437,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","2"
"211","KAR27",2,"Dec","Dec","Dec","Inc","Dec","Dec",86,0.47965115,280,0.83928573,0.13081396,5.5669379,7.4256988,6.8662071,12.05525,13.235692,291.26584,1.1839271,5216.6455,0.1892979,0.28481597,6.3449936,5.9364762,7.7697396,13.275139,16.160513,664.21741,0.050756894,841.79352,0.16785589,0.016073326,3.4712746,5.8162618,4.6202917,14.099512,14.336437,"cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"212","KAR28",1,"Sta","Inc","Inc","Dec","Inc","Dec",78,0.058974363,114,0.20175439,0.0076923086,2.7375665,6.0002046,4.7703218,11.957611,12.337101,61.518986,0.12986678,107.02532,0.26629212,0.024109783,3.8761947,6.2777448,5.5596709,11.720248,12.273968,95.978264,0.44202983,123.58695,0.59391385,0.052372478,4.6516194,7.0798821,6.7845259,12.165024,12.417848,"cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"213","KAR28",2,"Inc","Inc","Inc","Inc","Inc","Inc",78,0.058974363,114,0.20175439,0.0076923086,2.7375665,6.0002046,4.7703218,11.957611,12.337101,61.518986,0.12986678,107.02532,0.26629212,0.024109783,3.8761947,6.2777448,5.5596709,11.720248,12.273968,95.978264,0.44202983,123.58695,0.59391385,0.052372478,4.6516194,7.0798821,6.7845259,12.165024,12.417848,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","5"
"214","KAR29",1,"Dec","Dec","Sta","Dec","Sta","Inc",44,0,214,0.14018692,0,0,5.6361365,0,11.385092,12.966879,27.721518,0,120.25317,0,0,0,0,0,10.923111,12.390502,124.58967,0.1686549,251.19566,0.70263952,0.033034537,4.1909299,7.2479916,5.8210106,12.425928,13.127134,"cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","3"
"215","KAR29",2,"Inc","Sta","Sta","Inc","Sta","Sta",44,0,214,0.14018692,0,0,5.6361365,0,11.385092,12.966879,27.721518,0,120.25317,0,0,0,0,0,10.923111,12.390502,124.58967,0.1686549,251.19566,0.70263952,0.033034537,4.1909299,7.2479916,5.8210106,12.425928,13.127134,"cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Sta","cat_income_b_Inc","3"
"216","KAR3",1,"Inc","Dec","Dec","Inc","Dec","Inc",56,0.59785712,240,0.20833331,0.13357143,5.5877976,6.0322924,7.0864997,11.626254,13.081541,192.1519,0,1139.2405,0,0,0,0,0,12.859189,14.63902,16.913044,0.096401021,384.78262,0.17802259,0,0,5.8750658,5.2616911,10.428988,13.553581,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"217","KAR3",2,"Dec","Sta","Sta","Dec","Sta","Dec",56,0.59785712,240,0.20833331,0.13357143,5.5877976,6.0322924,7.0864997,11.626254,13.081541,192.1519,0,1139.2405,0,0,0,0,0,12.859189,14.63902,16.913044,0.096401021,384.78262,0.17802259,0,0,5.8750658,5.2616911,10.428988,13.553581,"cat_assets_b_Dec","cat_DAR_b_Sta","cat_DSR_b_Sta","cat_income_b_Dec","3"
"218","KAR30",1,"Inc","Sta","Inc","Inc","Dec","Inc",35,0.25857145,126,0.34920636,0.11571429,5.4442902,6.5488124,6.248323,11.156251,12.437184,75.734177,0.33428046,155.6329,0.36560395,0,0,6.5946999,6.5051298,11.928132,12.648402,40.217392,0.25792235,275,0.24836364,0.12497267,5.5212584,6.208045,6.2458096,11.295202,13.217673,"cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Inc","3"
"219","KAR30",2,"Inc","Dec","Dec","Dec","Sta","Inc",35,0.25857145,126,0.34920636,0.11571429,5.4442902,6.5488124,6.248323,11.156251,12.437184,75.734177,0.33428046,155.6329,0.36560395,0,0,6.5946999,6.5051298,11.928132,12.648402,40.217392,0.25792235,275,0.24836364,0.12497267,5.5212584,6.208045,6.2458096,11.295202,13.217673,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","2"
"220","KAR31",2,"Inc","Inc","Dec","Dec","Dec","Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.37975,0.13288209,469.99997,0.14127661,0.037493404,4.3174901,5.6438794,5.5826235,12.471354,13.753635,22.445652,0,548.20654,0.15705758,0,0,5.7497697,0,10.711999,13.907555,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","5"
"221","KAR32",1,"Sta","Inc","Inc","Inc","Inc","Dec",40,0.52392542,114,0.66228068,0.16283807,5.785913,7.1888371,6.9544973,11.289782,12.337101,60.379749,0.71476662,115.63291,1.228889,0.71476662,7.2651038,7.807013,7.2651038,11.701556,12.351323,32.989132,1.1200659,209.34784,0.24743508,0.11026358,5.3960414,6.2042994,7.7142901,11.09708,12.9449,"cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"222","KAR32",2,"Inc","Dec","Inc","Dec","Dec","Dec",40,0.52392542,114,0.66228068,0.16283807,5.785913,7.1888371,6.9544973,11.289782,12.337101,60.379749,0.71476662,115.63291,1.228889,0.71476662,7.2651038,7.807013,7.2651038,11.701556,12.351323,32.989132,1.1200659,209.34784,0.24743508,0.11026358,5.3960414,6.2042994,7.7142901,11.09708,12.9449,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","2"
"223","KAR33",1,"Dec","Dec","Dec","Dec","Dec","Dec",85,0.25436738,165.5,0.20543806,0.0011764707,1.0008224,6.0182977,6.2319307,12.043553,12.709873,23.734177,0.13333334,77.151901,0.13868745,0,0,5.6253829,5.5860138,10.767818,11.946679,31.413044,1.5156167,180.10869,1.0449246,0.90747827,7.5038171,7.6448474,8.0167246,11.048125,12.794463,"cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","5"
"224","KAR33",2,"Inc","Inc","Inc","Inc","Sta","Sta",85,0.25436738,165.5,0.20543806,0.0011764707,1.0008224,6.0182977,6.2319307,12.043553,12.709873,23.734177,0.13333334,77.151901,0.13868745,0,0,5.6253829,5.5860138,10.767818,11.946679,31.413044,1.5156167,180.10869,1.0449246,0.90747827,7.5038171,7.6448474,8.0167246,11.048125,12.794463,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","5"
"225","KAR34",1,"Dec","Inc","Dec","Inc","Dec","Sta",40.5,0.14037965,116,0.19827586,0.044444442,4.4875135,5.9828129,5.6375103,11.302204,12.354492,97.594933,0.1253891,100.12658,0.31659925,0.029734112,4.0857248,6.4507866,5.5245848,12.181728,12.207337,93.130432,0.1243478,335.59784,0.14541213,0.018744871,3.624778,5.6727309,5.5162458,12.134904,13.416816,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
