HHID_panel,year,income,DSR,loanamount,DIR,caste,assets,jatis,DAR,ISR,std_assets,std_income,std_DSR,std_DAR,std_loanamount,std_ISR,std_DIR
MAN34,2010,69,1194.9275,54,.78260875,Middle,145,Vanniyar,37.241379,11.949275,-.49706703,-.27777404,-.13518502,-.11817493,-.49304345,-.073986419,-.16471496
MAN34,2016,4.9367089,41243.023,139.10001,28.176668,Middle,72.658226,Vanniyar,191.44426,412.43024,-.70258212,-.94699293,.70029527,.33561486,-.023563089,1.2933091,1.4187812
MAN34,2020,5.6521735,30318.641,65.5,11.588462,Middle,91.739136,Vanniyar,71.398094,42.597122,-.64837533,-.93951905,.47239164,-.017658202,-.42960018,.030649425,.45991051
MAN35,2010,45,2553.3333,21.5,.47777778,Middle,70.5,Kulalar,30.496454,3.311111,-.70871341,-.52848321,-.10684606,-.13802396,-.67233974,-.10347826,-.18233553
MAN36,2010,98,458.16327,31,.31632653,Middle,145,Vanniyar,21.379311,4.5816326,-.49706703,.025166184,-.15055534,-.16485398,-.61993003,-.099140532,-.19166811
MAN36,2016,104.43038,4571.5479,145.60001,1.3942304,Middle,601.96204,Vanniyar,24.187572,20.317991,.80111223,.092339329,-.064742222,-.15658979,.012296163,-.0454145,-.12936057
MAN37,2010,55,8177.2192,64,1.1636363,Dalits,130,SC,49.23077,24.509275,-.53968036,-.42402104,.010479015,-.082892425,-.43787539,-.031104898,-.14268991
MAN37,2016,135.75949,1278.8755,53.799999,.39628905,Dalits,10.253165,SC,524.716,0,-.87986809,.41960993,-.1334337,1.3163702,-.49414682,-.11478283,-.18704593
MAN37,2020,38.04348,2731.5818,73.300003,1.9267429,Dalits,238.64131,SC,30.715555,27.315817,-.23104228,-.60115248,-.10312746,-.13737918,-.38656905,-.021522991,-.098579019
MAN38,2010,45,2066.6667,67.5,1.5,Dalits,114,SC,59.210526,20.666668,-.58513463,-.52848321,-.11699886,-.053523902,-.41856655,-.044224072,-.12324662
MAN38,2016,168.03798,684.62201,32.599998,.19400376,Dalits,12.310127,SC,264.8226,0,-.87402445,.75679797,-.14583097,.55155337,-.61110318,-.11478283,-.1987389
MAN38,2020,27.173914,0,19,.69919997,Dalits,247.85326,SC,7.6658263,0,-.20487216,-.71469831,-.1601135,-.20521016,-.68613172,-.11478283,-.16953635
MAN39,2010,33,12256.061,59.5,1.8030303,Dalits,108,SC,55.09259,26.499998,-.60218,-.65383774,.095571488,-.0656422,-.46270102,-.024308305,-.10573015
MAN39,2016,89.620255,1588.9829,91.800003,1.024322,Dalits,141.4557,SC,64.896645,15.88983,-.50713599,-.062370434,-.12696427,-.036790732,-.28450811,-.060532834,-.15074289
MAN39,2020,14.945652,7909.0913,30.9,2.0674908,Dalits,121.46739,SC,25.438925,79.090912,-.56392062,-.84243739,.0048853513,-.15290731,-.62048173,.1552441,-.090443172
MAN4,2016,31.898735,8056.7393,75.900002,2.3794048,Dalits,166.55063,SC,45.571728,31.984516,-.43584403,-.66534179,.0079655712,-.093660295,-.37222537,-.0055834283,-.072413184
MAN4,2020,38.423912,10371.458,141.7,3.6878076,Dalits,227.93478,SC,62.166904,50.979115,-.26145837,-.5971784,.056255057,-.04482384,-.0092194388,.059266664,.0032182049
MAN40,2016,34.556961,3972.4526,114,3.2989011,Dalits,103.41772,SC,110.23257,12.539266,-.61519778,-.63757342,-.077240504,.09662427,-.162035,-.071972109,-.019262286
MAN40,2020,29.51087,9325.7031,145.10001,4.9168324,Dalits,259.72827,SC,55.866081,43.107403,-.17113653,-.69028598,.034438599,-.063365966,.0095377583,.032391593,.074261203
MAN41,2010,33,1590.9091,42,1.2727273,Middle,88,Vanniyar,47.727272,15.909091,-.65899783,-.65383774,-.12692408,-.087316938,-.55924517,-.060467076,-.13638398
MAN41,2016,132.65823,3730.9006,244.89999,1.8460972,Middle,624.49365,Vanniyar,39.215771,19.179239,.86512208,.38721353,-.082279742,-.11236466,.5601151,-.049302351,-.10324069
MAN41,2020,8.804348,37573.699,244.10001,27.724939,Middle,267.66306,Vanniyar,91.196754,172.30957,-.14859468,-.90659076,.6237461,.040605493,.55570173,.47350502,1.3926693
MAN42,2010,37,2027.027,65,1.7567568,Middle,349.5,Vanniyar,18.597998,20.270269,.083895147,-.61205292,-.11782582,-.17303886,-.43235859,-.045577429,-.10840496
MAN42,2016,153.41772,562.7063,259.60001,1.6921123,Middle,619.62024,Vanniyar,41.896633,4.859736,.85127723,.60407162,-.14837436,-.10447539,.64121222,-.098191045,-.11214169
MAN42,2020,247.93478,1954.9446,592.40002,2.389338,Middle,859.56519,Vanniyar,68.918571,0,1.5329347,1.5914171,-.1193296,-.024954967,2.477206,-.11478283,-.071839005
MAN43,2010,32,10545.22,101,3.15625,Dalits,148,SC,68.24324,68.174873,-.48854434,-.66428399,.059880059,-.026942337,-.2337535,.11797528,-.027508141
MAN43,2016,12.278481,11984.238,63.299999,5.1553612,Dalits,28.29114,SC,223.74496,38.461193,-.82862413,-.87029922,.089900754,.4306697,-.44173715,.016528811,.088049211
MAN43,2020,88.04348,4256.6812,93.099998,1.0574321,Dalits,213.80435,SC,43.544483,14.739431,-.30160138,-.078841761,-.071310945,-.099626087,-.2773363,-.064460449,-.14882898
MAN44,2010,70,3057.1428,78,1.1142857,Middle,411,Vanniyar,18.978102,20.571428,.25860992,-.26732782,-.096335627,-.17192028,-.36064008,-.044549234,-.14554259
MAN44,2016,101.26582,919.85883,74.699997,.73766249,Middle,48.607597,Vanniyar,153.67967,9.1985884,-.77090734,.059281677,-.14092349,.22448085,-.37884557,-.08337763,-.16731305
MAN44,2020,259.23914,475.59875,106.1,.40927461,Middle,195.97827,Vanniyar,54.138653,2.211067,-.35224333,1.7095048,-.15019161,-.06844946,-.20561779,-.10723396,-.1862953
MAN45,2010,57,3350.877,30,.52631581,Middle,165,Kulalar,18.181818,3.6842103,-.4402492,-.40312862,-.090207763,-.1742636,-.62544686,-.10220445,-.17952982
MAN45,2016,46.708862,4417.811,46.799999,1.0019512,Middle,395.56961,Kulalar,11.83104,30.627975,.21477388,-.51063204,-.067949466,-.19295272,-.53276449,-.010214839,-.15203601
MAN45,2020,115.1087,3859.7732,185.39999,1.6106515,Middle,712.28259,Kulalar,26.028994,1.2983947,1.1145209,.2038873,-.079591215,-.15117085,.23186505,-.11034995,-.11685048
MAN46,2010,149,50,446,2.9932885,Dalits,410,SC,108.78049,.5,.25576904,.55792314,-.1590704,.092351101,1.6695452,-.11307577,-.036928028
MAN46,2016,57.721516,3254.9756,44.400002,.76921058,Dalits,60.632912,SC,73.227562,10.020428,-.7367447,-.3955915,-.092208453,-.012274426,-.54600483,-.080571756,-.16548944
MAN46,2020,25.489132,19314.652,143.89999,5.6455431,Dalits,320.38043,SC,44.915352,95.930511,.0011696307,-.7322979,.24282728,-.09559188,.0029175216,.21273674,.11638387
MAN47,2010,38.25,7232.9482,80,2.0915034,Dalits,165,SC,48.484848,20.808016,-.4402492,-.59899515,-.0092202937,-.08508753,-.34960645,-.043741491,-.089055143
MAN47,2016,44.556965,2663.6272,88.599998,1.9884658,Dalits,119.87341,SC,73.911301,14.723616,-.5684489,-.53311121,-.10454512,-.010262313,-.30216193,-.064514443,-.095011167
MAN47,2020,137.93478,2178.8811,233.60001,1.693554,Dalits,291.30435,SC,80.191048,0,-.081432343,.44233352,-.11465786,.0082177892,.49777526,-.11478283,-.11205835
MAN48,2016,107.34177,2461.7554,112.7,1.0499175,Dalits,247.1519,SC,45.599487,11.410238,-.20686463,.12275236,-.10875655,-.093578599,-.16920686,-.075826757,-.14926335
MAN48,2020,36.95652,11629.3,239,6.4670591,Dalits,255.49348,SC,93.544456,42.563885,-.1831671,-.6125071,.082496054,.047514334,.52756596,.030535948,.16387108
MAN49,2010,33,6484.8481,54,1.6363636,Dalits,257,SC,21.011673,5.757576,-.17888726,-.65383774,-.0248271,-.16593587,-.49304345,-.095125705,-.11536421
MAN49,2016,34.177216,2293.7627,316.39999,9.2576294,Dalits,47.468353,SC,666.54938,22.937626,-.77414382,-.64154035,-.11226121,1.7337589,.9545669,-.036470719,.32517821
MAN49,2020,11.608696,33401.57,176.60001,15.212734,Dalits,317.44565,SC,55.631573,234.08737,-.0071677701,-.87729591,.53670746,-.064056076,.1833172,.68442267,.66940928
MAN5,2010,45,2754.2222,39,.86666662,Dalits,206,SC,18.932039,5.3200002,-.3237727,-.52848321,-.10265514,-.17205584,-.57579559,-.096619643,-.15985605
MAN5,2016,59.822784,1144.6255,46.299999,.77395266,Dalits,49.588608,SC,93.368217,6.2420654,-.76812035,-.37364119,-.13623442,.046995696,-.53552288,-.093471594,-.16521533
MAN5,2020,66.95652,2878.304,93.199997,1.391948,Dalits,203.96739,SC,45.693577,15.489099,-.32954711,-.29912066,-.10006655,-.093301713,-.27678463,-.061900984,-.12949249
MAN50,2010,90,533.33337,33.5,.37222221,Middle,100,Vanniyar,33.5,5.3333335,-.62490714,-.058403533,-.14898714,-.1291851,-.60613805,-.09657412,-.1884371
MAN50,2016,102.53165,582.85126,64.5,.6290741,Middle,47.341774,Vanniyar,136.2433,2.7420931,-.77450341,.072504736,-.14795411,.17316893,-.43511698,-.10542096,-.17358994
MAN50,2020,58.260868,650.45502,42.700001,.73291045,Middle,211.25,Vanniyar,20.213018,6.50455,-.30885801,-.38995731,-.14654376,-.16828616,-.55538338,-.092575431,-.16758774
MAN51,2016,79.139244,956.51434,112.7,1.4240721,Middle,435.50632,Vanniyar,25.877926,8.2502499,.3282297,-.17185733,-.14015877,-.15161541,-.16920686,-.086615384,-.12763558
MAN51,2020,114.83696,15300.89,795.90002,6.930696,Middle,931.52173,Vanniyar,85.440842,10.175107,1.7373554,.20104869,.15909249,.023666935,3.5998764,-.080043659,.19067131
MAN52,2010,120,7950,680,5.666666,Middle,525.5,Vanniyar,129.40057,54.5,.58389193,.25498292,.0057387855,.15303208,2.9604783,.071287438,.11760486
MAN52,2016,168.35443,2867.7205,134.89999,.80128568,Middle,448.03799,Vanniyar,30.109051,20.068798,.36383083,.7601037,-.10028734,-.13916402,-.046733748,-.046265282,-.16363536
MAN52,2020,43.043476,667.91101,51.700001,1.2011112,Middle,284.23914,Vanniyar,18.18891,1.9083174,-.10150385,-.54892147,-.1461796,-.17424272,-.50573212,-.10826758,-.1405237
MAN53,2020,81.195648,3766.3276,539.79999,6.6481395,Middle,560.48914,Vanniyar,96.308731,13.845078,.68329227,-.15037568,-.081540667,.055649068,2.1870217,-.067513891,.17433831
MAN54,2020,213.91304,1359.863,73.699997,.34453252,Middle,504.34784,Padayachi,14.612929,3.4298782,.52380097,1.2360187,-.13174415,-.18476616,-.38436237,-.10307277,-.19003768
MAN55,2020,34.456524,12271.869,73.699997,2.1389272,Middle,405.70651,Vanniyar,18.16584,12.924097,.24357171,-.63862258,.095901288,-.17431061,-.38436237,-.070658244,-.086313836
MAN56,2020,29.782608,21299.422,351.10001,11.78876,Dalits,274.34781,SC,127.97624,88.715233,-.12960403,-.68744731,.28423339,.14884053,1.1460001,.18810281,.47148862
MAN59,2020,105.27174,8013.4971,114.5,1.0876614,Dalits,208.15218,SC,55.007832,0,-.3176586,.1011283,.0070634563,-.065891631,-.15927659,-.11478283,-.14708158
MAN6,2016,98.70253,802.89459,69.599998,.70514905,Middle,398.73419,Vanniyar,17.455236,2.4210398,.22376411,.032504961,-.14336358,-.17640178,-.40698126,-.10651708,-.16919248
MAN6,2020,182.39131,2318.2883,239.5,1.3131108,Middle,616.25,Vanniyar,38.864098,0,.84170276,.90673596,-.11174955,-.11339957,.5303244,-.11478283,-.13404962
MAN60,2020,81.521736,2600.0002,52.400002,.64277339,Middle,149.45653,Padayachi,35.060364,4,-.48440653,-.1469693,-.1058725,-.12459324,-.50187033,-.1011263,-.17279805
MAN61,2020,89.239128,4013.8591,82.599998,.92560285,Dalits,365.21738,SC,22.616667,9.7493582,.12854649,-.066351764,-.076376684,-.16121268,-.33526278,-.081497222,-.15644929
MAN62,2020,100.97826,0,8.1000004,.08021529,Dalits,160.35326,SC,5.0513477,0,-.45345011,.056277767,-.1601135,-.21290407,-.74626493,-.11478283,-.20531636
MAN64,2020,190.21739,1065.7141,40.799999,.21449143,Dalits,546.73914,SC,7.4624257,0,.64423001,.98848885,-.13788065,-.20580873,-.56586534,-.11478283,-.19755462
MAN65,2020,301.73914,0,59.799999,.19818443,Dalits,235.54347,SC,25.388094,0,-.23984291,2.1534688,-.1601135,-.15305689,-.46104598,-.11478283,-.19849724
MAN66,2020,181.19565,1421.0403,642.90002,3.5480986,Middle,622.28259,Vanniyar,103.31319,2.3995199,.8588407,.8942458,-.13046788,.076261878,2.7558048,-.10659055,-.0048575848
MAN67,2020,121.41304,15133.85,875,7.2068043,Middle,502.71738,Vanniyar,174.05406,24.756853,.51916897,.26974383,.1556077,.28443882,4.0362558,-.030259635,.20663157
MAN7,2010,100,751.09894,63,.63,Dalits,67,SC,94.029846,2,-.71865654,.046058614,-.14444414,.048942745,-.44339219,-.10795457,-.17353642
MAN7,2016,21.772152,3962.3975,50.599998,2.3240697,Dalits,19.49367,SC,259.57144,39.623974,-.85361683,-.77112627,-.077450275,.53610021,-.51180065,.0204987,-.075611793
MAN8,2010,36,2998.2068,45,1.25,Dalits,140,SC,32.142857,5.9074302,-.51127148,-.62249911,-.097565144,-.1331789,-.54269475,-.094614081,-.13769771
MAN8,2016,17.721519,20766.559,151.89999,8.5714998,Dalits,120.82278,SC,125.72131,135.25378,-.56575185,-.81344008,.27311686,.14220472,.047051985,.34699163,.28551692
MAN8,2020,24,14167.283,97.699997,4.0708332,Dalits,153.64131,SC,63.589668,58.155296,-.472518,-.7478537,.13544327,-.040636916,-.251959,.083767109,.025358759
MAN9,2010,67,582.08954,245,3.6567163,Middle,574,Vanniyar,42.682926,5.8208957,.72167516,-.29866648,-.14796999,-.10216149,.5606668,-.094909519,.0014209971
MAN9,2016,125,1273.4098,47.5,.38,Middle,11.044304,Vanniyar,430.08594,0,-.87762052,.30721399,-.13354772,1.037892,-.52890271,-.11478283,-.18798751
MAN9,2020,34.782608,2843.7502,31.799999,.91425002,Middle,257.5,Vanniyar,12.349514,7.8125,-.17746681,-.63521624,-.1007874,-.19142696,-.6155166,-.088109918,-.15710552
MANAM1,2010,61,201.51639,30.799999,.50491804,Dalits,104,SC,29.615385,2.0151639,-.61354357,-.36134377,-.15590948,-.14061677,-.62103343,-.1079028,-.1807667
MANAM1,2016,131.29747,641.11841,35.5,.27037841,Dalits,83.670883,SC,42.428143,4.0009642,-.67129636,.37299871,-.14673854,-.10291126,-.5951044,-.10112301,-.19432412
MANAM1,2020,98.043472,0,1.3,.013259424,Dalits,223.91304,SC,.5805825,0,-.27288368,.025620306,-.1601135,-.22606069,-.78377926,-.11478283,-.20918672
MANAM10,2010,124,129.03226,32.799999,.26451612,Dalits,185.5,SC,17.68194,1.2903225,-.38201094,.29676777,-.15742165,-.17573464,-.60999978,-.1103775,-.19466297
MANAM10,2016,50.126579,0,6.3000002,.12568183,Dalits,144.24051,SC,4.3677049,0,-.49922466,-.47492984,-.1601135,-.2149159,-.75619519,-.11478283,-.2026882
MANAM10,2020,206.03261,240.15982,32.5,.15774202,Dalits,316.52176,SC,10.267857,1.0025034,-.0097924387,1.153698,-.15510331,-.19755287,-.61165482,-.11136016,-.20083499
MANAM11,2016,219.3038,0,113.9,.51937085,Middle,863.10126,Vanniyar,13.196598,0,1.5429802,1.2923317,-.1601135,-.18893415,-.16258667,-.11478283,-.17993127
MANAM11,2020,631.6087,519.89191,141.3,.22371447,Middle,587.55432,Vanniyar,24.048841,5.1989193,.76018149,5.5993571,-.14926755,-.15699805,-.011426128,-.097033031,-.1970215
MANAM12,2016,176.07596,387.78497,35.400002,.2010496,Middle,290.50632,Vanniyar,12.185622,3.8778496,-.083699465,.8407644,-.15202357,-.19190925,-.5956561,-.10154334,-.19833162
MANAM12,2020,117.66304,1075.9266,168.60001,1.4329054,Middle,203.09784,Vanniyar,83.014175,2.8992474,-.33201742,.23057052,-.13766761,.016525717,.13918275,-.10488442,-.12712498
MANAM13,2010,125,8868.8682,210,1.6799999,Middle,412.5,Vanniyar,50.909088,23.994339,.26287127,.30721399,.024908142,-.077953458,.36757854,-.032862961,-.11284184
MANAM13,2016,98.227844,2485.5066,189.89999,1.9332603,Middle,197.78481,Vanniyar,96.013435,0,-.34711117,.027546294,-.10826106,.05478007,.25669068,-.11478283,-.098202281
MANAM13,2020,118.47826,24133.305,700.79999,5.915009,Middle,611.90216,Vanniyar,114.52811,143.67593,.82935101,.23908652,.34335363,.10926523,3.0752277,.37574598,.13196017
MANAM14,2010,130,3111.7451,105,.80769229,Upper,427,Rediyar,24.590164,4.6179152,.30406418,.35944507,-.095196515,-.15540504,-.21168627,-.099016659,-.16326502
MANAM14,2016,132.91139,5828.5181,234.10001,1.7613238,Upper,956.3924,Rediyar,24.477402,17.260624,1.8080102,.38985807,-.038519409,-.15573689,.50053364,-.05585276,-.10814096
MANAM14,2020,.54347825,306075.38,68,125.12,Upper,410.48914,Rediyar,16.565603,2070.7537,.25715861,-.99288559,6.2252073,-.17901981,-.41580817,6.9550467,7.0225291
MANAM15,2010,96,642.08337,40.200001,.41874999,Dalits,134.5,SC,29.888475,6.4208336,-.52689636,.004273755,-.14671841,-.13981313,-.56917542,-.09286125,-.18574759
MANAM15,2016,66.075951,1612.3759,67.400002,1.0200384,Dalits,129.49367,SC,52.048882,0,-.5411188,-.3083193,-.12647624,-.074599259,-.41911823,-.11478283,-.1509905
MANAM15,2020,130.43478,1874.601,54.599998,.41859999,Dalits,293.42392,SC,18.607889,4.0991611,-.07541088,.36398691,-.12100572,-.17300975,-.4897334,-.10078775,-.18575627
MANAM16,2010,57,1336.842,34,.59649122,Dalits,184.5,SC,18.428185,4.5964913,-.38485184,-.40312862,-.13222441,-.17353858,-.60337961,-.099089801,-.17547338
MANAM16,2016,101.01266,2362.1292,214.8,2.126466,Dalits,430.31647,SC,49.916752,4.5975809,.31348589,.056637127,-.11083495,-.080873713,.39405924,-.099086083,-.087034151
MANAM16,2020,81.521736,1632.2246,38.099998,.46735999,Dalits,242.82608,SC,15.690242,4.6280365,-.21915382,-.1469693,-.12606215,-.18159583,-.58076072,-.098982103,-.18293771
MANAM17,2010,29,2413.793,35,1.2068965,Dalits,147,SC,23.809525,0,-.49138525,-.69562262,-.10975714,-.15770233,-.59786284,-.11478283,-.14018928
MANAM17,2016,106.4557,30032.699,462,4.3398337,Dalits,35.253166,SC,1310.5205,32.788349,-.80884582,.1134962,.46642634,3.6288435,1.7578142,-.0028390351,.040908162
MANAM17,2020,143.88043,2977.95,196.3,1.3643272,Dalits,504.23914,SC,38.929943,14.148347,.52349216,.50444305,-.097987741,-.11320581,.2919983,-.066478491,-.13108911
MANAM18,2016,69.367088,2805.3577,56.900002,.82027376,Dalits,462.08859,SC,12.313657,.78102189,.40374705,-.27393937,-.10158835,-.19153248,-.4770447,-.11211632,-.16253777
MANAM18,2020,168.13043,464.11691,38,.226015,Dalits,221.5761,SC,17.149864,1.7878311,-.27952269,.75776374,-.15043113,-.17730044,-.58131242,-.10867894,-.19688851
MANAM19,2010,120,8809.4316,210,1.75,Middle,410.5,Vanniyar,51.157124,16.647287,.25718948,.25498292,.023668181,-.077223532,.36757854,-.057946775,-.10879553
MANAM19,2020,129.81522,2237.2642,81.5,.62781549,Middle,345.05435,Vanniyar,23.619467,11.165326,.071265541,.35751477,-.11343987,-.15826163,-.34133124,-.07666292,-.17366269
MANAM2,2010,105,2621.5183,50,.47619048,Middle,162.5,Vanniyar,30.769232,4.2857146,-.44735143,.098289683,-.10542359,-.13722123,-.51511067,-.10015083,-.18242727
MANAM2,2016,119.62025,920.48273,53.799999,.44975659,Middle,124.17722,Vanniyar,43.325176,.55291003,-.55622226,.25101599,-.14091046,-.10027146,-.49414682,-.11289512,-.18395527
MANAM2,2020,28.586956,0,1.9,.06646388,Middle,81.684784,Vanniyar,2.3260145,0,-.67693865,-.6999374,-.1601135,-.22092421,-.78046918,-.11478283,-.20611127
MANAM20,2010,115,1286.9565,32,.27826086,Dalits,196.5,SC,16.284986,2.4347825,-.35076115,.20275183,-.13326511,-.1798456,-.61441326,-.10647016,-.19386847
MANAM20,2016,215.18988,2258.0212,363.79999,1.6905999,Dalits,395.82281,SC,91.909805,22.580214,.2154932,1.2493569,-.11300684,.042703867,1.2160635,-.037690971,-.11222912
MANAM20,2020,249.91304,1426.7354,220.3,.88150668,Dalits,549.72827,SC,40.074345,11.98156,.65272182,1.6120824,-.13034905,-.10983805,.4244017,-.073876195,-.15899824
MANAM21,2010,76,6352.2368,72.5,.95394737,Middle,333,Vanniyar,21.771772,8.2592106,.037020445,-.20465054,-.027593628,-.16369905,-.39098251,-.086584784,-.15481085
MANAM21,2016,97.974686,1896.58,52.5,.53585273,Middle,291.64557,Vanniyar,18.001301,.90310079,-.080462977,.024901746,-.1205472,-.17479482,-.50131869,-.11169953,-.17897853
MANAM21,2020,363.78259,426.57935,49.700001,.13662006,Middle,352.01086,Vanniyar,14.118883,3.8667958,.091028236,2.8015883,-.15121424,-.18622003,-.51676571,-.10158108,-.20205593
MANAM22,2010,43,1638.7209,35.299999,.82093024,Dalits,137.5,SC,25.672728,9.4104652,-.51837373,-.54937559,-.12592663,-.15221927,-.5962078,-.082654253,-.16249982
MANAM22,2016,57.34177,705.29803,16.1,.28077266,Dalits,225.94937,SC,7.1254902,1.5342164,-.2670987,-.39955842,-.14539963,-.20680027,-.7021305,-.10954481,-.19372328
MANAM22,2020,53.097824,6641.5732,81.800003,1.5405529,Dalits,149.56523,SC,54.691856,15.59688,-.48409769,-.44389158,-.021557514,-.066821486,-.3396762,-.061533004,-.12090249
MANAM23,2010,31,6919.355,40.5,1.3064516,Dalits,277,SC,14.620939,17.580645,-.12206944,-.67473018,-.015762452,-.18474258,-.56752038,-.054760169,-.13443457
MANAM23,2016,14.177215,0,5.6999998,.40205356,Dalits,70.949364,SC,8.0338984,0,-.7074368,-.85046464,-.1601135,-.204127,-.75950527,-.11478283,-.18671271
MANAM23,2020,26.391306,8787.915,79.900002,3.0275123,Dalits,309.18478,SC,25.842152,37.295254,-.030635983,-.72287363,.023219304,-.15172069,-.35015813,.012548138,-.034949742
MANAM24,2010,104,2718.8298,45,.43269235,Dalits,184.5,SC,24.390244,6.1183596,-.38485184,.08784347,-.10339349,-.15599337,-.54269475,-.093893938,-.18494166
MANAM24,2016,59.050636,0,81.599998,1.3818649,Dalits,340.44305,SC,23.968765,0,.058165349,-.38170722,-.1601135,-.1572337,-.34077957,-.11478283,-.13007535
MANAM24,2020,321.81522,400.24319,183.89999,.57144594,Dalits,1418.3152,SC,12.966087,1.0977135,3.1202824,2.363188,-.15176366,-.18961249,.22358984,-.11103509,-.1769211
MANAM25,2010,45,2537.2607,27.5,.6111111,Dalits,87.5,SC,31.428572,6.691288,-.66041827,-.52848321,-.10718136,-.13528091,-.63923889,-.091937885,-.17462827
MANAM25,2016,138.92406,874.71533,39.200001,.28216857,Dalits,108.67088,SC,36.07222,4.1913438,-.60027409,.45266768,-.14186525,-.12161554,-.57469219,-.10047303,-.19364259
MANAM25,2020,21.195652,5730.8452,43.5,2.0523076,Dalits,111.1413,SC,39.139362,12.604078,-.59325588,-.77714854,-.040557053,-.11258952,-.55096996,-.071750827,-.091320828
MANAM26,2010,120,1911.8333,50,.41666663,Dalits,159,Arunthathiyar,31.446541,1.8750001,-.45729455,.25498292,-.12022898,-.13522804,-.51511067,-.10838133,-.18586801
MANAM26,2016,187.8481,164.7574,303.79999,1.6172642,Dalits,257.46835,Arunthathiyar,117.99509,.97371972,-.17755672,.96373874,-.15667635,.11946789,.88505507,-.11145843,-.11646824
MANAM26,2020,51.405434,8724.6055,119.6,2.3266022,Dalits,343.26086,Arunthathiyar,34.842308,28.513659,.066170439,-.46157065,.021898545,-.12523493,-.13114089,-.017433399,-.075465403
MANAM27,2016,52.025314,0,25.299999,.48630172,Middle,409.81012,Vanniyar,6.1735907,0,.25522962,-.45509526,-.1601135,-.20960152,-.65137583,-.11478283,-.1818428
MANAM27,2020,12.336957,7277.2666,604.40002,48.991013,Middle,866.95648,Vanniyar,69.715157,72.772667,1.5539325,-.86968833,-.008295727,-.022610769,2.5434077,.13367276,2.6219411
MANAM28,2010,58,1701.8103,54.5,.93965513,Dalits,139.5,SC,39.0681,8.3974142,-.51269192,-.3926824,-.12461047,-.11279923,-.49028507,-.086112939,-.155637
MANAM28,2016,83.544304,1250,25.4,.3040303,Dalits,5.1265826,SC,495.45676,0,-.89443213,-.12584113,-.13403609,1.2302659,-.65082419,-.11478283,-.19237889
MANAM28,2020,64.130432,600.06317,26.200001,.40854239,Dalits,222.11957,SC,11.795449,3.4582589,-.27797875,-.32864261,-.14759503,-.19305746,-.6464107,-.10297588,-.18633763
MANAM29,2016,186.4557,2036.6597,253.2,1.3579632,Middle,85.126579,Vanniyar,297.43942,20.366596,-.66716087,.94919348,-.11762486,.64753848,.60590464,-.045248557,-.13145697
MANAM29,2020,316.73914,0,108.6,.34286889,Middle,446.73914,Vanniyar,24.309488,0,.36014092,2.3101621,-.1601135,-.15623103,-.19182576,-.11478283,-.19013385
MANAM3,2010,43,1144.1437,20,.46511632,Dalits,101,SC,19.801981,5.1119075,-.6220662,-.54937559,-.13624446,-.16949576,-.68061495,-.097330101,-.18306741
MANAM3,2016,14.460759,8452.4561,31.700001,2.1921394,Dalits,171.3924,SC,18.495569,0,-.42208913,-.84750265,.016220985,-.17334028,-.6160683,-.11478283,-.083237946
MANAM3,2020,31.173914,12984.009,130.5,4.1861925,Dalits,323.6413,SC,40.322418,83.245834,.01043339,-.67291343,.11075789,-.10910802,-.071007669,.16942956,.032027029
MANAM30,2010,170,3851.2146,150,.88235301,Middle,560.5,Vanniyar,26.761822,12.59457,.68332309,.77729362,-.07976976,-.14901428,.036570083,-.071783289,-.15894932
MANAM30,2016,150.25316,2670.135,106.3,.70747268,Middle,196.89874,Vanniyar,53.987141,4.2497892,-.34962836,.57101387,-.10440935,-.068895333,-.2045144,-.10027349,-.16905816
MANAM30,2020,69.097824,531.06079,75.599998,1.094101,Middle,316.79349,Vanniyar,23.864126,4.5240736,-.0090204868,-.27675214,-.14903456,-.15754163,-.37388042,-.099337041,-.14670935
MANAM31,2010,168,1684.5238,40,.23809524,Upper,537.5,Naidu,7.4418602,1.9642856,.61798263,.75640118,-.1249711,-.20586924,-.57027876,-.10807651,-.19619022
MANAM31,2016,37.974682,13333.334,252.8,6.6570668,Upper,647.78479,Naidu,39.025307,8.333334,.93128967,-.60187119,.11804549,-.11292516,.60369796,-.086331718,.17485435
MANAM31,2020,.54347825,0,81.5,149.96001,Upper,1002.2826,Naidu,8.1314392,0,1.9383792,-.99288559,-.1601135,-.20383994,-.34133124,-.11478283,8.4583893
MANAM32,2010,73,3092.1992,59,.80821919,Upper,254.5,Rediyar,23.182711,10.070287,-.18598948,-.23598918,-.095604278,-.15954691,-.46545944,-.080401532,-.16323458
MANAM32,2016,75.316452,10537.472,468.5,6.2204204,Upper,937.2785,Rediyar,49.985142,5.0420175,1.7537097,-.21179102,.059718419,-.08067245,1.7936734,-.097568713,.14961427
MANAM32,2020,91.847824,9655.7461,552.09998,6.0110292,Upper,598.09784,Rediyar,92.309311,42.394974,.79013449,-.039100766,.04132393,.043879535,2.2548783,.029959263,.13751055
MANAM33,2010,130,1403.3845,28,.21538462,Dalits,193,SC,14.507772,3.2646153,-.36070427,.35944507,-.1308362,-.18507561,-.63648045,-.103637,-.197503
MANAM33,2016,75.822784,2023.2921,188.5,2.4860601,Dalits,211.64557,SC,89.063995,12.134896,-.30773425,-.20650177,-.11790374,.034329187,.24896719,-.07335268,-.066248037
