HHID_panel,year,income,DSR,loanamount,DIR,caste,assets,jatis,DAR,ISR,std_assets,std_income,std_DSR,std_DAR,std_loanamount,std_ISR,std_DIR
KAR39,2016,327.84811,281.2283,221.5,.67561775,Middle,126.26582,Vanniyar,175.42357,2.812283,-.5502888,2.426209,-.15424654,.28846902,.43102184,-.10518133,-.17089951
KAR39,2020,73.586952,2282.0613,148.89999,2.0234566,Middle,242.82608,Vanniyar,61.319607,0,-.21915382,-.22985776,-.11250532,-.047317278,.030501561,-.11478283,-.092988543
KAR4,2016,524.05066,396.24377,126.6,.24157971,Middle,357.91141,Vanniyar,35.371883,3.9624379,.10779104,4.4757829,-.15184709,-.12367649,-.092523225,-.10125455,-.1959888
KAR4,2020,230.67392,1484.3087,231,1.0014136,Middle,1182.3369,Vanniyar,19.537579,13.665065,2.449894,1.4111065,-.12914796,-.17027384,.48343152,-.068128482,-.1520671
KAR40,2016,48.987343,894.97821,20.200001,.41235143,Dalits,179.11392,SC,11.277739,2.6250424,-.4001531,-.48683056,-.14144254,-.19458099,-.67951155,-.10582059,-.18611746
KAR40,2020,162.95651,3163.7537,133.60001,.81985068,Dalits,924.40216,SC,14.452584,17.430733,1.7171295,.70371586,-.094111517,-.18523802,-.053905532,-.055271987,-.16256222
KAR41,2016,31.392405,0,7.5999999,.24209678,Dalits,57.278481,SC,13.268508,0,-.74627429,-.67063105,-.1601135,-.18872254,-.74902338,-.11478283,-.19595891
KAR41,2020,.54347825,198529.39,73.400002,135.056,Dalits,193.04349,SC,38.022522,1265.8956,-.36058071,-.99288559,3.9815915,-.11587617,-.38601738,4.2071538,7.5968728
KAR42,2010,80,10193.854,365,4.5625,Dalits,140.5,SC,259.7865,7.8663797,-.50985104,-.16286568,.052549906,.53673309,1.2226838,-.087925963,.053779244
KAR42,2016,28.354429,3641.2197,79.800003,2.8143754,Dalits,173.92404,SC,45.882099,1.1160715,-.41489699,-.70236641,-.084150657,-.092746928,-.3507098,-.11097242,-.047269985
KAR42,2020,255.65218,1594.9048,209.5,.81947279,Dalits,258.15216,SC,81.153694,3.437386,-.17561409,1.6720346,-.12684073,.011050675,.36482015,-.10304714,-.16258407
KAR43,2010,40,8756.4863,123,3.075,Dalits,163.5,SC,75.229355,15.000001,-.44451055,-.58071429,.022563642,-.0063835299,-.11238373,-.063570827,-.032204743
KAR43,2016,57.848103,0,247.5,4.2784462,Dalits,371.83545,SC,66.561699,0,.14734772,-.39426917,-.1601135,-.031890795,.57445884,-.11478283,.037359696
KAR43,2020,306,232.07634,70.599998,.23071896,Dalits,642.11957,SC,10.994837,2.3207633,.91519541,2.1979787,-.15527195,-.19541351,-.40146446,-.10685944,-.1966166
KAR44,2010,131,2302.679,369,2.8167939,Middle,723.5,Vanniyar,51.002075,12.977099,1.1463883,.36989126,-.11207519,-.077679813,1.244751,-.070477284,-.047130186
KAR44,2016,23.544304,6360.2148,44.400002,1.8858066,Middle,68.354431,Vanniyar,64.955559,23.279568,-.7148087,-.75261402,-.027427191,-.036617361,-.54600483,-.035303283,-.10094532
KAR44,2020,162.28261,804.94958,141.2,.87008703,Middle,579.72821,Vanniyar,24.356239,6.4587383,.73794836,.69667614,-.14332071,-.15609345,-.011977843,-.092731841,-.15965834
KAR45,2010,75,5792.6665,89,1.1866666,Middle,267,Vanniyar,33.333336,13.926667,-.15047835,-.21509676,-.039267339,-.12967555,-.29995519,-.067235336,-.14135866
KAR45,2016,12.151899,9375,189.89999,15.627186,Middle,503.48102,Vanniyar,37.717407,93.75,.5213384,-.87162149,.035467025,-.11677407,.25669068,.20529218,.69336635
KAR45,2020,300,2367.3418,232.60001,.77533334,Middle,486.95651,Vanniyar,47.766075,22.73139,.47439408,2.1353016,-.1107262,-.087202743,.49225843,-.037174836,-.16513552
KAR46,2010,52,4615.874,69,1.326923,Middle,185,Vanniyar,37.297295,0,-.3834314,-.4553597,-.063817494,-.11801038,-.41029134,-.11478283,-.13325122
KAR46,2016,82.40506,1619.2538,199.39999,2.4197543,Middle,521.13928,Vanniyar,38.262321,0,.57150358,-.13774191,-.12633276,-.11517049,.30910036,-.11478283,-.070080809
KAR46,2020,182.21739,1571.3813,97.199997,.53342873,Middle,856.68481,Vanniyar,11.346063,13.029489,1.5247518,.90491915,-.12733147,-.19437993,-.25471738,-.070298426,-.17911866
KAR47,2010,65,696.12305,17.200001,.26461539,Dalits,108,SC,15.925926,2.0381539,-.60218,-.31955889,-.14559104,-.18090226,-.69606197,-.1078243,-.19465724
KAR47,2016,70.379745,2910.6082,50.700001,.72037774,Dalits,109.62025,SC,46.25058,4.1906476,-.59757704,-.26336092,-.099392623,-.091662556,-.51124895,-.10047541,-.16831219
KAR47,2020,32.989132,1349.5569,187.60001,5.6867213,Dalits,274.56522,SC,68.32621,13.495569,-.12898639,-.65395129,-.13195916,-.026698174,.24400209,-.068707161,.11876415
KAR48,2010,54,231.27289,140,2.5925925,Upper,447,Yathavar,31.31991,2.3127289,.36088198,-.43446726,-.15528871,-.13560069,-.018597996,-.10688687,-.060090005
KAR48,2016,50.506332,0,284.70001,5.6369171,Upper,623.86078,Yathavar,45.635185,0,.86332417,-.47096285,-.1601135,-.093473546,.77968419,-.11478283,.11588524
KAR48,2020,39.804348,5461.4961,271.5,6.8208632,Upper,719.83698,Yathavar,37.716873,54.61496,1.135982,-.58275807,-.046176191,-.11677564,.70686221,.071679927,.18432249
KAR49,2010,61,1639.3442,26,.42622951,Dalits,99.5,SC,26.130653,0,-.62632757,-.36134377,-.12591363,-.15087168,-.6475141,-.11478283,-.18531524
KAR49,2016,57.848103,2697.3115,20.6,.35610503,Dalits,138.79747,SC,14.841769,5.0639949,-.51468772,-.39426917,-.1038424,-.18409272,-.67730486,-.097493678,-.18936874
KAR49,2020,24.217392,18090.021,72.199997,2.981328,Dalits,541.3587,SC,13.336813,116.29539,.62894475,-.74558276,.21727914,-.18852152,-.39263758,.28226516,-.037619397
KAR5,2016,125.44304,353.17859,30.799999,.24552974,Dalits,77.784813,SC,39.596416,0,-.68801802,.31184205,-.15274552,-.1112445,-.62103343,-.11478283,-.19576047
KAR5,2020,119.02174,2100.5073,145.7,1.2241461,Dalits,989.29352,SC,14.727682,18.239777,1.9014786,.24476375,-.11629288,-.18442845,.012847792,-.052509803,-.13919218
KAR50,2010,20,7143.7661,28,1.4,Middle,183,Vanniyar,15.300547,12.5,-.38911319,-.78963858,-.011080804,-.18274263,-.63648045,-.072106168,-.12902705
KAR50,2016,52.531647,449.15662,235.8,4.4887228,Middle,31.582279,Vanniyar,746.62122,.42891568,-.81927437,-.449806,-.15074323,1.9693952,.50991219,-.11331846,.049514603
KAR50,2020,30.434782,5763.5635,97.199997,3.1937139,Middle,120.65218,Vanniyar,80.562157,0,-.56623656,-.68063456,-.039874487,.0093098925,-.25471738,-.11478283,-.025342565
KAR52,2020,11.413043,0,87.699997,7.6841908,Dalits,58.994568,SC,148.65775,0,-.74139905,-.87933975,-.1601135,.20970227,-.30712706,-.11478283,.2342266
KAR53,2020,203.80435,684.89203,172.8,.84787202,Middle,429.72827,Vanniyar,40.211456,4.8489199,.3118149,1.1304212,-.14582534,-.10943455,.16235332,-.098227978,-.16094247
KAR54,2020,143.47826,1443.7285,50,.34848487,Middle,286.95651,Vanniyar,17.424244,.18939394,-.093784079,.50024182,-.12999456,-.17649299,-.51511067,-.11413622,-.18980922
KAR56,2020,38.967388,27506.803,294.10001,7.5473371,Dalits,245.13586,SC,119.97429,124.87399,-.21259198,-.59150118,.41373131,.12529232,.83154213,.31155363,.22631586
KAR57,2020,110.43478,7117.9351,186.3,1.6869686,Middle,279.8913,Vanniyar,66.561554,19.931948,-.11385559,.1550626,-.01161969,-.031891219,.23683022,-.046732504,-.11243902
KAR58,2020,26.902174,3618.3206,106.9,3.9736567,Middle,513.31525,Vanniyar,20.825409,18.001385,.54927635,-.71753699,-.084628381,-.16648401,-.20120433,-.053323705,.01974153
KAR59,2020,132.52174,2979.1201,194.60001,1.4684383,Dalits,319.51089,SC,60.905594,16.198256,-.00130063,.38578773,-.097963326,-.048535638,.28261974,-.059479829,-.12507102
KAR6,2010,23,2031.4358,18.700001,.81304353,Dalits,101,SC,18.514853,20.314358,-.6220662,-.75829989,-.11773384,-.17328353,-.68778676,-.045426905,-.1629557
KAR6,2016,27.341772,4302.9204,16.5,.60347223,Dalits,69.493675,SC,23.743168,6.9172001,-.71157223,-.71294481,-.070346311,-.15789759,-.69992375,-.091166593,-.17506984
KAR6,2020,21.684784,8449.7305,51.799999,2.3887718,Dalits,185.86957,SC,27.869003,4.3769708,-.38096106,-.77203894,.016164124,-.14575605,-.50518042,-.09983927,-.071871735
KAR60,2020,84.782608,5850.2153,98.099998,1.157077,Dalits,248.91304,SC,39.411354,15.809046,-.20186143,-.11290553,-.03806676,-.1117891,-.24975225,-.060808644,-.14306907
KAR62,2020,30.97826,5178.9463,207.60001,6.7014742,Middle,490.97827,Vanniyar,42.282928,28.419865,.48581946,-.67495728,-.052070726,-.10333861,.35433826,-.017753623,.17742129
KAR63,2020,130.43478,466.66666,9.8999996,.075899996,Middle,272.28262,Vanniyar,3.6359277,0,-.13547099,.36398691,-.15037794,-.21706939,-.73633468,-.11478283,-.20556581
KAR64,2020,48.47826,2476.9248,34.900002,.71991038,Dalits,157.60869,SC,22.14345,2.1858592,-.46124712,-.49214855,-.10844009,-.16260526,-.59841448,-.10732002,-.16833921
KAR65,2020,55.923912,1450.3182,202.5,3.6209912,Dalits,414.02173,SC,48.910477,0,.26719433,-.41436967,-.12985708,-.083834991,.32620248,-.11478283,-.00064407062
KAR7,2010,43,8260.75,78,1.8139535,Middle,159,Vanniyar,49.056606,20.019745,-.45729455,-.54937559,.012221628,-.083404958,-.36064008,-.046432756,-.10509874
KAR7,2016,162.02531,3594.3311,167.7,1.0350235,Middle,160.75949,Vanniyar,104.31732,28.638672,-.45229605,.69398838,-.085128844,.07921683,.13421756,-.017006587,-.1501243
KAR7,2020,54.347828,2009.1095,54.799999,1.00832,Middle,187.88045,Vanniyar,29.167484,20.091095,-.37524837,-.43083379,-.11819962,-.14193486,-.48863003,-.046189155,-.15166788
KAR8,2010,23,2888.594,14,.60869563,Dalits,84,SC,16.666668,0,-.67036134,-.75829989,-.099851876,-.1787224,-.71371579,-.11478283,-.1747679
KAR8,2016,53.164558,230.09253,5.6999998,.10721428,Dalits,74.177216,SC,7.6842999,0,-.6982668,-.44319445,-.15531333,-.20515579,-.75950527,-.11478283,-.20375571
KAR8,2020,44.217392,1957.6294,45.799999,1.0357915,Dalits,204.94565,SC,22.347387,19.576294,-.32676798,-.53665847,-.11927359,-.16200511,-.53828132,-.047946755,-.15007989
KAR9,2010,76,14011.697,240,3.1578948,Dalits,118.5,SC,202.53165,35.878487,-.57235062,-.20465054,.13219745,.36824292,.53308278,.0077111064,-.027413063
KAR9,2016,202.53165,3303.6702,221.5,1.0936563,Dalits,164.62025,SC,134.55209,25.459476,-.44132802,1.1171262,-.091192588,.16819201,.43102184,-.027860785,-.14673506
KAR9,2020,135.86957,731.87421,34.200001,.25171199,Dalits,256.03262,SC,13.357674,7.3187418,-.18163547,.42075983,-.1448452,-.18846013,-.60227627,-.089795671,-.19540311
KOR1,2010,75,978,105,1.4,Middle,179,Vanniyar,58.659218,9.7799997,-.40047675,-.21509676,-.13971055,-.055146296,-.21168627,-.081392609,-.12902705
KOR1,2016,28.101267,15553.61,242.5,8.6295042,Middle,134.49367,Vanniyar,180.30589,54.702644,-.52691436,-.70501101,.16436473,.30283675,.54687482,.071979292,.28886983
KOR1,2020,104.47174,4513.0444,195.89999,1.8751482,Middle,583.58698,Vanniyar,33.56826,14.424886,.74891067,.092771374,-.065962717,-.12898421,.28979152,-.065534353,-.10156142
KOR10,2010,131,182.44276,50.599998,.38625953,Dalits,175,SC,28.914284,1.8244276,-.41184029,.36989126,-.1563074,-.14267999,-.51180065,-.108554,-.18762568
KOR10,2016,85.031647,1055.0951,60.700001,.71385187,Dalits,146.07596,SC,41.553722,6.637197,-.49401036,-.11030402,-.13810219,-.10548452,-.45608085,-.092122562,-.16868941
KOR10,2020,19.565218,2597.5496,31.700001,1.6202222,Dalits,62.989132,SC,50.326145,15.996274,-.73005092,-.79418039,-.10592362,-.079668947,-.6160683,-.060169421,-.11629725
KOR11,2010,56,1248.2142,39,.6964286,Middle,162,Vanniyar,24.074074,12.482142,-.44877189,-.41357484,-.13407335,-.1569238,-.57579559,-.072167136,-.16969655
KOR11,2016,29.49367,8340.4746,569.70001,19.31601,Middle,345.44302,Vanniyar,164.91866,83.404747,.072369717,-.69046563,.013884837,.25755504,2.3519745,.16997211,.90659648
KOR11,2020,139.43478,3302.6089,228.5,1.6387589,Middle,440.59784,Vanniyar,51.861351,20.048855,.34269416,.45800284,-.091214731,-.075151123,.46963951,-.046333369,-.11522575
KOR12,2016,71.139244,2260.5554,79.099998,1.1119038,Middle,323.67087,Vanniyar,24.438404,12.010675,.0105174,-.25542703,-.11295397,-.15585165,-.35457161,-.073776789,-.14568028
KOR12,2020,155.73914,1268.8171,165.39999,1.0620323,Middle,1050.4891,Vanniyar,15.745046,12.688171,2.0753288,.62832159,-.13364354,-.18143456,.12152889,-.071463726,-.14856306
KOR13,2016,56.708858,2499.1787,63.299999,1.1162277,Dalits,252.21519,SC,25.097614,24.991787,-.19248037,-.40616995,-.10797583,-.15391172,-.44173715,-.029457539,-.14543033
KOR13,2020,12.967392,17673.199,54.200001,4.1797147,Dalits,482.98914,SC,11.221785,66.394112,.4631232,-.86310267,.20858341,-.19474564,-.49194011,.11189552,.031652585
KOR14,2010,46.098999,4504.6733,54,1.1713921,Middle,137,Vanniyar,39.416061,10.846222,-.51979417,-.51700282,-.066137351,-.11177525,-.49304345,-.077752389,-.1422416
KOR14,2016,99.936707,3987.5481,234.2,2.3434832,Middle,403.48102,Vanniyar,58.044861,37.342232,.23724931,.045397438,-.076925583,-.056954231,.50108528,.012708528,-.074489608
KOR14,2020,25.108696,4361.0273,72.400002,2.8834631,Middle,310.65216,Vanniyar,23.305809,18.12501,-.026467327,-.73627204,-.069134086,-.15918466,-.39153418,-.052901633,-.043276414
KOR15,2010,66,2203.4849,24,.36363637,Dalits,221.5,SC,10.835215,1.580303,-.27973887,-.3091127,-.11414457,-.19588324,-.6585477,-.10938747,-.1889334
KOR15,2016,53.924049,3314.801,132.89999,2.4645774,Dalits,94.493675,SC,140.64432,17.078854,-.64054996,-.43526065,-.090960376,.18612027,-.057767365,-.056473348,-.067489833
KOR15,2020,189.36412,1990.1224,616.20001,3.2540483,Dalits,449.94568,SC,136.94987,8.8337364,.36925036,.9795754,-.11859572,.17524824,2.608506,-.084623277,-.021854971
KOR16,2010,26,6491.1543,52,2,Middle,272,Vanniyar,19.117647,34.142307,-.13627389,-.72696126,-.024695542,-.17150962,-.50407708,.0017835586,-.094344437
KOR16,2016,28.357595,129.89621,107.6,3.7943978,Middle,479.55698,Vanniyar,22.437376,1.2989621,.45337281,-.70233333,-.15740362,-.16174029,-.19734257,-.11034801,.0093795881
KOR16,2020,100.04348,1640.4701,440.20001,4.4000869,Middle,392.55435,Vanniyar,112.13734,14.136338,.20620786,.046512812,-.12589014,.10222967,1.6375477,-.066519491,.044391058
KOR17,2010,46,2523.3708,67,1.4565217,Middle,71,Vanniyar,94.366196,21.195652,-.70729297,-.51803696,-.10747114,.049932558,-.42132497,-.042418052,-.12575985
KOR17,2016,34.873417,37064.652,819.5,23.499275,Middle,200.50632,Vanniyar,408.7153,184.28931,-.33937964,-.63426763,.6131264,.97500223,3.730073,.51440543,1.1484075
KOR17,2020,50.489132,844.77441,31.5,.62389666,Middle,305.86957,Vanniyar,10.298508,8.4477444,-.04005415,-.47114253,-.14248988,-.19746268,-.61717165,-.085941106,-.17388922
KOR18,2016,65.126587,933.57544,131.7,2.0222156,Middle,243.22784,Vanniyar,54.146759,9.0830822,-.21801245,-.31823656,-.14063732,-.068425603,-.064387515,-.083771981,-.093060277
KOR18,2020,22.478262,15612.83,96.599998,4.2974854,Middle,321.68478,Vanniyar,30.029396,76.334908,.0048751519,-.76375008,.16560015,-.13939843,-.25802746,.14583473,.038460243
KOR19,2010,29,4683.7935,65.5,2.2586207,Dalits,360,SC,18.194445,46.837933,.1137245,-.69562262,-.062400565,-.17422643,-.42960018,.045128118,-.079395033
KOR19,2016,39.367088,2176.6824,41.099998,1.0440192,Dalits,159.49367,SC,25.769047,8.7732534,-.45589209,-.58732581,-.11470372,-.15193582,-.5642103,-.084829777,-.14960431
KOR19,2020,19.673914,819.39679,43.099998,2.1907179,Dalits,101.3587,SC,42.522251,8.1939678,-.6210472,-.79304492,-.1430193,-.10263433,-.5531767,-.086807534,-.083320111
KOR2,2010,50,3547.5876,104,2.0799999,Dalits,212,SC,49.056606,11.903356,-.30672735,-.47625211,-.086104006,-.083404958,-.21720308,-.074143194,-.089720093
KOR2,2016,104.43038,3262.4634,63.299999,.60614544,Dalits,27.436708,SC,230.7128,.79287505,-.83105153,.092339329,-.092052244,.45117471,-.44173715,-.11207585,-.17491531
KOR2,2020,67.934784,134.53564,11.3,.166336,Dalits,125.27174,SC,9.0203915,1.3453565,-.55311286,-.28890151,-.15730684,-.20122392,-.72861117,-.11018961,-.20033821
KOR20,2010,95,947.36841,148,1.5578947,Middle,431,Vanniyar,34.338749,9.4736843,.31542775,-.00617246,-.14034958,-.12671681,.025536466,-.082438409,-.11990006
KOR20,2016,37.341774,1746.4399,221.5,5.9316945,Middle,249.17722,Vanniyar,88.892555,17.464399,-.20111093,-.60848266,-.12367941,.033824675,.43102184,-.055157043,.13292466
KOR20,2020,26.826088,1744.8153,48.900002,1.8228525,Middle,239.67392,Vanniyar,20.402721,17.448153,-.22810876,-.71833175,-.1237133,-.1677279,-.5211792,-.055212513,-.10458434
KOR21,2016,147.27847,366.4852,88.599998,.60158145,Dalits,191.32909,SC,46.307644,3.6648519,-.36545116,.5399397,-.15246792,-.091494627,-.30216193,-.10227054,-.17517914
KOR21,2020,270.54346,557.25439,217.39999,.80356771,Dalits,1024.5652,SC,21.218758,1.555027,2.0016816,1.8275921,-.1484881,-.16532646,.40840289,-.10947376,-.16350344
KOR22,2010,67,6296.2915,91.5,1.3656716,Middle,266.5,Vanniyar,34.333958,12.281285,-.1518988,-.29866648,-.028760754,-.12673092,-.28616318,-.072852887,-.13101138
KOR22,2016,123.41772,611.03198,41.099998,.33301535,Middle,.63291138,Vanniyar,6493.7998,0,-.90719819,.29068521,-.1473662,18.88225,-.5642103,-.11478283,-.19070342
KOR22,2020,58.260868,867.27332,39.599998,.67970157,Middle,306.68478,Vanniyar,12.912281,8.6727333,-.037738211,-.38995731,-.14202051,-.18977083,-.57248551,-.085172966,-.17066345
KOR23,2010,56.400002,3421.0991,95,1.6843971,Dalits,222,SC,42.792793,11.161347,-.27831843,-.40939632,-.0887428,-.10183817,-.26685435,-.076676503,-.11258766
KOR23,2016,102.15189,2736.4944,193,1.8893434,Dalits,374.17722,SC,51.579838,26.203236,.15400042,.068537757,-.10302497,-.075979568,.27379283,-.025321491,-.10074087
KOR23,2020,153.99457,2384.1541,532.5,3.4579141,Dalits,661.63043,SC,80.482994,20.818659,.97062361,.61009747,-.11037546,.0090769324,2.146749,-.043705154,-.01007064
KOR24,2010,92,10742.031,213,2.3152175,Middle,242,Vanniyar,88.016525,28.347525,-.22150062,-.037511103,.063985929,.031246683,.38412899,-.018000603,-.076123491
KOR24,2016,581.1709,356.26129,898.59998,1.5461888,Middle,1252.0253,Vanniyar,71.771713,3.5626128,2.6478708,5.072473,-.1526812,-.016558712,4.1664524,-.1026196,-.1205767
KOR24,2020,434.78262,232.5433,260.89999,.60006994,Middle,501.25,Vanniyar,52.049873,0,.51500034,3.5432699,-.1552622,-.074596338,.64838403,-.11478283,-.1752665
KOR25,2010,59,1525.4237,13.5,.22881356,Dalits,158,SC,8.5443039,0,-.46013546,-.38223618,-.12829024,-.20262496,-.71647418,-.11478283,-.19672674
KOR25,2016,38.607594,1873.7708,36.099998,.93504924,Dalits,70.569618,SC,51.155155,1.8524591,-.70851564,-.59525967,-.12102304,-.077229328,-.59179431,-.1084583,-.15590324
KOR25,2020,11.608696,3653.8091,24.5,2.1104867,Dalits,512.44568,SC,4.7809949,36.53809,.54680604,-.87729591,-.083888017,-.21369967,-.65578932,.0099630794,-.087957822
KOR26,2010,97,49.484535,85,.87628865,Dalits,234,SC,36.324787,.49484536,-.24422775,.01471997,-.15908116,-.12087228,-.32202244,-.11309337,-.15929985
KOR26,2016,85.759491,12583.506,246.89999,2.8789816,Dalits,136.13925,SC,181.35841,87.458672,-.52223945,-.1027008,.10240263,.30593413,.57114875,.18381274,-.043535467
KOR26,2020,28.565218,14484.673,120.6,4.2219176,Dalits,184.0761,SC,65.51638,80.681847,-.3860561,-.70016444,.14206463,-.034966968,-.12562408,.16067576,.034092098
KOR27,2010,67,8122.0889,145,2.1641791,Middle,389,Vanniyar,37.275063,25.658628,.19611034,-.29866648,.0093288897,-.1180758,.0089860437,-.027180852,-.084854171
KOR27,2016,36.911392,0,82.300003,2.2296641,Middle,478.79745,Vanniyar,17.188898,0,.45121509,-.61297852,-.1601135,-.17718557,-.33691779,-.11478283,-.081068851
KOR27,2020,114.78261,335.87665,29.6,.25787878,Middle,310.32608,Vanniyar,9.5383539,1.0351162,-.027393686,.20048091,-.15310647,-.19969967,-.6276536,-.11124881,-.19504665
KOR28,2016,123.03797,934.10657,55.700001,.45270577,Dalits,209.62025,SC,26.571861,2.5628271,-.31348795,.28671822,-.14062624,-.1495733,-.4836649,-.106033,-.1837848
KOR28,2020,167.71739,2565.6982,248.3,1.4804666,Dalits,561.84784,SC,44.193462,17.18091,.68715215,.75344902,-.1065881,-.097716264,.57887232,-.056124914,-.12437574
KOR29,2010,91,1134.6155,162,1.7802197,Middle,183,Vanniyar,88.52459,11.346154,-.38911319,-.04795732,-.13644324,.032741819,.10277177,-.07604555,-.1070487
KOR29,2016,24.367088,5413.7046,196.39999,8.0600519,Middle,177.97469,Vanniyar,110.35277,18.14809,-.40338954,-.74401903,-.047173213,.096978001,.29254994,-.052822832,.25595301
KOR29,2020,37.635868,2113.8464,77.400002,2.0565488,Middle,109.40218,Vanniyar,70.748138,8.5410471,-.59819657,-.60541052,-.1160146,-.019570898,-.36395016,-.085622564,-.091075666
KOR3,2010,165,2871.9094,58,.35151517,Middle,297.5,Vanniyar,19.495798,6.0954332,-.06383118,.72506255,-.10019995,-.1703968,-.47097623,-.093972214,-.18963405
KOR3,2016,42.278484,1524.5223,60.099998,1.4215268,Middle,157.65823,Vanniyar,38.12043,15.245223,-.46110636,-.55691272,-.12830904,-.11558805,-.45939094,-.062733606,-.12778272
KOR3,2020,27.826088,273.76749,49.900002,1.7932812,Middle,151.46739,Vanniyar,32.944386,2.737675,-.47869387,-.70788556,-.15440218,-.13082016,-.51566237,-.10543605,-.10629369
KOR30,2010,217.60001,3331.3416,135,.62040442,Dalits,231,SC,58.441555,15.850184,-.25275043,1.2745335,-.09061531,-.055786837,-.046182033,-.060668189,-.17409109
KOR30,2016,276.89874,1310.799,189.8,.68544912,Dalits,68.670883,SC,276.39078,.59611428,-.71390969,1.8939809,-.13276772,.58559632,.25613904,-.11274762,-.17033121
KOR30,2020,194.15218,2476.5735,135.89999,.69996637,Dalits,306.57608,SC,44.328308,14.754872,-.038047027,1.0295924,-.10844742,-.097319439,-.04121694,-.064407729,-.16949205
KOR31,2016,131.26582,1557.175,151.89999,1.1571938,Dalits,332.46835,SC,45.688557,13.268237,.035510093,.37266812,-.12762783,-.093316488,.047051985,-.069483303,-.14306231
KOR31,2020,162.88045,3197.4548,111.4,.68393725,Dalits,508.20651,SC,21.920223,15.847034,.53476304,.70292127,-.093408443,-.16326217,-.1763787,-.060678944,-.17041861
KOR32,2010,83,111.68674,46,.55421686,Dalits,195,SC,23.589745,1.1168674,-.35502249,-.13152704,-.15778351,-.1583491,-.53717792,-.1109697,-.17791702
KOR32,2016,33.037975,3237.6553,36.700001,1.1108429,Dalits,92.658226,SC,39.607925,5.3183551,-.64576429,-.65344107,-.092569791,-.11121063,-.58848423,-.096625261,-.1457416
KOR32,2020,41.41304,524.93445,10,.24146982,Dalits,147.39131,SC,6.7846603,5.2493443,-.49027357,-.56595337,-.14916237,-.20780326,-.73578298,-.096860871,-.19599515
KOR33,2010,145,3120.6931,88,.60689658,Upper,436.5,Naidu,20.160366,5.4413791,.33105263,.51613826,-.095009841,-.1684411,-.30547199,-.096205242,-.17487189
KOR33,2016,225.94937,839.4516,348,1.540168,Upper,1835.443,Naidu,18.960001,8.394516,4.3052969,1.3617527,-.14260092,-.17197354,1.128898,-.086122841,-.12092473
KOR33,2020,326.08694,0,277.10001,.84977341,Upper,2127.3369,Naidu,13.025676,0,5.1345358,2.4078114,-.1601135,-.18943714,.73775637,-.11478283,-.16083255
KOR34,2010,35,6428.5713,65,1.8571428,Middle,217,Vanniyar,29.953918,0,-.29252288,-.63294536,-.026001144,-.13962054,-.43235859,-.11478283,-.10260221
KOR34,2016,30.063292,6806.4219,107.6,3.5791156,Middle,143.54431,Vanniyar,74.959435,68.064217,-.50120246,-.68451524,-.018118454,-.007177854,-.19734257,.11759748,-.0030646631
KOR34,2020,76.826088,5466.6787,157.5,2.0500848,Middle,400.59781,Vanniyar,39.316238,31.155352,.22905844,-.19602105,-.046068072,-.11206901,.077946141,-.0084143067,-.091449313
KOR35,2010,78,5904.9116,65,.83333325,Dalits,241,SC,26.970955,15.95878,-.22434151,-.18375811,-.036925692,-.14839883,-.43235859,-.06029743,-.16178286
KOR35,2016,19.367088,14335.297,210.2,10.853464,Dalits,245.31645,SC,85.685242,140.7386,-.21207894,-.7962501,.13894835,.024386158,.36868191,.36571753,.41742444
KOR35,2020,99.434784,4892.7388,269,2.7052908,Dalits,438.15219,SC,61.394192,24.760426,.33574635,.040154245,-.058041565,-.047097787,.69307023,-.030247437,-.053575553
KOR36,2010,48,2862.6055,32,.66666675,Dalits,184.5,SC,17.344173,0,-.38485184,-.49714455,-.10039405,-.17672862,-.61441326,-.11478283,-.17141692
KOR36,2016,40.379745,6732.2822,69.699997,1.7261128,Dalits,102.37342,SC,68.084076,29.170761,-.61816448,-.57674736,-.01966515,-.027410729,-.40642959,-.015189963,-.11017631
KOR36,2020,11.52174,910.14874,41.5,3.6018865,Dalits,231.90218,SC,17.895477,9.1014872,-.25018743,-.87820429,-.14112605,-.17510624,-.56200355,-.083709143,-.0017484068
KOR37,2010,83,873.49396,80,.96385545,Dalits,599,SC,13.355594,8.7349396,.79269743,-.13152704,-.14189073,-.18846625,-.34960645,-.084960587,-.15423812
KOR37,2016,108.35443,37150.598,936.70001,8.6447783,Dalits,346.3924,SC,270.41589,32.49725,.075066775,.13333079,.61491942,.56801337,4.3766427,-.0038328879,.28975275
KOR37,2020,88.097832,409.63379,103.8,1.1782357,Dalits,270.21741,SC,38.413517,4.0963378,-.14133805,-.078273989,-.15156776,-.11472555,-.21830642,-.10079739,-.141846
KOR38,2010,178,325.84271,50,.28089887,Dalits,159,SC,31.446541,.44943821,-.45729455,.86086333,-.1533158,-.13522804,-.51511067,-.11324839,-.19371599
KOR38,2016,91.772148,8005.0913,145.5,1.5854485,Dalits,314.55698,SC,46.255531,33.730988,-.015374172,-.039891295,.0068880958,-.09164799,.011744448,.00037925816,-.11830732
KOR38,2020,27.826088,2777.6116,40.700001,1.4626563,Dalits,285.59784,SC,14.250809,9.6824484,-.097643919,-.70788556,-.10216718,-.1858318,-.56641698,-.081725664,-.12540525
KOR39,2010,42,4023.8093,51,1.2142857,Middle,361.5,Vanniyar,14.107884,2.1428571,.11798583,-.55982184,-.076169103,-.1862524,-.5095939,-.10746683,-.13976215
