HHID_panel,tempo,de_assets1,de_assets2,di_assets,de_DAR1,de_DAR2,di_DAR,de_DSR1,de_DSR2,di_DSR,de_income1,de_income2,di_income,de_ISR1,de_ISR2,di_ISR,de_expenses1,de_expenses2,di_expenses,cat_assets_b,cat_DAR_b,cat_DSR_b,cat_income_b,cat_ISR_b,cat_expenses_b
KAR34,2,-13.683984,235.17358,235.47125,59.676144,-54.070602,-.17118712,-10.67858,-.83045542,-.0010413006,140.97514,-4.5745206,-4.4645004,-33.098244,-36.958363,-.010989241,-4.2080026,7.3369484,2600.4375,Inc,Dec,Sta,Sta,Dec,Sta
KAR35,1,188.31265,35.466007,484.90509,-52.977631,-43.138172,-.28803372,62.447559,12.784928,.047308758,168.31606,28.896425,111.08859,0,.058167867,0,-12.693254,-16.344835,-19268.359,Inc,Dec,Inc,Inc,Sta,Dec
KAR35,2,188.31265,35.466007,263.30145,-52.977631,-43.138172,-.11028515,62.447559,12.784928,.015733942,168.31606,28.896425,51.172272,0,.058167867,.058167867,-12.693254,-16.344835,-21662.078,Inc,Dec,Inc,Inc,Sta,Dec
KAR36,1,40.84304,-20.826984,143.56329,-34.276367,121.24874,-.32667375,-75.447281,-100,-1.4853683,164.55696,-9.4055586,65.822784,-100,0,-.66874999,-47.631104,-32.395508,-41677.215,Inc,Dec,Dec,Inc,Dec,Dec
KAR36,2,40.84304,-20.826984,-103.10675,-34.276367,121.24874,.7594834,-75.447281,-100,-.48338172,164.55696,-9.4055586,-9.9532242,-100,0,0,-47.631104,-32.395508,-14844.523,Dec,Inc,Dec,Sta,Sta,Dec
KAR38,1,-6.5134811,.40833196,-18.335449,101.94128,2.310966,.11950488,-100,2.2006471,-.16399999,185.51337,-86.929214,166.96204,-100,.5825243,-.047333337,-20.555056,-18.42391,-9825.3164,Sta,Inc,Dec,Inc,Dec,Dec
KAR38,2,-6.5134811,.40833196,1.074585,101.94128,2.310966,.0054708421,-100,2.2006471,2.2006471,185.51337,-86.929214,-223.37508,-100,.5825243,.5825243,-20.555056,-18.42391,-6996.4219,Sta,Sta,Sta,Dec,Sta,Dec
KAR42,1,23.789354,48.428104,33.424042,-82.338539,76.87442,-2.139044,-64.280243,-56.198612,-.65526348,-64.556961,801.63049,-51.645569,-85.812134,207.98979,-.06750308,-33.613102,20.128412,-24739.242,Inc,Dec,Dec,Dec,Dec,Dec
KAR42,2,23.789354,48.428104,84.228119,-82.338539,76.87442,.35271597,-64.280243,-56.198612,-.20463149,-64.556961,801.63049,227.29774,-85.812134,207.98979,.023213146,-33.613102,20.128412,9834.8945,Inc,Inc,Dec,Inc,Inc,Inc
KAR43,1,127.42229,72.689171,208.33545,-11.521638,-83.481735,-.086676538,-100,.023207633,-.87564868,44.620255,428.97153,17.848103,-100,.023207633,-.15000001,-51.652603,29.584986,-37189.875,Inc,Dec,Dec,Inc,Dec,Dec
KAR43,2,127.42229,72.689171,270.28412,-11.521638,-83.481735,-.55566859,-100,.023207633,.023207633,44.620255,428.97153,248.1519,-100,.023207633,.023207633,-51.652603,29.584986,10298.57,Inc,Dec,Sta,Inc,Sta,Inc
KAR44,1,-90.552254,748.12091,-655.14557,27.358658,-62.503223,.13953483,176.20935,-87.343987,.40575358,-82.027252,589.26483,-107.4557,79.389603,-72.25576,.10302468,-48.622486,-14.130433,-24797.469,Dec,Inc,Inc,Dec,Inc,Dec
KAR44,2,-90.552254,748.12091,511.37378,27.358658,-62.503223,-.40599316,176.20935,-87.343987,-.55552655,-82.027252,589.26483,138.73831,79.389603,-72.25576,-.16820829,-48.622486,-14.130433,-3702.5313,Inc,Dec,Dec,Inc,Dec,Dec
KAR45,1,88.569672,-3.2820513,236.48102,13.15221,26.641987,.043840706,61.84256,-74.748352,.35823333,-83.79747,2368.7498,-62.848099,573.16895,-75.753181,.79823333,19.248114,-20.780928,8969.6211,Inc,Inc,Inc,Dec,Inc,Inc
KAR45,2,88.569672,-3.2820513,-16.524506,13.15221,26.641987,.10048667,61.84256,-74.748352,-.70076585,-83.79747,2368.7498,287.84811,573.16895,-75.753181,-.71018612,19.248114,-20.780928,-11547.883,Sta,Inc,Dec,Inc,Dec,Dec
KAR46,1,181.69691,64.386917,336.13928,2.5873969,-70.346642,.00965029,-64.919891,-2.9564462,-.29966202,58.471268,121.12403,30.40506,0,.13029489,0,73.576897,33.116577,24574.684,Inc,Sta,Dec,Inc,Sta,Inc
KAR46,2,181.69691,64.386917,335.54553,2.5873969,-70.346642,-.2691626,-64.919891,-2.9564462,-.0047872365,58.471268,121.12403,99.812332,0,.13029489,.13029489,73.576897,33.116577,19199.23,Inc,Dec,Sta,Inc,Sta,Inc
KAR47,1,1.5002357,150.46942,1.6202545,190.41061,47.730499,.30324653,318.11691,-53.633163,.22144851,8.2765312,-53.126953,5.3797455,105.60998,222.04018,.021524938,-18.977489,-21.829987,-9754.4297,Sta,Inc,Inc,Sta,Inc,Dec
KAR47,2,1.5002357,150.46942,164.94496,190.41061,47.730499,.22075632,318.11691,-53.633163,-.15610512,8.2765312,-53.126953,-37.390614,105.60998,222.04018,.093049213,-18.977489,-21.829987,-9091.2227,Inc,Inc,Dec,Dec,Inc,Dec
KAR48,1,39.56617,15.384233,176.86078,45.706627,-17.351328,.14315274,-100,.54614961,-.023127289,-6.4697547,-21.189392,-3.4936676,-100,.54614961,-.023127289,-43.061501,1.127381,-23167.088,Inc,Inc,Dec,Sta,Dec,Dec
KAR48,2,39.56617,15.384233,95.976196,45.706627,-17.351328,-.079183102,-100,.54614961,.54614961,-6.4697547,-21.189392,-10.701984,-100,.54614961,.54614961,-43.061501,1.127381,345.34961,Inc,Dec,Sta,Dec,Sta,Sta
KAR49,1,39.494946,290.035,39.29747,-43.201687,-10.140005,-.11288883,64.536011,570.66864,.10579674,-5.1670451,-58.136238,-3.1518974,.05063995,2196.5149,.05063995,6.3716626,-8.8351421,4549.3672,Inc,Dec,Inc,Sta,Sta,Sta
KAR49,2,39.494946,290.035,402.56122,-43.201687,-10.140005,-.015049562,64.536011,570.66864,1.5392711,-5.1670451,-58.136238,-33.630711,.05063995,2196.5149,1.112314,6.3716626,-8.8351421,-6710.2344,Inc,Dec,Inc,Dec,Inc,Sta
KAR50,1,-82.74192,282.0249,-151.41772,4779.7031,-89.20977,7.3132067,-93.712608,1183.1969,-.66946095,162.65823,-42.063911,32.531647,-96.568672,-100,-.12071084,-65.665588,220.71765,-20093.672,Dec,Inc,Dec,Inc,Dec,Dec
KAR50,2,-82.74192,282.0249,89.069901,4779.7031,-89.20977,-6.6605906,-93.712608,1183.1969,.53144068,162.65823,-42.063911,-22.096865,-96.568672,-100,-.0042891568,-65.665588,220.71765,23189.324,Inc,Dec,Inc,Dec,Dec,Inc
KAR6,1,-31.194382,167.46257,-31.506325,28.238493,17.376942,.052283153,111.8167,96.372002,.22714846,18.87727,-20.689911,4.3417721,-65.949203,-36.723377,-.13397157,3.2531197,-25.447971,953.16406,Dec,Inc,Inc,Inc,Dec,Sta
KAR6,2,-31.194382,167.46257,116.37589,28.238493,17.376942,.041258365,111.8167,96.372002,.41468105,18.87727,-20.689911,-5.6569881,-65.949203,-36.723377,-.025402296,3.2531197,-25.447971,-7698.8164,Inc,Inc,Inc,Dec,Dec,Dec
KAR7,1,1.1065981,16.870516,1.759491,112.64683,-72.03965,.55260712,-56.489048,-44.103378,-.46664187,276.80307,-66.457199,119.02531,43.052139,-29.846275,.086189285,-55.422852,-16.155661,-33364.555,Sta,Inc,Dec,Inc,Inc,Dec
KAR7,2,1.1065981,16.870516,27.120956,112.64683,-72.03965,-.75149834,-56.489048,-44.103378,-.15852213,276.80307,-66.457199,-107.67749,43.052139,-29.846275,-.085475773,-55.422852,-16.155661,-4335.4434,Inc,Dec,Dec,Dec,Dec,Dec
KAR8,1,-11.693791,176.29192,-9.8227844,-53.894203,190.81877,-.089823686,-92.034447,750.80096,-.26585016,131.15025,-16.829193,30.164558,0,.19576293,0,-39.286327,-10.079982,-17364.557,Dec,Dec,Dec,Inc,Sta,Dec
KAR8,2,-11.693791,176.29192,130.76843,-53.894203,190.81877,.14663088,-92.034447,750.80096,.17275368,131.15025,-16.829193,-8.9471664,0,.19576293,.19576293,-39.286327,-10.079982,-2705.0078,Inc,Inc,Inc,Dec,Sta,Dec
KAR9,1,38.920048,55.529236,46.120255,-33.564903,-90.072487,-.6797955,-76.422058,-77.846634,-1.0708028,166.48901,-32.914402,126.53165,-29.039709,-71.253372,-.10419008,43.590752,-57.554222,16869.621,Inc,Dec,Dec,Inc,Dec,Inc
KAR9,2,38.920048,55.529236,91.412369,-33.564903,-90.072487,-1.2119442,-76.422058,-77.846634,-.25717959,166.48901,-32.914402,-66.662079,-29.039709,-71.253372,-.18140736,43.590752,-57.554222,-31982.664,Inc,Dec,Dec,Dec,Dec,Dec
KOR1,1,-24.863873,333.91409,-44.506332,207.37862,-81.382607,1.2164668,1490.3488,-70.98394,1.457561,-62.531643,271.7688,-46.898735,459.33179,-73.630371,.44922647,.30617526,-44.253242,169.62109,Dec,Inc,Inc,Dec,Inc,Sta
KOR1,2,-24.863873,333.91409,449.09332,207.37862,-81.382607,-1.4673764,1490.3488,-70.98394,-1.1040566,-62.531643,271.7688,76.370476,459.33179,-73.630371,-.40277761,.30617526,-44.253242,-24591.359,Inc,Dec,Dec,Inc,Dec,Dec
KOR10,1,-16.528025,-56.879192,-28.924042,43.713478,21.111034,.12639439,478.3157,146.19102,.087265238,-35.090347,-76.990662,-45.968353,263.79614,141.00949,.048127696,4.1386094,-59.28598,2334.1758,Dec,Inc,Inc,Dec,Inc,Sta
KOR10,2,-16.528025,-56.879192,-83.086823,43.713478,21.111034,.087724209,478.3157,146.19102,.15424544,-35.090347,-76.990662,-65.466431,263.79614,141.00949,.093590774,4.1386094,-59.28598,-34821.133,Dec,Inc,Inc,Dec,Inc,Dec
KOR11,1,113.23643,27.545734,183.44302,585.04675,-68.553375,1.4084458,568.19257,-60.40263,.70922607,-47.332733,372.76175,-26.50633,568.19257,-75.961975,.70922607,11.008017,-44.377026,4205.0625,Inc,Inc,Inc,Dec,Inc,Inc
KOR11,2,113.23643,27.545734,95.154816,585.04675,-68.553375,-1.130573,568.19257,-60.40263,-.50378662,-47.332733,372.76175,109.94112,568.19257,-75.961975,-.63355893,11.008017,-44.377026,-18818.105,Inc,Dec,Dec,Inc,Dec,Dec
KOR14,1,194.51169,-23.006994,266.48102,47.261951,-59.848625,.186288,-11.479753,9.3661423,-.051712543,116.78715,-74.875404,53.837708,244.28792,-51.462437,.26496011,91.459297,-23.441595,40150.633,Inc,Inc,Dec,Inc,Inc,Inc
KOR14,2,194.51169,-23.006994,-92.828857,47.261951,-59.848625,-.34739053,-11.479753,9.3661423,.037347943,116.78715,-74.875404,-74.828011,244.28792,-51.462437,-.19217223,91.459297,-23.441595,-19702.809,Dec,Dec,Sta,Dec,Dec,Dec
KOR15,1,-57.339199,376.16486,-127.00632,1198.0298,-2.6267958,1.2980909,50.434483,-39.962543,.11113162,-18.296894,251.16821,-12.075951,980.73291,-48.276764,.15498552,45.844799,-35.732841,18979.746,Dec,Inc,Inc,Dec,Inc,Inc
KOR15,2,-57.339199,376.16486,355.452,1198.0298,-2.6267958,-.036944389,50.434483,-39.962543,-.13246788,-18.296894,251.16821,135.44006,980.73291,-48.276764,-.08245118,45.844799,-35.732841,-21575.398,Inc,Sta,Dec,Inc,Dec,Dec
KOR16,1,76.307709,-18.142292,207.55698,17.364733,399.77921,.033197284,-97.998871,1162.9083,-.6361258,9.0676746,252.79254,2.3575954,-96.19545,988.27942,-.32843345,246.35701,-59.845165,62574.68,Inc,Inc,Dec,Sta,Dec,Inc
KOR16,2,76.307709,-18.142292,-87.002625,17.364733,399.77921,.89699966,-97.998871,1162.9083,.15105739,9.0676746,252.79254,71.685883,-96.19545,988.27942,.12837376,246.35701,-59.845165,-52648.594,Dec,Inc,Inc,Inc,Inc,Dec
KOR17,1,182.40326,52.548595,129.50632,333.11624,-97.48027,3.143491,1368.8549,-97.72081,3.4541283,-24.188225,44.778278,-11.126583,769.46753,-95.416039,1.6309366,205.90717,-38.096184,39534.176,Inc,Inc,Inc,Dec,Inc,Inc
KOR17,2,182.40326,52.548595,105.36325,333.11624,-97.48027,-3.9841678,1368.8549,-97.72081,-3.6219878,-24.188225,44.778278,15.615715,769.46753,-95.416039,-1.7584157,205.90717,-38.096184,-22375.48,Inc,Dec,Dec,Inc,Dec,Dec
KOR19,1,-55.696205,-36.449707,-200.50633,41.631397,65.012909,.075746015,-53.527355,-62.355705,-.25071108,35.748581,-50.024464,10.367088,-81.268913,-6.60286,-.3806468,362.93878,-67.019791,140820.25,Dec,Inc,Dec,Inc,Dec,Inc
KOR19,2,-55.696205,-36.449707,-58.134972,41.631397,65.012909,.16753206,-53.527355,-62.355705,-.13572857,35.748581,-50.024464,-19.693174,-81.268913,-6.60286,-.0057928562,362.93878,-67.019791,-120381.13,Dec,Inc,Dec,Dec,Sta,Dec
KOR2,1,-87.058159,356.58441,-184.56329,370.29913,-96.09021,1.8165619,-8.0371284,-95.876259,-.028512418,108.86076,-34.9473,54.430382,-93.339066,69.680763,-.1111048,152.37453,-47.656902,43944.813,Dec,Inc,Sta,Inc,Dec,Inc
KOR2,2,-87.058159,356.58441,97.83503,370.29913,-96.09021,-2.216924,-8.0371284,-95.876259,-.31279278,108.86076,-34.9473,-36.495598,-93.339066,69.680763,.0055248141,152.37453,-47.656902,-34686.988,Inc,Dec,Dec,Dec,Inc,Dec
KOR20,1,-42.18626,-3.8138704,-181.82278,158.86952,-77.047882,.54553807,84.346436,-.093027741,.079907149,-60.692871,-28.16065,-57.658226,84.346436,-.093027741,.079907149,5.4852338,-6.1131282,2678.9883,Dec,Inc,Inc,Dec,Inc,Sta
KOR20,2,-42.18626,-3.8138704,-9.5032959,158.86952,-77.047882,-.68489832,84.346436,-.093027741,-.00016246736,-60.692871,-28.16065,-10.515686,84.346436,-.093027741,-.00016246736,5.4852338,-6.1131282,-3149.4219,Sta,Dec,Sta,Dec,Sta,Sta
KOR22,1,-99.762512,48356.195,-265.8671,18813.637,-99.801163,64.594658,-90.295364,41.935829,-.56852591,84.205559,-52.793758,56.417725,-100,.086727336,-.12281285,-50.740387,56.12648,-21513.924,Dec,Inc,Dec,Inc,Dec,Dec
KOR22,2,-99.762512,48356.195,306.05188,18813.637,-99.801163,-64.808876,-90.295364,41.935829,.025624134,84.205559,-52.793758,-65.15686,-100,.086727336,.086727336,-50.740387,56.12648,11722.619,Inc,Dec,Inc,Dec,Sta,Inc
KOR23,1,68.548294,76.822746,152.17722,20.533936,56.035763,.087870449,-20.011248,-12.875609,-.068460464,81.120377,50.750576,45.751892,134.76767,-20.549286,.15041888,1054.7151,-88.92971,431378.47,Inc,Inc,Dec,Inc,Inc,Inc
KOR23,2,68.548294,76.822746,287.45322,20.533936,56.035763,.28903157,-20.011248,-12.875609,-.035234034,81.120377,50.750576,51.842674,134.76767,-20.549286,-.053845778,1054.7151,-88.92971,-419995.88,Inc,Inc,Dec,Inc,Dec,Dec
KOR24,1,417.36581,-59.964867,1010.0253,-18.456553,-27.478565,-.16244817,-96.683479,-34.726757,-1.038577,531.70752,-25.188507,489.1709,-87.432365,-100,-.24784912,291.11252,47.764149,165351.91,Inc,Dec,Dec,Inc,Dec,Inc
KOR24,2,417.36581,-59.964867,-750.77527,-18.456553,-27.478565,-.19721836,-96.683479,-34.726757,-.012371799,531.70752,-25.188507,-146.38828,-87.432365,-100,-.035626128,291.11252,47.764149,106108.97,Dec,Dec,Dec,Dec,Dec,Inc
KOR25,1,-55.335686,626.15625,-87.430382,498.70477,-90.653931,.42610851,22.836081,94.997658,.034834698,-34.5634,-69.931572,-20.392406,.018524591,1872.41,.018524591,28.040602,47.484402,6084.8105,Dec,Inc,Inc,Dec,Sta,Inc
KOR25,2,-55.335686,626.15625,441.87607,498.70477,-90.653931,-.4637416,22.836081,94.997658,.17800382,-34.5634,-69.931572,-26.998898,.018524591,1872.41,.3468563,28.040602,47.484402,13193.451,Inc,Dec,Inc,Dec,Inc,Inc
KOR26,1,-41.820831,35.211624,-97.860748,399.26901,-63.874638,1.4503362,25329.17,15.1084,1.2534021,-11.588154,-66.691483,-11.240509,17573.939,-7.7485991,.86963826,-21.151264,-18.366152,-7572.1523,Dec,Inc,Inc,Dec,Inc,Dec
KOR26,2,-41.820831,35.211624,47.936844,399.26901,-63.874638,-1.1584203,25329.17,15.1084,.19011664,-11.588154,-66.691483,-57.194275,17573.939,-7.7485991,-.067768216,-21.151264,-18.366152,-5184.3691,Inc,Dec,Inc,Dec,Sta,Dec
KOR27,1,23.084179,-35.186356,89.797455,-53.886337,-44.508636,-.20086166,-100,.033587664,-.81220889,-44.908371,210.96797,-30.088608,-100,.010351162,-.25658628,-10.875744,1.6330647,-3197.4688,Inc,Dec,Dec,Dec,Dec,Dec
KOR27,2,23.084179,-35.186356,-168.47137,-53.886337,-44.508636,-.076505437,-100,.033587664,.033587664,-44.908371,210.96797,77.871216,-100,.010351162,.010351162,-10.875744,1.6330647,427.9043,Dec,Dec,Sta,Inc,Sta,Sta
KOR29,1,-2.7460735,-38.529362,-5.0253143,24.657753,-35.889111,.21828175,377.14005,-60.953793,.4279089,-73.222977,54.453693,-66.632912,59.949265,-52.936939,.06801936,-5.2483554,-74.004333,-3589.875,Sta,Inc,Inc,Dec,Inc,Sta
KOR29,2,-2.7460735,-38.529362,-68.57251,24.657753,-35.889111,-.39604628,377.14005,-60.953793,-.3299858,-73.222977,54.453693,13.26878,59.949265,-52.936939,-.096070431,-5.2483554,-74.004333,-47962.297,Dec,Dec,Dec,Inc,Dec,Dec
KOR3,1,-47.005634,-3.926748,-139.84177,95.531517,-13.578143,.18624632,-46.916073,-82.042412,-.13473871,-74.376678,-34.183807,-122.72151,150.10893,-82.042412,.091497898,-9.5840874,-6.5980158,-3824.0508,Dec,Inc,Dec,Dec,Inc,Sta
KOR3,2,-47.005634,-3.926748,-6.1908417,95.531517,-13.578143,-.051760465,-46.916073,-82.042412,-.12507549,-74.376678,-34.183807,-14.452396,150.10893,-82.042412,-.12507549,-9.5840874,-6.5980158,-2380.2969,Sta,Dec,Dec,Dec,Dec,Sta
KOR30,1,-70.272346,346.4426,-162.32912,372.93533,-83.961723,2.179492,-60.652519,88.936188,-.20205425,27.251257,-29.883331,59.298737,-96.239067,2375.175,-.1525407,625.26758,-85.817047,145687.34,Dec,Inc,Dec,Inc,Dec,Inc
KOR30,2,-70.272346,346.4426,237.9052,372.93533,-83.961723,-2.3206246,-60.652519,88.936188,.11657746,27.251257,-29.883331,-82.746567,-96.239067,2375.175,.14158757,625.26758,-85.817047,-145019.95,Inc,Dec,Inc,Dec,Inc,Dec
KOR32,1,-52.48296,59.069862,-102.34177,67.903145,-82.870445,.16018179,2798.8713,-83.786583,.31259683,-60.19521,25.349813,-49.962025,376.185,-1.2976005,.042014878,-17.446341,30.235512,-8025.3164,Dec,Inc,Inc,Dec,Inc,Dec
KOR32,2,-52.48296,59.069862,54.733086,67.903145,-82.870445,-.32823265,2798.8713,-83.786583,-.27127206,-60.19521,25.349813,8.3750648,376.185,-1.2976005,-.00069011003,-17.446341,30.235512,11481.84,Inc,Dec,Dec,Inc,Sta,Inc
KOR33,1,320.49094,15.903187,1398.943,-5.9540882,-31.299181,-.01200366,-73.100471,-100,-.22812414,55.827152,44.318588,80.949371,54.271851,-100,.029531371,-12.70188,-52.77174,-14734.18,Inc,Sta,Dec,Inc,Inc,Dec
KOR33,2,320.49094,15.903187,291.89392,-5.9540882,-31.299181,-.059343249,-73.100471,-100,-.083945163,55.827152,44.318588,100.13757,54.271851,-100,-.083945163,-12.70188,-52.77174,-53439.734,Inc,Dec,Dec,Inc,Dec,Dec
KOR34,1,-33.850548,179.07607,-73.455688,150.24918,-47.54998,.45005515,5.8776751,-19.683516,.037785053,-14.104881,155.54782,-4.9367085,.68064219,-54.226536,.68064219,51.750687,107.76246,17698.734,Dec,Inc,Sta,Dec,Sta,Inc
KOR34,2,-33.850548,179.07607,257.0535,150.24918,-47.54998,-.35643196,5.8776751,-19.683516,-.13397431,-14.104881,155.54782,46.762794,.68064219,-54.226536,-.36908868,51.750687,107.76246,55927.352,Inc,Dec,Dec,Inc,Dec,Inc
KOR35,1,1.7910589,78.606934,4.316452,217.69449,-28.349165,.58714283,142.76901,-65.869286,.84303844,-75.170403,413.42145,-58.632912,781.88824,-82.406799,1.2477982,71.935287,-50.979973,26903.797,Sta,Inc,Inc,Dec,Inc,Inc
KOR35,2,1.7910589,78.606934,192.83574,217.69449,-28.349165,-.2429105,142.76901,-65.869286,-.94425571,-75.170403,413.42145,80.067696,781.88824,-82.406799,-1.1597818,71.935287,-50.979973,-32782.059,Inc,Dec,Dec,Inc,Dec,Dec
KOR36,1,-44.51305,126.52576,-82.126579,292.54721,-73.715614,.50739896,135.18022,-86.480827,.38696766,-15.87553,-71.466537,-7.6202545,.29170761,-68.799278,.29170761,74.4244,-49.214287,18903.797,Dec,Inc,Inc,Dec,Sta,Inc
KOR36,2,-44.51305,126.52576,129.52875,292.54721,-73.715614,-.50188595,135.18022,-86.480827,-.58221334,-15.87553,-71.466537,-28.858006,.29170761,-68.799278,-.20069274,74.4244,-49.214287,-21803.797,Inc,Dec,Dec,Dec,Dec,Dec
KOR37,1,-42.171555,-21.990953,-252.6076,1924.739,-85.794655,2.5706031,4153.103,-98.897369,3.6277103,30.547508,-18.694759,25.354431,272.03751,-87.394821,.23762313,82.965538,-48.741127,28125.316,Dec,Inc,Inc,Inc,Inc,Inc
KOR37,2,-42.171555,-21.990953,-76.174988,1924.739,-85.794655,-2.3200238,4153.103,-98.897369,-3.6740963,30.547508,-18.694759,-20.256599,272.03751,-87.394821,-.28400913,82.965538,-48.741127,-30231.838,Dec,Dec,Dec,Dec,Dec,Dec
KOR38,1,97.834579,-9.2063246,155.55698,47.092594,-69.191124,.14808992,2356.7346,-65.301933,.76792485,-48.442612,-69.679161,-86.227852,7405.1445,-71.29509,.3328155,-29.132483,6.0098915,-14309.875,Inc,Inc,Inc,Dec,Inc,Dec
KOR38,2,97.834579,-9.2063246,-28.959137,47.092594,-69.191124,-.32004723,2356.7346,-65.301933,-.52274793,-48.442612,-69.679161,-63.94606,7405.1445,-71.29509,-.24048539,-29.132483,6.0098915,2092.0508,Sta,Dec,Dec,Dec,Dec,Sta
KOR39,1,5.7478485,63.140675,20.778473,1.0542964,306.24588,.0014873892,298.28632,-35.181877,1.2002473,-85.352623,743.67725,-35.848103,7378.9321,-85.855515,1.5811996,78.793671,-32.93718,32856.961,Sta,Sta,Inc,Dec,Inc,Inc
KOR39,2,5.7478485,63.140675,241.3732,1.0542964,306.24588,.43660322,298.28632,-35.181877,-.56383467,-85.352623,743.67725,45.750275,7378.9321,-85.855515,-1.3759447,78.793671,-32.93718,-24556.961,Inc,Inc,Dec,Inc,Dec,Dec
KOR4,1,-66.763695,789.65076,-124.8481,30.880966,-95.607216,.13211107,-89.82634,-100,-.46665284,290.55911,-71.485046,139.46837,-90.536247,-100,-.21568362,36.273731,-7.2758255,11607.594,Dec,Inc,Dec,Inc,Dec,Inc
KOR4,2,-66.763695,789.65076,490.78293,30.880966,-95.607216,-.53532249,-89.82634,-100,-.052852713,290.55911,-71.485046,-134.01184,-90.536247,-100,-.022545397,36.273731,-7.2758255,-3172.8125,Inc,Dec,Dec,Dec,Dec,Sta
KOR40,1,56.25,27.91305,90,-39.839996,-58.059471,-.34859997,-86.959373,135.39114,-.67554486,393.12051,-76.912971,180.83543,-93.171669,800.77136,-.17692798,264.02747,-54.86969,80792.406,Inc,Dec,Dec,Inc,Dec,Inc
KOR40,2,56.25,27.91305,69.782623,-39.839996,-58.059471,-.30562508,-86.959373,135.39114,.13715975,393.12051,-76.912971,-174.46587,-93.171669,800.77136,.10383306,264.02747,-54.86969,-61120.668,Inc,Dec,Inc,Dec,Inc,Dec
KOR41,1,-23.319708,140.75473,-44.424042,707.65253,-74.051537,.53863317,1149.8448,-93.250519,2.6423435,-79.240509,964.78259,-39.620255,7783.2305,-94.807472,2.3194027,-1.2959566,-27.240294,-435.44141,Dec,Inc,Inc,Dec,Inc,Sta
KOR41,2,-23.319708,140.75473,205.60883,707.65253,-74.051537,-.45523083,1149.8448,-93.250519,-2.6782889,-79.240509,964.78259,100.14199,7783.2305,-94.807472,-2.2272198,-1.2959566,-27.240294,-9034.123,Inc,Dec,Dec,Inc,Dec,Dec
KOR42,1,-24.644138,-26.370596,-160.31012,402.41367,-64.227371,.66192561,77.288696,4.0597057,.28372312,6.3893909,-12.841166,2.6835442,27.331308,-18.113384,.10033193,316.95023,-36.742447,88429.117,Dec,Inc,Inc,Sta,Inc,Inc
KOR42,2,-24.644138,-26.370596,-129.26599,402.41367,-64.227371,-.53078425,77.288696,4.0597057,.026421309,6.3893909,-12.841166,-5.7378883,27.331308,-18.113384,-.084666878,316.95023,-36.742447,-42742.164,Dec,Dec,Sta,Dec,Dec,Dec
KOR44,1,242.07355,20.055273,355.84811,31.063431,7.6409454,.10143161,390.42352,-7.480166,1.3660669,-67.84272,123.95128,-31.886078,983.27924,-64.560783,1.5575563,278.5238,99.067581,57654.43,Inc,Inc,Inc,Dec,Inc,Inc
KOR44,2,242.07355,20.055273,100.84756,31.063431,7.6409454,.03270036,390.42352,-7.480166,-.1283567,-67.84272,123.95128,18.733902,983.27924,-64.560783,-1.1078376,278.5238,99.067581,77623.836,Inc,Sta,Sta,Inc,Dec,Inc
KOR45,1,95.634537,15.573091,74.59494,100.57806,132.32184,.32236561,-57.749985,374.74069,-.18487215,381.8038,15.663063,91.632912,-44.961563,60.932354,-.068997271,102.82488,57.255112,26631.645,Inc,Inc,Dec,Inc,Dec,Inc
KOR45,2,95.634537,15.573091,23.763748,100.57806,132.32184,.85066861,-57.749985,374.74069,.5068475,381.8038,15.663063,18.111656,-44.961563,60.932354,.051464118,102.82488,57.255112,30077.051,Inc,Inc,Inc,Inc,Inc,Inc
KOR5,1,70.504143,27.251829,81.784805,78.373734,-53.241951,.70266104,-100,2.2907212,-.41388884,-65.541489,16.975378,-23.594936,-100,1.622829,-.35833332,120.51437,-72.615631,30369.621,Inc,Inc,Dec,Dec,Dec,Inc
KOR5,2,70.504143,27.251829,53.899979,78.373734,-53.241951,-.85145205,-100,2.2907212,2.2907212,-65.541489,16.975378,2.1058064,-100,1.622829,1.622829,120.51437,-72.615631,-40352.23,Inc,Dec,Sta,Inc,Sta,Dec
KOR9,1,272.01865,-51.990547,258.41772,-69.736404,2.3917625,-.42575914,-86.495956,-8.901041,-.35132602,86.651321,-54.824066,28.594936,-73.77697,-8.901041,-.15431783,162.56424,-38.518215,32837.977,Inc,Dec,Dec,Inc,Dec,Inc
KOR9,2,272.01865,-51.990547,-183.7438,-69.736404,2.3917625,.0044191927,-86.495956,-8.901041,-.0048822388,86.651321,-54.824066,-33.768848,-73.77697,-8.901041,-.0048822388,162.56424,-38.518215,-20429.281,Dec,Sta,Sta,Dec,Sta,Dec
KUV1,1,-89.540421,1089.3811,-265.48734,916.25763,-63.146587,2.5030985,-76.71933,46.770412,-.80471903,71.131493,-15.168728,34.854431,-81.994553,780.06244,-.075033382,22.657516,-10.268895,8111.3906,Dec,Inc,Dec,Inc,Dec,Inc
KUV1,2,-89.540421,1089.3811,337.84604,916.25763,-63.146587,-1.7531296,-76.71933,46.770412,.11421053,71.131493,-15.168728,-12.71965,-81.994553,780.06244,.1285295,22.657516,-10.268895,-4509.2148,Inc,Dec,Inc,Dec,Inc,Dec
