HHID_panel,tempo,de_assets1,de_assets2,di_assets,de_DAR1,de_DAR2,di_DAR,de_DSR1,de_DSR2,di_DSR,de_income1,de_income2,di_income,de_ISR1,de_ISR2,di_ISR,de_expenses1,de_expenses2,di_expenses,cat_assets_b,cat_DAR_b,cat_DSR_b,cat_income_b,cat_ISR_b,cat_expenses_b
GOV2,1,-86.261749,62.90044,-596.5,197.58047,-83.217888,.48573652,-38.739391,-100,-.21474239,-39.240505,-10.552535,-39.240505,104.6875,-100,.12040395,-33.765087,11.39191,-11615.189,Dec,Inc,Dec,Dec,Inc,Dec
GOV2,2,-86.261749,62.90044,59.755424,197.58047,-83.217888,-.60880452,-38.739391,-100,-.33958331,-39.240505,-10.552535,-6.4116669,104.6875,-100,-.23541667,-33.765087,11.39191,2595.625,Inc,Dec,Dec,Dec,Dec,Inc
GOV20,1,-70.368828,120.24789,-171.3481,2005.8904,-88.690735,2.8832102,1717.0377,-99.25293,1.6919001,-56.857162,168.34239,-96.088608,345.95239,-100,.09501601,333.24707,-62.575005,120635.44,Dec,Inc,Inc,Dec,Inc,Inc
GOV20,2,-70.368828,120.24789,86.761139,2005.8904,-88.690735,-2.6846216,1717.0377,-99.25293,-1.7770603,-56.857162,168.34239,122.74078,345.95239,-100,-.12248106,333.24707,-62.575005,-98139.781,Inc,Dec,Dec,Inc,Dec,Dec
GOV21,1,-64.513062,66.427605,-167.41139,960.43463,82.695625,.70320839,96.976913,6.1982713,.13566324,31.450829,-41.735912,20.443039,755.76263,-82.300285,.24335556,191.99022,.10295452,45693.672,Dec,Inc,Inc,Inc,Inc,Inc
GOV21,2,-64.513062,66.427605,61.172256,960.43463,82.695625,.64207047,96.976913,6.1982713,.017079681,31.450829,-41.735912,-35.660431,755.76263,-82.300285,-.22678301,191.99022,.10295452,71.546875,Inc,Inc,Sta,Dec,Dec,Sta
GOV22,1,215.41289,-93.972534,849.80383,41.084923,-100,.062486574,58.552147,-100,.19928581,136.3924,15.469845,109.11392,3.3129015,-100,.004233703,78.914879,-66.72554,44665.82,Inc,Inc,Inc,Inc,Sta,Inc
GOV22,2,215.41289,-93.972534,-1169.3038,41.084923,-100,-.21457782,58.552147,-100,-.53964192,136.3924,15.469845,29.25563,3.3129015,-100,-.13202812,78.914879,-66.72554,-67570.172,Dec,Dec,Dec,Inc,Dec,Dec
GOV23,1,1297.5717,-74.30262,953.71521,-97.403664,629.26331,-.46382695,-32.794243,22.055399,-.0045755776,-4.2796836,163.28647,-4.4936676,-100,0,-.01395238,1.7365863,25.824299,840.50781,Inc,Dec,Dec,Sta,Dec,Sta
GOV23,2,1297.5717,-74.30262,-763.2478,-97.403664,629.26331,.077799119,-32.794243,22.055399,.0020680912,-4.2796836,163.28647,164.11324,-100,0,0,1.7365863,25.824299,12716.016,Dec,Inc,Inc,Inc,Sta,Inc
GOV25,1,-11.221347,-57.975204,-20.759491,8.2145672,13.006402,.049731433,49.598743,83.915398,.31269884,24.050631,-32.40588,8.4177208,-76.109352,152.40849,-.43634582,56.332031,32.969662,12224.051,Dec,Sta,Inc,Inc,Dec,Inc
GOV25,2,-11.221347,-57.975204,-95.218773,8.2145672,13.006402,.085209727,49.598743,83.915398,.79145312,24.050631,-32.40588,-14.069895,-76.109352,152.40849,.20875163,56.332031,32.969662,11184.645,Dec,Inc,Inc,Dec,Inc,Inc
GOV26,1,-44.932087,-.63527185,-277.00632,297.32755,-67.434807,.24114156,7489.6777,-90.837593,11.234517,-98.593529,-22.717394,-88.734177,25109.947,-100,6.9749861,-30.892916,14.776148,-11430.379,Dec,Inc,Inc,Dec,Inc,Dec
GOV26,2,-44.932087,-.63527185,-2.1567078,297.32755,-67.434807,-.21730497,7489.6777,-90.837593,-10.341421,-98.593529,-22.717394,-.28756195,25109.947,-100,-7.0027637,-30.892916,14.776148,3778.2051,Sta,Dec,Dec,Dec,Dec,Inc
GOV28,1,95.615738,-71.573074,288.75952,97.585289,19.041477,.20357198,-79.88163,-76.361122,-.28194579,224.00749,-16.055592,197.12659,-44.531673,-100,-.040786967,136.6825,-51.862816,52486.078,Inc,Inc,Dec,Inc,Dec,Inc
GOV28,2,95.615738,-71.573074,-422.82474,97.585289,19.041477,.078485399,-79.88163,-76.361122,-.054223046,224.00749,-16.055592,-45.778763,-44.531673,-100,-.050803944,136.6825,-51.862816,-47136.078,Dec,Inc,Dec,Dec,Dec,Dec
GOV29,1,31.3811,-42.358662,186.24683,-100,.14506409,-.4043808,-100,0,-.6956743,245.22438,-88.207245,134.87341,-100,0,-.17612769,84.924721,-.82669228,41273.414,Inc,Dec,Dec,Inc,Dec,Inc
GOV29,2,31.3811,-42.358662,-330.29031,-100,.14506409,.14506409,-100,0,0,245.22438,-88.207245,-167.48212,-100,0,0,84.924721,-.82669228,-742.97656,Dec,Sta,Sta,Dec,Sta,Sta
GOV3,1,91.220039,-29.103182,214.3671,76.527275,-82.728561,.1465416,-94.637619,-54.356186,-.50424105,523.02216,-.2277486,167.3671,-100,0,-.22031251,27.132635,-49.816486,12481.012,Inc,Inc,Dec,Inc,Dec,Inc
GOV3,2,91.220039,-29.103182,-130.78012,76.527275,-82.728561,-.27964815,-94.637619,-54.356186,-.015530339,523.02216,-.2277486,-.45405579,-100,0,0,27.132635,-49.816486,-29133.186,Dec,Dec,Dec,Sta,Sta,Dec
GOV31,1,-88.452141,371.54871,-226.87975,1210.9326,-94.137978,3.06864,57.205441,-89.932716,.14882353,-12.974686,251.28459,-8.3037987,1486.3458,-100,.38319853,-40.353901,35.960148,-15415.189,Dec,Inc,Inc,Dec,Inc,Dec
GOV31,2,-88.452141,371.54871,110.05367,1210.9326,-94.137978,-3.1273119,57.205441,-89.932716,-.36780661,-12.974686,251.28459,139.95598,1486.3458,-100,-.40897977,-40.353901,35.960148,8193.4512,Inc,Dec,Dec,Inc,Dec,Inc
GOV32,1,-5.1155953,-86.493134,-18.569611,-85.769341,1292.7645,-.17673683,-100,18.9,-.13071428,-98.510796,-38.664597,-117.22785,-100,1.4,-.11390757,-37.918247,131.40176,-11906.33,Sta,Dec,Dec,Dec,Dec,Dec
GOV32,2,-5.1155953,-86.493134,-297.90866,-85.769341,1292.7645,.37908742,-100,18.9,18.9,-98.510796,-38.664597,-.68519533,-100,1.4,1.4,-37.918247,131.40176,25615.025,Dec,Inc,Inc,Dec,Sta,Inc
GOV33,1,-91.671089,939.00696,-404.72784,837.9093,-84.24411,1.6131889,-91.271027,-35.340679,-.8902626,163.71307,47.204967,68.759491,-90.721245,-43.823685,-.27376455,85.873604,-63.586956,46200,Dec,Inc,Dec,Inc,Dec,Inc
GOV33,2,-91.671089,939.00696,345.29306,837.9093,-84.24411,-1.521208,-91.271027,-35.340679,-.030090064,163.71307,47.204967,52.283981,-90.721245,-43.823685,-.012270633,85.873604,-63.586956,-63586.957,Inc,Dec,Dec,Inc,Dec,Dec
GOV34,1,-61.499348,29.977423,-111.00632,-76.321754,5.9838686,-.45454785,-100,.019251924,-.70596242,78.492119,-2.8859274,44.740509,-100,0,-.17737091,-36.708858,-31.209467,-13288.607,Dec,Dec,Dec,Inc,Dec,Dec
GOV34,2,-61.499348,29.977423,20.832413,-76.321754,5.9838686,.0084384531,-100,.019251924,.019251924,78.492119,-2.8859274,-2.9361572,-100,0,0,-36.708858,-31.209467,-7150.5234,Inc,Sta,Sta,Sta,Sta,Dec
GOV35,1,28.215595,74.772163,48.10759,22.989964,-4.4330697,.087645024,-84.517448,-40.948952,-.86383879,139.91299,111.94845,44.772156,-58.010036,-100,-.21861835,8.2301998,-32.331047,4427.8477,Inc,Inc,Dec,Inc,Dec,Sta
GOV35,2,28.215595,74.772163,163.45763,22.989964,-4.4330697,-.02078563,-84.517448,-40.948952,-.064799517,139.91299,111.94845,85.945236,-58.010036,-100,-.15824462,8.2301998,-32.331047,-18825.672,Inc,Sta,Dec,Inc,Dec,Dec
GOV37,1,138.95247,-44.637623,232.05063,-28.078943,-79.730019,-.11769617,-92.686028,-100,-.88856626,284.41043,105.3726,108.07596,-95.290771,-100,-.23647158,77.189575,-60.324909,38131.648,Inc,Dec,Dec,Inc,Dec,Inc
GOV37,2,138.95247,-44.637623,-178.12671,-28.078943,-79.730019,-.2403585,-92.686028,-100,-.070117921,284.41043,105.3726,153.92404,-95.290771,-100,-.01168632,77.189575,-60.324909,-52803.387,Dec,Dec,Dec,Inc,Dec,Dec
GOV38,1,-41.806133,48.109337,-124.58228,251.56319,10.148199,.71754599,21.0058,-98.799324,.30595362,-79.32489,3626.5637,-23.797468,422.44495,-98.799324,1.4251223,-40.192776,20.884336,-17524.051,Dec,Inc,Inc,Dec,Inc,Dec
GOV38,2,-41.806133,48.109337,83.430115,251.56319,10.148199,.1017642,21.0058,-98.799324,-1.7413118,-79.32489,3626.5637,224.93877,422.44495,-98.799324,-1.7413118,-40.192776,20.884336,5445.7891,Inc,Inc,Dec,Inc,Dec,Inc
GOV39,1,-71.609154,2.0252995,-263.87976,-31.626669,-91.089554,-.072951615,339.89078,-100,2.5028806,-95.479202,71.73912,-80.20253,1299.3458,-100,2.4661274,-29.615887,-55.068253,-13741.771,Dec,Dec,Inc,Dec,Inc,Dec
GOV39,2,-71.609154,2.0252995,2.1188736,-31.626669,-91.089554,-.14366029,339.89078,-100,-3.2392585,-95.479202,71.73912,2.7242706,1299.3458,-100,-2.655925,-29.615887,-55.068253,-17984.316,Sta,Dec,Dec,Inc,Dec,Dec
GOV4,1,-81.46199,907.36182,-200.8038,1011.481,-100,.88222492,-73.088066,-100,-.17754778,60.856865,3.9583158,39.556961,29.160936,-100,.014759921,65.963425,-65.433861,35620.25,Dec,Inc,Dec,Inc,Inc,Inc
GOV4,2,-81.46199,907.36182,414.62988,1011.481,-100,-.969446,-73.088066,-100,-.065375306,60.856865,3.9583158,4.1386948,29.160936,-100,-.065375306,65.963425,-65.433861,-58641.988,Inc,Dec,Dec,Sta,Dec,Dec
GOV40,1,6.5789247,-27.903811,22.335449,57.591373,24.378189,.083121568,-38.861435,-15.426753,-.18908864,137.07053,15.278745,47.974686,-40.37851,-71.777084,-.046492971,361.12115,21.311811,101113.92,Sta,Inc,Dec,Inc,Dec,Inc
GOV40,2,6.5789247,-27.903811,-100.96588,57.591373,24.378189,.055448547,-38.861435,-15.426753,-.045891941,137.07053,15.278745,12.67749,-40.37851,-71.777084,-.049274888,361.12115,21.311811,27516.516,Dec,Inc,Dec,Inc,Dec,Inc
GOV41,1,-42.674831,151.39191,-104.12659,549.70496,-98.07753,1.0138001,-45.280621,-96.614136,-.40733346,166.87762,103.64325,40.050629,-100,.0041666664,-.28770146,-41.870907,-12.141175,-23615.191,Dec,Inc,Dec,Inc,Dec,Dec
GOV41,2,-42.674831,151.39191,211.75702,549.70496,-98.07753,-1.1751908,-45.280621,-96.614136,-.47557557,166.87762,103.64325,66.384155,-100,.0041666664,.0041666664,-41.870907,-12.141175,-3980.4609,Inc,Dec,Dec,Inc,Sta,Dec
GOV42,1,333.09018,-83.492119,1462.2659,107.88855,125.74319,.14254068,323.25159,-99.566917,.39084059,171.57654,-17.91452,94.367096,-100,0,-.084545463,49.271557,-68.514496,31336.711,Inc,Inc,Inc,Inc,Dec,Inc
GOV42,2,333.09018,-83.492119,-1587.4072,107.88855,125.74319,.34536514,323.25159,-99.566917,-.50953335,171.57654,-17.91452,-26.7584,-100,0,0,49.271557,-68.514496,-65045.406,Dec,Inc,Dec,Dec,Sta,Dec
GOV44,1,338.10754,-78.808464,611.97467,29.234053,-75.654465,.12275073,-36.919674,-63.362545,-.090637833,402.14218,-88.260994,261.39243,120.70923,-100,.038998365,-9.2895718,-61.553856,-5703.7969,Inc,Inc,Dec,Inc,Inc,Sta
GOV44,2,338.10754,-78.808464,-624.93115,29.234053,-75.654465,-.41053161,-36.919674,-63.362545,-.098124668,402.14218,-88.260994,-288.07721,120.70923,-100,-.071306057,-9.2895718,-61.553856,-34283.16,Dec,Dec,Dec,Dec,Dec,Dec
GOV45,1,-25.241169,1.1129159,-91.246826,329.38071,-15.053094,.63780499,-99.274109,3317.0049,-.71632475,237.81645,-.45565513,76.101265,-100,.12886143,-.1590625,-35.132214,23.735661,-19744.305,Dec,Inc,Dec,Inc,Dec,Dec
GOV45,2,-25.241169,1.1129159,3.0076904,329.38071,-15.053094,-.12515783,-99.274109,3317.0049,.17373645,237.81645,-.45565513,-.49256897,-100,.12886143,.12886143,-35.132214,23.735661,8653,Sta,Dec,Inc,Sta,Sta,Inc
GOV46,1,-71.848732,418.52005,-230.99367,40.313385,-66.860405,.10031325,-77.108368,-26.971588,-.72616857,25.277309,114.67391,12.259495,-53.54805,33.885433,-.13555354,114.00097,-52.996235,41268.352,Dec,Inc,Dec,Inc,Dec,Inc
GOV46,2,-71.848732,418.52005,378.78717,40.313385,-66.860405,-.233441,-77.108368,-26.971588,-.058145911,25.277309,114.67391,69.675293,-53.54805,33.885433,.039845951,114.00097,-52.996235,-41055.309,Inc,Dec,Dec,Inc,Inc,Dec
GOV48,1,316.33374,13.850902,476.08228,-5.5890837,88.030731,-.023024797,-100,4.3220339,-.23064516,343.24213,-95.332748,212.81012,-100,.16949151,-.15000001,162.98561,-37.646587,37812.66,Inc,Sta,Dec,Inc,Dec,Inc
GOV48,2,316.33374,13.850902,86.787292,-5.5890837,88.030731,.34238264,-100,4.3220339,4.3220339,343.24213,-95.332748,-261.98404,-100,.16949151,.16949151,162.98561,-37.646587,-22969.184,Inc,Inc,Sta,Dec,Sta,Dec
GOV50,1,-87.341774,369.54749,-294.77847,1158.7333,-85.497475,2.0599704,-55.981312,-74.306107,-.4183296,84.326569,27.214159,37.525322,-40.165749,-56.53746,-.13053693,82.485352,-70.797394,42397.469,Dec,Inc,Dec,Inc,Dec,Inc
GOV50,2,-87.341774,369.54749,157.87631,1158.7333,-85.497475,-1.9132183,-55.981312,-74.306107,-.24442023,84.326569,27.214159,22.322502,-40.165749,-56.53746,-.10994201,82.485352,-70.797394,-66406.164,Inc,Dec,Dec,Inc,Dec,Dec
GOV51,1,340.84262,20.916143,461.84174,100.21466,-45.703732,.28104481,-74.041588,-100,-.092417687,-46.760983,360.97345,-47.696201,-11.432534,-100,-.004182402,550.86627,-18.571964,155344.3,Inc,Inc,Dec,Dec,Dec,Inc
GOV51,2,340.84262,20.916143,124.94086,100.21466,-45.703732,-.25662079,-74.041588,-100,-.032400932,-46.760983,360.97345,196.02229,-11.432534,-100,-.032400932,550.86627,-18.571964,-34087.781,Inc,Dec,Dec,Inc,Dec,Dec
GOV52,1,2.8417504,-2.3514924,14.151917,84.749878,-35.167194,.11912633,-51.492668,-100,-.65538591,147.8903,359.85892,35.493671,-19.52261,-100,-.080840796,114.45758,-9.4180784,55397.469,Sta,Inc,Dec,Inc,Dec,Inc
GOV52,2,2.8417504,-2.3514924,-12.043213,84.749878,-35.167194,-.091325194,-51.492668,-100,-.61738926,147.8903,359.85892,214.09328,-19.52261,-100,-.33324727,114.45758,-9.4180784,-9775.7266,Sta,Dec,Dec,Inc,Dec,Sta
GOV6,1,223.87973,-9.3300114,265.29749,100.03017,-89.907303,.35453731,151.31482,136.00539,.11848895,7.8293481,-40.731335,4.2278481,-100,.071141414,-.078306243,180.37669,-60.717251,74675.953,Inc,Inc,Inc,Sta,Dec,Inc
GOV6,2,223.87973,-9.3300114,-35.80835,100.03017,-89.907303,-.63741374,151.31482,136.00539,.26765206,7.8293481,-40.731335,-23.71698,-100,.071141414,.071141414,180.37669,-60.717251,-70478.125,Sta,Dec,Inc,Dec,Sta,Dec
GOV7,1,37.060352,-82.968254,105.43671,57.386353,163.75882,.084717989,1401.5288,-94.749542,1.6930978,-97.106689,576.22284,-169.93671,5248.5278,-100,1.1666728,-19.755877,8.8487444,-6637.9746,Inc,Inc,Inc,Dec,Inc,Dec
GOV7,2,37.060352,-82.968254,-323.52368,57.386353,163.75882,.38048607,1401.5288,-94.749542,-1.7186633,-97.106689,576.22284,29.17584,5248.5278,-100,-1.1889014,-19.755877,8.8487444,2385.8008,Dec,Inc,Dec,Inc,Dec,Sta
KAR10,1,96.302986,30.342442,121.34177,-17.774178,69.211151,-.11990517,-6.9497476,30.709248,-.048160493,69.855766,64.863594,30.037979,-35.661472,241.02238,-.085375234,-31.106039,-29.519711,-18974.684,Inc,Dec,Sta,Inc,Dec,Dec
KAR10,2,96.302986,30.342442,75.04953,-17.774178,69.211151,.38391292,-6.9497476,30.709248,.1980198,69.855766,64.863594,47.375061,-35.661472,241.02238,.37124547,-31.106039,-29.519711,-12405.752,Inc,Inc,Inc,Inc,Inc,Dec
KAR11,1,107.11396,-15.96289,417.20886,20.914902,-64.858681,.074638546,2064.0315,490.49521,.18019325,15.531449,-83.012764,19.569626,-100,.43724847,-.0087301591,-72.770088,114.67391,-75098.734,Inc,Inc,Inc,Inc,Dec,Dec
KAR11,2,107.11396,-15.96289,-128.77405,20.914902,-64.858681,-.27986932,2064.0315,490.49521,.92666024,15.531449,-83.012764,-120.84137,-100,.43724847,.43724847,-72.770088,114.67391,32224.82,Dec,Dec,Inc,Dec,Sta,Inc
KAR12,1,95.998367,66.028259,193.43671,-31.418507,-68.460503,-.10057041,102.43718,-90.59227,.67469287,-45.316456,165.48006,-22.658228,-5.2060347,-83.56987,-.013475612,48.167122,-22.61138,16665.824,Inc,Dec,Inc,Dec,Sta,Inc
KAR12,2,95.998367,66.028259,260.76984,-31.418507,-68.460503,-.15029056,102.43718,-90.59227,-1.2078971,-45.316456,165.48006,45.245178,-5.2060347,-83.56987,-.2050557,48.167122,-22.61138,-11591.91,Inc,Dec,Dec,Inc,Dec,Dec
KAR13,1,-7.2647176,126.45868,-6.6835403,598.16132,-82.679337,1.397877,-56.893776,-22.640665,-.15743831,-17.349215,134.0139,-5.8987331,60.177742,-43.540195,.044814579,66.612564,35.495487,31174.68,Sta,Inc,Dec,Dec,Inc,Inc
KAR13,2,-7.2647176,126.45868,107.89007,598.16132,-82.679337,-1.3489735,-56.893776,-22.640665,-.027006902,-17.349215,134.0139,37.659607,60.177742,-43.540195,-.051936895,66.612564,35.495487,27677.492,Inc,Dec,Dec,Inc,Dec,Inc
KAR14,1,199.52325,-17.891356,384.08228,567.94318,-86.214691,.45730489,30.408218,-44.374996,.034894675,564.03821,-86.582878,344.06329,240.87605,-34.466351,.078975752,26.582273,-60.060665,20574.68,Inc,Inc,Inc,Inc,Inc,Inc
KAR14,2,199.52325,-17.891356,-103.15839,567.94318,-86.214691,-.46368366,30.408218,-44.374996,-.066406637,564.03821,-86.582878,-350.71545,240.87605,-34.466351,-.0385205,26.582273,-60.060665,-58844.246,Dec,Dec,Dec,Dec,Dec,Dec
KAR15,1,16.028055,-31.587915,29.651901,760.95331,-48.400471,.39075983,.010247057,2914.738,.010247057,29.837254,-85.376732,22.974686,.010247057,990.16705,.010247057,-11.392409,-63.059357,-5012.6602,Inc,Inc,Sta,Inc,Sta,Dec
KAR15,2,16.028055,-31.587915,-67.804062,760.95331,-48.400471,-.21398388,.010247057,2914.738,.29867488,29.837254,-85.376732,-85.355118,.010247057,990.16705,.10146298,-11.392409,-63.059357,-24585.166,Dec,Dec,Inc,Dec,Inc,Dec
KAR17,1,-72.860481,770.23199,-134.06329,196.00133,-45.45261,.31956738,-57.886726,411.72754,-.17821442,-21.600649,-13.683206,-13.392403,-10.62023,726.17554,-.0047966689,45.090141,-5.7875218,14879.746,Dec,Inc,Dec,Dec,Dec,Inc
KAR17,2,-72.860481,770.23199,384.62851,196.00133,-45.45261,-.21935925,-57.886726,411.72754,.53381741,-21.600649,-13.683206,-6.6510773,-10.62023,726.17554,.29314783,45.090141,-5.7875218,-2771.0508,Inc,Dec,Inc,Dec,Inc,Sta
KAR18,1,-60.730724,75.303909,-80.164551,249.9646,-11.054369,.66278487,-77.645172,1123.554,-.34200847,123.50815,-77.073662,51.873421,-93.54567,3803.8752,-.30068251,-24.193663,64.043266,-8564.5566,Dec,Inc,Dec,Inc,Dec,Dec
KAR18,2,-60.730724,75.303909,39.034115,249.9646,-11.054369,-.10257751,-77.645172,1123.554,1.1063377,123.50815,-77.073662,-72.351685,-93.54567,3803.8752,.78915387,-24.193663,64.043266,17186.295,Inc,Dec,Inc,Dec,Inc,Inc
KAR19,1,-57.271805,1.1829729,-203.60127,12.537182,185.70573,.049725533,-73.16497,383.60345,-.96621919,-45.068069,-17.251606,-23.886076,-77.858871,1153.8157,-.26345545,36.421654,-2.0785625,17336.707,Dec,Inc,Dec,Dec,Dec,Inc
KAR19,2,-57.271805,1.1829729,1.7969208,12.537182,185.70573,.8288976,-73.16497,383.60345,1.3594308,-45.068069,-17.251606,-5.0226192,-77.858871,1153.8157,.86444092,36.421654,-2.0785625,-1349.75,Sta,Inc,Inc,Dec,Inc,Sta
KAR2,1,36.508331,-11.166142,92.183533,-63.372204,465.09995,-.075293705,-44.178951,-85.893837,-.083656602,37.807507,1354.7227,20.037979,-84.182648,-12.307113,-.064105876,50.542496,9.5932903,14151.898,Inc,Dec,Dec,Inc,Dec,Inc
KAR2,2,36.508331,-11.166142,-38.487854,-63.372204,465.09995,.20240301,-44.178951,-85.893837,-.090791419,37.807507,1354.7227,989.46204,-84.182648,-12.307113,-.0014823992,50.542496,9.5932903,4043.7539,Dec,Inc,Dec,Inc,Dec,Sta
KAR20,1,108.40402,-51.957138,105.1519,-87.016174,-2.0966489,-.83876413,-30.729464,194.33824,-.066710427,-44.394215,-78.707138,-49.721519,-100,.0081967218,-.093057349,46.41647,-34.388851,26364.555,Inc,Dec,Dec,Dec,Dec,Inc
KAR20,2,108.40402,-51.957138,-105.03234,-87.016174,-2.0966489,-.0026240274,-30.729464,194.33824,.29224396,-44.394215,-78.707138,-49.017612,-100,.0081967218,.0081967218,46.41647,-34.388851,-28599.336,Dec,Sta,Inc,Dec,Sta,Dec
KAR21,1,-44.145569,-12.135731,-88.291138,177.30815,-6.1092572,.39894333,13447.56,55.369312,.96054012,-92.766724,57.42754,-77.924049,4206.3867,189.4167,.30045623,-37.462326,-11.544,-12587.342,Dec,Inc,Inc,Dec,Inc,Dec
KAR21,2,-44.145569,-12.135731,-13.556686,177.30815,-6.1092572,-.038118303,13447.56,55.369312,.53579938,-92.766724,57.42754,3.4892683,4206.3867,189.4167,.5826441,-37.462326,-11.544,-2425.7012,Dec,Sta,Inc,Inc,Inc,Dec
KAR23,1,6.470612,72.056541,11.258865,-38.649734,-21.806139,-.55531228,174.11505,-67.601746,.7882418,-12.658224,387.68311,-5.0632896,480.27356,-68.489845,.47561976,188.71443,-48.050438,58124.047,Sta,Dec,Inc,Dec,Inc,Inc
KAR23,2,6.470612,72.056541,133.49113,-38.649734,-21.806139,-.19221443,174.11505,-67.601746,-.83890724,-12.658224,387.68311,135.44373,480.27356,-68.489845,-.39357743,188.71443,-48.050438,-42728.395,Inc,Dec,Dec,Inc,Dec,Dec
KAR25,1,450.3812,270.54355,792.6709,71.83493,-76.676315,.35509312,712.82867,-94.84108,3.1008954,-9.5840912,2189.8552,-4.0253181,393.2124,-89.580513,.45317841,289.43115,-23.285709,96091.141,Inc,Inc,Inc,Sta,Inc,Inc
KAR25,2,450.3812,270.54355,2620.6768,71.83493,-76.676315,-.65129733,712.82867,-94.84108,-3.3534935,-9.5840912,2189.8552,831.59058,393.2124,-89.580513,-.50920135,289.43115,-23.285709,-30106.359,Inc,Dec,Dec,Inc,Dec,Dec
KAR26,1,250.72688,223.04279,287.08228,-74.500397,13.373444,-.34484902,-100,.091061786,-.218692,-13.924052,329.80701,-11.487343,-100,.053272557,-.04888485,60.225117,-16.74696,42940.508,Inc,Dec,Dec,Dec,Dec,Inc
KAR26,2,250.72688,223.04279,895.70032,-74.500397,13.373444,.015785091,-100,.091061786,.091061786,-13.924052,329.80701,234.20471,-100,.053272557,.053272557,60.225117,-16.74696,-19131.813,Inc,Inc,Sta,Inc,Sta,Dec
KAR27,1,1763.0876,-83.863319,4936.6455,-77.445358,-11.327126,-.64998782,146.83086,-95.712837,.70427591,238.68121,128.04507,205.26584,117.72598,-94.35659,.15400201,-7.3265524,-58.299347,-11575.953,Inc,Dec,Inc,Inc,Inc,Sta
KAR27,2,1763.0876,-83.863319,-4374.8521,-77.445358,-11.327126,-.021442011,146.83086,-95.712837,-1.1331701,238.68121,128.04507,372.95157,117.72598,-94.35659,-.26874265,-7.3265524,-58.299347,-85364.266,Dec,Dec,Dec,Inc,Dec,Dec
KAR28,1,-6.1181388,15.474497,-6.974678,31.988268,123.03095,.064537734,120.20887,240.37175,.070892416,-21.129505,56.014053,-16.481014,213.42714,117.22501,.016417474,-37.001873,27.140213,-23977.215,Sta,Inc,Inc,Dec,Inc,Dec
KAR28,2,-6.1181388,15.474497,16.56163,31.988268,123.03095,.32762173,120.20887,240.37175,.31216305,-21.129505,56.014053,34.459278,213.42714,117.22501,.028262695,-37.001873,27.140213,11079.391,Inc,Inc,Inc,Inc,Inc,Inc
KAR29,1,-43.806931,108.88902,-93.746834,-100,.70263952,-.14018692,0,.1686549,0,-36.996552,349.43307,-16.278482,0,.033034537,0,110.47984,-4.9229765,28503.797,Dec,Dec,Sta,Dec,Sta,Inc
KAR29,2,-43.806931,108.88902,130.9425,-100,.70263952,.70263952,0,.1686549,.1686549,-36.996552,349.43307,96.868149,0,.033034537,.033034537,110.47984,-4.9229765,-2673.3633,Inc,Sta,Sta,Inc,Sta,Sta
KAR3,1,374.68353,-66.224632,899.24048,-100,.17802259,-.20833331,-100,.096401021,-.59785712,243.12839,-91.19809,136.1519,-100,0,-.13357143,129.26892,-86.454376,63341.773,Inc,Dec,Dec,Inc,Dec,Inc
KAR3,2,374.68353,-66.224632,-754.45789,-100,.17802259,.17802259,-100,.096401021,.096401021,243.12839,-91.19809,-175.23886,-100,0,0,129.26892,-86.454376,-97124.383,Dec,Sta,Sta,Dec,Sta,Dec
KAR30,1,23.518177,76.697853,29.632904,4.6956749,-32.06757,.016397595,29.279728,-22.842529,.075709015,116.38336,-46.896641,40.734177,-100,.12497267,-.11571429,10.146204,64.471771,2617.7207,Inc,Sta,Inc,Inc,Dec,Inc
KAR30,2,23.518177,76.697853,119.3671,4.6956749,-32.06757,-.11724031,29.279728,-22.842529,-.07635811,116.38336,-46.896641,-35.516785,-100,.12497267,.12497267,10.146204,64.471771,18321.408,Inc,Dec,Dec,Dec,Sta,Inc
KAR32,1,1.4323786,81.045204,1.6329117,85.554108,-79.865143,.56660831,36.425259,56.703728,.1908412,50.949371,-45.363914,20.379749,338.94318,-84.573486,.55192852,-35.646931,-23.482565,-10622.785,Sta,Inc,Inc,Inc,Inc,Dec
KAR32,2,1.4323786,81.045204,93.714928,85.554108,-79.865143,-.9814539,36.425259,56.703728,.40529931,50.949371,-45.363914,-27.390617,338.94318,-84.573486,-.60450304,-35.646931,-23.482565,-4503.3018,Inc,Dec,Inc,Dec,Dec,Dec
KAR33,1,-53.382538,133.44685,-88.348099,-32.491844,653.43848,-.066750616,-47.582375,1036.7124,-.12103404,-72.077438,32.35363,-61.265823,-100,.90747827,-.0011764707,-46.583233,7.0979037,-24782.279,Dec,Dec,Dec,Dec,Dec,Dec
KAR33,2,-53.382538,133.44685,102.95679,-32.491844,653.43848,.90623719,-47.582375,1036.7124,1.3822833,-72.077438,32.35363,7.6788673,-100,.90747827,.90747827,-46.583233,7.0979037,2017.0625,Inc,Inc,Inc,Inc,Sta,Sta
KAR34,1,-13.683984,235.17358,-15.873421,59.676144,-54.070602,.11832339,-10.67858,-.83045542,-.014990553,140.97514,-4.5745206,57.094933,-33.098244,-36.958363,-.014710329,-4.2080026,7.3369484,-1556.9609,Dec,Inc,Dec,Inc,Dec,Sta
