HHID_panel,time,panelvar,annualincome,dsr,loanamount,assets_noland,dar,isr,ihs_isr,ihs_dar,ihs_dsr,ihs_loanamount,ihs_annualincome,ihs_assets_noland,euc_annualincome,sbd_annualincome,euc_assets_noland,sbd_assets_noland,euc_loanamount,sbd_loanamount,euc_dsr,sbd_dsr,euc_isr,sbd_isr,euc_dar,sbd_dar,year
NAT38,2,NAT38,72.784813,.10202932,33.599998,50.632912,.66360003,.031215133,4.1343069,7.1908274,5.3184314,11.115429,11.88841,11.525504,3,Dec-Inc,1,Dec-Dec,1,Inc-Inc,2,Dec-Dec,1,3,1,Inc-Inc,2016
NAT38,3,NAT38,81.95652,.030503979,47.200001,63.04348,.74868965,.0046419101,2.2396786,7.3114719,4.1112728,11.455297,12.007092,11.744727,3,Dec-Inc,1,Dec-Dec,1,Inc-Inc,2,Dec-Dec,1,3,1,Inc-Inc,2020
NAT39,1,NAT39,115,.028695652,90,256.5,.3508772,.028695652,4.0501962,6.5535855,4.0501962,12.100712,12.345835,13.148031,1,Sta-Dec,3,Inc-Inc,3,Inc-Inc,5,INC-INC,2,2,4,Inc-Inc,2010
NAT39,2,NAT39,251.43039,.1251124,544.29999,358.92404,1.5164769,.068489946,4.9198875,8.017292,5.5223756,13.900403,13.128069,13.484014,1,Sta-Dec,3,Inc-Inc,3,Inc-Inc,5,INC-INC,2,2,4,Inc-Inc,2016
NAT39,3,NAT39,4.8913045,5.8907042,397.29999,476.73914,.83336985,2.705884,8.5963316,7.4186249,9.3742781,13.585594,9.1883612,13.767872,1,Sta-Dec,3,Inc-Inc,3,Inc-Inc,5,INC-INC,2,2,4,Inc-Inc,2020
NAT4,1,NAT4,107.4,.010055866,23,214.5,.1072261,.010055866,3.0037665,5.3681087,3.0037665,10.736397,12.277463,12.969213,1,Sta-Dec,1,Dec-Dec,3,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2010
NAT4,2,NAT4,67.278488,.69585001,363.79999,328.92407,1.1060303,.43293446,6.7637348,7.7016802,7.2382817,13.497507,11.809743,13.396729,1,Sta-Dec,1,Dec-Dec,3,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2016
NAT4,3,NAT4,34.347828,3.140506,127.2,138.91304,.91568077,.48683539,6.8810744,7.5128155,8.745286,12.446663,11.137442,12.534751,1,Sta-Dec,1,Dec-Dec,3,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2020
NAT45,1,NAT45,20,2.0023513,153,183.5,.83378744,.28605014,6.3493176,7.419126,8.2952251,12.63134,10.596635,12.813117,3,Inc-Dec,1,Dec-Inc,3,Inc-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2010
NAT45,2,NAT45,182.27849,.062049408,123.5,153.41772,.80499178,.062049408,4.8211432,7.3839798,4.8211432,12.417144,12.806438,12.634067,3,Inc-Dec,1,Dec-Inc,3,Inc-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2016
NAT45,3,NAT45,82.608696,.12936382,258.10001,220.65218,1.1697143,0,0,7.7576623,5.5557909,13.154249,12.015018,12.99749,3,Inc-Dec,1,Dec-Inc,3,Inc-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2020
NAT46,1,NAT46,129.7,.010182912,48,134,.35820895,.010182912,3.0162606,6.5742655,3.0162606,11.472103,12.466126,12.498742,3,Dec-Inc,1,Inc-Inc,4,Inc-Inc,5,INC-INC,1,3,1,Inc-Inc,2010
NAT46,2,NAT46,100.25316,.27251199,53.799999,164.62025,.32681274,.010553435,3.0518358,6.4825368,6.3008332,11.586176,12.208601,12.704544,3,Dec-Inc,1,Inc-Inc,4,Inc-Inc,5,INC-INC,1,3,1,Inc-Inc,2016
NAT46,3,NAT46,120.1087,.064571626,150.5,156.19565,.96353513,.0013574661,1.1130085,7.5637565,4.8609824,12.614865,12.389299,12.652012,3,Dec-Inc,1,Inc-Inc,4,Inc-Inc,5,INC-INC,1,3,1,Inc-Inc,2020
NAT48,1,NAT48,30,3.0245392,150,402.5,.37267077,.85762328,7.4473124,6.6138444,8.7076616,12.611538,11.0021,13.598598,2,Sta-Dec,4,Inc-Inc,3,Inc-Inc,4,Inc-Inc,3,1,4,Inc-Inc,2010
NAT48,2,NAT48,168.60759,.46189263,512.59998,465.82278,1.1004184,0,0,7.6965933,6.8284807,13.840398,12.728477,13.744708,2,Sta-Dec,4,Inc-Inc,3,Inc-Inc,4,Inc-Inc,3,1,4,Inc-Inc,2016
NAT48,3,NAT48,1.7391305,10.674297,233.60001,673.09784,.34705207,.45746985,6.8188596,6.542624,9.9687414,13.054513,8.1542873,14.112793,2,Sta-Dec,4,Inc-Inc,3,Inc-Inc,4,Inc-Inc,3,1,4,Inc-Inc,2020
NAT5,1,NAT5,459,.033769064,50,400.5,.12484395,.033769064,4.2129116,5.5202279,4.2129116,11.512925,13.729953,13.593616,3,Sta-Dec,4,Inc-Inc,3,Inc-Inc,5,INC-INC,3,1,1,Inc-Inc,2010
NAT5,2,NAT5,131.01266,.45817637,303.70001,415.25314,.73136115,0,0,7.2880549,6.8204026,13.316943,12.476196,13.629791,3,Sta-Dec,4,Inc-Inc,3,Inc-Inc,5,INC-INC,3,1,1,Inc-Inc,2016
NAT5,3,NAT5,100,5.3503094,989.09998,558.04352,1.7724423,1.8740213,8.2289886,8.1732607,9.2780571,14.497698,12.206073,13.92534,3,Sta-Dec,4,Inc-Inc,3,Inc-Inc,5,INC-INC,3,1,1,Inc-Inc,2020
NAT51,1,NAT51,80,.022500001,15,197.5,.075949363,.022500001,3.8071558,5.0232573,3.8071558,10.308952,11.982929,12.886642,3,Dec-Inc,4,Inc-Inc,4,Inc-Inc,5,Inc-Inc,2,4,3,Inc-Inc,2010
NAT51,2,NAT51,167.72151,.077342868,94.900002,718.48096,.13208422,.077342868,5.0414371,5.576601,5.0414371,12.153727,12.723207,14.178041,3,Dec-Inc,4,Inc-Inc,4,Inc-Inc,5,Inc-Inc,2,4,3,Inc-Inc,2016
NAT51,3,NAT51,219.76086,.11890227,112.2,516.03259,.21742812,.090300836,5.1963243,6.0750208,5.4714665,12.321185,12.993443,13.847073,3,Dec-Inc,4,Inc-Inc,4,Inc-Inc,5,Inc-Inc,2,4,3,Inc-Inc,2020
NAT7,1,NAT7,106.4,.036654137,26,417.5,.062275454,.036654137,4.2948594,4.824779,4.2948594,10.858999,12.268108,13.635187,4,Inc-Dec,3,Dec-Inc,4,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2010
NAT7,2,NAT7,40.632908,0,114.2,282.9747,.40356964,0,0,6.6934977,0,12.338854,11.305481,13.24626,4,Inc-Dec,3,Dec-Inc,4,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2016
NAT7,3,NAT7,39.510868,.17207703,573.40002,479.8913,1.194854,.0068775793,2.6266577,7.7789268,5.8410978,13.952486,11.277478,13.774462,4,Inc-Dec,3,Dec-Inc,4,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2020
NAT9,1,NAT9,17,.11117647,18,197.5,.091139242,.11117647,5.4042859,5.2055659,5.4042859,10.491274,10.434115,12.886642,4,Dec-Inc,1,Dec-Dec,4,Inc-Inc,4,INC-INC,2,2,1,Inc-Inc,2010
NAT9,2,NAT9,24.841772,.64546233,85.400002,279.17722,.3058989,.11464968,5.4350476,6.4164047,7.1631145,12.048248,10.813429,13.232749,4,Dec-Inc,1,Dec-Dec,4,Inc-Inc,4,INC-INC,2,2,1,Inc-Inc,2016
NAT9,3,NAT9,33.47826,5.1691203,168.5,120.21739,1.4016273,1.0513494,7.6509771,7.9385366,9.2436047,12.727839,11.111799,12.390204,4,Dec-Inc,1,Dec-Dec,4,Inc-Inc,4,INC-INC,2,2,1,Inc-Inc,2020
ORA1,1,ORA1,28,.85052854,80,321.5,.2488336,.032142855,4.1635795,6.2099357,7.4390054,11.982929,10.933107,13.3739,4,Inc-Dec,4,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2010
ORA1,2,ORA1,51.898735,.54904354,345,882.78485,.3908087,.12545978,5.5251484,6.6613669,7.0013256,13.444447,11.550197,14.383984,4,Inc-Dec,4,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2016
ORA1,3,ORA1,27.369566,1.7285713,124.3,517.06525,.2403952,1.1879754,7.7731533,6.1754355,8.1481981,12.4236,10.910335,13.849072,4,Inc-Dec,4,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2020
ORA12,1,ORA12,19.5,.076666668,8,128,.0625,.076666668,5.0326567,4.8283777,5.0326567,9.6803436,10.571317,12.452932,2,Inc-Dec,1,Dec-Dec,1,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2010
ORA12,2,ORA12,43.544304,.2293314,29.1,184.90506,.15737806,.14223838,5.6506639,5.7518082,6.1283202,10.971641,11.374681,12.820745,2,Inc-Dec,1,Dec-Dec,1,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2016
ORA12,3,ORA12,10.923913,.21632522,43.5,56.25,.77333331,.21632522,6.0699353,7.3438578,6.0699353,11.373663,9.9918566,11.630709,2,Inc-Dec,1,Dec-Dec,1,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2020
ORA17,1,ORA17,68,.21234648,37.799999,210,.18000001,0,0,5.8861117,6.0513721,11.233212,11.82041,12.94801,1,Inc-Dec,3,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2010
ORA17,2,ORA17,60.037975,.070967741,135.5,118.79747,1.1405966,.016150115,3.4760315,7.7324543,4.9554224,12.509874,11.69588,12.378323,1,Inc-Dec,3,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2016
ORA17,3,ORA17,37.467392,1.25393,241.3,378.20654,.63801116,.46985877,6.8455806,7.1515036,7.8271852,13.086944,11.224374,13.536343,1,Inc-Dec,3,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2020
ORA18,1,ORA18,89,.068426967,33,320.5,.10296412,.068426967,4.9189677,5.3275514,4.9189677,11.09741,12.089539,13.370785,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2010
ORA18,2,ORA18,175.06329,.1348632,93.599998,131.20253,.7134009,.0562158,4.722424,7.2631912,5.5974221,12.139933,12.76605,12.477645,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2016
ORA18,3,ORA18,265.75,.11986613,199.7,579.61957,.34453633,.11814619,5.4650879,6.5353489,5.4795399,12.897718,13.183458,13.963274,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2020
ORA24,1,ORA24,55,.54545456,42,189,.22222224,.1,5.2983422,6.0968304,6.9947677,11.338573,11.608235,12.842649,4,Dec-Inc,2,Dec-Inc,4,Dec-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2010
ORA24,2,ORA24,29.746836,.46423405,20.9,59.367092,.35204688,.16359574,5.790555,6.5569134,6.8335371,10.640652,10.993626,11.684643,4,Dec-Inc,2,Dec-Inc,4,Dec-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2016
ORA24,3,ORA24,173.15218,.11384613,113.5,412.28259,.2752966,.0011810692,1.0037973,6.3109994,5.4280143,12.332705,12.755074,13.622611,4,Dec-Inc,2,Dec-Inc,4,Dec-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2020
ORA26,1,ORA26,188,.063297868,35,265.5,.13182674,.0047872341,2.2698343,5.5746498,4.8410611,11.156251,12.837344,13.182517,1,Sta-Dec,1,Dec-Dec,4,Inc-Inc,5,Inc-Inc,2,4,1,Inc-Inc,2010
ORA26,2,ORA26,171.89874,.10459573,72.900002,385.56964,.18907091,.038211513,4.3364553,5.9352765,5.3432727,11.889991,12.747808,13.555624,1,Sta-Dec,1,Dec-Dec,4,Inc-Inc,5,Inc-Inc,2,4,1,Inc-Inc,2016
ORA26,3,ORA26,12.608696,1.2324702,67.099998,83.260864,.80590081,.83078277,7.4155159,7.3851085,7.8099232,11.807087,10.135289,12.022882,1,Sta-Dec,1,Dec-Dec,4,Inc-Inc,5,Inc-Inc,2,4,1,Inc-Inc,2020
ORA29,1,ORA29,43.125,.11362319,28.700001,175,.16399999,.020869564,3.7320125,5.7930226,5.426054,10.9578,11.365005,12.765689,4,Dec-Inc,3,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2010
ORA29,2,ORA29,48.037975,.11151209,85.400002,208.10126,.41037714,.041817036,4.4265938,6.7102251,5.4073005,12.048248,11.472895,12.938928,4,Dec-Inc,3,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2016
ORA29,3,ORA29,111.51086,.50517064,243.7,583.36957,.41774547,.030476175,4.1103616,6.7280211,6.9180446,13.096841,12.315024,13.969724,4,Dec-Inc,3,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2020
ORA30,1,ORA30,44,.20113637,104,326.5,.31852987,.20113637,5.9971366,6.4568658,5.9971366,12.245294,11.385092,13.389333,2,Sta-Dec,1,Dec-Dec,3,Inc-Inc,4,INC-INC,2,2,4,Inc-Inc,2010
ORA30,2,ORA30,32.594936,.97228587,212.10001,126.29747,1.6793686,.058640774,4.7646503,8.1193209,7.5727973,12.95796,11.085059,12.439543,2,Sta-Dec,1,Dec-Dec,3,Inc-Inc,4,INC-INC,2,2,4,Inc-Inc,2016
ORA30,3,ORA30,3.6086955,14.841458,229.10001,214.02173,1.0704521,6.4699464,9.46807,7.6689839,10.298326,13.035061,8.8842487,12.96698,2,Sta-Dec,1,Dec-Dec,3,Inc-Inc,4,INC-INC,2,2,4,Inc-Inc,2020
ORA39,1,ORA39,80,.10165,25.5,153,.16666669,.03915,4.3607106,5.8091521,5.3147068,10.839581,11.982929,12.63134,3,Dec-Inc,1,Dec-Inc,4,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2010
ORA39,2,ORA39,59.721519,0,20.299999,87.531647,.23191613,0,0,6.1395278,0,10.611524,11.690595,12.072903,3,Dec-Inc,1,Dec-Inc,4,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2016
ORA39,3,ORA39,99.782616,.055193521,142.89999,264.78262,.53968793,.034656148,4.2388306,6.984139,4.7040749,12.563047,12.203897,13.179811,3,Dec-Inc,1,Dec-Inc,4,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2020
ORA40,1,ORA40,37.099998,.31627655,32.700001,235,.13914894,.10888209,5.3834338,5.628705,6.4497666,11.088278,11.21452,13.060488,4,Inc-Dec,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,3,4,Inc-Inc,2010
ORA40,2,ORA40,47.594936,1.1252773,175.89999,83.48101,2.1070659,.25857824,6.2483492,8.346199,7.7189322,12.770818,11.463629,12.025521,4,Inc-Dec,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,3,4,Inc-Inc,2016
ORA40,3,ORA40,42.336956,.62176871,74.900002,166.30435,.45037907,.032092426,4.1620097,6.8032379,7.1257162,11.917056,11.346562,12.714722,4,Inc-Dec,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,3,4,Inc-Inc,2020
ORA43,1,ORA43,56.299999,0,36.200001,235,.15404256,0,0,5.7303867,0,11.189961,11.631597,13.060488,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2010
ORA43,2,ORA43,48.227848,.49804488,101.3,167.65822,.60420543,.39290059,6.6667056,7.0970621,6.9038386,12.218988,11.476839,12.72283,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2016
ORA43,3,ORA43,165.84782,.260665,119.2,324.61957,.36719906,.1862945,5.9204831,6.5990534,6.2563868,12.381705,12.711973,13.383556,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2020
ORA46,1,ORA46,54,.046388887,34,214,.15887851,.046388887,4.530323,5.7612967,4.530323,11.127263,11.589887,12.966879,4,Dec-Inc,1,Dec-Dec,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2010
ORA46,2,ORA46,34.272152,.36743072,171,122.91139,1.3912462,.097042993,5.2683277,7.9311023,6.5996838,12.742566,11.135236,12.412366,4,Dec-Inc,1,Dec-Dec,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2016
ORA46,3,ORA46,116.79347,.43899223,150.10001,178.15216,.84253824,.106257,5.3590298,7.4295664,6.7776303,12.612205,12.36131,12.783541,4,Dec-Inc,1,Dec-Dec,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2020
ORA48,1,ORA48,60.040001,.010493005,19,148,.12837838,.010493005,3.046119,5.5481443,3.046119,10.545341,11.695913,12.598115,3,Dec-Inc,1,Dec-Dec,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2010
ORA48,2,ORA48,52.784813,.22081536,140.39999,126.96203,1.1058424,.22081536,6.0904794,7.70151,6.0904794,12.545398,11.567126,12.444791,3,Dec-Inc,1,Dec-Dec,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2016
ORA48,3,ORA48,122.88044,.049850725,108.7,116.95652,.92940521,.049850725,4.6022806,7.5276923,4.6022806,12.289495,12.412114,12.362704,3,Dec-Inc,1,Dec-Dec,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2020
ORA49,1,ORA49,57.5,.033756521,49,176,.27840909,.033756521,4.2125401,6.3222418,4.2125401,11.492723,11.652687,12.771386,4,Inc-Dec,1,Dec-Inc,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2010
ORA49,2,ORA49,52.151901,.35854459,66.5,81.962029,.8113513,.037924938,4.3289299,7.3918486,6.575202,11.798104,11.555063,12.007158,4,Inc-Dec,1,Dec-Inc,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2016
ORA49,3,ORA49,34.565216,.59440362,77.400002,160.32608,.48276612,.12214815,5.4983988,6.8726807,7.0807066,11.949889,11.14375,12.678112,4,Inc-Dec,1,Dec-Inc,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2020
ORA8,1,ORA8,80,.0093750004,145,325,.44615382,.0093750004,2.9340262,6.7938123,2.9340262,12.577636,11.982929,13.384727,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2010
ORA8,2,ORA8,42.721519,.099644445,203.8,487.84808,.41775304,.045303702,4.5066576,6.7280393,5.2947807,12.918041,11.355605,13.790907,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2016
ORA8,3,ORA8,165.5,.22038753,258.70001,412.88043,.62657368,.090669833,5.2004023,7.1334143,6.0885396,13.156571,12.709873,13.624061,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2020
SEM10,1,SEM10,56,2.3150895,220,412.5,.53333336,.74008924,7.2999182,6.9722948,8.4403505,12.99453,11.626254,13.623138,1,Sta-Dec,4,Dec-Dec,3,Inc-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2010
SEM10,2,SEM10,103.29114,.34795982,632.90002,521.45569,1.2137177,.028730625,4.0514135,7.794591,6.5452361,14.051215,12.238454,13.857527,1,Sta-Dec,4,Dec-Dec,3,Inc-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2016
SEM10,3,SEM10,9.391305,7.3445601,208.60001,130.21739,1.6019367,1.6898068,8.1255169,8.0721159,9.594862,12.941321,9.8406868,12.470108,1,Sta-Dec,4,Dec-Dec,3,Inc-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2020
SEM15,1,SEM15,42,.19523807,65,89,.73033708,.099999994,5.2983422,7.286654,5.9673734,11.77529,11.338573,12.089539,3,Dec-Inc,1,Inc-Inc,4,Inc-Inc,2,Inc-Inc,2,3,1,Inc-Inc,2010
SEM15,2,SEM15,46.835442,.48303825,77.900002,98.417725,.79152411,.1971266,5.9769998,7.3671079,6.8732443,11.956328,11.447543,12.190124,3,Dec-Inc,1,Inc-Inc,4,Inc-Inc,2,Inc-Inc,2,3,1,Inc-Inc,2016
SEM15,3,SEM15,194.34782,.19520631,113.1,131.52174,.85993385,.05398028,4.6818519,7.4500031,5.9672108,12.329175,12.870552,12.480075,3,Dec-Inc,1,Inc-Inc,4,Inc-Inc,2,Inc-Inc,2,3,1,Inc-Inc,2020
SEM16,1,SEM16,200,.045000002,60,673,.089153044,.045000002,4.4999332,5.1835332,4.4999332,11.695247,12.89922,14.112648,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,5,INC-INC,1,5,1,Inc-Inc,2010
SEM16,2,SEM16,75.949364,1.1641396,284.89999,721.26581,.39500001,.24882901,6.2099171,6.6720347,7.7528849,13.25304,11.930969,14.181911,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,5,INC-INC,1,5,1,Inc-Inc,2016
SEM16,3,SEM16,188.58696,.090283401,260.79999,697.82611,.37373206,0,0,6.6166883,5.1961317,13.164657,12.840462,14.148872,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,5,INC-INC,1,5,1,Inc-Inc,2020
SEM2,1,SEM2,60,.42043069,78.5,129,.60852712,.15672931,5.7476773,7.1041894,6.7344284,11.964001,11.695247,12.460715,1,Inc-Dec,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2010
SEM2,2,SEM2,99.746841,.52364492,177,199.30379,.8880915,.12354717,5.5097866,7.4822221,6.9539618,12.777052,12.203538,12.895733,1,Inc-Dec,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2016
SEM2,3,SEM2,29.347826,2.6520307,191.7,231.90218,.82664162,.57698613,7.0509663,7.4105186,8.5762281,12.856834,10.980121,13.047218,1,Inc-Dec,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2020
SEM20,1,SEM20,55,.26699179,34,87,.39080459,.074437156,5.0031476,6.6613564,6.2803688,11.127263,11.608235,12.066811,4,Dec-Inc,1,Dec-Dec,4,Inc-Inc,2,Inc-Inc,2,2,1,Inc-Inc,2010
SEM20,2,SEM20,44.556965,.096309453,40.5,94.873413,.42688462,.019261889,3.6519487,6.7496624,5.2607408,11.302204,11.397671,12.153446,4,Dec-Inc,1,Dec-Dec,4,Inc-Inc,2,Inc-Inc,2,2,1,Inc-Inc,2016
SEM20,3,SEM20,111.41304,.25284576,76,71.41304,1.0642314,.074756935,5.0074339,7.6631556,6.2259307,11.931636,12.314147,11.869383,4,Dec-Inc,1,Dec-Dec,4,Inc-Inc,2,Inc-Inc,2,2,1,Inc-Inc,2020
SEM26,1,SEM26,30,.25666666,35,89,.39325845,.090000004,5.1929879,6.6676159,6.2409291,11.156251,11.0021,12.089539,4,Dec-Inc,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,1,5,1,Inc-Inc,2010
SEM26,2,SEM26,54.050632,.33412302,69.699997,97.0886,.71790093,.016553009,3.5006263,7.2694793,6.5046587,11.845102,11.590824,12.176526,4,Dec-Inc,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,1,5,1,Inc-Inc,2016
SEM26,3,SEM26,71.13913,.85711271,147.60001,207.28261,.71207136,0,0,7.2613258,7.4467168,12.595408,11.865541,12.934985,4,Dec-Inc,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,1,5,1,Inc-Inc,2020
SEM46,1,SEM46,75,.60489672,52,203.5,.25552824,.18110709,5.8922434,6.2364841,7.0982056,11.552146,11.91839,12.916569,3,Inc-Dec,4,Inc-Inc,4,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2010
SEM46,2,SEM46,109.74683,.20392399,133.5,655.37976,.20369869,.075590223,5.018518,6.0097952,6.0109005,12.495004,12.299079,14.086118,3,Inc-Dec,4,Inc-Inc,4,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2016
SEM46,3,SEM46,86.086952,.04395109,102.9,313.31522,.32842326,.04395109,4.4763541,6.4874525,4.4763541,12.23466,12.05626,13.348112,3,Inc-Dec,4,Inc-Inc,4,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2020
SEM48,1,SEM48,83,.30247,73,360.5,.20249653,.052891564,4.6614804,6.0038762,6.4051318,11.891362,12.019743,13.488395,3,Inc-Dec,3,Dec-Inc,4,Inc-Inc,2,Dec-Dec,1,3,1,Inc-Inc,2010
SEM48,2,SEM48,279.3671,.057640024,88.699997,179.43037,.49434215,.019082641,3.6426122,6.8963761,4.7474394,12.086163,13.233429,12.790689,3,Inc-Dec,3,Dec-Inc,4,Inc-Inc,2,Dec-Dec,1,3,1,Inc-Inc,2016
SEM48,3,SEM48,207.69022,.11574513,205.5,532.82611,.38567933,.0056167413,2.4267306,6.6481552,5.4445562,12.926349,12.93695,13.879098,3,Inc-Dec,3,Dec-Inc,4,Inc-Inc,2,Dec-Dec,1,3,1,Inc-Inc,2020
SEM49,1,SEM49,108,.016574074,57,152,.375,.016574074,3.5018957,6.6200747,3.5018957,11.643953,12.283033,12.624783,2,Sta-Dec,3,Inc-Inc,3,Inc-Inc,5,INC-INC,3,1,1,Inc-Inc,2010
SEM49,2,SEM49,34.620255,.30076838,198.7,299.49368,.66345304,0,0,7.1906056,6.3994904,12.892698,11.145341,13.302996,2,Sta-Dec,3,Inc-Inc,3,Inc-Inc,5,INC-INC,3,1,1,Inc-Inc,2016
SEM49,3,SEM49,20.543478,1.7926387,150.10001,399.23911,.37596521,.63894552,7.152967,6.6226454,8.1845913,12.612205,10.623446,13.590463,2,Sta-Dec,3,Inc-Inc,3,Inc-Inc,5,INC-INC,3,1,1,Inc-Inc,2020
SEM5,1,SEM5,66,.14060606,16,47.5,.33684212,.016363638,3.4891412,6.512764,5.639122,10.373491,11.790557,11.461632,4,Inc-Dec,1,Inc-Inc,4,Inc-Inc,4,INC-INC,2,4,1,Inc-Inc,2010
SEM5,2,SEM5,42.784809,1.3452196,124,133.41772,.92941177,.28041276,6.3294129,7.5276995,7.89746,12.421184,11.357085,12.494388,4,Inc-Dec,1,Inc-Inc,4,Inc-Inc,4,INC-INC,2,4,1,Inc-Inc,2016
SEM5,3,SEM5,24.782608,2.3759148,223.60001,276.19565,.80957109,1.7088182,8.1367044,7.3896523,8.4662848,13.010761,10.811045,13.222012,4,Inc-Dec,1,Inc-Inc,4,Inc-Inc,4,INC-INC,2,4,1,Inc-Inc,2020
SEM6,1,SEM6,160,.47709379,105,453.5,.23153253,.17709373,5.8698344,6.1378722,6.8608613,12.254863,12.676076,13.717897,1,Inc-Dec,1,Dec-Dec,3,Inc-Dec,4,Inc-Inc,2,3,1,Inc-Inc,2010
SEM6,2,SEM6,54.93671,1.1375313,246.8,225.88608,1.0925862,.94320136,7.5424271,7.6894503,7.729763,13.109481,11.607084,13.020933,1,Inc-Dec,1,Dec-Dec,3,Inc-Dec,4,Inc-Inc,2,3,1,Inc-Inc,2016
SEM6,3,SEM6,54.891304,.92347044,73.300003,158.09782,.46363699,.079235695,5.0656137,6.8322501,7.5212865,11.895463,11.606257,12.664117,1,Inc-Dec,1,Dec-Dec,3,Inc-Dec,4,Inc-Inc,2,3,1,Inc-Inc,2020
SEM7,1,SEM7,45,.35134333,60,350,.17142859,.13765714,5.6179266,5.8373227,6.554913,11.695247,11.407565,13.458836,1,Sta-Dec,2,DEC-INC,3,Inc-Inc,4,INC-INC,2,2,4,Inc-Inc,2010
