HHID_panel,time,panelvar,annualincome,dsr,loanamount,assets_noland,dar,isr,ihs_isr,ihs_dar,ihs_dsr,ihs_loanamount,ihs_annualincome,ihs_assets_noland,euc_annualincome,sbd_annualincome,euc_assets_noland,sbd_assets_noland,euc_loanamount,sbd_loanamount,euc_dsr,sbd_dsr,euc_isr,sbd_isr,euc_dar,sbd_dar,year
ELA4,3,ELA4,165.76086,.085501373,154.8,228.80435,.67656058,.029211575,4.0680051,7.2101698,5.1417136,12.643037,12.711449,13.03377,3,Inc-Dec,1,Dec-Inc,4,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2020
ELA40,1,ELA40,81.599998,.15644608,121,404.5,.29913473,.13193627,5.5754805,6.3940439,5.7458687,12.396693,12.002731,13.603554,4,Dec-Inc,3,Dec-Dec,3,Inc-Inc,4,Dec-Dec,2,3,1,Inc-Inc,2010
ELA40,2,ELA40,17.468355,3.8120818,257.39999,305.06329,.8437593,1.7986356,8.1879311,7.4310145,8.9390783,13.151534,10.461293,13.321422,4,Dec-Inc,3,Dec-Dec,3,Inc-Inc,4,Dec-Dec,2,3,1,Inc-Inc,2016
ELA40,3,ELA40,95.86956,.21382943,214.60001,169.72826,1.264374,.018457321,3.6093414,7.8354797,6.0583315,12.969678,12.163891,12.735101,4,Dec-Inc,3,Dec-Dec,3,Inc-Inc,4,Dec-Dec,2,3,1,Inc-Inc,2020
ELA45,1,ELA45,69,.13295397,43.799999,164,.26707315,.10396848,5.3372579,6.2806735,5.5831642,11.380536,11.835009,12.700768,4,Dec-Inc,3,Inc-Inc,4,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2010
ELA45,2,ELA45,41.772152,.68355644,94.400002,219.68355,.42970902,.06818182,4.915379,6.7562566,7.2204571,12.148443,11.333133,12.993091,4,Dec-Inc,3,Inc-Inc,4,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2016
ELA45,3,ELA45,57.717388,.70650172,144.8,300.21741,.48231715,.19185647,5.9499016,6.8717504,7.2534733,12.576256,11.656461,13.305409,4,Dec-Inc,3,Inc-Inc,4,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2020
ELA7,1,ELA7,92,.078043476,23,127,.18110237,.0019565218,1.4240206,5.8922172,5.0504541,10.736397,12.122691,12.445089,4,Dec-Inc,1,Dec-Inc,4,Inc-Inc,2,Inc-Inc,1,5,1,Inc-Inc,2010
ELA7,2,ELA7,56.962025,.042256065,62,106.96203,.57964498,.042256065,4.4370351,7.0555639,4.4370351,11.728037,11.643288,12.273376,4,Dec-Inc,1,Dec-Inc,4,Inc-Inc,2,Inc-Inc,1,5,1,Inc-Inc,2016
ELA7,3,ELA7,65.434784,.11088188,91.099998,147.82608,.6162647,0,0,7.1168246,5.4016328,12.112861,11.781957,12.596939,4,Dec-Inc,1,Dec-Inc,4,Inc-Inc,2,Inc-Inc,1,5,1,Inc-Inc,2020
ELA8,1,ELA8,75,.2648381,25,261.5,.095602296,.03927033,4.3637786,5.2533712,6.2722692,10.819778,11.91839,13.167336,2,Dec-Sta,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2010
ELA8,2,ELA8,8.7341776,2.670646,58.299999,102.78481,.56720448,.9973976,7.5982971,7.0338678,8.5832233,11.666505,9.7681465,12.23354,2,Dec-Sta,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2016
ELA8,3,ELA8,14.086957,3.1407936,115.2,173.15218,.66531068,.51119637,6.9299021,7.1934018,8.7453775,12.347572,10.246152,12.755074,2,Dec-Sta,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2020
GOV11,1,GOV11,36.5,.90193063,60,177,.33898309,.29813576,6.3906989,6.5190997,7.497685,11.695247,11.198215,12.777052,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2010
GOV11,2,GOV11,114.24051,.34489572,467,899.55701,.51914442,.32966283,6.49122,6.9453301,6.5363913,13.747231,12.339209,14.402805,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2016
GOV11,3,GOV11,248.96739,.022076037,149.3,168.4239,.88645381,.022076037,3.7881525,7.4803767,3.7881525,12.60686,13.118224,12.727386,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2020
GOV13,1,GOV13,80,.74000001,143,730.5,.19575635,.1025,5.3230338,5.9700246,7.299798,12.563747,11.982929,14.194632,3,Dec-Inc,1,Dec-Dec,4,Dec-Inc,2,Dec-Dec,2,4,1,Inc-Inc,2010
GOV13,2,GOV13,59.493671,.24562591,56.900002,98.101265,.58001292,.20307273,6.0067172,7.0561981,6.1969609,11.642198,11.686772,12.186903,3,Dec-Inc,1,Dec-Dec,4,Dec-Inc,2,Dec-Dec,2,4,1,Inc-Inc,2016
GOV13,3,GOV13,195.65218,.14891881,176.60001,103.80434,1.7012776,.11789406,5.4629517,8.1322823,5.6965599,12.77479,12.877241,12.24341,3,Dec-Inc,1,Dec-Dec,4,Dec-Inc,2,Dec-Dec,2,4,1,Inc-Inc,2020
GOV19,1,GOV19,53,.21397169,35.5,281,.12633452,.063028306,4.8367939,5.5320959,6.0589962,11.170435,11.571195,13.239257,1,Inc-Dec,2,DEC-INC,4,Inc-Inc,4,Inc-Inc,2,2,4,Inc-Inc,2010
GOV19,2,GOV19,75.949364,.090000004,53.799999,12.784811,4.2081184,.090000004,5.1929879,9.0379181,5.1929879,11.586176,11.930969,10.14916,1,Inc-Dec,2,DEC-INC,4,Inc-Inc,4,Inc-Inc,2,2,4,Inc-Inc,2016
GOV19,3,GOV19,35.869564,.83632052,206.5,222.82608,.92673171,.83632052,7.4221597,7.5248117,7.4221597,12.931203,11.180792,13.007294,1,Inc-Dec,2,DEC-INC,4,Inc-Inc,4,Inc-Inc,2,2,4,Inc-Inc,2020
GOV21,1,GOV21,65,.13989231,19,259.5,.073217727,.032199997,4.1653547,4.9866314,5.6340327,10.545341,11.77529,13.159659,1,Inc-Dec,1,Dec-Dec,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2010
GOV21,2,GOV21,85.443039,.27555555,71.5,92.088608,.77642614,.27555555,6.3119397,7.3478489,6.3119397,11.8706,12.048753,12.123653,1,Inc-Dec,1,Dec-Dec,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2016
GOV21,3,GOV21,49.782608,.29263523,217.39999,153.26086,1.4184966,.04877254,4.5804195,7.9505,6.372077,12.982641,11.508568,12.633044,1,Inc-Dec,1,Dec-Dec,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2020
GOV25,1,GOV25,35,.63045716,112,185,.60540539,.57331431,7.0445819,7.0990462,7.1395931,12.319402,11.156251,12.821259,4,Inc-Dec,1,Dec-Dec,4,Inc-Dec,4,Inc-Inc,2,4,1,Inc-Inc,2010
GOV25,2,GOV25,43.417721,.943156,107.6,164.24051,.65513682,.13696851,5.6129117,7.1779919,7.5423794,12.279324,11.37177,12.702234,4,Inc-Dec,1,Dec-Dec,4,Inc-Dec,4,Inc-Inc,2,4,1,Inc-Inc,2016
GOV25,3,GOV25,29.347826,1.7346091,51.099998,69.021736,.74034655,.34572014,6.5387788,7.3002663,8.1516848,11.534687,10.980121,11.835324,4,Inc-Dec,1,Dec-Dec,4,Inc-Dec,4,Inc-Inc,2,4,1,Inc-Inc,2020
GOV26,1,GOV26,90,.15000001,50,616.5,.081102997,.02777778,4.0177073,5.0889053,5.7037935,11.512925,12.100712,14.024961,2,Dec-Sta,4,Dec-Dec,1,Inc-Dec,4,INC-INC,1,5,3,Inc-Inc,2010
GOV26,2,GOV26,1.2658228,11.384517,109.4,339.49368,.32224455,7.0027637,9.5472069,6.4684606,10.033156,12.295914,7.8366251,13.428358,2,Dec-Sta,4,Dec-Dec,1,Inc-Dec,4,INC-INC,1,5,3,Inc-Inc,2016
GOV26,3,GOV26,.97826082,1.0430956,35.400002,337.33698,.10493957,0,0,5.3465548,7.6430955,11.167614,7.5789237,13.421985,2,Dec-Sta,4,Dec-Dec,1,Inc-Dec,4,INC-INC,1,5,3,Inc-Inc,2020
GOV28,1,GOV28,88,.35295451,63,302,.20860928,.091590911,5.2105088,6.0336161,6.5594883,11.744038,12.078239,13.31133,3,Inc-Dec,4,Dec-Dec,3,Inc-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2010
GOV28,2,GOV28,285.12659,.071008705,243.5,590.75952,.41218126,.050803944,4.6212182,6.714612,4.9559994,13.09602,13.253836,13.982311,3,Inc-Dec,4,Dec-Dec,3,Inc-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2016
GOV28,3,GOV28,239.34782,.016785661,82.400002,167.93478,.49066666,0,0,6.8889132,3.5145583,12.012488,13.07882,12.724478,3,Inc-Dec,4,Dec-Dec,3,Inc-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2020
GOV35,1,GOV35,32,1.0220834,65,170.5,.38123167,.37686297,6.6250305,6.6365561,7.622746,11.77529,11.066638,12.739637,3,Dec-Inc,3,Inc-Inc,4,Inc-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2010
GOV35,2,GOV35,76.772156,.15824462,102.5,218.60759,.46887669,.15824462,5.7572994,6.8434882,5.7572994,12.230765,11.941745,12.988181,3,Dec-Inc,3,Inc-Inc,4,Inc-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2016
GOV35,3,GOV35,162.71739,.093445107,171.2,382.06522,.44809106,0,0,6.7981448,5.2305498,12.743735,12.692918,13.546494,3,Dec-Inc,3,Inc-Inc,4,Inc-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2020
GOV38,1,GOV38,30,1.4565197,85,298,.2852349,.33735102,6.5142732,6.3464632,7.9769526,12.043553,11.0021,13.297996,4,Dec-Inc,3,Dec-Inc,3,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2010
GOV38,2,GOV38,6.2025318,1.7624733,173.89999,173.41772,1.0027809,1.7624733,8.1676207,7.6036797,8.1676207,12.759383,9.4258604,12.756606,4,Dec-Inc,3,Dec-Inc,3,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2016
GOV38,3,GOV38,231.1413,.021161534,283.70001,256.84784,1.1045451,.021161534,3.7458901,7.7003365,3.7458901,13.248819,13.043932,13.149386,4,Dec-Inc,3,Dec-Inc,3,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2020
GOV40,1,GOV40,35,.48657146,49,339.5,.14432989,.11514286,5.4393396,5.6652608,6.8805323,11.492723,11.156251,13.428376,3,Dec-Inc,4,Dec-Dec,4,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2010
GOV40,2,GOV40,82.974686,.29748282,82.300003,361.83545,.22745146,.068649888,4.9222198,6.1200891,6.3885064,12.011273,12.019438,13.492092,3,Dec-Inc,4,Dec-Dec,4,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2016
GOV40,3,GOV40,95.652176,.25159088,73.800003,260.86957,.28290001,.019375,3.6577961,6.338244,6.2209554,11.902261,12.161621,13.164923,3,Dec-Inc,4,Dec-Dec,4,Inc-Inc,2,Dec-Dec,2,3,1,Inc-Inc,2020
GOV42,1,GOV42,55,.1209091,58,439,.13211845,.084545463,5.1304717,5.5768604,5.4882035,11.661345,11.608235,13.685402,3,Inc-Dec,4,Inc-Inc,3,Inc-Inc,1,Sta-Dec,1,1,1,Inc-Inc,2010
GOV42,2,GOV42,149.3671,.51174968,522.20001,1901.2659,.27465913,0,0,6.3086815,6.9309835,13.858953,12.607309,15.151177,3,Inc-Dec,4,Inc-Inc,3,Inc-Inc,1,Sta-Dec,1,1,1,Inc-Inc,2016
GOV42,3,GOV42,122.6087,.0022163121,194.60001,313.8587,.62002426,0,0,7.1229067,1.5363898,12.871849,12.409901,13.349845,3,Inc-Dec,4,Inc-Inc,3,Inc-Inc,1,Sta-Dec,1,1,1,Inc-Inc,2020
GOV45,1,GOV45,32,.7215625,70,361.5,.19363762,.1590625,5.762454,5.9591422,7.2745667,11.849398,11.066638,13.491164,3,Inc-Dec,3,Dec-Dec,3,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2010
GOV45,2,GOV45,108.10126,.0052377512,224.7,270.25317,.83144259,0,0,7.4163098,2.3580301,13.015669,12.283971,13.200262,3,Inc-Dec,3,Dec-Dec,3,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2016
GOV45,3,GOV45,107.6087,.17897421,193,273.26086,.70628476,.12886143,5.5518999,7.2531662,5.8803968,12.863593,12.279404,13.211329,3,Inc-Dec,3,Dec-Dec,3,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2020
GOV48,1,GOV48,62,.23064516,62,150.5,.41196015,.15000001,5.7037935,6.7140751,6.1340322,11.728037,11.728037,12.614865,1,Sta-Dec,4,Inc-Inc,3,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2010
GOV48,2,GOV48,274.81012,0,243.7,626.58228,.38893536,0,0,6.6565619,0,13.096841,13.216983,14.041183,1,Sta-Dec,4,Inc-Inc,3,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2016
GOV48,3,GOV48,12.826087,4.3220339,521.70001,713.36957,.731318,.16949151,5.8259587,7.2879958,9.0646286,13.857995,10.152384,14.170902,1,Sta-Dec,4,Inc-Inc,3,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2020
GOV51,1,GOV51,102,.12481862,38,135.5,.2804428,.036583334,4.2929268,6.3295202,5.5200248,11.238488,12.225875,12.509874,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,1,Sta-Dec,1,5,1,Inc-Inc,2010
GOV51,2,GOV51,54.303799,.032400932,335.39999,597.34174,.56148762,.032400932,4.1715722,7.0237379,4.1715722,13.416226,11.595496,13.993392,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,1,Sta-Dec,1,5,1,Inc-Inc,2016
GOV51,3,GOV51,250.3261,0,220.2,722.28259,.30486682,0,0,6.4130249,0,12.995439,13.123667,14.183319,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,1,Sta-Dec,1,5,1,Inc-Inc,2020
GOV52,1,GOV52,24,1.2727752,70,498,.14056225,.41408807,6.7192273,5.6388102,7.8421021,11.849398,10.778956,13.811502,3,Dec-Inc,4,Dec-Dec,4,Inc-Inc,1,Sta-Dec,1,5,3,Inc-Inc,2010
GOV52,2,GOV52,59.493671,.61738926,133,512.15192,.25968859,.33324727,6.5020342,6.252634,7.1186476,12.491252,11.686772,13.839523,3,Dec-Inc,4,Dec-Dec,4,Inc-Inc,1,Sta-Dec,1,5,3,Inc-Inc,2016
GOV52,3,GOV52,273.58694,0,84.199997,500.1087,.16836339,0,0,5.8192806,0,12.034098,13.212522,13.815728,3,Dec-Inc,4,Dec-Dec,4,Inc-Inc,1,Sta-Dec,1,5,3,Inc-Inc,2020
GOV7,1,GOV7,175,.12080364,42,284.5,.14762741,.022228573,3.7950313,5.6878505,5.4873309,11.338573,12.765689,13.251636,4,Dec-Sta,1,Dec-Dec,1,Inc-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2010
GOV7,2,GOV7,5.0632911,1.8139014,90.599998,389.93671,.2323454,1.1889014,7.7739325,6.141377,8.1963825,12.107357,9.2229195,13.566887,4,Dec-Sta,1,Dec-Dec,1,Inc-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2016
GOV7,3,GOV7,34.239132,.095238097,40.700001,66.41304,.61283147,0,0,7.111238,5.2495546,11.307131,11.134272,11.796796,4,Dec-Sta,1,Dec-Dec,1,Inc-Inc,2,Dec-Dec,1,5,1,Inc-Inc,2020
KAR10,1,KAR10,43,.6929819,85,126,.67460322,.23940469,6.1713071,7.2072725,7.2341514,12.043553,11.362103,12.437184,3,Dec-Inc,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2010
KAR10,2,KAR10,73.037979,.64482141,137.2,247.34177,.55469805,.15402946,5.7303019,7.0115719,7.1621213,12.522342,11.891882,13.111673,3,Dec-Inc,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2016
KAR10,3,KAR10,120.41304,.84284121,302.60001,322.3913,.93861097,.52527493,6.9570699,7.5375485,7.4299259,13.313314,12.39183,13.376668,3,Dec-Inc,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,4,1,Inc-Inc,2020
KAR15,1,KAR15,77,0,9.5,185,.051351354,0,0,4.6319332,0,9.8521938,11.944708,12.821259,1,Sta-Dec,1,Dec-Dec,1,Inc-Inc,5,INC-INC,3,4,3,Inc-Inc,2010
KAR15,2,KAR15,99.974686,.010247057,94.900002,214.6519,.44211116,.010247057,3.0225101,6.7847099,3.0225101,12.153727,12.205819,12.96992,1,Sta-Dec,1,Dec-Dec,1,Inc-Inc,5,INC-INC,3,4,3,Inc-Inc,2016
KAR15,3,KAR15,14.619565,.30892193,33.5,146.84784,.22812729,.11171004,5.4090738,6.1230559,6.4262385,11.112448,10.283263,12.5903,1,Sta-Dec,1,Dec-Dec,1,Inc-Inc,5,INC-INC,3,4,3,Inc-Inc,2020
KAR17,1,KAR17,62,.3078675,30,184,.16304348,.045165397,4.5036011,5.7871737,6.4228191,11.0021,11.728037,12.815838,4,Inc-Dec,2,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2010
KAR17,2,KAR17,48.607597,.12965308,24.1,49.93671,.48261088,.040368728,4.391356,6.8723588,5.5580244,10.783114,11.484682,11.511659,4,Inc-Dec,2,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2016
KAR17,3,KAR17,41.95652,.66347051,114.4,434.56522,.26325163,.33351657,6.5028419,6.2662611,7.1906323,12.340604,11.337536,13.675248,4,Inc-Dec,2,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2020
KAR18,1,KAR18,42,.44047618,35,132,.2651515,.32142857,6.4659247,6.2734523,6.7810049,11.156251,11.338573,12.483705,1,Inc-Dec,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2010
KAR18,2,KAR18,93.873421,.098467693,48.099998,51.835445,.92793638,.02074605,3.7260833,7.5261106,5.2829013,11.474185,12.14285,11.548977,1,Inc-Dec,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2016
KAR18,3,KAR18,21.521738,1.2048054,75,90.86956,.82535887,.80989993,7.390058,7.4089661,7.7872205,11.91839,10.669966,12.110328,1,Inc-Dec,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2020
KAR19,1,KAR19,53,1.3206036,141,355.5,.39662448,.33837566,6.5173063,6.6761389,7.8789916,12.549663,11.571195,13.474428,4,Inc-Dec,1,Dec-Dec,4,Dec-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2010
KAR19,2,KAR19,29.113924,.35438439,67.800003,151.89873,.44635001,.074920192,5.0096149,6.7942519,6.5635314,11.817465,10.972119,12.624117,4,Inc-Dec,1,Dec-Dec,4,Dec-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2016
KAR19,3,KAR19,24.091305,1.7138152,196,153.69565,1.2752476,.9393611,7.5383472,7.8440428,8.1396246,12.879017,10.782753,12.635877,4,Inc-Dec,1,Dec-Dec,4,Dec-Inc,4,Inc-Inc,2,2,1,Inc-Inc,2020
KAR21,1,KAR21,84,.0071428581,45,200,.22499999,.0071428581,2.6641245,6.1092525,2.6641245,11.407565,12.031719,12.89922,2,Dec-Sta,1,Dec-Dec,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2010
KAR21,2,KAR21,6.0759497,.96768296,69.699997,111.70886,.62394333,.3075991,6.421947,7.1292076,7.5680518,11.845102,9.405241,12.316798,2,Dec-Sta,1,Dec-Dec,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2016
KAR21,3,KAR21,9.565218,1.5034823,57.5,98.152176,.58582503,.89024317,7.484642,7.0661693,8.0086861,11.652687,9.8590355,12.187422,2,Dec-Sta,1,Dec-Dec,4,Inc-Inc,5,INC-INC,2,4,1,Inc-Inc,2020
KAR28,1,KAR28,78,.058974363,23,114,.20175439,.0076923086,2.7375665,6.0002046,4.7703218,10.736397,11.957611,12.337101,3,Dec-Inc,1,Inc-Inc,4,Inc-Inc,5,Inc-Inc,2,4,1,Inc-Inc,2010
KAR28,2,KAR28,61.518986,.12986678,28.5,107.02532,.26629212,.024109783,3.8761947,6.2777448,5.5596709,10.950807,11.720248,12.273968,3,Dec-Inc,1,Inc-Inc,4,Inc-Inc,5,Inc-Inc,2,4,1,Inc-Inc,2016
KAR28,3,KAR28,95.978264,.44202983,73.400002,123.58695,.59391385,.052372478,4.6516194,7.0798821,6.7845259,11.896827,12.165024,12.417848,3,Dec-Inc,1,Inc-Inc,4,Inc-Inc,5,Inc-Inc,2,4,1,Inc-Inc,2020
KAR36,1,KAR36,40,1.96875,335,351.5,.9530583,.66874999,7.1985579,7.5528235,8.2783012,13.415033,11.289782,13.463112,3,Inc-Dec,4,Inc-Inc,3,Inc-Inc,1,Sta-Dec,1,1,1,Inc-Inc,2010
KAR36,2,KAR36,105.82278,.48338172,310.10001,495.06329,.62638456,0,0,7.1331124,6.8739548,13.337797,12.262669,13.805588,3,Inc-Dec,4,Inc-Inc,3,Inc-Inc,1,Sta-Dec,1,1,1,Inc-Inc,2016
KAR36,3,KAR36,95.86956,0,543.20001,391.95654,1.385868,0,0,7.9272294,0,13.89838,12.163891,13.572053,3,Inc-Dec,4,Inc-Inc,3,Inc-Inc,1,Sta-Dec,1,1,1,Inc-Inc,2020
KAR38,1,KAR38,90,.16399999,33,281.5,.11722913,.047333337,4.5504737,5.4572959,5.7930226,11.09741,12.100712,13.241035,1,Inc-Dec,3,Dec-Dec,4,Inc-Inc,3,Dec-Inc,3,1,3,Inc-Inc,2010
KAR38,2,KAR38,256.96204,0,62.299999,263.16455,.236734,0,0,6.160089,0,11.732863,13.149831,13.173682,1,Inc-Dec,3,Dec-Dec,4,Inc-Inc,3,Dec-Inc,3,1,3,Inc-Inc,2016
KAR38,3,KAR38,33.586956,2.2006471,64,264.23914,.24220484,.5825243,7.0605187,6.1829352,8.3896542,11.759786,11.11504,13.177757,1,Inc-Dec,3,Dec-Dec,4,Inc-Inc,3,Dec-Inc,3,1,3,Inc-Inc,2020
KAR45,1,KAR45,75,.57926667,89,267,.33333337,.13926667,5.6295505,6.5022926,7.0549107,12.089539,11.91839,13.188151,4,Dec-Inc,4,Inc-Inc,3,Inc-Inc,2,Dec-Dec,2,4,1,Inc-Inc,2010
KAR45,2,KAR45,12.151899,.9375,189.89999,503.48102,.37717408,.9375,7.5363641,6.6258559,7.5363641,12.8474,10.098388,13.822449,4,Dec-Inc,4,Inc-Inc,3,Inc-Inc,2,Dec-Dec,2,4,1,Inc-Inc,2016
KAR45,3,KAR45,300,.23673418,232.60001,486.95651,.47766075,.22731391,6.1194839,6.8620491,6.1600895,13.050222,13.304685,13.789077,4,Dec-Inc,4,Inc-Inc,3,Inc-Inc,2,Dec-Dec,2,4,1,Inc-Inc,2020
KAR47,1,KAR47,65,.069612302,17.200001,108,.15925926,.020381538,3.7083781,5.7636905,4.9361401,10.445812,11.77529,12.283033,1,Inc-Dec,1,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2010
KAR47,2,KAR47,70.379745,.29106081,50.700001,109.62025,.46250579,.041906476,4.42873,6.8298073,6.3666821,11.526829,11.854808,12.297925,1,Inc-Dec,1,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2016
KAR47,3,KAR47,32.989132,.13495569,187.60001,274.56522,.68326211,.13495569,5.5981073,7.220026,5.5981073,12.835215,11.09708,13.216091,1,Inc-Dec,1,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2020
KAR48,1,KAR48,54,.023127289,140,447,.3131991,.023127289,3.8346276,6.4399886,3.8346276,12.542545,11.589887,13.703461,4,Inc-Dec,4,Inc-Inc,3,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2010
KAR48,2,KAR48,50.506332,0,284.70001,623.86078,.45635185,0,0,6.8164124,0,13.252338,11.523001,14.03683,4,Inc-Dec,4,Inc-Inc,3,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2016
KAR48,3,KAR48,39.804348,.54614961,271.5,719.83698,.37716874,.54614961,6.9960408,6.6258416,6.9960408,13.204865,11.284879,14.179927,4,Inc-Dec,4,Inc-Inc,3,Inc-Inc,3,Dec-Inc,3,1,1,Inc-Inc,2020
KAR6,1,KAR6,23,.20314358,18.700001,101,.18514852,.20314358,6.0070662,5.9143128,6.0070662,10.529426,10.736397,12.216023,4,Inc-Dec,1,Dec-Inc,1,Inc-Inc,4,Inc-Inc,2,3,1,Inc-Inc,2010
KAR6,2,KAR6,27.341772,.43029204,16.5,69.493675,.23743168,.069172002,4.9297957,6.1630316,6.7576127,10.404263,10.909318,11.842138,4,Inc-Dec,1,Dec-Inc,1,Inc-Inc,4,Inc-Inc,2,3,1,Inc-Inc,2016
KAR6,3,KAR6,21.684784,.84497309,51.799999,185.86957,.27869004,.043769706,4.4722195,6.3232508,7.4324522,11.548292,10.677513,12.825948,4,Inc-Dec,1,Dec-Inc,1,Inc-Inc,4,Inc-Inc,2,3,1,Inc-Inc,2020
KOR10,1,KOR10,131,.018244276,50.599998,175,.28914285,.018244276,3.5977488,6.3600712,3.5977488,11.524854,12.4761,12.765689,1,Sta-Dec,1,Dec-Dec,1,Inc-Dec,5,INC-INC,2,4,1,Inc-Inc,2010
KOR10,2,KOR10,85.031647,.10550951,60.700001,146.07596,.41553724,.06637197,4.8884788,6.7227206,5.3519707,11.706846,12.043926,12.58503,1,Sta-Dec,1,Dec-Dec,1,Inc-Dec,5,INC-INC,2,4,1,Inc-Inc,2016
KOR10,3,KOR10,19.565218,.25975496,31.700001,62.989132,.50326145,.15996274,5.7680979,6.914258,6.2528896,11.05722,10.574656,11.743865,1,Sta-Dec,1,Dec-Dec,1,Inc-Dec,5,INC-INC,2,4,1,Inc-Inc,2020
KOR11,1,KOR11,56,.12482142,39,162,.24074073,.12482142,5.5200472,6.1768723,5.5200472,11.264464,11.626254,12.688498,4,Dec-Inc,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,4,4,Inc-Inc,2010
KOR11,2,KOR11,29.49367,.8340475,569.70001,345.44302,1.6491866,.8340475,7.4194379,8.1011848,7.4194379,13.946012,10.985078,13.44573,4,Dec-Inc,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,4,4,Inc-Inc,2016
KOR11,3,KOR11,139.43478,.33026087,228.5,440.59784,.51861352,.20048855,5.9939108,6.9443069,6.4930325,13.032438,12.5385,13.689035,4,Dec-Inc,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,4,4,Inc-Inc,2020
KOR15,1,KOR15,66,.22034849,24,221.5,.10835215,.01580303,3.4543483,5.3785548,6.0883627,10.778956,11.790557,13.001325,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2010
KOR15,2,KOR15,53.924049,.33148012,132.89999,94.493675,1.4064431,.17078854,5.8335819,7.9419665,6.4967175,12.490499,11.588479,12.149435,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,1,Inc-Inc,2016
