"","panelvar","villageid","villagearea","caste","jatis","loan1","income1","DSR1","DIR1","expenses1","assets1","DAR1","ISR1","DSRstd1","DARstd1","incomestd1","assetsstd1","expensesstd1","ISRstd1","loanstd1","DIRstd1","loan2","income2","DSR2","DIR2","expenses2","assets2","DAR2","ISR2","DSRstd2","DARstd2","incomestd2","assetsstd2","expensesstd2","ISRstd2","loanstd2","DIRstd2","loan3","income3","DSR3","DIR3","expenses3","assets3","DAR3","ISR3","DSRstd3","DARstd3","incomestd3","assetsstd3","expensesstd3","ISRstd3","loanstd3","DIRstd3","d1_loanamount","d2_loanamount","d1_DIR","d2_DIR","d1_DAR_without","d2_DAR_without","d1_DSR","d2_DSR","d1_ISR","d2_ISR","d1_annualincome","d2_annualincome","d1_assets_noland","d2_assets_noland","d1_yearly_expenses","d2_yearly_expenses","ce_DAR_without","ce_DSR","ce_loanamount","ce_income","ce_assetsnl","ce_DSR_1","ce_DSR_2","ce_DSR_3","ce_DSR_4","ce_DSR_5","ce_DSR_6","ce_DAR_without_1","ce_DAR_without_2","ce_DAR_without_3","ce_DAR_without_4","ce_DAR_without_5","ce_DAR_without_6","ce_loanamount_1","ce_loanamount_2","ce_loanamount_3","ce_loanamount_4","ce_loanamount_5","ce_loanamount_6","ce_income_1","ce_income_2","ce_income_3","ce_income_4","ce_income_5","ce_income_6","ce_assetsnl_1","ce_assetsnl_2","ce_assetsnl_3","ce_assetsnl_4","ce_assetsnl_5","ce_assetsnl_6","d1_sign_loanamount","d2_sign_loanamount","std_abs_d1_loanamount","std_abs_d2_loanamount","d1_sign_DIR","d2_sign_DIR","std_abs_d1_DIR","std_abs_d2_DIR","d1_sign_DAR_without","d2_sign_DAR_without","std_abs_d1_DAR_without","std_abs_d2_DAR_without","d1_sign_DSR","d2_sign_DSR","std_abs_d1_DSR","std_abs_d2_DSR","d1_sign_ISR","d2_sign_ISR","std_abs_d1_ISR","std_abs_d2_ISR","d1_sign_annualincome","d2_sign_annualincome","std_abs_d1_annualincome","std_abs_d2_annualincome","d1_sign_assets_noland","d2_sign_assets_noland","std_abs_d1_assets_noland","std_abs_d2_assets_noland","d1_sign_yearly_expenses","d2_sign_yearly_expenses","std_abs_d1_yearly_expenses","std_abs_d2_yearly_expenses","cl_loan_sbd","cl_income_sbd","cl_assets_sbd","cl_DSR_sbd","cl_DAR_sbd","cl_expenses_sbd"
"19","ELA30","ELA","Ur","Middle","Vanniyar",74000,80000,14.15,92.5,32300,195000,37.948719,7.9000006,-0.27845496,-0.14821589,-0.12389098,-0.31674016,-0.56416917,-0.20358029,-0.35934708,-0.23813643,22200,45341.77,0.63930768,48.961479,15063.291,394177.22,5.6319847,0.63930768,-0.35193014,-0.27484319,-0.48712328,0.26636812,-1.0195187,-0.28547275,-0.66235584,-0.28281116,148700,68400,57.959713,217.39764,63994.566,444347.81,33.464775,3.4960589,-0.040204603,-0.16578542,-0.24546368,0.41324681,0.27311984,-0.25325179,0.077617325,-0.10997933,-51800,126500,-43.538521,168.43616,-32.316734,27.83279,-13.510692,57.320404,-7.2606931,2.8567512,-34658.23,23058.23,199177.22,50170.594,-17236.709,48931.273,"(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)>(Δ+2)","(Δ+1)&(Δ+2)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"NEG","POS",-0.38042536,0.048861835,"NEG","POS",-0.32847753,-0.23606128,"NEG","POS",-0.18906529,-0.19888102,"NEG","POS",-0.49013129,-0.1640147,"NEG","POS",-0.32936507,-0.32785007,"NEG","POS",-0.30874601,-0.49148956,"POS","POS",-0.045096323,-0.4819738,"NEG","POS",-0.32271013,0.50200784,4,7,6,2,2,4
"20","ELA31","ELA","Colony","Dalits","SC",58000,30000,93.408241,193.33333,58100,210500,27.553446,21.631685,0.15257512,-0.1889479,-0.64791125,-0.2713626,0.11740054,-0.048702355,-0.45294049,-0.13467166,34800,126582.27,12.517153,27.491999,22911.393,11898.734,292.46808,3.7564323,-0.28733486,0.84907234,0.36431012,-0.85278475,-0.81219202,-0.25031507,-0.588651,-0.30484095,35900,119565.22,3.0914738,30.025455,24130.436,255706.53,14.039533,2.0609825,-0.33859453,-0.24189973,0.29076853,-0.13901661,-0.77998805,-0.26943785,-0.58221644,-0.30224138,-23200,1100,-165.84132,2.5334568,264.91464,-278.42856,-80.89109,-9.4256792,-17.875254,-1.6954498,96582.273,-7017.0547,-198601.27,243807.8,-35188.609,1219.043,"(Δ+1)<(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)>(Δ+2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"NEG","POS",-0.53924716,-0.73160452,"NEG","POS",-0.16634965,-0.35022214,"POS","NEG",0.35583729,0.40619755,"NEG","NEG",0.27518713,-0.32753247,"NEG","NEG",-0.1309706,-0.3358891,"POS","NEG",0.34444717,-0.62872785,"NEG","POS",-0.046432935,0.01008816,"NEG","POS",0.076372825,-0.62358475,6,3,3,1,4,3
"21","ELA33","ELA","Ur","Middle","Vanniyar",60000,79000,11.108861,75.949364,33500,182000,32.967033,11.108861,-0.29499358,-0.16773574,-0.13437138,-0.35479876,-0.53246826,-0.16738796,-0.44124132,-0.255119,262800,82987.336,7.2499061,316.6748,56202.531,207405.08,126.70856,2.2705824,-0.31597972,0.19957356,-0.092582494,-0.28042325,0.067274295,-0.26707378,0.74505556,-0.0081113391,96600,57608.695,44.751377,167.68301,51358.695,180000,53.666664,12.358042,-0.11203549,-0.08662796,-0.35856092,-0.36065394,-0.060687404,-0.15329862,-0.22714633,-0.16099137,202800,-166200,240.72543,-148.99179,93.741531,-73.041901,-3.8589549,37.501472,-8.8382788,10.08746,3987.3359,-25378.641,25405.078,-27405.078,22702.531,-4843.8359,"(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"POS","NEG",0.45810923,0.29594728,"POS","NEG",-0.067081258,-0.24944133,"POS","NEG",-0.045166623,-0.089720897,"NEG","POS",-0.59975743,-0.23167868,"NEG","POS",-0.29987878,-0.27779594,"POS","NEG",-0.63227171,-0.47163758,"POS","NEG",-0.44836929,-0.53982449,"POS","NEG",-0.20120119,-0.53807122,3,1,2,2,3,2
"22","ELA35","ELA","Colony","Dalits","SC",23000,105000,11.203756,21.904762,31000,223500,10.290828,10.822803,-0.29447752,-0.25658837,0.13811915,-0.23330399,-0.59851182,-0.17061438,-0.65767616,-0.310574,126100,6835.4429,74.725182,1844.7964,14683.544,180253.16,69.957169,19.953854,0.050971039,-0.022796556,-0.8906852,-0.35991281,-1.0295507,-0.067626409,-0.054583415,1.5598897,59700,43130.438,49.533737,138.41734,15217.392,196250,30.420383,26.702473,-0.086027585,-0.17771432,-0.51029891,-0.3130807,-1.0154477,0.008490419,-0.4429962,-0.19102079,103100,-66400,1822.8916,-1706.379,59.66634,-39.536785,63.521423,-25.191444,9.1310511,6.7486191,-98164.555,36294.996,-43246.844,15996.844,-16316.456,533.84766,"(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"POS","NEG",-0.095545724,-0.32518944,"POS","NEG",2.0302806,0.82222712,"POS","NEG",-0.12499391,-0.17062101,"POS","NEG",0.077899404,-0.27370644,"POS","POS",-0.29440662,-0.30090886,"NEG","POS",0.36113754,-0.37824404,"NEG","POS",-0.40696391,-0.56881458,"NEG","POS",-0.34316799,-0.63974935,5,7,2,4,3,3
"23","ELA36","ELA","Colony","Dalits","SC",41000,63000,15.349206,65.079369,59800,184000,22.28261,2.3333333,-0.27193332,-0.20960072,-0.30205786,-0.34894359,0.16231018,-0.26636603,-0.55238354,-0.26627266,115200,93670.883,14.520804,122.98379,71645.57,28607.596,402.69028,6.4126968,-0.27643842,1.2809582,0.019385407,-0.80386811,0.47523969,-0.22035541,-0.11834395,-0.20685712,55900,156091.31,7.7631974,35.81237,67608.695,250380.45,22.326025,7.7631974,-0.31318831,-0.20943061,0.67357677,-0.15460917,0.36859584,-0.20512328,-0.46522465,-0.29630345,74200,-59300,57.904419,-87.171417,380.40765,-380.36426,-0.82840157,-6.757607,4.0793638,1.3505006,30670.883,62420.43,-155392.41,221772.86,11845.57,-4036.875,"(Δ+1)>(Δ-2)","(Δ-1)&(Δ-2)","(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"POS","NEG",-0.25603348,-0.36937851,"POS","NEG",-0.3094337,-0.29198113,"POS","NEG",0.62640053,0.65232742,"NEG","NEG",-0.63417894,-0.33664158,"POS","POS",-0.38882664,-0.33827698,"POS","POS",-0.35080576,-0.15473111,"NEG","POS",-0.14670773,-0.045906011,"POS","NEG",-0.4425588,-0.55710846,5,5,3,1,4,2
"24","ELA37","ELA","Colony","Dalits","SC",11000,66000,10.998485,16.666668,50000,280000,3.9285715,1.4530303,-0.29559383,-0.28151771,-0.27061665,-0.06789542,-0.096580647,-0.27629486,-0.72787124,-0.31594878,63300,34810.129,52.172672,181.84363,54683.543,58987.34,107.31116,10.434534,-0.071676269,0.12356835,-0.59749913,-0.71492881,0.027146528,-0.17499362,-0.42193767,-0.1464612,39200,52293.48,21.192375,74.96154,175000,72065.227,54.395168,0.021801092,-0.24015641,-0.083773449,-0.41426653,-0.67664218,3.2055981,-0.29243752,-0.56291282,-0.2561326,52300,-24100,165.17696,-106.88209,103.38259,-52.915997,41.174187,-30.980297,8.9815035,-10.412733,-31189.871,17483.352,-221012.66,13077.887,4683.543,120316.45,"(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"POS","NEG",-0.37764874,-0.58845681,"POS","NEG",-0.16723035,-0.27841783,"POS","NEG",-0.0225807,-0.13831609,"POS","NEG",-0.17592444,-0.25394267,"POS","NEG",-0.29720178,-0.27554426,"NEG","POS",-0.34533131,-0.53918475,"NEG","POS",0.0055771726,-0.57623208,"POS","POS",-0.60177553,2.1860757,5,7,4,3,3,4
"25","ELA38","ELA","Colony","Dalits","SC",155000,71000,26.056337,218.30986,94800,233000,66.523605,2.1126759,-0.21370472,-0.036250357,-0.21821463,-0.20549193,1.0869203,-0.2688548,0.11446974,-0.10904332,24700,46848.098,5.6741419,52.723591,89493.672,120822.78,20.443165,0.40529588,-0.3245492,-0.21680826,-0.47133633,-0.53390032,0.94674069,-0.28811213,-0.64773184,-0.2789509,92600,154076.08,7.4324675,60.100182,63804.348,209891.31,44.118073,2.2473769,-0.31498691,-0.1240424,0.65245634,-0.27314457,0.26809475,-0.26733553,-0.2505447,-0.2713818,-130300,67900,-165.58627,7.3765907,-46.080441,23.674908,-20.382195,1.7583256,-1.7073801,1.8420811,-24151.902,107227.98,-112177.22,89068.531,-5306.3281,-25689.324,"(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)>(Δ+2)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,"NEG","POS",0.055501565,-0.31585371,"NEG","POS",-0.16668774,-0.3468895,"NEG","POS",-0.15682133,-0.20892046,"NEG","POS",-0.41208354,-0.35370967,"NEG","POS",-0.43316087,-0.33487406,"NEG","POS",-0.41956988,0.22861443,"NEG","POS",-0.24699721,-0.38312817,"NEG","NEG",-0.58793062,-0.046299487,2,6,3,1,2,3
"26","ELA39","ELA","Ur","Middle","Vanniyar",48500,167000,1.5239522,29.041916,33400,174000,27.873564,1.5239522,-0.34711918,-0.18769358,0.78790426,-0.37821946,-0.53511,-0.27549493,-0.5085116,-0.30325058,436800,162784.83,33.582394,268.32968,68354.43,873987.38,49.97784,7.0731344,-0.17277578,-0.10108195,0.74372756,1.6710533,0.38829622,-0.21290642,1.7628843,-0.057718124,98400,12472.827,284.90787,788.91498,32608.695,319456.5,30.802315,116.22763,1.1940075,-0.17621779,-0.83160311,0.047616847,-0.55601424,1.0182334,-0.21661706,0.47645289,388300,-338400,239.28777,520.58533,22.104277,-19.175526,32.058441,251.32547,5.5491819,109.1545,-4215.1719,-150312,699987.38,-554530.88,34954.43,-35745.734,"(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)>(Δ-2)","(Δ-1)&(Δ-2)","(Δ+1)>(Δ-2)",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"POS","NEG",1.4882295,1.3676882,"POS","POS",-0.068987072,0.0062594111,"POS","NEG",-0.21298982,-0.2197845,"POS","POS",-0.27946267,0.49833965,"POS","POS",-0.36135459,0.4079892,"NEG","NEG",-0.62986845,0.59721446,"POS","NEG",1.1171337,0.79968339,"POS","NEG",0.071166851,0.19094411,3,4,1,2,1,1
"27","ELA4","ELA","Colony","Dalits","SC",38000,95000,42.947369,40,51400,254500,14.931238,12.947369,-0.12184624,-0.23840575,0.033315092,-0.14254884,-0.059596241,-0.14665167,-0.56993228,-0.29200652,88600,177848.09,3.0680768,49.817795,19303.797,81012.656,109.36563,2.820189,-0.33872178,0.1316184,0.90159667,-0.65044785,-0.90749544,-0.26087484,-0.27394304,-0.2819325,154800,165760.86,8.5501375,93.387543,35815.219,228804.36,67.656059,2.9211576,-0.30890867,-0.031813037,0.77491754,-0.21777502,-0.47130612,-0.25973603,0.11329982,-0.23722573,50600,66200,9.8177948,43.569748,94.434395,-41.709572,-39.879292,5.4820604,-10.12718,0.1009686,82848.094,-12087.234,-173487.34,147791.7,-32096.203,16511.422,"(Δ+1)>(Δ-2)","(Δ-1)>(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)>(Δ-2)","(Δ-1)>(Δ+2)",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"POS","POS",-0.38708922,-0.3264342,"POS","POS",-0.37317863,-0.32198429,"POS","NEG",-0.043543465,-0.16537468,"NEG","POS",-0.19063209,-0.34099641,"NEG","POS",-0.27578819,-0.34692678,"POS","NEG",0.19957496,-0.58535057,"NEG","POS",-0.10471481,-0.23390353,"NEG","POS",0.0076265275,-0.26281795,1,3,3,1,3,3
"28","ELA40","ELA","Colony","Dalits","SC",121000,81600,15.644608,148.28432,26900,404500,29.913473,13.193626,-0.27032682,-0.17970055,-0.10712233,0.29658896,-0.70682329,-0.14387415,-0.084416322,-0.18089631,257400,17468.355,381.20819,1473.5216,62531.645,305063.28,84.375931,179.86356,1.7177175,0.033700764,-0.77924794,0.0054794727,0.2344732,1.735975,0.71346778,1.1789256,214600,95869.563,21.382942,223.84581,30434.783,169728.25,126.4374,1.8457321,-0.23912005,0.19851105,0.04242846,-0.39072537,-0.61344337,-0.27186564,0.46310532,-0.10336289,136400,-42800,1325.2373,-1249.6758,54.462456,42.06147,365.56357,-359.82526,166.66992,-178.01782,-64131.645,78401.203,-99436.719,-135335.03,35631.645,-32096.861,"(Δ+1)&(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)","(Δ-1)&(Δ-2)",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"POS","NEG",0.089376144,-0.47207147,"POS","NEG",1.3705767,0.50796074,"POS","POS",-0.13718495,-0.164525,"POS","NEG",3.5085473,0.86876971,"POS","NEG",2.6501188,0.88469112,"NEG","POS",0.0021483027,-0.018009556,"NEG","NEG",-0.27656409,-0.26555786,"POS","NEG",0.086221792,0.10486251,5,7,2,2,5,1
"29","ELA41","ELA","Colony","Dalits","SC",325000,103000,161.713,315.53397,37200,255000,127.45098,39.944763,0.52403682,0.20248258,0.11715833,-0.14108506,-0.43472376,0.15784855,1.1089001,-0.0092819501,80400,17990.506,46.284321,446.9024,46835.441,241772.16,33.254452,6.4926558,-0.10369889,-0.16660954,-0.77377558,-0.17981069,-0.18018015,-0.21945356,-0.3219097,0.12551481,108500,26141.305,114.68736,415.05197,13423.913,223043.47,48.645226,12.958261,0.26829734,-0.10630357,-0.68835193,-0.23464052,-1.0628269,-0.14652881,-0.15753621,0.092833176,-244600,28100,131.36844,-31.850433,-94.196533,15.390774,-115.42868,68.403046,-33.452106,6.4656057,-85009.492,8150.7988,-13227.844,-18728.688,9635.4414,-33411.527,"(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)&(Δ-2)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"NEG","POS",0.69023335,-0.56356156,"POS","NEG",-0.21204783,-0.33004856,"NEG","POS",-0.044100698,-0.22892301,"NEG","POS",0.66747117,-0.12617736,"NEG","POS",0.16017304,-0.30286801,"NEG","POS",0.22237404,-0.61902827,"NEG","NEG",-0.47662899,-0.56187254,"POS","NEG",-0.49169147,0.13587716,2,4,2,1,6,1
"30","ELA42","ELA","Ur","Middle","Nattar",49000,51000,59.42157,96.07843,41000,273500,17.915905,16.284313,-0.032254588,-0.22671087,-0.42782274,-0.086924724,-0.33433753,-0.10901469,-0.5055868,-0.23446462,236800,32278.48,89.368042,733.61566,65063.293,181962.02,130.13705,67.77948,0.1306033,0.21300748,-0.62403184,-0.35490999,0.30135286,0.47179282,0.5929662,0.41971043,169600,87228.266,56.729668,194.4324,60326.086,624347.81,27.164347,0.80554324,-0.046893962,-0.19047251,-0.048135832,0.94021213,0.17620802,-0.2835978,0.19987376,-0.13354389,187800,-67200,637.53723,-539.18323,112.22115,-102.97271,29.946472,-32.638374,51.495167,-66.973938,-18721.52,54949.785,-91537.984,442385.81,24063.293,-4737.207,"(Δ+1)>(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"POS","NEG",0.37481108,-0.32021037,"POS","NEG",0.4589431,0.019056987,"POS","NEG",-0.0018747905,-0.017451156,"POS","NEG",-0.30345079,-0.24828182,"POS","NEG",0.49741206,0.11599702,"NEG","POS",-0.4768512,-0.21864529,"NEG","POS",-0.29489467,0.51470548,"POS","NEG",-0.17095053,-0.54058677,5,6,5,3,4,2
"31","ELA43","ELA","Ur","Middle","Nattar",110000,79000,41.012661,139.24051,64600,177000,62.146889,9.3670893,-0.13236776,-0.05339973,-0.13437138,-0.36943671,0.28911385,-0.18703319,-0.14876181,-0.19017613,489200,86481.008,54.849529,565.67334,143670.89,786202.5,62.223156,43.555107,-0.057118718,-0.053100891,-0.055967394,1.4140556,2.3779635,0.19856916,2.0694027,0.24738531,293600,116005.43,13.492621,253.0916,138586.95,1142608.6,25.695589,0.93698764,-0.28202999,-0.19622758,0.2534605,2.4574649,2.243659,-0.28211525,0.92522293,-0.073353879,379200,-195600,426.43283,-312.58173,0.076267242,-36.527565,13.836868,-41.356907,34.188019,-42.618118,7481.0078,29524.422,609202.5,356406.13,79070.891,-5083.9375,"(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"POS","NEG",1.4376954,0.47892743,"POS","NEG",0.17909746,-0.1368719,"POS","NEG",-0.26459441,-0.17788695,"POS","NEG",-0.4864265,-0.2185158,"POS","NEG",0.17392783,-0.052604567,"POS","POS",-0.59541941,-0.43616885,"POS","POS",0.90644926,0.29621786,"POS","NEG",1.0519058,-0.53240693,5,5,6,3,1,2
"32","ELA44","ELA","Colony","Dalits","SC",65000,23000,125.63044,282.6087,36700,315500,20.602219,16.934782,0.3278091,-0.21618503,-0.72127408,0.036033858,-0.44793248,-0.10167813,-0.41199338,-0.043066464,12700,83544.305,3.787879,15.201515,42405.063,13670.886,92.898148,0,-0.33480728,0.067093536,-0.086745232,-0.84759659,-0.29721937,-0.29268342,-0.71792692,-0.31745216,41300,64130.434,8.9660511,64.400002,60869.566,316684.78,13.041359,8.9660511,-0.30664682,-0.2458109,-0.29021046,0.039502405,0.19056538,-0.19155645,-0.55062866,-0.26696974,-52300,28600,-267.4072,49.198486,72.295929,-79.856789,-121.84256,5.1781721,-16.934782,8.9660511,60544.305,-19413.871,-301829.13,303013.91,5705.0625,18464.504,"(Δ+1)<(Δ-2)","(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"NEG","POS",-0.37764874,-0.56044966,"NEG","POS",-0.031711198,-0.31811103,"POS","NEG",-0.095406815,-0.07326594,"NEG","POS",0.74032116,-0.34203392,"NEG","POS",-0.14854875,-0.28555882,"POS","NEG",-0.035692025,-0.52266842,"NEG","POS",0.19312793,0.16054,"POS","POS",-0.57906646,-0.21674225,2,3,3,2,4,4
"33","ELA45","ELA","Colony","Dalits","SC",43800,69000,13.295397,63.47826,49100,164000,26.707315,10.396848,-0.28310254,-0.19226331,-0.23917544,-0.40749532,-0.12035633,-0.17541867,-0.53600466,-0.26791555,94400,41772.152,68.355644,225.98788,77215.188,219683.55,42.970901,6.818182,0.016331585,-0.12853739,-0.52453429,-0.24447697,0.62237465,-0.21578199,-0.24001542,-0.10116491,144800,57717.387,70.650169,250.87762,58152.176,300217.41,48.231716,19.185648,0.028809899,-0.10792383,-0.35742179,-0.0087072393,0.11877889,-0.076290898,0.054803923,-0.075625628,50600,50400,162.50963,24.88974,16.263586,5.2608147,55.060249,2.2945251,-3.5786657,12.367466,-27227.848,15945.234,55683.547,80533.859,28115.188,-19063.012,"(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ-1)>(Δ+2)","(Δ+1)&(Δ+2)",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"POS","POS",-0.38708922,-0.42477047,"POS","POS",-0.17076623,-0.33483836,"POS","POS",-0.22667269,-0.25338241,"POS","POS",-0.018204097,-0.351879,"NEG","POS",-0.39818507,-0.26201275,"NEG","POS",-0.38712391,-0.5523439,"POS","POS",-0.37810206,-0.40481606,"POS","NEG",-0.08087416,-0.20262268,1,7,6,4,5,2
"34","ELA49","ELA","Ur","Middle","Padayachi",70000,68000,31.470776,102.94118,51400,193000,36.269428,9.0938854,-0.18425938,-0.1547959,-0.24965584,-0.32259533,-0.059596241,-0.19011462,-0.38274541,-0.22742277,34800,97468.352,8.5478344,35.703896,47151.898,7784.8101,447.02438,0.52365208,-0.30892122,1.4546734,0.059184417,-0.86482859,-0.17182016,-0.2867772,-0.588651,-0.29641473,34200,141195.64,5.4226389,24.22171,41032.609,160706.53,21.281029,2.823329,-0.32591695,-0.21352524,0.5174641,-0.41713721,-0.33347607,-0.26083943,-0.59216076,-0.30819657,-35200,-600,-67.237282,-11.482185,410.75494,-425.74335,-22.922941,-3.1251955,-8.5702333,2.2996769,29468.352,43727.289,-185215.19,152921.72,-4248.1016,-6119.2891,"(Δ+1)<(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)&(Δ-2)","(Δ+1)&(Δ+2)","(Δ-1)>(Δ+2)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,"NEG","NEG",-0.47260863,-0.73471642,"NEG","NEG",-0.2970618,-0.34406435,"POS","NEG",0.69749451,0.76189798,"NEG","NEG",-0.38322529,-0.34904301,"NEG","POS",-0.30488876,-0.33170637,"POS","POS",-0.3634904,-0.31465799,"NEG","POS",-0.077498004,-0.22086737,"NEG","NEG",-0.61145568,-0.50798166,6,5,3,1,4,2
"35","ELA5","ELA","Ur","Middle","Padayachi",390000,133200,50.287987,292.79279,70400,391500,99.616852,12.410817,-0.08192575,0.093419567,0.43366656,0.25853035,0.44233495,-0.15270336,1.4891235,-0.032616608,109400,135443.03,26.146244,80.771965,39588.609,33734.176,324.3002,4.6857347,-0.21321578,0.97380078,0.45717445,-0.78885961,-0.37162283,-0.23983359,-0.15227157,-0.25017053,40800,44565.215,11.025603,91.551224,55951.086,319076.09,12.786919,11.025603,-0.29544637,-0.24680787,-0.49526188,0.046503175,0.060631756,-0.16832702,-0.55355346,-0.23910996,-280600,-68600,-212.02081,10.779259,224.68335,-311.51328,-24.141743,-15.120641,-7.7250824,6.3398685,2243.0313,-90877.813,-357765.81,285341.91,-30811.391,16362.477,"(Δ+1)<(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)&(Δ-2)","(Δ+1)<(Δ-2)","(Δ-1)>(Δ+2)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,"NEG","NEG",0.89014888,-0.31149703,"NEG","POS",-0.10513287,-0.34454805,"POS","NEG",0.26158822,0.48608258,"NEG","NEG",-0.36938193,-0.30808926,"NEG","POS",-0.3206853,-0.30373842,"POS","NEG",-0.65067118,0.088732541,"NEG","POS",0.3229402,0.11563273,"NEG","POS",-0.020935727,-0.26633176,2,4,3,1,4,3
"36","ELA50","ELA","Colony","Dalits","SC",43000,118000,3.0762713,36.440678,71400,141000,30.496454,3.0762713,-0.3386772,-0.17741625,0.27436441,-0.47482976,0.46875238,-0.25798655,-0.54068434,-0.29565874,39300,63164.559,12.738162,62.218433,47468.355,272658.22,14.413649,7.8702173,-0.28613296,-0.24043383,-0.30033323,-0.089389108,-0.16346018,-0.20391622,-0.56232786,-0.26920825,91700,294429.34,6.9972062,31.144991,57934.781,424076.09,21.623478,1.1776899,-0.31735399,-0.21218342,2.1234155,0.35389963,0.11303589,-0.27940038,-0.25580931,-0.30109262,-3700,52400,25.777756,-31.073442,-16.082806,7.2098293,9.661891,-5.7409558,4.7939463,-6.6925273,-54835.441,231264.78,131658.22,151417.88,-23931.645,10466.426,"(Δ-1)>(Δ+2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)&(Δ+2)",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"NEG","POS",-0.64753473,-0.41232285,"POS","NEG",-0.35202166,-0.33058324,"NEG","POS",-0.2270962,-0.24867639,"POS","NEG",-0.53384662,-0.34011254,"POS","NEG",-0.37547052,-0.30129716,"NEG","POS",-0.09591081,1.289796,"POS","POS",-0.20178765,-0.22468887,"NEG","POS",-0.17387716,-0.40542716,4,6,6,4,2,3
