HHID_panel,year,dsr_std,dar_std,tdr_std,rfm_std,dailyincome_pc_std,assets_pc_std,lpc_std
GOV52,2020,-.62101424,-.68261909,-.45677617,.19947061,2.5948491,.43873969,-.18164273
GOV53,2020,1.8759298,-.30423313,-.45677617,-.28753701,-.73026139,-.42583513,.5572077
GOV54,2020,-.40983495,-.99839807,-.45677617,.75795889,.48703122,-.1498106,.86380631
GOV55,2020,-.60701263,-1.0823575,-.45677617,.42495984,2.9804468,-.47621936,.083504468
GOV56,2020,-.30672532,2.005605,-.45677617,.21714965,2.4551468,-.4724493,2.0625896
GOV57,2020,-.46889541,-.56144834,-.45677617,.11456855,1.2543406,-.48401543,-.77604121
GOV58,2020,-.40294084,-.86832041,3.71101,.97880715,-.40326217,-.4604176,.90326828
GOV59,2020,-.58181334,-1.1053087,-.45677617,.19736181,2.1899676,-.35187972,1.5322953
GOV6,2010,-.58368105,-.18298829,-.45677617,-.34942946,-.46857455,-.60198927,-.18164273
GOV6,2016,-.34550187,.72089505,1.0940285,.18845133,-.55865568,-.42984721,-.21627142
GOV6,2020,.029065654,-1.0320835,-.16556109,2.9148834,-.74046254,-.49605161,1.1895077
GOV60,2020,-.45616624,2.6487215,-.22970444,-.14004152,1.0091985,.83688611,.5572077
GOV61,2020,3.7415531,.48020107,.43235847,-3.0522523,-.9825294,-.53226417,1.1704049
GOV62,2020,2.1478899,2.6487215,-.17795211,-1.3852994,-.67397302,.036638767,1.1704049
GOV63,2020,1.8720953,-.057270769,-.26627627,-3.3565621,-1.0649731,.65795147,.50393254
GOV64,2020,-.4978143,.49951854,3.7372243,.36431101,.21865797,-.58222824,-.18164273
GOV65,2020,-.62101424,-.063388363,-.45677617,.39372128,4.8885489,-.57704371,-1.2100055
GOV66,2020,-.47846505,.82207662,4.2421279,.25622949,.7880615,-.65481859,.50393254
GOV67,2020,-.62101424,-1.1765707,-.45677617,2.5203717,-.99429923,-.63931328,-1.8955808
GOV7,2010,-.50380671,-.89216232,-.45677617,.41193125,1.2194774,-.45534927,-.18164273
GOV7,2016,1.9184971,-.054764986,-.45677617,.63055086,-1.1220298,-.21952899,1.0130688
GOV7,2020,-.48767558,-.22519813,2.2105494,.3508105,-.67036241,-.44511959,.083504468
GOV8,2016,.095224112,.25863847,-.45677617,.57299173,-.14470567,2.302413,-.66918653
GOV8,2020,-.36897627,.34501785,-.45677617,-.10501698,-.19167294,2.0862103,.25060907
GOV9,2010,.1839824,.75059515,-.45677617,-.64977872,-.63003594,-.5886122,.52829367
KAR1,2016,1.2078326,-.45941734,1.2720969,1.2139471,-.96887308,-.1164591,-1.0559261
KAR1,2020,1.982018,2.6487215,-.29274285,-.58885205,1.0499871,.027033847,2.4584067
KAR10,2010,.32883295,-.1579309,-.45677617,-.1683438,-.62203383,.37634701,-.52443033
KAR10,2016,.23652485,1.0000993,-.45677617,-.21369824,.21908112,1.3418324,1.0130688
KAR10,2020,.51131219,1.4074416,-.091054447,-.23552468,.45794272,-.17602035,.8467201
KAR11,2010,-.60879207,-.5120092,-.45677617,.36587596,.35030961,3.947494,-.66918653
KAR11,2016,-.35651851,1.6924571,-.45677617,.31855401,1.6500989,4.1754823,.52829367
KAR11,2020,.86684752,-.67992586,-.45677617,1.3415049,-.87694359,1.7641844,1.1895077
KAR12,2010,.29788595,-.035880215,-.45677617,-.079603605,-.59801942,-.54746121,-.66918653
KAR12,2016,1.2456446,-.17029963,-.35941264,-.28343558,-.8404761,-.35779214,.50393254
KAR12,2020,-.44540498,-1.014935,-.45677617,2.2010849,-.31617853,-.33286801,.86380631
KAR13,2010,-.29535088,-.64733142,-.45677617,-.18941437,-.79766762,-.63397866,-.66918653
KAR13,2016,-.45401728,1.9155818,-.45677617,-1.0427176,-.87127542,-.63925976,-.97578514
KAR13,2020,-.49821854,.26491207,-.45677617,-.42935488,-.40135342,-.57204956,.25060907
KAR14,2010,-.46035916,-.84440243,-.45677617,-.50468308,-.57862341,1.2582375,-1.3773346
KAR14,2016,-.41150743,-.68668604,-.45677617,.84351939,1.9126743,-.42413956,-.75471461
KAR14,2020,-.53152466,-1.0978773,2.9111741,2.8822348,-.76470798,-.54080993,-.65532863
KAR15,2010,-.62101424,-1.0759609,-.45677617,.24326272,-.34482726,-.57251257,-1.0559261
KAR15,2016,-.60667467,.35588148,-.45677617,.40273759,-.083123356,-.55184668,-1.335811
KAR15,2020,-.18435393,-.37017822,1.1617496,1.0797675,-.98640579,-.58481914,2.0625896
KAR16,2010,.76817989,-.4560999,-.45677617,-.40548167,-.82324153,.97172976,-.49615625
KAR17,2010,-.25776091,-.8512907,-.45677617,.39240235,-.35696784,-.058272827,-.86721796
KAR17,2016,-.47334778,-.46878493,-.45677617,-.26952532,-.54379743,-.3550528,-.52443033
KAR17,2020,.30783284,.27283335,-.45677617,-.11293731,-.63658452,-.13900523,1.875083
KAR18,2010,-.17101611,-.70078808,.49586341,.26434508,-.63598466,-.59006375,-.52443033
KAR18,2016,-.50088435,-.17194739,-.45677617,.012106343,.087687448,-.64578342,-.52443033
KAR18,2020,.78086632,.00029458999,-.45677617,-1.2188962,-.92167002,-.65059429,1.5322953
KAR19,2010,.8935681,1.1373125,.25263631,-.63051444,-.48252541,.57908124,.1611449
KAR19,2016,-.20948884,-.56748074,-.45677617,.59053349,-.85863519,-.58665162,-.36258796
KAR19,2020,1.7783448,.79898906,-.32730305,-1.6874547,-.83383703,-.35398179,2.854224
KAR2,2010,-.38750577,-.90999979,-.45677617,.67325932,-.48252541,.97394925,-.52443033
KAR2,2016,-.48988578,-.69055903,-.45677617,.063920632,-.045347527,-.35508034,-.70812958
KAR2,2020,-.60329062,-.65719461,2.1349626,.19261466,4.8885489,-.41529489,2.0625896
KAR20,2010,-.38982767,.46108872,2.0394452,-.046715751,.053851251,-.63670576,-.21627142
KAR20,2016,-.41049132,-.98917001,-.45677617,.8282479,-.51252294,-.5608626,-1.335811
KAR20,2020,-.55218107,-.18950981,-.45677617,-3.8205848,-1.008298,-.61226106,.87513852
KAR21,2010,-.61131424,-.76671797,-.45677617,.3429046,-.050049227,-.044138849,-.86721796
KAR21,2016,.30317545,2.6040618,-.45677617,-1.342821,-1.1020437,-.56711334,1.4978435
KAR21,2020,.78395635,-.011281993,-.45677617,1.4462081,-1.0332077,-.61541796,.52829367
KAR22,2016,-.42338255,.043938585,-.45677617,.10114007,.070879214,-.64249784,-.31231266
KAR22,2020,-.41780201,-.54200882,-.45677617,.4711991,.28386423,-.13286048,.1611449
KAR23,2010,.012798115,1.5340955,.076702006,.037003074,-.57755822,.031834099,-.70812958
KAR23,2016,.8799212,.47001383,-.069060244,-.68373537,-.78597569,-.56029344,-.055989522
KAR23,2020,-.058148846,.6427542,.20264886,-.055230249,.90408379,-.49089068,1.4770035
KAR24,2016,1.86764,2.6487215,-.45677617,-1.0635475,.18199509,4.5935726,.1611449
KAR24,2020,-.62101424,2.6487215,1.213605,-.32476166,2.3774195,.047835641,1.7321426
KAR25,2010,-.026883375,-.39972562,-.45677617,.83979422,-.54534006,2.8399823,.4793216
KAR25,2016,4.0406804,.93691063,-.45677617,-.43407726,-.78935385,-.31120238,-1.0559261
KAR25,2020,-.32840592,.085858047,.058763035,.24683855,4.8885489,4.1670885,.34349844
KAR26,2010,-.44332525,-.60530984,-.45677617,.024764137,-.35188773,-.26293743,-.59996539
KAR26,2016,-.62101424,-1.0355837,-.45677617,1.36422,-.47302791,.026396327,-.85908842
KAR26,2020,-.49352643,.61748296,-.45677617,-.087126762,2.5865817,1.746204,.86380631
KAR27,2010,-.030900432,.46984622,-.45677617,-.42698506,-.24230999,3.8589795,-.21627142
KAR27,2016,.6742397,2.6487215,-.45677617,-.36017942,2.0958371,4.5935726,-.49615625
KAR27,2020,-.549954,-.83509833,-.45677617,.28987792,4.8885489,1.391029,-1.1182115
KAR28,2010,-.57989389,-.96709043,-.45677617,.22046937,-.24863504,-.61580604,-.66918653
KAR28,2016,-.4643088,-.58343869,-.45677617,.010140439,-.52116853,-.629475,-.77604121
KAR28,2020,-.34378102,.85240185,-.45677617,-.48315051,-.12865242,-.62411451,-.21627142
KAR29,2010,-.62101424,-.74964076,-.45677617,.4610087,-.51312202,-.48838222,-.31231266
KAR29,2016,-.62101424,-1.1765707,-.45677617,1.1315035,-.87600458,-.61165559,-1.8955808
KAR29,2020,-.38484773,.12283599,-.45677617,.57081759,.0068807164,-.59538829,-.92603105
KAR3,2010,-.13351624,-.8535977,-.45677617,.30501509,-.63135266,1.2906241,-1.1182115
KAR3,2016,-.62101424,-1.1765707,-.45677617,-.11611361,.80448532,.054079268,-1.8955808
KAR3,2020,-.48608899,-.25109613,-.45677617,.26661652,-.88823551,.32806003,.52829367
KAR30,2010,-.26189572,-.40590742,-.45677617,.27087998,-.73364055,-.30296731,-.18164273
KAR30,2016,-.15303089,-.32181799,-.45677617,.054954559,-.16536689,-.2337285,-.86721796
KAR30,2020,-.34182996,.057401471,4.3594112,-.42977399,-.66085899,-.38596645,-.18164273
KAR31,2016,-.43498185,-.96050066,-.45677617,1.195066,.40496328,.21476355,-.97578514
KAR31,2020,-.62101424,-.65028989,-.45677617,-2.1382265,-.94183856,.35581851,-.66918653
KAR32,2010,-.043236632,.58661336,-.45677617,.020054916,-.57755822,.53164983,.083504468
KAR32,2016,.37964076,2.3671288,-.32311469,-.13599731,-.030654561,-.56221122,-.44125602
KAR32,2020,.99342024,-.15302335,1.8523995,.12907587,-.57106453,-.47935402,2.9521682
KAR33,2010,-.26533335,-.7037974,-.45677617,-.118281,-.036098439,-.56047076,-1.2100055
KAR33,2016,-.30679122,-.45804435,-.45677617,.27579936,-.83958799,-.62797153,-.70812958
KAR33,2020,1.5008373,.69591409,.089638293,1.2435542,-.71588659,-.57883257,2.0625896
KAR34,2010,-.46435314,-.67780811,-.45677617,-.1837393,-.65691096,-.60331434,-.52443033
KAR34,2016,-.46439618,-.75568509,-.45677617,.20886476,.13961251,-.61821949,-.52443033
KAR34,2020,-.44692066,-.85533327,-.077939294,.89659441,-.2397854,-.54353809,.17740397
KAR35,2010,-.51495403,.0095664188,-.45677617,-.65939689,-.52589422,3.1380036,-.59996539
KAR35,2016,-.44871965,.40281501,-.45677617,-.04595438,.98779875,2.6303098,-.66918653
KAR35,2020,-.45711392,-.93120116,-.45677617,.089313969,1.9625133,1.5730594,1.875083
KAR36,2010,2.1352241,1.8294646,-.45677617,-.86359924,-.66388631,3.9765363,-.18164273
KAR36,2016,.055718649,-.008898857,-.45677617,.24334998,.48278749,1.3800063,.083504468
KAR36,2020,-.62101424,2.6487215,-.45677617,.17387708,.6695444,2.6621754,2.9521682
KAR37,2016,-.60966575,-.72586232,-.45677617,-.041219112,-.36031431,-.60281277,-.44125602
KAR37,2020,.12788881,-.15322056,-.45677617,.39652765,-.71973664,-.54152387,1.2709554
KAR38,2010,-.39141518,-.94800895,-.45677617,.40708825,-.098898903,.81943494,-.97578514
KAR38,2016,-.62101424,-.40342775,-.45677617,.15788499,3.8478045,1.7569402,1.0130688
KAR38,2020,-.62101424,.07602559,-.45677617,-.29519135,-.55926633,2.3050439,.52829367
KAR39,2016,-.58164245,1.3838812,-.45677617,.14027508,3.3518357,-.59512901,-.86721796
KAR39,2020,-.30152705,.35255751,.80878043,-.35596359,-.19531941,-.50829428,1.875083
KAR4,2016,-.56554085,-.59921426,-.45677617,.2351578,4.8885489,1.0787103,-1.4997637
KAR4,2020,-.41321272,-.26148543,1.1104386,-.076815225,2.4940181,1.3990872,1.2709554
KAR40,2016,-.49572435,-.82543033,-.45677617,-.081255667,-.6106596,-.56514871,-.66918653
KAR40,2020,-.17809555,-.83919173,-.45677617,1.2612367,.63429296,-.21114759,.90326828
KAR41,2016,-.62101424,-.47143275,-.45677617,-.45233378,-.71622485,-.64824367,-1.1039467
KAR41,2020,-.62101424,-.19917987,.53118008,3.1129777,-1.22192,-.55025452,.50393254
KAR42,2010,.8061223,2.4765732,-.45677617,-.67976815,-.10585262,-.58211339,-.52443033
KAR42,2016,-.11126113,.35763314,-.45677617,-.53418303,-.82635784,-.55302918,-.18164273
KAR42,2020,-.32566786,.029985258,1.2903367,.0091010705,1.6901647,-.55339885,1.463038
KAR43,2010,-.061016563,.075121008,-.45677617,-.33359089,-.72279954,-.14213309,.25060907
KAR43,2016,-.62101424,2.6487215,-.45677617,.22276783,-.41489169,-.070695713,-.52443033
KAR43,2020,-.58852154,-.98848259,-.45677617,.63118392,3.0470376,.17166403,-1.2100055
KAR44,2010,-.43933558,.75491923,1.3503993,.23139688,.15958573,1.1457186,-.34084222
KAR44,2016,.094026975,-.58624136,-.45677617,-.017830331,-.75740939,1.1182277,.043518744
KAR44,2020,-.5083214,-.72433072,-.45677617,.058221228,1.9798377,1.1484427,.043518744
KAR45,2010,.06918288,-.4953962,-.45677617,-.25694662,-.28606907,1.244121,-.055989522
KAR45,2016,.6914227,-.11215641,-.45677617,2.5046222,-1.0523894,-.47928429,-1.5527931
KAR45,2020,-.28958893,-.091046661,-.45677617,.40389481,2.9633327,.25063941,.50393254
KAR46,2010,-.62101424,-.57805556,-.45677617,.5325942,-.57306337,-.56049812,-.66918653
KAR46,2016,-.39432746,.10766204,-.45677617,-.029320968,-.28325996,-.33078635,-.49615625
KAR46,2020,-.42398843,-.87052435,-.45677617,.6829713,.69971246,-.22300893,.17740397
KAR47,2010,-.55532217,-.92791224,-.45677617,-.081143834,-.48151711,-.62877172,-.49615625
KAR47,2016,-.2722092,-.39477611,-.45677617,.20395416,-.4202345,-.62760329,-1.0559261
KAR47,2020,-.43207932,.04850376,-.45677617,1.7312319,-.81028289,-.55646139,1.4770035
KAR48,2010,-.58863288,-.66033691,-.45677617,.32172152,-.54810733,-.35348839,-.36258796
KAR48,2016,-.62101424,1.0304908,2.5069861,.018641129,-.22546338,.50758266,-.44125602
KAR48,2020,.14359415,1.0679564,-.32109246,-.39082208,-.43660817,-.055075124,1.0130688
KAR49,2010,-.39150697,-.69817919,-.45677617,-.15515061,-.57862341,-.64022619,-1.1182115
KAR49,2016,-.30968928,-.92844707,-.45677617,-.15504099,-.65126479,-.61997098,-1.1684184
KAR49,2020,1.2500188,-.91374803,.79669422,2.8492477,-.98302573,-.37197787,-.44125602
KAR5,2016,-.57157362,-.34154725,-.45677617,.058232505,.52811545,-.63795584,.50393254
KAR5,2020,-.32675222,-.53235364,-.45677617,.4097462,.43853718,-.15019138,1.5322953
KAR50,2010,-.27101567,-.86931831,3.1156223,.36056864,-.82733059,4.5935726,-.44125602
KAR50,2016,-.55814612,2.6487215,-.053969145,.21894334,-.18549146,-.66721433,1.0130688
KAR50,2020,.18586266,.0048130709,-.45677617,.90243107,-.62145358,-.61297315,1.4978435
KAR51,2020,-.41588241,-.90613455,-.27820513,.10637705,.78075612,-.47594082,1.1831533
KAR52,2020,-.62101424,-1.0653822,5.6402774,-1.3204134,-1.0626991,-.63784719,-.86721796
KAR53,2020,-.5251323,-.39862534,2.9613459,.49626881,2.061168,-.015209743,2.4584067
KAR54,2020,-.43745512,-.66708463,-.45677617,.19894108,1.0893736,-.44888964,2.4584067
KAR55,2020,-.37136254,.15057948,-.45677617,-.19705577,.30660397,-.3130157,1.875083
KAR56,2020,3.0507591,1.0894028,.036268651,-1.7852665,-.73568928,-.52741212,.5572077
KAR57,2020,.34688136,.057528634,-.45677617,-.11287919,.036024619,-.53771913,1.463038
KAR58,2020,-.1144518,-.70122451,.56129479,.59877574,-.88623655,.31382236,.5572077
KAR59,2020,-.21079424,.64500326,-.45677617,-.18688571,.91288298,.2166262,.87513852
KAR6,2010,-.40011948,-.91851526,.61303294,.059518635,-.851412,-.60364586,.083504468
KAR6,2016,-.00248121,-.96007377,4.6530719,.91842401,-.78146648,-.63578296,-.70812958
KAR6,2020,.5619275,-.37120914,.59060979,1.1134549,-.87259537,-.56364328,2.4584067
KAR60,2020,.12086726,-.11935836,.50374883,-.39617535,-.039125733,-.5119912,1.5322953
KAR61,2020,-.27583236,-.29568541,3.0080433,.310936,.41921321,-.45074108,1.4770035
KAR62,2020,.10401984,.15850604,.10182912,-.79691118,-.83537614,.12148985,.5572077
KAR63,2020,-.55568081,-1.0643294,-.45677617,.2034823,.59775817,-.49134675,.8467201
KAR64,2020,-.2742357,-.52384818,-.35347888,-1.0227574,-.61701095,-.58214009,.86380631
KAR65,2020,-.41796449,-.23468468,-.40308473,-.07674899,-.32103774,-.39611319,2.0625896
KAR7,2010,.37268862,-.52481711,-.45677617,.14103179,-.62203383,.40549833,.50393254
KAR7,2016,-.11781127,-.22634371,-.45677617,.13540873,1.388148,-.54268873,-.70812958
KAR7,2020,-.43129322,-.84467,-.45677617,1.2288901,-.60285205,-.62384039,-.21627142
KAR8,2010,-.62101424,-.91634673,-.45677617,-.43077007,-.93492573,-.64029956,-.97578514
KAR8,2016,-.57214016,-.70001137,-.45677617,-.047172315,-.48022351,-.64114308,-.86721796
KAR8,2020,-.34694883,-.55915964,4.0187407,.63376355,-.50962639,-.53487122,.4793216
KAR9,2010,.89807147,1.7974173,1.7660494,-.46503296,-.27359107,-.61304063,-.36258796
KAR9,2016,-.1585016,.049015049,-.45677617,.46428272,1.603572,-.56124812,-1.2100055
KAR9,2020,-.56182849,-1.0399104,.9325431,.65515929,.32574999,-.5812695,-.49615625
KOR1,2010,-.52581459,.20940478,-.45677617,-.34691682,-.17560688,-.2835331,.1611449
KOR1,2016,1.3812051,2.6487215,-.45677617,-1.8823375,-.76923972,.14066744,2.4584067
KOR1,2020,-.026453568,-.48219869,3.2479484,.83237344,.23555246,.096144415,1.1895077
KOR10,2010,-.61139596,-.7157141,-.45677617,.097120389,.41269958,-.094331197,-.66918653
KOR10,2016,-.53847855,-.50811243,-.45677617,-.53626192,.14786427,-.17031276,-.31231266
KOR10,2020,-.25736636,1.0341905,-.45677617,-.27380022,-.90674657,-.20823959,1.2709554
KOR11,2010,-.44626495,-.60365826,-.45677617,-.17688148,-.44067287,1.3798594,-.52443033
KOR11,2016,.44661534,.89444041,-.45677617,3.1129777,-.81045389,1.4435074,-.86721796
KOR11,2020,-.15865016,-.14675809,-.45677617,.73256457,.51795173,.57825285,1.1704049
KOR12,2016,-.30454496,-.7410385,-.45677617,.79331404,-.62345082,.1737601,-1.4821634
KOR12,2020,-.44704312,-.61824489,.012027013,.61821961,.088261485,.70152599,.79163241
KOR13,2016,-.57413298,-.91522771,-.45677617,2.385669,-.72156024,-.37127581,-1.6787829
KOR13,2020,1.6765006,-.80201364,.22370625,.20023412,-1.0601176,-.34669501,.5572077
KOR14,2010,.0096345842,-.39589882,-.45677617,-.087941423,-.69681484,.1862651,-.49615625
KOR14,2016,-.37006116,-.57747841,-.45677617,1.5288066,-.16799979,-.20478685,-.59996539
KOR14,2020,-.010478742,-.72858804,1.5487579,1.3982214,-.93590808,-.2282778,.34349844
KOR15,2010,-.53616607,-.99813139,1.7660494,.65410608,-.39837119,-.53086883,-.66918653
KOR15,2016,-.15693708,1.3976597,-.45677617,.039094385,-.60768175,-.63851327,-1.335811
KOR15,2020,-.34236684,1.8337436,-.45677617,.16862327,.77508354,-.32811022,.95477325
KOR16,2010,.13175185,-.51878238,-.45677617,.42207289,-.89749169,-.49175823,-.36258796
KOR16,2016,-.57391661,-.68674606,-.45677617,.022389248,-.86806858,-.19854638,-.66918653
KOR16,2020,-.39134595,.72333378,.62171221,.069380611,.17376417,-.20818663,1.5322953
KOR17,2010,-.32427633,1.7292633,-.45677617,.063816637,-.48090392,.48778844,.083504468
KOR17,2016,3.7040212,2.6487215,-.45677617,-.63163328,-.78677428,.0018326873,2.0902004
KOR17,2020,-.50275129,-.90594631,-.45677617,1.1624627,-.64680916,-.53215235,-.21627142
KOR18,2016,-.53947848,-.36801821,-.45677617,1.1399515,-.48007044,-.12951481,-.77604121
KOR18,2020,1.4061683,-.50599897,-.077599026,.80809051,-.94143927,-.49578622,1.7836018
KOR19,2010,-.066326886,-.18229835,-.45677617,-.62646878,-.89158642,-.44701132,-.21627142
KOR19,2016,-.31627801,2.6487215,-.45677617,-2.1966634,-.77349788,-.59163058,-.77604121
KOR19,2020,-.50630492,-.54326528,-.45677617,-1.3083814,-.99781716,-.0054286993,.62338328
KOR2,2010,-.49607873,-.33084285,-.45677617,.16865596,-.65237927,.23963919,.063613601
KOR2,2016,-.16426997,.92440319,-.45677617,-.15017019,.23496646,-.68243194,-.86721796
KOR2,2020,-.60217863,-1.0460159,-.45677617,.63557214,-.27416953,-.63633484,-.18164273
KOR20,2010,-.48838317,-.43184131,-.45677617,.10430282,.10341008,3.560909,-.18164273
KOR20,2016,-.376497,-.47955185,-.45677617,2.2667487,-.87461847,.67008936,-.75295544
KOR20,2020,-.3767224,-.78057808,-.45677617,.89031947,-.88718486,.47721314,-.66918653
KOR21,2016,-.56970197,-.33933589,-.45677617,.26142743,1.1505879,-.059594411,-.70812958
KOR21,2020,-.54299957,-.55146229,-.45677617,.68459791,1.4469151,.034343265,.52829367
KOR22,2010,.12484833,-.46732202,.27201915,.21928129,-.45873541,.2796697,-.21627142
KOR22,2016,-.53547275,-1.1765707,-.45677617,.025552033,1.2130519,-.70666909,-.92603105
KOR22,2020,-.49959216,-1.0434831,.80149263,1.7238168,-.49493855,-.55092192,.25060907
KOR23,2010,-.25363988,-.47311977,-.45677617,-.14418405,-.62713432,-.5577569,-.59996539
KOR23,2016,-.25599501,-.024872804,-.45677617,-1.217803,-.14464079,-.45680577,.43652707
KOR23,2020,-.28723207,.80956447,.053567819,.10883924,.69963145,.25924456,1.1704049
KOR24,2010,.82090366,.17063046,.48244596,-.097648293,-.25170219,3.1289887,-.59996539
KOR24,2016,-.57113755,.95430356,-.45677617,.14849408,4.511178,4.5935726,.52829367
KOR24,2020,-.58845693,.95912528,-.45677617,-.054592509,3.0670991,3.6402447,-.92603105
KOR25,2010,-.47864193,-.96457791,-.45677617,.39687103,-.54986197,-.59270817,-1.0559261
KOR25,2016,-.35869661,-.33242732,-.45677617,.3801918,-.78214347,-.65576893,-1.0559261
KOR25,2020,-.62101424,-1.1400524,-.45677617,3.1129777,-1.0896841,-.44242474,-1.615696
KOR26,2010,-.61408639,-.46632642,-.45677617,.079213016,.34065741,-.46798158,.083504468
KOR26,2016,1.1406873,1.3587941,-.45677617,.14456859,-.025509745,-.58640748,-.86721796
KOR26,2020,1.4961063,1.1132852,-.45677617,.079646789,-.82341421,-.56825769,1.1895077
KOR27,2010,.35956678,-.02819103,-.45677617,-.21273904,-.14261393,.30316257,.4793216
KOR27,2016,-.62101424,-.7149682,-.45677617,.054737799,-.62731904,.16907331,-1.1039467
KOR27,2020,-.57399523,-.96712518,-.45677617,.48112106,.37939951,-.088787206,.8467201
KOR28,2016,-.49024051,-.73425078,1.8165357,.40611616,.075619765,-.56669158,-1.1182115
KOR28,2020,-.26181898,-.24080366,3.2641411,.47010809,.25789532,.035666119,.48919633
KOR29,2010,-.51947618,.18960507,-.45677617,-.34830132,-.086420886,-.12751596,-.055989522
KOR29,2016,.10130391,.97543824,-.45677617,-.62530309,-.82939094,.18501948,1.2709554
KOR29,2020,-.32506475,.2387747,.71313053,.35400838,-.61563998,-.37865123,2.0625896
KOR3,2010,-.36707225,-.74883413,-.45677617,.28089502,1.079969,-.44298205,-.52443033
KOR3,2016,-.43699965,-.67958635,-.45677617,.17994367,-.69437462,-.5821014,-.97578514
KOR3,2020,-.58267611,-.52347302,-.45677617,.17319922,-.87470686,.42194784,.25060907
KOR30,2010,-.21568504,-.027450921,-.45677617,.23333989,1.2567214,-.53933406,-.77604121
KOR30,2016,-.43935812,2.6487215,-.45677617,-.09958484,1.5096154,-.66377443,-.92603105
KOR30,2020,-.27429658,-.23541874,3.1805599,.45730713,.82557708,-.55682069,-.34084222
KOR31,2016,-.52281857,-.71667516,-.45677617,.62794572,-.0010725156,-.10086849,-1.2100055
KOR31,2020,-.19412257,-.53062469,.42065671,.16783303,.38484806,-.412036,.043518744
KOR32,2010,-.61315399,-.24554721,-.45677617,-.18254526,-.064000092,-.53441119,-.18164273
KOR32,2016,-.16772595,-.62858969,-.45677617,.68924636,-.80967146,-.63345873,-.66918653
KOR32,2020,-.5475207,-1.0385908,-.34748983,.26420793,-.70516813,-.61185545,-.055989522
KOR33,2010,-.27644187,-.59787768,-.45677617,-.097569138,.8009522,1.6241122,-.18164273
KOR33,2016,-.50349349,-.86801112,-.45677617,-.157331,2.4179029,4.0887728,-.70812958
KOR33,2020,-.62101424,-.92278713,-.45677617,.2585803,3.3272684,4.0128031,-1.2100055
KOR34,2010,.27898198,-.53308207,-.45677617,.14043127,-.73364055,-.51497698,-.86721796
KOR34,2016,.3318741,.34439453,-.45677617,-.038793001,-.80251586,-.57986611,-.86721796
KOR34,2020,.14431202,-.33236352,.17232631,.17990123,-.1501326,-.42538172,1.5322953
KOR35,2010,-.090308756,-.53308207,1.5950629,.053494595,-.13375436,-.49289265,-.18164273
KOR35,2016,.89391714,.096073791,-.45677617,-.08271201,-.95173407,-.48996338,2.2178705
KOR35,2020,.063967079,.036013838,.68832332,.37486601,.16528197,-.38414142,1.5322953
KOR36,2010,-.22023673,-.78536153,-.45677617,.58770496,-.55227959,-.54368663,-.86721796
KOR36,2016,.32150283,-.28005487,-.45677617,-.4425582,-.71805787,-.62578279,-.66918653
KOR36,2020,-.49355423,-.26339272,-.45677617,.93758702,-1.0781484,-.20155431,.5572077
KOR37,2010,-.49872556,-.44058374,-.45677617,.18711267,-.18624498,1.5048584,-.36258796
KOR37,2016,3.5793171,2.6487215,-.45677617,-.30674961,.01232032,.54747647,-.49615625
KOR37,2020,-.56366241,-.25026873,-.45677617,.86409479,-.21841206,-.094058566,-.21627142
KOR38,2010,-.57539642,-.63443744,-.45677617,.1104387,.99916619,-.58104104,-.66918653
KOR38,2016,.13252836,-.32846951,.70293504,.079638027,.25643924,-.38581085,-.31231266
KOR38,2020,-.23214932,-.91986716,-.45677617,2.2340271,-.90495926,-.41224101,-.21627142
KOR39,2010,-.15768282,-.4333711,.85076839,-.3609927,-.69784349,3.9253707,-.055989522
KOR39,2016,1.6143794,-.95530874,-.45677617,3.1129777,-1.1360945,.86104,.1611449
KOR39,2020,.83330506,.086510673,1.6992011,-.40832919,-.38582838,1.1668186,1.2709554
KOR4,2010,-.37691939,-.43307367,-.45677617,.2623505,-.67516094,-.57107002,-.21627142
KOR4,2016,-.56331712,-.13728705,-.45677617,.17139088,.91349322,-.41076526,-.77604121
KOR4,2020,-.62101424,-1.1631302,6.2117009,3.1129777,-.69458085,-.19521175,-1.6531934
KOR40,2010,.094200172,.644997,-.45677617,-.22745754,-.5801813,.4063817,.1611449
KOR40,2016,-.48562208,-.64708298,-.45677617,.40940741,.88777298,-.14943522,-.06738013
KOR40,2020,-.28717563,-.88557798,-.45677617,1.5480011,-.75984448,-.58412051,-1.0283891
KOR41,2010,-.56501442,-1.0306439,-.45677617,.626118,-.52437794,-.5383864,-.86721796
KOR41,2016,1.9769325,-.46124363,-.45677617,3.1129777,-1.0547081,-.20259273,-.31231266
KOR41,2020,-.39697108,-.94880354,.82560515,1.199118,.55848396,-.034834165,2.0625896
KOR42,2010,-.12701631,.75320899,-.45677617,-.310458,-.69784349,1.5455492,-.055989522
KOR42,2016,.23497988,.65207773,-.45677617,.93563616,-.66435254,.91001278,1.7836018
KOR42,2020,.32712537,-.35519886,.79354727,.90889329,-.73595136,-.48642495,1.1704049
KOR43,2016,-.60626149,-.81809419,-.45677617,.32814172,.67979145,3.4217737,-.97578514
KOR43,2020,-.26985726,-.7595228,-.45677617,.51068544,-.14127341,-.078261256,.90326828
KOR44,2010,-.46046168,-.56938148,-.45677617,-.073799804,-.63545346,.27860236,-.055989522
KOR44,2016,1.4895368,-.8578915,2.2106063,3.1129777,-1.0625302,-.37088341,-.85908842
