HHID_panel,year,dsr_std,dar_std,tdr_std,rfm_std,dailyincome_pc_std,assets_pc_std,lpc_std
KOR44,2020,1.6016129,-.2602323,.1205776,-.98235106,-.86496425,.2039631,.17740397
KOR45,2010,-.56863111,-.36337084,-.45677617,.027864721,-.8870998,-.63776594,-.18164273
KOR45,2016,-.43165728,-.43783948,-.45677617,.27004376,-.0024722565,-.60477108,-.59996539
KOR45,2020,-.20659,1.1422144,.50567222,-.33670929,.93258423,-.57334375,.87513852
KOR46,2020,-.58758777,-.56741476,-.45677617,.063591041,1.5805469,.29443595,-.063303918
KOR47,2020,-.20013718,-.12014398,.62227386,.065078028,-.23812972,-.59355497,.7706812
KOR48,2020,.91821551,.60278374,.99639851,-1.2130171,-.88694638,-.077073671,1.5322953
KOR49,2020,-.54961193,-.40434,-.45677617,.86792058,1.9005533,.97661626,-.8620373
KOR5,2010,-.11934967,1.1337103,-.45677617,-.038132265,-.64199442,1.6557251,.87513852
KOR5,2016,-.62101424,2.6487215,-.45677617,1.7591252,-.97717595,.41017005,3.4369433
KOR5,2020,2.5904531,1.4493947,.38734499,-.6431362,-.93562567,.43119302,3.4369433
KOR50,2020,5.3989606,.79044473,1.6447973,-2.6922441,-1.0884802,-.25490031,1.5322953
KOR51,2020,-.62101424,.20835872,1.279809,.028842403,.8578158,.032387808,1.5322953
KOR52,2020,-.62101424,-.84406298,.1230079,-.43722582,-.23152798,-.54063463,-.85908842
KOR53,2020,5.3989606,1.0117602,-.45677617,-5.1248665,-1.0384386,-.49110648,3.2462335
KOR54,2020,.61175179,2.6487215,2.3637803,-.2841939,1.7380861,.85517436,1.5322953
KOR55,2020,-.36430898,.43975973,4.0523806,-.3228513,-.064153552,.098689415,.50393254
KOR56,2020,-.010474043,-.16307873,.6621002,1.7409765,-.28681368,1.5720191,1.0752453
KOR57,2020,-.24058457,-.21806853,-.45677617,.34634861,.3006821,-.39516383,1.4978435
KOR6,2016,.35140342,-.47124547,-.45677617,1.0349376,-.88197988,-.51182336,-.86721796
KOR6,2020,-.56879538,-.76929247,-.45677617,.47999954,-.57972091,-.31068712,.1611449
KOR7,2016,2.3253081,-.3538253,-.45677617,3.0843451,-1.0550426,.89783317,-.85908842
KOR7,2020,-.30367735,-.58067822,1.1061535,.33740252,.85188895,.9587943,.69564998
KOR8,2016,-.5570097,-.21708988,-.45677617,1.7702599,-.20003812,-.51449555,-.59996539
KOR8,2020,-.29034561,.97311044,1.8830208,-.064090237,.1702898,-.5452075,1.4730195
KOR9,2010,-.26486418,-.0026715447,-.45677617,.27752942,-.76154226,1.3206735,-.18164273
KOR9,2016,-.53223467,-.82705075,-.45677617,.50758737,-.45333683,-.56244808,-.055989522
KOR9,2020,-.55107993,-.55749482,-.45677617,.61887407,-.87470686,-.38813329,.86380631
KUV1,2010,.52220958,-.41207859,-.45677617,-.06954968,-.53832871,1.4986732,-.18164273
KUV1,2016,-.27913809,2.6487215,-.45677617,-.050060209,-.44203076,-.68840504,-.98148048
KUV1,2020,-.11925204,.23638864,1.812982,.30290279,-.52019209,-.52189136,.52829367
KUV10,2010,.015346733,.36111626,-.45677617,-.70418376,-.72072423,.6915158,-.77604121
KUV11,2016,.37749439,.09201809,-.45677617,-1.0871311,-.66300058,.24234827,-.31231266
KUV11,2020,.20545928,-.35469946,-.2227857,.32625961,-.071524739,-.49074361,2.4584067
KUV12,2010,.58238494,-.21175727,.61018014,-.31309938,-.68655175,.20069052,-.21627142
KUV12,2016,-.58755672,.66225404,-.45677617,-.29781419,.10011286,-.55654752,-.36258796
KUV12,2020,-.48207507,-.75139159,.28788891,.62977237,-.72758353,-.60287458,.95477325
KUV13,2010,-.40864784,.74086905,-.45677617,-.028354524,.15066141,1.2196274,-.66918653
KUV13,2016,.0809329,.35939825,-.45677617,.44549796,.71524096,-.60866851,-.31231266
KUV13,2020,-.45924848,-.42505527,2.6021748,.0085323537,.53189629,-.2115774,-1.1182115
KUV14,2010,-.22633938,.53939885,-.45677617,-.22926387,-.27326271,-.38070419,-.18164273
KUV14,2016,-.36747926,.09301468,.1810742,.1376843,-.71213317,-.072377436,-.31231266
KUV14,2020,-.40242031,-.10741732,-.45677617,.31058142,-.73425442,-.40584147,4.2745962
KUV15,2010,1.1674783,-.46450335,.31862813,-.43656394,-.76628745,.23819664,-.21627142
KUV15,2016,-.43919367,.41085818,-.45677617,-.093186863,.74072552,-.69185311,-1.1039467
KUV15,2020,-.54995334,-1.0046329,-.45677617,.56534445,.21489845,-.57899153,-.44125602
KUV16,2010,-.38127467,.0011670724,-.45677617,-.58993977,-.70573884,.38694748,.1611449
KUV17,2010,.72061193,.77062237,.61878467,-.42734337,.27082017,-.068431623,-.52443033
KUV17,2016,-.42365748,2.6487215,-.45677617,-.022682019,-.47012627,-.66184062,-1.0559261
KUV17,2020,3.2662902,.10079837,2.0222137,3.1129777,-1.0829654,-.50576627,3.4369433
KUV18,2010,-.35460356,-.62036681,-.45677617,.35700557,-.67421246,1.078897,.87513852
KUV18,2016,-.40809527,.98254025,-.45677617,-.30110407,-.15137734,-.66909617,-1.1039467
KUV18,2020,.61762983,.31997213,.080270037,-.61623961,-.5541169,-.04353302,3.4369433
KUV19,2010,-.2640157,-.76097029,-.45677617,.29813251,-.62959766,-.21404064,.063613601
KUV19,2016,-.52757013,-.36576065,-.45677617,-.50123703,-.51907653,-.55172473,-.75295544
KUV19,2020,-.45966312,-.98570019,1.8036683,1.1612239,-.036303017,-.47548783,.1611449
KUV2,2010,-.0068232403,.065407239,-.45677617,-.8730759,-.78944397,.39224774,-.52443033
KUV2,2016,-.24508147,1.4942526,-.45677617,-.16186765,.72034764,-.6717748,.083504468
KUV2,2020,-.52395123,-.78653401,-.45677617,.48575819,-.65326977,-.6051774,-.52443033
KUV20,2010,-.47424063,-.24892047,1.9681245,.22660595,-.22315921,-.61078608,-.31231266
KUV20,2016,-.097278707,.98166889,.21006098,-.077549696,.093906291,-.63930064,-.59996539
KUV20,2020,-.38310322,-.194967,1.1468786,.53260678,.37692511,-.4049035,.69564998
KUV21,2010,-.42567366,.38477305,2.3217561,-.015860232,-.081429683,.29677492,-.055989522
KUV21,2016,-.62101424,-.11869086,-.45677617,.19380455,.14703429,-.2421709,.1611449
KUV21,2020,-.22796863,-.32721069,.81643593,.43028027,.19731665,-.062855437,.86380631
KUV22,2010,.21440344,1.1712276,-.45677617,-.25867781,-.036098439,1.5569758,-.18164273
KUV22,2016,-.00032234451,.06304954,-.45677617,-.22560291,-.32471064,.3713375,-.70812958
KUV22,2020,-.54429579,-.33842823,-.45677617,.059919171,.30392879,-.54379433,-.66918653
KUV23,2010,.37316832,-.65776974,1.7660494,-.86009681,-.70933336,-.36911401,-.49615625
KUV23,2016,1.0166401,1.3176893,.14943744,-5.1248665,-1.0584456,-.49638909,-.055989522
KUV23,2020,-.21564898,.12578766,.4293946,-.0039100875,-.25597763,-.33675638,1.5322953
KUV24,2016,-.43556729,2.6487215,-.45677617,.017917285,-.087843396,-.66046244,-.66918653
KUV24,2020,-.59781319,-1.1415327,-.45677617,-1.1182688,-1.0171185,-.59287536,-1.5889822
KUV25,2010,-.34530747,.2127606,1.7660494,-.14879411,.89860803,-.080357172,-.52443033
KUV26,2010,-.23187949,-.63590616,-.45677617,-.14724821,-.72072423,.21331277,-.21627142
KUV26,2016,-.23164931,2.6487215,-.45677617,.031147769,.68175614,.50422418,-.52443033
KUV26,2020,-.39896983,.90076166,-.45677617,.12843613,1.7241352,.66788948,1.5322953
KUV27,2010,-.25089374,-.53214818,1.7660494,.0084028468,-.39882037,.44701689,-.18164273
KUV27,2016,-.40891758,-.14265405,-.45677617,-.1217514,-.87227005,1.3288367,.1611449
KUV27,2020,-.214139,-.57896942,1.1979362,.06462647,.71421969,.30493772,1.1895077
KUV28,2010,-.11716261,-.47698313,-.45677617,.0065149134,-.28721359,-.6015476,-.18164273
KUV28,2016,-.5610221,-.024894554,3.4332054,.13880043,.014236213,-.59770143,-.86721796
KUV28,2020,-.27409688,-.89864177,.58418953,1.0653665,-.37856859,.45956433,.5572077
KUV29,2010,.026501976,-.35117283,-.45677617,-.074936993,-.29854709,.2920343,-.055989522
KUV29,2016,-.52647233,-.8586911,-.45677617,.026334494,.45607173,-.51149523,-.85908842
KUV29,2020,-.28656608,-.59788573,4.1703711,.82332063,-.13307619,-.53799725,1.1704049
KUV3,2016,1.6934247,-.72740221,-.45677617,-1.4617261,-1.0921559,-.62367743,-1.0559261
KUV3,2020,-.42288238,-.99034172,5.2428808,.74588811,-.38263643,-.45499191,-.36258796
KUV30,2010,.22202574,.41730103,.22368068,-.48870885,-.64793146,-.65689194,-.055989522
KUV30,2016,-.39521113,2.6487215,-.45677617,-.011819601,.84421372,-.7000438,-.86721796
KUV30,2020,-.4721505,-.28974342,-.45677617,.29838768,.6090911,-.5328868,-.055989522
KUV31,2010,-.22881585,-.80764556,.37678346,.54879296,-.34845912,1.8592241,-.36258796
KUV31,2016,-.55452859,2.6487215,-.45677617,.16494627,.5724988,-.68659079,-1.1039467
KUV31,2020,-.59427553,-1.0088632,-.45677617,.7342267,-.34642562,-.52566844,.083504468
KUV32,2010,-.35570303,-.71258646,-.45677617,-.088434964,-.15504992,-.52810347,-.36258796
KUV32,2016,-.063711889,-.074816935,1.3865291,-.054949198,.63303643,-.47953677,-.055989522
KUV32,2020,-.22222543,-.69054312,-.45677617,1.3619928,-.0065112645,-.41383088,-.081719123
KUV33,2016,.070973299,-.14367571,-.45677617,-.024079261,.019093232,-.5816763,-1.2823837
KUV33,2020,.82849914,1.9281819,1.2222342,.27400193,-.67328924,-.31131166,1.5322953
KUV34,2010,-.60333008,-.27233922,-.45677617,-.10687164,.30843937,1.6490949,.083504468
KUV34,2016,4.0208001,2.6487215,-.45677617,-3.0615375,-1.0291237,.73529989,-.92603105
KUV34,2020,-.4511565,-.069897443,.54347086,.5140484,-.83311135,.53738171,1.9826183
KUV35,2010,-.040646624,-.1050603,.87691927,.025821401,-.22367902,1.217257,-.055989522
KUV35,2016,-.42324585,2.6487215,-.45677617,.038185872,1.57973,-.69716483,-1.2100055
KUV35,2020,-.62101424,-1.0221981,-.45677617,.29397139,1.7186415,-.54732287,-1.0559261
KUV36,2010,-.26751569,-.93415672,-.45677617,.41629523,-.66388631,2.0154467,-.52443033
KUV36,2016,-.57927322,-.65650761,-.45677617,-.044665258,-.69567567,-.37068909,-.75295544
KUV37,2010,-.59645665,-.16458862,-.45677617,-.24196839,-.036098439,1.312723,-.18164273
KUV37,2016,-.62101424,-.84241879,.41747248,.15540978,-.37049082,.9667725,-.49615625
KUV37,2020,-.031642288,1.3020225,.81340343,.27564666,1.1959057,.10926936,.34349844
KUV38,2010,-.2961005,-.30169585,-.45677617,-.29860494,-.31102511,1.2998238,-.055989522
KUV38,2016,-.5869019,-1.036018,-.45677617,.66287643,2.8363531,-.42486984,-1.1684184
KUV38,2020,-.58117527,-1.0951252,.51912045,1.3281825,-.1968458,-.5510183,-.44125602
KUV39,2010,-.3667624,.70282459,-.45677617,-.93632096,.17956701,2.8695633,.4793216
KUV39,2016,.14946347,.65193212,-.45677617,-.53679991,-.029918211,.10413365,-.18164273
KUV39,2020,.3070983,-.58119041,.56912404,.53107095,-.80884957,-.41942865,1.5322953
KUV4,2010,-.078133516,-.26578686,-.45677617,.049999852,.8980304,-.20175324,.083504468
KUV4,2016,2.0249732,-.12482485,-.45677617,-2.9468391,-.9921,.063491561,.25060907
KUV4,2020,-.57120609,-.67513508,-.45677617,.87994874,-.13524446,-.28938702,-.34084222
KUV40,2010,-.31607002,-.54730183,-.45677617,.2699964,-.45462367,1.3847179,.1611449
KUV40,2016,-.42745516,-.18730137,1.3214469,-.046482354,-.33506498,.15327837,-.18164273
KUV40,2020,-.053800941,-.41389781,2.0195417,.077225886,-.16362016,.10553551,2.0625896
KUV41,2010,-.050621603,.53382152,-.45677617,-1.0458858,-.43274117,3.1198723,.52829367
KUV41,2016,-.56839973,1.8569282,-.45677617,.18343844,-.16252638,.73482519,-.44125602
KUV41,2020,.11594215,.33025751,1.0223809,-.23416266,-.4289926,.89804351,2.4673934
KUV42,2016,-.62101424,-.7161079,-.45677617,.27231181,-.75490373,-.56873429,-1.1684184
KUV42,2020,.081600733,.92223853,1.4817379,.39232877,-.69437373,-.37173986,-.19886863
KUV43,2010,-.34290728,-.6575765,-.45677617,.76407892,-.76023358,-.51743692,-.66918653
KUV43,2016,-.62101424,-.79829347,-.45677617,-.27944171,-.97409421,-.60840505,-1.2823837
KUV43,2020,-.58156043,-.95190829,.963099,.5303719,1.5595912,-.28022274,.86380631
KUV44,2010,-.31984046,-.86663228,-.45677617,.53603333,-.2174594,1.6055614,-.52443033
KUV44,2016,-.34915951,-.06584084,-.45677617,-.06187842,-.32082835,-.29400799,-.70812958
KUV44,2020,-.35420132,-.62217873,.95314729,.71432793,.78260911,.027033847,2.4584067
KUV45,2016,-.31694269,-.5566687,.5691309,.10128625,-.1597168,.098989762,-.52443033
KUV45,2020,-.56772214,-.73784995,-.45677617,.45904925,3.646924,.090047374,-.18164273
KUV46,2010,1.9393713,1.0673895,-.45677617,-1.9441512,-.53562933,.49351314,-.055989522
KUV46,2016,-.29210827,-.39387193,-.45677617,.19088559,1.0737888,-.6351043,-.86721796
KUV46,2020,-.32123688,-.53851259,1.4254895,.55413127,-.4217051,-.63066334,.25060907
KUV47,2010,-.12448295,-.70484996,-.45677617,.24491575,-.17560688,2.4518332,-.18164273
KUV47,2016,-.16620314,2.4811862,-.45677617,.079398826,.90087247,-.66729307,.043518744
KUV47,2020,-.40058893,-.49154779,3.0183945,.57569534,-.54425216,-.64257604,.52829367
KUV48,2016,.6541878,-.55113709,1.2103101,.21548842,-1.032379,.50175405,-.66918653
KUV48,2020,.67882293,-.15093519,2.7126575,.24258207,-.92854947,-.43891072,1.7836018
KUV49,2016,-.29289722,.51004767,-.45677617,-.12503129,.016722413,-.66141295,-.97578514
KUV5,2016,.34342164,1.6304213,-.45677617,-.4624173,-.88913935,.09757416,-.31231266
KUV5,2020,.091655985,-.45246452,-.45677617,1.0964975,-.53226012,-.44247323,1.1895077
KUV50,2010,-.17777196,-.58723998,.75567418,.16182707,-.37341517,.30862659,-.36258796
KUV50,2016,-.41239509,1.2690415,-.45677617,.11299602,.97578514,-.66065186,.043518744
KUV50,2020,-.62101424,-1.0449544,-.45677617,.63278317,-.37422627,-.58943993,-.97578514
KUV51,2016,.12654528,1.454579,-.45677617,-1.0446863,-.40690616,-.38912329,-.66918653
KUV51,2020,-.33983028,-.42271695,.32162818,.22232345,.63051462,-.31755272,.1611449
KUV52,2010,.038329165,-.19914415,-.45677617,-.33806393,-.38424969,-.50062263,.4793216
KUV52,2016,.13448834,2.2588384,-.45677617,-.70469528,-.81734753,.64856124,-.44125602
KUV52,2020,.54446602,-.77911735,-.45677617,-.10523328,-1.0099934,-.21813011,.25060907
KUV53,2020,-.014115873,-.45562842,-.45677617,.20380643,.57083291,.38736972,.50393254
KUV54,2020,-.5448488,-.34418228,.31905341,.23401664,3.7738488,-.23857734,1.5322953
KUV55,2020,-.30612743,.52054054,.3397519,.20020975,.72817063,-.30185339,2.9034457
KUV56,2020,1.3590788,.58984351,-.44931942,-.23185533,-.45428166,.061916392,2.0228081
KUV57,2020,3.2855282,-.48211426,-.45677617,-.82056892,-1.0537413,-.57432508,1.1704049
KUV58,2020,4.2090669,1.3115766,-.45677617,-3.5834203,-1.0869596,.2758438,1.1895077
KUV59,2020,-.1633662,-.2396524,1.811415,.21005587,.18571842,-.49407187,1.4730195
KUV6,2010,-.58884513,-.098500013,-.45677617,-.29447046,-.086420886,.26438028,-.055989522
KUV6,2016,-.62101424,-.11234195,1.5592625,-.38322464,-.32476339,.78554541,-.66918653
KUV6,2020,.21687375,.27386549,-.34318992,1.1156498,-.5657388,.44599494,1.1704049
KUV60,2020,-.15209794,-.60177177,1.7153709,.4216215,.51332259,-.0063887057,1.463038
KUV61,2020,-.32655501,.2316328,1.2873045,-.021776816,.40869796,-.54587239,.90326828
KUV62,2020,.199545,1.262001,-.45677617,-.59387726,-.23995036,-.32320651,1.4770035
KUV63,2020,-.58873713,.06356138,.053373724,.5190472,1.8372927,1.2066309,.17740397
KUV64,2020,.1851899,.80747789,-.45677617,-.28853405,.79437953,.2090717,1.1831533
KUV65,2020,-.31499884,-.51069522,-.39273176,.29244024,.069077924,-.52029538,1.0130688
KUV66,2020,-.40459612,1.4236616,2.2466731,.46005124,.63527262,-.63046527,.063613601
KUV67,2020,-.18168093,-1.1765707,-.45677617,.12218884,-.36161095,-.70666909,1.1704049
KUV7,2010,-.53576857,-.51284152,1.7660494,.13626182,.025881218,.57607996,-.36258796
KUV7,2016,-.44729638,1.5466497,-.45677617,.021535324,-.31023902,-.68161535,-.66918653
KUV7,2020,1.3750741,.028291438,-.39147246,1.5031394,-.55481702,-.2810013,.62338328
KUV8,2010,.31953901,2.6487215,1.9248228,-.20608726,.1452626,2.3533373,-.18164273
KUV9,2010,.39990816,-.69721073,.09893024,.10411324,-.88019562,.27714524,-.49615625
KUV9,2016,-.069253936,-.27031678,-.45677617,-.15525827,-.32772845,-.19383253,-.44861993
KUV9,2020,-.35131851,-.84234935,1.7385809,1.2677571,-.50467455,-.18488395,.90326828
MAN1,2010,-.62101424,-1.113758,-.45677617,-.10175771,-.32849431,-.34716746,-.66918653
MAN1,2016,.081023157,-.3695479,-.13924754,-.019588701,-.60117632,-.53684449,-.055989522
MAN1,2020,2.4903858,-.38527969,-.45677617,-3.7749302,-1.0612032,-.55586016,.25060907
MAN10,2010,-.48720556,-.22822875,-.45677617,.33055499,.55241853,-.18113585,.17740397
MAN10,2016,-.36051843,.87238204,1.2509944,-.16831003,-.2785641,-.64222401,-.29590532
MAN10,2020,.97779161,-.11513826,1.9094373,-.51799583,-.96109509,-.4987883,.50393254
MAN11,2016,-.44380602,-.46637371,-.45677617,.53340369,-.58972365,-.61167812,-1.2100055
MAN11,2020,.27862963,-.54532045,2.3315845,.43184382,-.33505264,-.38158897,1.6667728
MAN12,2010,-.42151505,-.34694579,-.45677617,.042563617,-.77549309,.39843133,.1611449
MAN12,2016,-.46074286,-.33943254,-.45677617,-.41643265,-.53752601,-.64195955,-.66918653
MAN12,2020,.44074577,.11897916,-.45677617,-.5924958,-.46238345,-.54422337,.5572077
MAN13,2010,-.32059878,-.35686523,-.45677617,.13887371,-.55227959,-.52999437,.1611449
MAN13,2016,.83927155,2.6487215,-.45677617,-1.038138,-.92828435,-.59459507,-.31231266
MAN13,2020,-.19115461,-.65726662,-.11478847,.44240382,.31749234,-.49539986,.86380631
MAN14,2010,-.54722542,-1.0014199,-.45677617,.2879397,-.073942877,-.57234979,-.97578514
MAN14,2016,.4315457,-.4096905,-.45677617,2.1927211,-.68553793,-.3853837,-.49615625
MAN14,2020,-.51163411,-.56798035,1.1857125,.19805504,.30469972,-.54912609,-.21627142
MAN15,2010,-.024117501,.069312841,-.45677617,-.49995366,-.32209072,.13783611,-.18164273
MAN15,2016,2.8892629,.42853948,-.45677617,-1.7253428,-.86229122,-.15540473,3.9217184
MAN15,2020,-.23642129,-.64853573,2.1222169,.2517454,.2920998,-.49884027,.52829367
MAN16,2010,-.11934967,-.65002376,1.3455149,-.20100467,-.77271158,-.53758478,-.36258796
MAN16,2016,.046066612,-.69467121,-.45677617,-.35071671,-.6912052,-.52434254,-.66918653
MAN16,2020,.41746801,.25723177,.067477122,.15531968,-.57517296,-.46566176,1.1895077
MAN17,2010,-.3291693,.1149111,-.45677617,.52818328,-.67783719,1.342316,.8467201
MAN17,2016,-.39346287,-.028911961,2.7441165,.22162548,.9191494,-.63617057,-.70812958
MAN17,2020,-.52317464,-1.0520896,-.45677617,-.54243755,-.65810347,-.55421817,.083504468
MAN18,2010,-.47455329,-.578444,-.45677617,.13989879,.56032795,1.1634144,-.59996539
MAN18,2016,-.41582957,-.56167394,-.45677617,.34552824,.45873976,1.5630225,-.34084222
MAN18,2020,-.11382802,-.45179334,.81202942,.061136462,.17372066,.78939319,1.1704049
MAN19,2010,1.2598474,2.6487215,-.45677617,-.46026617,1.0241656,.25664988,.1611449
MAN19,2016,.45058188,2.6487215,-.45677617,-.62483484,.18282942,-.12764311,-.49615625
MAN19,2020,3.135886,2.6487215,-.16525748,-1.4143077,-.69269484,-.18576661,.8467201
MAN2,2010,.040523011,-.27676013,.6817444,.22158444,-.24536106,1.4642216,.1611449
MAN2,2016,-.20708348,.27334338,-.45677617,.15941967,1.275476,.12663125,.52829367
MAN2,2020,-.54069513,-.20376499,-.45677617,.22486937,-.34642562,-.51275182,-.70812958
MAN20,2010,-.62101424,-.187271,-.45677617,-.37189654,-.33598113,.26359022,-.66918653
MAN20,2016,-.60852486,-.12812063,-.45677617,.2246009,4.8885489,-.15895925,-.49615625
MAN20,2020,-.5137288,-.58755809,-.45677617,1.1732081,-.88390899,-.38640866,-.21627142
MAN21,2010,-.076925591,-.52707726,-.45677617,-.20969284,-.6728875,-.38193247,-.36258796
MAN21,2016,-.0056216693,-.070762977,-.45677617,.99376994,-.81733763,-.59549886,-.68364358
MAN21,2020,1.043565,1.9366362,-.45677617,-1.0332584,-.57594019,-.58184487,1.875083
MAN22,2010,-.32966408,.44506884,-.45677617,-.00011536682,-.70573884,-.60861462,-.52443033
MAN22,2016,-.41867208,-.27757147,.92288625,-.069129914,-.34584108,-.36570817,-.49615625
MAN22,2020,.016236683,-.053458765,3.6903048,-.23051606,-.63735181,-.50838965,1.1895077
MAN23,2010,-.57951629,-.98096609,-.45677617,.53857374,-.36814058,-.50827283,-.31231266
MAN23,2016,-.62101424,2.6487215,-.45677617,-.32646006,-.42725214,-.6938107,.1611449
MAN23,2020,.17233776,-.4230397,-.45677617,-.56721216,-.62900925,-.59192681,-.18164273
MAN24,2016,-.29446822,.25817889,-.45677617,.0301577,-.19591925,-.60631078,-.18164273
MAN24,2020,.19387755,.3100656,-.45677617,-.77340949,-.43048263,-.48126444,1.6667728
MAN25,2010,.071366526,.381349,-.45677617,-.36025035,-.77828324,-.63776594,-.52443033
MAN25,2016,-.29786655,2.6487215,-.45677617,.0090497183,1.1842399,-.70143938,-.70812958
MAN25,2020,-.097490191,-.56080717,1.2531081,.088920422,-.3257319,-.48971426,1.1895077
MAN26,2010,-.52816945,.36900195,-.45677617,.166906,-.0053137732,-.66874361,-.36258796
MAN26,2016,-.56267267,.55827379,.65449035,-.063854732,.27651361,-.69172519,-.92603105
MAN26,2020,-.5241738,-.98675239,.29818508,.97146022,-.4217051,-.59746987,-.055989522
MAN27,2016,-.57086718,-.72955841,-.45677617,.049411651,.41835728,-.54789776,-.49615625
MAN27,2020,2.0212018,-.4625167,.053554337,.94323468,-.84509385,-.51463157,1.5322953
MAN28,2010,2.8212397,.92887771,-.45677617,-1.3889276,-.74775553,2.0010495,.5572077
MAN28,2016,-.22256623,.9331187,.21007453,-.027486974,3.8010948,.13320725,-.52443033
MAN28,2020,-.077551454,1.1496053,-.45677617,-.13403772,.57517833,-.50114894,1.9826183
MAN29,2010,-.48740453,-1.0806987,-.45677617,.4574596,-.45247063,-.47367853,-.92603105
MAN3,2016,.18374875,.83417213,-.45677617,.20898062,-.27422741,-.54739642,.86380631
MAN3,2020,-.54805189,.21371007,3.2564969,.19321701,4.8885489,-.18139513,2.8624628
MAN30,2016,-.54908389,2.6487215,-.45677617,-.69447434,.5909003,-.10335365,-.59996539
MAN30,2020,2.9139709,1.9769814,-.45677617,-3.1776016,-1.0347499,-.54984891,-.36258796
MAN31,2010,-.58136117,.19972493,-.45677617,.13491724,.48467928,-.6691907,-.92603105
MAN31,2016,-.4972626,-.2243506,.72006488,-.52428526,-.98184723,-.60108072,-.77604121
MAN31,2020,1.0094243,-.34844831,.30901155,-.8111217,-1.0111368,-.52687341,.50393254
MAN32,2010,1.8135238,-.49854273,-.45677617,-.68023545,-.8850137,1.1817019,-.36258796
MAN32,2016,.60732138,.60595804,-.45677617,-1.3257806,-.85725898,-.58366722,-.18164273
MAN32,2020,.8367129,1.5811857,.20128474,-1.1858776,-.67385811,-.56785595,2.4584067
MAN33,2010,-.25192484,-.60913789,-.45677617,-.26365733,-.87390715,-.58914196,-.081719123
MAN33,2016,-.39949313,.38134858,-.45677617,-.21723135,1.9998891,-.65760452,-1.1039467
MAN33,2020,-.61038017,-.97176248,-.45677617,.12470811,.49368563,-.60856009,-.44125602
MAN34,2010,-.46884093,-.76671797,-.45677617,.31786951,-.36093715,-.59210265,-.36258796
MAN34,2016,4.6182585,1.9155818,-.15367009,2.2674918,-1.0841694,-.57830077,2.2178705
MAN34,2020,3.6238015,-.24332827,1.2033935,-.80403644,-1.0642197,-.54574138,2.2178705
MAN35,2010,-.55879223,-.85290372,-.45677617,-.022787254,-.59413213,-.64439124,-.52443033
MAN36,2010,-.57815725,-.93105501,-.45677617,.28639838,.1452626,-.5785799,-.18164273
MAN36,2016,.019004159,-.34231779,.41300726,-.059184588,.23496646,-.17491171,-1.2100055
MAN37,2010,.28170204,-.01076737,.58517337,-.44087231,-.59542519,.18049489,-.21627142
MAN37,2016,-.44197252,2.6487215,-.45677617,.05180582,1.4565529,-.69386023,-.92603105
MAN37,2020,-.23858541,-.87603593,.24520281,1.7937757,-.78857929,-.5938139,-.49615625
MAN38,2010,-.33168209,-.21597835,-.45677617,-.061122838,-.66040945,1.1216533,-.055989522
MAN38,2016,-.52516961,1.2350458,-.45677617,.031483609,1.1223516,-.69579476,-.86721796
MAN38,2020,-.62101424,-.99128723,-.45677617,.80372858,-.68579137,-.45406359,-.92603105
MAN39,2010,.86382806,-.047578193,.10360006,-1.0617443,-.81014562,.24778786,.25060907
MAN39,2016,-.41382694,-.28725141,-.45677617,.29545486,-.10364053,-.59490281,-.66918653
MAN39,2020,.79125071,-.47026065,-.45677617,-1.7722706,-.92704338,-.55492288,.52829367
MAN4,2016,.50691611,-.21065451,-.45677617,.51227129,-.85856444,-.33546522,-1.0559261
MAN4,2020,.69157135,.92727607,-.45677617,-1.1946734,-.68587285,.38679376,1.875083
MAN40,2016,-.06485717,.67797786,-.45677617,.31816089,-.73982078,-.61531234,-.52443033
MAN40,2020,.68457484,.22332531,.38016763,-.13278741,-.81021672,-.50949389,2.5606582
MAN41,2010,-.40846965,-.16991489,-.45677617,-.10448043,-.84602314,.15020147,.063613601
MAN41,2016,-.16405159,-.69812137,-.45677617,1.5020002,.28916264,-.25623935,.34349844
MAN41,2020,4.6394591,1.2844496,-.45677617,-5.1248665,-1.1216353,-.52513587,1.463038
MAN42,2010,-.35005859,.019408043,.56914335,-.32047451,-.70573884,-.15500224,-.52443033
MAN42,2016,-.55864239,.9095875,-.45677617,.25236362,.91839027,.53955913,.1611449
MAN42,2020,-.34732267,1.3747475,-.45677617,.46043137,1.871816,2.6377432,-.66918653
MAN43,2010,.43900004,.73987037,.8637144,-.30828679,-.82262361,-.58973229,.25060907
MAN43,2016,.98650461,.86098254,-.45677617,-2.6458092,-1.0506316,-.68167752,-.18164273
MAN43,2020,-.062482651,-.32068092,1.0985364,-.36220652,.0063539972,-.54703724,1.5322953
MAN44,2010,-.19301601,-.83988285,-.45677617,-.49505958,-.24536106,2.5715306,-.18164273
MAN44,2016,-.49223509,.43232709,5.7595401,.21612172,.77600455,-.64594412,-.44125602
MAN44,2020,-.55443269,.061936349,-.45677617,.25466239,1.7310233,-.59165728,-.49615625
MAN45,2010,-.16324069,-.76257807,-.45677617,-.0685644,-.42672202,-.56002903,-.52443033
MAN45,2016,-.0025278863,1.5192872,-.45677617,-.72296631,-.30037621,-.21249181,-.44125602
MAN45,2020,-.011243403,-.0019246951,2.7894495,-.23048691,.38394752,-.09963768,2.2178705
MAN46,2010,-.62101424,.7577607,-.45677617,.012322139,.47531131,1.1758496,.34349844
