HHID_panel,year,assets_total_std,dsr_std,isr_std,dar_std,dir_std,tdr_std,afm_std,rfm_std,dailyincome4_pc_std,incpercpl_std
MAN15,2016,-.34176439,2.8892665,5.071456,.84387869,5.3774972,-.45677617,-.9715451,-1.7253429,-.86229265,-.88613999
MAN15,2020,-.57713383,-.23642007,-.14971747,-.23155056,-.44520798,2.1222169,.0033737074,.25174579,.29209831,.31108648
MAN16,2010,-.53634465,-.11934837,-.44428217,-.41792214,-.350025,1.3455149,-.54766154,-.20100442,-.77271301,-.79323637
MAN16,2016,-.52199507,.046068031,-.11372015,-.097452015,-.090304106,-.45677617,-.63277197,-.35071647,-.69120663,-.7087056
MAN16,2020,-.48597908,.41746968,.95069218,.2813116,.31437147,.067477122,-.29589289,.15532,-.57517439,-.58836776
MAN17,2010,1.2663392,-.32916814,.15687165,-.5927062,.24250056,-.45677617,-.13105123,.52818376,-.67783862,-.69484156
MAN17,2016,-.66039294,-.39346179,-.38498479,1.0574476,-.45645219,2.7441165,.37844971,.22162579,.91914779,.96140355
MAN17,2020,-.59160495,-.52317363,-.52620041,-.62382334,-.56374836,-.45677617,-.72243088,-.54243737,-.6581049,-.67437559
MAN18,2010,1.678161,-.47455224,-.39668232,-.64463431,-.50682122,-.45677617,.44031814,.1398991,.5603264,.58926755
MAN18,2016,2.1905189,-.41582847,-.071989492,-.60973835,-.35861835,-.45677617,.85782969,.34552863,.45873824,.48390988
MAN18,2020,.90158832,-.11382671,-.52620041,-.58193177,-.33270943,.81202942,-.035604738,.061136782,.17371917,.18831463
MAN19,2010,.21409582,1.2598497,.82316083,.92061806,1.1546098,-.45677617,-1.0123612,-.46026599,1.0241641,1.0703167
MAN19,2016,-.032239579,.45058361,-.47749704,1.1628708,1.3417697,-.45677617,-1.2080561,-.62483472,.18282792,.19776149
MAN19,2020,-.21470064,3.1358895,1.0698826,.85597181,3.2676427,-.16525748,-1.214231,-1.4143078,-.69269627,-.71025056
MAN2,2010,1.3844918,.040524427,.084628768,-.55376893,.11767136,.6817444,-.079279467,.22158478,-.24536252,-.24631773
MAN2,2016,-.14847438,-.20708226,.44261724,-.32747966,-.30149776,-.45677617,.21799454,.15942,1.2754743,1.3309523
MAN2,2020,-.55679959,-.54069412,-.33821109,.014017975,-.209227,-.45677617,-.19054687,.22486973,-.34642705,-.35113245
MAN20,2010,.33182037,-.62101328,-.52620041,-.60252607,-.38458413,-.45677617,-.68425506,-.3718963,-.33598259,-.34030035
MAN20,2016,-.06941314,-.60852391,-.52548695,-.38937712,-.56186831,-.45677617,5.7979531,.22460122,4.8885469,4.2470961
MAN20,2020,-.33940476,-.51372778,-.27509564,-.47972116,-.1162129,-.45677617,.037669953,1.1732086,-.88391042,-.90855998
MAN21,2010,-.36767748,-.076924264,.15148683,-.51972902,-.35965586,-.45677617,-.54414105,-.20969258,-.67288893,-.68970817
MAN21,2016,-.5671885,-.0056202891,.086433664,.50736588,.23244879,-.45677617,.17001079,.99377042,-.81733906,-.83951837
MAN21,2020,-.59858537,1.0435672,2.0144255,1.5151381,.48296463,-.45677617,-1.0959085,-1.0332583,-.57594168,-.58916354
MAN22,2010,-.62453103,-.32966295,-.28708771,.31803918,-.11745669,-.45677617,-.43852752,-.00011506427,-.70574027,-.72377855
MAN22,2016,-.31483242,-.41867101,-.15831338,-.38567865,-.30931661,.92288625,-.35388178,-.069129623,-.34584254,-.35052621
MAN22,2020,-.52739161,.016238078,.46857968,.058463421,.038550559,3.6903048,-.55893403,-.23051582,-.63735324,-.65285391
MAN23,2010,-.55304015,-.57951534,-.51476276,-.55552381,-.52863282,-.45677617,.041162241,.53857416,-.36814204,-.37365317
MAN23,2016,-.71333557,-.62101328,-.52620041,5.6960092,-.11080661,-.45677617,-.60810769,-.32645983,-.4272536,-.43495816
MAN23,2020,-.60835695,.17233926,-.08781255,.050100438,-.24107008,-.45677617,-.76642948,-.56721199,-.62901068,-.64420176
MAN24,2016,-.62229812,-.29446703,.23809059,1.0449959,-.1709415,-.45677617,-.25805506,.030158021,-.19592071,-.19504128
MAN24,2020,-.53037024,.19387907,-.24608105,-.030719418,-.12931193,-.45677617,-.94138187,-.77340943,-.43048409,-.43830851
MAN25,2010,-.65278494,.071367964,.52070439,.5847494,-.099974096,-.45677617,-.62600565,-.36025015,-.77828467,-.79901481
MAN25,2016,-.71517724,-.29786536,-.29723933,5.6960092,-.39960575,-.45677617,.036818001,.0090500275,1.1842383,1.2363307
MAN25,2020,-.50929111,-.09748888,-.15154359,-.22182977,-.31876388,1.2531081,-.24501531,.088920742,-.32573336,-.32967088
MAN26,2010,-.67847025,-.5281685,-.51053929,1.0908146,-.46159014,-.45677617,.043309715,.16690631,-.0053152554,.0026368962
MAN26,2016,-.70932525,-.56267172,-.52620041,2.2114182,-.52909607,.65449035,-.350995,-.063854441,.27651212,.29492196
MAN26,2020,-.601237,-.52417284,-.29954249,-.36400369,-.49239817,.29818508,.57675678,.97146064,-.42170653,-.42920524
MAN27,2016,-.53109884,-.57086623,-.43763769,-.47088587,-.55100262,-.45677617,.09879908,.049411975,.41835576,.44202882
MAN27,2020,-.53344136,2.0212047,1.1853755,.063504882,.36743534,.053554337,-.10878085,.94323516,-.84509528,-.86830449
MAN28,2010,2.2145569,2.821243,.96341801,-.60155815,.54965198,-.45677617,-1.2012898,-1.3889276,-.74775696,-.76735431
MAN28,2016,.094453432,-.22256501,-.36530846,.027039547,-.3001478,.21007453,.72769266,-.027486691,3.8010931,3.9502881
MAN28,2020,-.57871604,-.077550121,.28496882,1.2756392,-.030353837,-.45677617,-.39654261,-.13403744,.57517678,.60466909
MAN29,2010,-.55988955,-.48740348,-.52620041,-.62343079,-.55874962,-.45677617,-.17112806,.45745999,-.45247209,-.46111244
MAN3,2016,-.54697669,.18375027,.90198922,1.092803,.15985543,-.45677617,-.049911857,.20898098,-.27422887,-.27625519
MAN3,2020,-.096045427,-.54805094,-.51562399,-.092396826,-.47962525,3.2564969,3.2745779,.19321735,4.8885469,4.2470961
MAN30,2016,.05397417,-.54908293,-.44154629,-.063563123,-.077468276,-.45677617,-1.6260324,-.69447416,.59089875,.62097448
MAN30,2020,-.54963422,2.9139745,4.9878798,1.6974899,4.4964571,-.45677617,-1.2202299,-3.1776021,-1.0347513,-1.064998
MAN31,2010,-.66819614,-.58136022,-.50915384,1.0402082,-.50619847,-.45677617,.45214686,.13491757,.48467776,.51081192
MAN31,2016,-.59422916,-.49726158,-.23655592,-.12249833,.025143744,.72006488,-.66359001,-.52428508,-.98184866,-1.0101323
MAN31,2020,-.54530627,1.0094265,.52324653,-.22150829,.39898553,.30901155,-.70530033,-.81112158,-1.0111382,-1.0405087
MAN32,2010,1.3266997,1.8135265,.68995166,-.63785368,.0076634404,-.45677617,-.74587709,-.68023527,-.88501507,-.90970564
MAN32,2016,-.60035169,.60732317,.55413371,.26500621,.21330135,-.45677617,-.98603529,-1.3257806,-.85726035,-.88092101
MAN32,2020,-.60305208,.83671486,2.1584988,1.1627584,.59196591,.20128474,-1.036765,-1.1858776,-.67385954,-.69071484
MAN33,2010,-.56887943,-.25192365,.33766463,-.003264084,-.017604657,-.45677617,-.58110583,-.26365706,-.87390852,-.89818692
MAN33,2016,-.67838383,-.39949206,-.52620041,1.9164995,-.5016892,-.45677617,-.40877971,-.21723108,1.9998875,2.0822461
MAN33,2020,-.58509117,-.61037928,-.50131118,-.4571479,-.57023382,-.45677617,.4318409,.12470844,.49368411,.52015245
MAN34,2010,-.59542096,-.46883988,-.17003416,-.11501687,-.41034964,-.45677617,.0099780755,.31786984,-.36093861,-.36618248
MAN34,2016,-.65735865,4.6182632,5.6995854,2.2290404,6.2865763,-.15367009,-.40582252,2.2674925,-1.0841708,-1.1162513
MAN34,2020,-.6415801,3.6238055,.86983019,.41112632,2.2480738,1.2033935,-.63161021,-.80403632,-1.0642211,-1.0955614
MAN35,2010,-.65920627,-.55879128,-.52620041,-.21741804,-.48535424,-.45677617,-.42092526,-.022786966,-.59413356,-.60803044
MAN36,2010,-.59542096,-.57815629,-.42589235,-.35583416,-.52507985,-.45677617,.21669902,.28639874,.14526111,.15880062
MAN36,2016,-.20417991,.019005556,.13956277,-.31327486,-.25992763,.41300726,-.2548444,-.059184309,.23496495,.25183299
MAN37,2010,.33353272,.28170362,.18812659,-.60141844,-.31659657,.58517337,-.71779794,-.4408721,-.59542662,-.60937154
MAN37,2016,-.71078843,-.44197148,-.52620041,5.6960092,-.50541061,-.45677617,.06419304,.05180613,1.4565513,1.5187483
MAN37,2020,-.58560318,-.23858419,.36888602,-.17944922,-.26898229,.24520281,.55729574,1.7937765,-.78858072,-.80969292
MAN38,2010,1.2616302,-.33168095,.15099034,-.63612783,-.23383321,-.45677617,-.44599089,-.061122559,-.66041088,-.67676717
MAN38,2016,-.70902729,-.5251686,-.52620041,3.3395371,-.55518508,-.45677617,.16975731,.031483933,1.1223501,1.1721463
MAN38,2020,-.54644668,-.62101328,-.52620041,-.53759015,-.43067396,-.45677617,-.16096804,.80372912,-.6857928,-.70309091
MAN39,2010,.31469679,.86383009,.26815826,-.60563529,-.15927166,.10360006,-.96377897,-1.0617443,-.81014705,-.8320595
MAN39,2016,-.59845525,-.41382587,-.041272212,.30454162,-.35095146,-.45677617,.15963954,.29545522,-.10364201,-.099338517
MAN39,2020,-.61556941,.79125267,2.0643146,-.29322508,-.092928,-.45677617,-.91276765,-1.7722706,-.92704475,-.95329487
MAN4,2016,-.27893287,.50691783,.52187228,-.45636848,-.017079782,-.45677617,-.22171696,.51227164,-.85856587,-.88227499
MAN4,2020,.34023318,.69157326,.81795454,-.52243567,.22190051,-.45677617,-1.0996754,-1.1946734,-.68587428,-.70317537
MAN40,2016,-.63102257,-.064855829,-.11534099,.99201214,.20825015,-.45677617,-.28861964,.31816125,-.73982221,-.75912517
MAN40,2020,-.52846181,.68457669,.88626534,.23264477,.51632845,.38016763,-.52577138,-.13278715,-.8102181,-.83213323
MAN41,2010,.29757321,-.40846857,-.028733294,-.6267404,-.28975439,-.45677617,-.50478244,-.10448015,-.84602457,-.8692683
MAN41,2016,-.1848885,-.16405034,-.050738946,-.084952138,-.14860545,-.45677617,2.8445475,1.5020008,.28916115,.30804026
MAN41,2020,-.50407958,4.6394639,5.1202402,.53584385,5.0322194,-.45677617,-1.4520446,-5.1248674,-1.1216367,-1.1551075
MAN42,2010,-.18488337,-.35005748,.10797957,-.52239519,-.1706574,.56914335,-.61075509,-.3204743,-.70574027,-.72377855
MAN42,2016,.48829556,-.55864143,-.4045442,-.4011583,-.18673417,-.45677617,.59616148,.25236401,.91838866,.96061635
MAN42,2020,2.9044878,-.34732154,-.52620041,-.46832982,-.016096935,-.45677617,2.075561,.46043178,1.8718144,1.9494206
MAN43,2010,-.59285241,.43900174,1.2702665,.35565215,.17369239,.8637144,-.6020807,-.30828655,-.82262504,-.84500051
MAN43,2016,-.69534469,.98650676,.56960112,2.7160068,.66544932,-.45677617,-1.0107207,-2.6458097,-1.050633,-1.0814691
MAN43,2020,-.56484938,-.062481314,-.130803,.10265746,-.342428,1.0985364,-.6948446,-.36220628,.006352514,.014737601
MAN44,2010,2.4577117,-.19301477,.14786965,-.64850366,-.32873943,-.45677617,-.80817497,-.49505937,-.24536252,-.24631773
MAN44,2016,-.67794973,-.49223408,-.22478892,1.6522257,-.42144799,5.7595401,.14012919,.21612205,.776003,.81294727
MAN44,2020,-.58304316,-.55443168,-.45374906,.32860652,-.50232542,-.45677617,1.4219469,.25466278,1.7310216,1.8034036
MAN45,2010,-.57744122,-.16323942,-.43203753,-.40604123,-.47341132,-.45677617,-.41415191,-.068564102,-.42672345,-.43440834
MAN45,2016,-.38088831,-.002526504,.47739398,-.50066149,-.35619608,-.45677617,-.88975793,-.72296619,-.30037764,-.30337426
MAN45,2020,-.13122323,-.011242027,-.48364326,-.27096719,-.20676628,2.7894495,-.50723267,-.23048666,.383946,.40634227
MAN46,2010,1.5150591,-.62101328,-.52620041,-.42098278,.13359521,-.45677617,.042366236,.012322433,.47530979,.50109631
MAN46,2016,.19936185,-.17250647,-.21471751,-.61774492,-.41405711,-.45677617,-.72036785,-.43630642,-.56442088,-.57721525
MAN46,2020,.7082504,2.0830221,2.617218,-.55424809,.73491007,1.3737626,-1.1769564,-1.8679833,-.93158096,-.95799941
MAN47,2010,-.57829738,.097980283,.1556163,.055681027,-.088291936,-.45677617,-.62084466,-.33727568,-.74463749,-.76411909
MAN47,2016,-.61693418,-.24811693,-.043776877,.44180959,-.11360084,-.45677617,-.59099126,-.28292543,-.66593868,-.6825
MAN47,2020,-.54833114,-.31597501,-.52620041,1.0935676,-.18603805,1.4351976,.0024231854,.015768282,.23271976,.24950458
MAN48,2016,-.50796062,-.31313485,-.23837009,.011617299,-.34467429,-.45677617,.52609748,.43555939,.11749332,.13000244
MAN48,2020,-.53208774,1.0070678,.86847323,.52537501,.55496913,-.45677617,-.90527612,-.86899626,-.70634019,-.7244007
MAN49,2010,-.24267541,.2868624,-.33754021,-.53322804,-.2002805,-.45677617,-.50682431,-.10873859,-.81014705,-.8320595
MAN49,2016,-.67892575,-.36298686,.077717975,5.6960092,1.6753738,-.45677617,-.57937378,-.26070014,-.79546046,-.81682795
MAN49,2020,-.47904575,4.0550838,5.6995854,.15078813,2.6569686,-.45677617,-.56254601,-.12521566,-1.0349115,-1.0651642
MAN5,2010,-.54319406,-.57123566,-.48251066,-.39298853,-.38966691,-.45677617,.09798938,.77084607,-.66041088,-.67676717
MAN5,2016,-.48040622,-.46077779,-.32167524,-.42929897,-.41287914,-.45677617,-.41843981,-.083431005,-.38734022,-.39356369
MAN5,2020,-.42493013,-.30367938,-.072791502,-.28839535,-.27637449,.35896954,-.34742525,-.031282056,-.14330816,-.14047651
MAN50,2010,-.46442565,-.54634684,-.3514415,-.50974429,-.51132655,-.45677617,-.52935517,-.23384811,-.098900378,-.094420873
MAN50,2016,-.67903364,-.5570569,-.47765601,1.3898447,-.44799107,3.4658878,.03773332,.14127561,.80098045,.83885157
MAN50,2020,-.601237,-.52994066,-.31304228,-.27146655,-.44568831,1.0034534,.39221469,.87943643,-.49493998,-.50515616
MAN51,2016,-.34669596,-.55168486,-.40699616,-.2876825,-.25264502,-.45677617,.064932331,.28918248,-.32046384,-.32420579
MAN51,2020,-.049048934,1.521106,-.19278361,.86306876,1.1030405,1.6962515,-1.0181841,-.53659195,.086165555,.097512223
MAN52,2010,2.5557439,.2586503,1.2596172,-.41054776,.79138851,-.45677617,-.61243784,-.29280525,.043580022,.053346574
MAN52,2016,-.33596635,-.21953566,.13140713,-.22360452,-.40588513,-.45677617,1.9419388,.75537211,.8788017,.91956031
MAN52,2020,-.50552219,-.52750248,-.46370023,-.36687616,-.30777267,-.45677617,-.19319426,.35299507,-.73162663,-.75062543
MAN53,2020,-.33349541,-.054745995,-.072520509,.039618362,.045157004,1.3480179,-.11025944,.12629016,-.089168936,-.084328264
MAN54,2020,-.35615587,-.47331262,-.50538319,-.4160423,-.51789469,1.2594006,1.4571584,.37908527,1.4472874,1.5091406
MAN55,2020,.012372457,.9160682,-.52620041,-.54963535,-.077051684,.77357912,-.71794581,-.53762931,-.79196656,-.81320435
MAN56,2020,-.52962536,1.5431198,2.3807516,1.4626125,1.9842021,-.45677617,-.47801292,-.023761513,-.80642349,-.82819778
MAN57,2020,-.60782182,-.62101328,-.52620041,-.61719269,-.59727192,.87691927,.66968262,.086192928,1.4784418,1.5414511
MAN58,2020,-.56994539,-.62101328,-.52620041,-.23187482,.1163151,2.3510106,-.90188944,-1.5001942,-1.0476806,-1.0784072
MAN59,2020,-.54135156,.50086325,-.52620041,.15399861,-.33552018,-.45677617,-1.0018492,-.54931062,.091663815,.10321453
MAN6,2016,.21789469,-.50860572,-.44685748,-.58388168,-.42935979,-.45677617,1.2617874,1.0110885,-.18101485,-.1795823
MAN6,2020,.50565284,-.29645017,-.52620041,-.42614165,-.27958259,4.8810325,.27858153,.048108622,.70154583,.73572719
MAN60,2020,-.63069206,-.25913921,-.40011051,.089024305,-.44412628,-.25016481,-.12971346,.10824546,-.084620923,-.079611488
MAN61,2020,-.44596216,-.19556625,-.52620041,-.28898913,-.37574139,-.45677617,.089864172,.24409558,.53871667,.56685603
MAN62,2020,-.5861845,-.62101328,-.52620041,-.60097057,-.583049,-.45677617,-.26859531,-.061039347,.038083233,.047645666
MAN63,2020,.23181529,-.62101328,-.52620041,-.55938005,-.22490433,-.45677617,-.71822041,-.4339042,-.56509292,-.57791221
MAN64,2020,-.30031848,-.47181156,-.52620041,-.55403769,-.55018705,-.45677617,-.6359545,-.29624569,1.4317657,1.4930433
MAN65,2020,-.5257169,-.62101328,-.52620041,-.27954343,-.55416292,-.45677617,1.1116543,.10871118,1.9601713,2.0410559
MAN66,2020,.13428542,-.42206585,-.44757164,-.073962495,-.061950661,-.0018995543,.85069019,.26756969,.84204853,.88144356
MAN67,2020,.29016557,1.2753619,-.52620041,.44598928,1.1703448,-.45677617,-.4515391,-.20143938,.73392594,.76930892
MAN68,2020,-.36034432,-.25351205,-.47158602,-.36674431,-.49389741,-.45677617,.45324525,.08737307,1.5075887,1.5716797
MAN69,2020,-.51599157,-.45507804,-.46113643,-.52772731,-.54381722,-.22950192,.41806185,.41670063,.38197556,.40429881
MAN7,2010,-.66220289,-.57695544,-.47223267,.74714351,-.44789949,.072468035,-.089629598,.064263381,.025879733,.034989461
MAN7,2016,-.70287651,-.066275194,.77218026,3.2628925,-.030691288,-.45677617,-.70243472,-.63923812,-.79237139,-.81362426
MAN8,2010,-.59970188,-.35680309,-.3326003,-.19242243,-.2953465,-.45677617,-.29625902,.27961737,-.77271301,-.79323637
MAN8,2016,-.61612082,.57785398,-.02513184,1.2282661,1.5060608,-.45677617,-.47203517,.17321116,-1.0007861,-1.0297725
MAN8,2020,-.59681654,1.3623716,1.3793544,.30945787,.35544369,-.45677617,-1.1315004,-1.8362101,-.92244917,-.94852871
MAN9,2010,1.4842366,-.53952104,-.3354654,-.53590816,.29683372,-.45677617,-.56526381,-.25520816,-.38589463,-.39206448
MAN9,2016,-.7101112,-.4427323,-.52620041,5.6960092,-.50947577,-.45677617,-.19436304,-.062069319,.79170918,.82923627
MAN9,2020,-.49910086,-.22290638,-.27024567,-.49296543,-.37801093,-.45677617,-.78211659,-.66217768,-.66160053,-.67800093
MANAM1,2010,-.62966812,-.62101328,-.52620041,-.23579943,-.47887799,.51909858,-.43430299,-.10510364,-.37092009,-.37653428
MANAM1,2016,-.64792955,-.53125376,-.39510328,-.037306797,-.53649211,-.45677617,.84857792,.47421321,.60978216,.64055854
MANAM1,2020,-.52785736,-.62101328,-.52620041,-.67119956,-.59950238,-.45677617,-.3363288,-.10205927,.35745761,.37887102
MANAM10,2010,-.56074572,-.60294884,-.48392001,-.41196749,-.53782797,-.45677617,.078978933,.091393083,.50798285,.53498167
MANAM10,2016,-.59607083,-.62101328,-.52620041,-.61379868,-.57184649,-.45677617,.19513273,.79683584,-.6509341,-.66693866
MANAM10,2020,-.53455782,-.58739161,-.49335882,-.45130786,-.56396997,-.45677617,1.9448326,.56716061,.5113669,.53849155
MANAM11,2016,3.121803,-.62101328,-.52620041,-.64893168,-.49852687,-.45677617,1.2638505,.30224097,2.3108563,2.4047542
MANAM11,2020,2.4757009,-.56095576,-.38563403,-.64172328,-.56586182,-.45677617,5.3762593,.37087587,4.8885469,4.2470961
MANAM12,2016,-.47084185,-.56672329,-.39913306,-.49518746,-.55338407,-.45677617,.48487297,.140477,1.2344869,1.2884442
MANAM12,2020,.78772599,-.47038022,-.43120942,-.53512335,-.25059706,-.24165505,-.062289763,.028714614,.67351711,.7066586
MANAM13,2010,-.36553702,.58936656,.23929606,.090616614,-.18954363,-.45677617,.090737246,.094903313,.79170918,.82923627
MANAM13,2016,-.54730117,-.27303836,-.52620041,.75229049,-.12729649,-.45677617,-.1910679,-.00061563851,-.10302454,-.098698087
MANAM13,2020,-.32074606,2.9462459,4.1816888,1.6037,.85252827,-.19820693,-1.3187109,-.70325303,.12763937,.140525
MANAM14,2010,-.35397863,-.44431236,-.3748911,-.30708709,-.40417773,-.45677617,.098637141,.084701806,1.3429096,1.4008898
MANAM14,2016,.099275433,.19498254,.039376926,-.30867669,-.16938981,-.45677617,-.49049643,-.22832833,1.4003422,1.4604535
MANAM14,2020,-.42283592,-.62101328,-.52620041,-.38282084,-.60291302,-.45677617,.049590204,3.1129787,-1.2219214,-1.2591134
MANAM15,2010,-.60441083,-.61057162,-.50176144,-.22664836,-.49987823,-.45677617,-.28021982,-.05806702,-.12840332,-.12501858
MANAM15,2016,-.60869688,-.39528006,-.52620041,.10984657,-.35191089,-.45677617,-.4003306,-.083083339,-.46926197,-.47852531
MANAM15,2020,-.50058979,-.3757686,-.43214533,-.38845208,-.51013017,1.0169728,-.052171987,.0039148601,.26383945,.28177902
MANAM16,2010,.38019446,-.48297867,-.37558582,-.64022821,-.45614442,-.45677617,-.52949601,-.20783387,-.57264501,-.58574456
MANAM16,2016,-.35113955,-.35468808,-.52620041,.077678494,-.079513155,-.45677617,1.4538211,1.1124232,.40530148,.42849013
MANAM16,2020,-.52729911,-.41206673,-.42032829,-.50405002,-.52417612,-.45677617,-.38122866,-.10409155,-.20468892,-.20413484
MANAM17,2010,-.59370857,-.62101328,-.52620041,-.31893873,-.30595225,-.45677617,-.55329424,-.19552737,-.86005908,-.88382357
MANAM17,2016,-.36425278,3.4865737,.3212381,1.0098137,.4649716,-.45677617,-2.2992625,-1.3850783,.26322937,.28114635
MANAM17,2020,.083658732,-.15792899,-.062589191,-.36247468,-.26692933,-.27230155,1.1769093,.56538826,.57341486,.60284179
MANAM18,2016,-.32393616,-.22826304,-.50059766,-.49326503,-.40086186,1.7660105,-.65899229,-.34901664,.14665268,.16024391
MANAM18,2020,-.5826245,-.5560388,-.46761566,-.31931254,-.54723823,.49591354,1.0201366,.37941381,1.1236335,1.1734772
MANAM19,2010,1.9872415,.5539676,.019293109,-.5795691,-.17231992,-.45677617,-.89064509,-.45236507,-.038153257,-.031419557
MANAM19,2020,.45958617,-.30779788,-.16034965,-.59653902,-.45869663,1.6867036,.78042197,.446679,.3979117,.42082629
MANAM2,2010,-.58043784,-.33400095,-.38576913,-.21327677,-.4857448,-.45677617,-.15566623,.0046294583,-.025885966,-.018697117
MANAM2,2016,-.61324918,-.49729359,-.52011919,-.024228873,-.49251407,-.45677617,-.00061144429,.059165794,.2706984,.28889242
MANAM2,2020,-.66526461,-.62101328,-.52620041,-.63488537,-.58654219,-.45677617,-.9248991,-1.088962,-.8652125,-.88916826
MANAM20,2010,-.55132776,-.47087294,-.45972553,-.43317598,-.53444606,-.45677617,-.05151014,.042293198,.38242528,.40476525
MANAM20,2016,-.38067171,-.30489373,.21368662,.71543199,-.18679394,1.2828321,-.61689472,-.28815728,1.047439,1.0944554
MANAM20,2020,-.40524659,-.41140026,-.13360332,.22645503,-.38700691,1.0801851,3.3246667,.79856944,1.1024096,1.1514658
MANAM21,2010,.079247706,-.26720136,-.47416076,-.56244057,-.36819121,-.45677617,-.25410512,.023741856,-.16165748,-.15950668
MANAM21,2016,-.14473544,-.36813536,-.52620041,-.56162518,-.47098479,-.45677617,-.068183005,.086425036,.14491224,.15843877
MANAM21,2020,-.0056346892,-.5728001,-.42643473,-.58987486,-.5692783,3.1872313,2.595912,.32337728,4.6382747,4.2470961
MANAM22,2010,-.60184228,-.51389736,-.42789853,-.29065168,-.40092051,-.45677617,-.49408025,-.12795441,-.62203526,-.63696748
MANAM22,2016,.66603309,-.54374033,-.52620041,-.66527385,-.53366095,-.45677617,-.51648444,-.1926419,-.50640726,-.51704901
MANAM22,2020,-.61496407,.24437976,-.015110088,.33598727,-.22388877,-.45677617,-.48791945,-.14870876,-.55936396,-.5719707
MANAM23,2010,2.3429837,.26960945,-.027186202,-.66322446,-.28145641,-.45677617,-.70059699,-.527946,-.83510303,-.85794157
MANAM23,2016,-.65882182,-.62101328,-.52620041,-.5585286,-.50405437,-.45677617,-.59267402,-.29934463,-1.0241404,-1.0539933
MANAM23,2020,-.50175333,.2208617,.33299279,-.25229684,.065936588,1.0587573,-.89049727,-1.0666384,-.89261419,-.91758674
MANAM24,2010,-.56160194,-.30251437,-.34512958,-.31012228,-.49644768,-.45677617,-.2974278,-.086455278,-.1251535,-.12164819
MANAM24,2016,-.17415974,-.62101328,-.52620041,-.48598289,-.26297784,-.45677617,-.36266881,-.015872624,-.74629384,-.76583689
MANAM24,2020,.23679397,-.49948734,-.49022728,-.43037352,-.4622556,-.45677617,5.3276138,.98614573,1.268455,1.3236723
MANAM25,2010,-.64379507,-.32800987,-.30695078,-.20865817,-.45254716,-.45677617,-.54919642,-.21896616,-.59413356,-.60803044
MANAM25,2016,-.62652504,-.50069898,-.39388019,-.1321948,-.53341186,-.45677617,.97001946,.49301979,.71618533,.75090998
MANAM25,2020,-.62441033,.18122964,-.11313088,-.0865006,-.098199807,-.45677617,-1.2977502,-2.5820155,-.80373555,-.82541013
MANAM26,2010,-.5825783,-.35335752,-.46476173,-.20597774,-.50039083,-.45677617,-.75707209,-.37575713,.27544004,.29381013
MANAM26,2016,-.49912828,-.6045053,-.50964648,1.1109674,-.20498373,-.31785184,.55020553,.13812102,1.3987162,1.4587673
MANAM26,2020,-.50580132,.60051346,.40815037,.04662649,-.030607788,-.42649153,.17852324,.74784964,-.63637662,-.65184104
MANAM27,2016,1.4195249,-.62101328,-.52620041,-.66503042,-.48318052,-.45677617,1.1375718,2.0043285,-.49612892,-.5063892
MANAM27,2020,1.3267931,.39780459,1.8583726,-.29653245,6.2865763,-.45677617,-1.0967394,-3.1143568,-1.0231842,-1.0530016
MANAM28,2010,-.60012996,-.39894509,-.28891999,-.087283663,-.37170786,1.3785845,-.30263808,.060129914,-.49819672,-.50853378
MANAM28,2016,-.71517724,-.4460139,-.52620041,5.6960092,-.5283525,-.45677617,-.34430614,-.077909946,.42635733,.45032743
MANAM28,2020,-.59193116,-.53700918,-.41287145,-.46455306,-.52158844,.56916761,.68421507,1.0867834,-.42170653,-.42920524
MANAM29,2016,.84350091,-.33587998,.14116243,-.46988204,-.26882851,-.45677617,-1.0795807,-.4603405,1.3792967,1.438627
MANAM29,2020,1.7568362,-.62101328,-.52620041,-.62336022,-.5184744,-.45677617,1.2608862,.12277278,3.1968541,3.3236279
MANAM3,2010,-.63309282,-.56892043,-.48047858,-.3797811,-.48846966,-.45677617,-.50964063,-.15285954,-.5292325,-.54072118
MANAM3,2016,-.57282472,.56231713,-.52620041,-.40009269,-.064457901,2.2105305,-.67689031,-.69975227,-.98896855,-1.0175164
MANAM3,2020,-.5206449,1.0082426,1.7603836,.10087826,.34080133,-.15365088,.26160592,1.5977167,-.71973807,-.73829579
MANAM30,2010,1.6456263,-.22991228,-.17094511,-.597978,-.38580725,-.45677617,.63175327,.21493588,.45508343,.48011941
MANAM30,2016,.42440665,-.25951892,-.41578609,-.55959702,-.42878944,-.45677617,-1.2152449,-.56615674,.17551571,.19017787
MANAM30,2020,-.49523866,-.54665536,-.37796086,-.24205621,-.33352149,2.8965902,-.45600304,-.14710625,-.25794619,-.25936833
MANAM31,2010,4.4175043,-.38535574,-.46224567,-.67515093,-.54432893,-.45677617,.69943047,.24854179,1.4843981,1.5476284
MANAM31,2016,4.4175043,1.2456347,-.25310364,-.61692739,1.0353769,-.45677617,.073529273,.92074132,-.6921382,-.70967174
MANAM31,2020,3.7985427,-.62101328,-.52620041,-.65696037,-.60291302,-.45677617,-.99705428,3.1129787,-1.2219214,-1.2591134
MANAM32,2010,-.50081325,-.36521691,-.29656002,-.32983252,-.40404812,-.45677617,-.24939474,.040627275,-.045961194,-.039517358
