HHID_panel,year,assets_total_std,dsr_std,isr_std,dar_std,dir_std,tdr_std,afm_std,rfm_std,dailyincome4_pc_std,incpercpl_std
KAR34,2016,-.63384026,-.46439514,-.47308511,-.2005751,-.52312821,-.45677617,.10342496,.20886509,.13961102,.15294091
KAR34,2020,-.5104084,-.44691959,-.46476832,-.38319206,-.47655478,-.077939294,1.0023865,.89659488,-.23978686,-.24053518
KAR35,2010,4.2098808,-.51495302,-.52620041,-.64349735,-.080981977,-.45677617,-.95321763,-.65939677,-.52589566,-.53726047
KAR35,2016,2.8964329,-.44871858,-.52620041,-.61216015,-.33909729,-.45677617,.011344011,-.045954086,.9877972,1.0326004
KAR35,2020,1.489979,-.45711288,-.40679395,-.59440881,-.4453215,-.45677617,.6333093,.089314304,1.9625117,2.0434833
KAR36,2010,3.8194635,2.1352272,1.6651124,-.58447969,1.4577825,-.45677617,-.92822242,-.86359912,-.66388774,-.68037301
KAR36,2016,1.0319141,.055720072,-.52620041,-.45025587,.11817544,-.45677617,.21478389,.24335033,.48278597,.5088498
KAR36,2020,1.5892307,-.62101328,-.52620041,-.37443733,.79193932,-.45677617,.042457767,.17387739,.66954285,.7025367
KAR37,2016,-.64839017,-.6096648,-.499639,.070876889,-.37112573,-.45677617,-.43756995,-.041218817,-.36031577,-.36553645
KAR37,2020,-.58094984,.12789029,.50472802,-.1198137,-.1310519,-.45677617,-.28247997,.39652807,-.71973807,-.73829579
KAR38,2010,.93414193,-.39141408,-.37110189,-.65447533,-.51269352,-.45677617,.30879405,.40708861,-.098900378,-.094420873
KAR38,2016,.96883857,-.62101328,-.52620041,-.63251674,-.54333919,-.45677617,1.0429561,.15788531,3.8478026,3.9987314
KAR38,2020,1.3444749,-.62101328,-.52620041,-.64002764,-.1331065,-.45677617,-.59636348,-.29519111,-.55926776,-.57187086
KAR39,2016,-.61146063,-.5816415,-.43404964,1.9830841,-.4366608,-.45677617,1.4091254,.14027539,3.3518341,3.4843585
KAR39,2020,-.52729911,-.30152589,-.52620041,.32632849,-.10499191,.80878043,-.67070836,-.35596335,-.19532087,-.19441921
KAR4,2016,.77901697,-.56553984,-.39636326,-.57061887,-.54348004,-.45677617,3.327096,.23515815,4.8885469,4.2470961
KAR4,2020,1.0479298,-.41321164,-.078429662,-.51034886,-.3562454,1.1104386,.089413553,-.076814942,2.4940162,2.5947101
KAR40,2016,-.56621331,-.49572334,-.44018015,-.50874668,-.50118572,-.45677617,-.44769478,-.081255384,-.61066103,-.62517124
KAR40,2020,-.1313628,-.1780943,.044965621,-.38496494,-.40104178,-.45677617,3.058584,1.2612373,.63429141,.66597736
KAR41,2016,-.67052662,-.62101328,-.52620041,-.47910288,-.54338276,-.45677617,-.66752589,-.45233354,-.71622628,-.73465365
KAR41,2020,-.56796759,-.62101328,-.52620041,-.051322762,-.60291302,.53118008,-.6777845,3.1129787,-1.2219214,-1.2591134
KAR42,2010,-.59884566,.80612427,-.26844466,3.2496676,.5197047,-.45677617,-1.0542617,-.67976797,-.10585409,-.10163263
KAR42,2016,-.57065684,-.11125983,-.48968187,.015703695,.089123547,-.45677617,-.69359833,-.53418285,-.82635927,-.84887332
KAR42,2020,-.53762889,-.32566673,-.41356331,.81642729,-.40126839,1.2903367,.48196509,.0091013815,1.6901631,1.7610288
KAR43,2010,-.1078273,-.061015222,-.03469098,-.41905904,.15370058,-.45677617,-.62018287,-.33359066,-.72280097,-.7414723
KAR43,2016,-.10317226,-.62101328,-.52620041,-.15855595,.44967812,-.45677617,-.16668525,.22276819,-.41489315,-.42213911
KAR43,2020,.13172631,-.58852059,-.45015028,-.57253486,-.54610205,-.45677617,3.4586623,.63118428,3.0470359,3.1682506
KAR44,2010,1.6554723,-.43933451,-.10097596,-.47846219,.090168118,1.3503993,.38314599,.2313972,.15958422,.1736553
KAR44,2016,.53110445,.094028428,-.17381002,-.634368,-.13990158,-.45677617,-.49912858,-.017830037,-.75741082,-.7773664
KAR44,2020,.55181199,-.50832039,-.31457379,-.58873206,-.46694946,-.45677617,.20683472,.058221545,1.979836,2.0614505
KAR45,2010,1.3943379,.069184311,-.13408512,-.6256876,-.31092989,-.45677617,-.56438369,-.25694638,-.28607053,-.28853625
KAR45,2016,-.49918222,.69142461,2.5455987,.43947273,3.2416277,-.45677617,-.096987337,2.5046229,-1.0523908,-1.0832921
KAR45,2020,.20827039,-.28958777,.21864387,-.36824754,-.42015618,-.45677617,2.3885574,.40389523,2.963331,3.0814395
KAR46,2010,-.5611738,-.62101328,-.52620041,-.1141679,-.27641934,-.45677617,.024763973,.53259462,-.5730648,-.58617991
KAR46,2016,-.27337882,-.39432636,-.52620041,-.09961275,-.007622825,-.45677617,-.2894575,-.029320685,-.28326142,-.28562292
KAR46,2020,-.099441886,-.42398733,-.099258274,-.47649866,-.4715488,-.45677617,1.9586188,.68297178,.69971091,.73382419
KAR47,2010,-.62709957,-.55532122,-.49847421,-.43862721,-.53780353,-.45677617,-.40156278,-.081143551,-.48151857,-.49123669
KAR47,2016,-.62571257,-.27220801,-.52620041,.020834116,-.42589664,-.45677617,-.09454415,.20395449,-.42023593,-.42768008
KAR47,2020,-.55679959,-.43207824,-.083992414,.77788758,.7591024,-.45677617,.37509823,1.7312326,-.81028426,-.83220178
KAR48,2010,-.33685505,-.58863193,-.45041084,-.20491637,.035002656,-.45677617,-.1171032,.32172191,-.54810876,-.56029791
KAR48,2016,.11260613,-.62101328,-.52620041,-.23554331,.78461349,2.5069861,-.37001953,.018641435,-.22546484,-.22568169
KAR48,2020,-.27300468,.14359564,1.2633891,-.29172805,.22253726,-.32109246,-.65312725,-.39082187,-.4366096,-.44466132
KAR49,2010,-.63437706,-.3915059,-.52620041,-.28369945,-.49803787,-.45677617,-.47866067,-.15515034,-.57862484,-.5919463
KAR49,2016,-.60073185,-.30968812,-.51543808,-.45541424,-.51541966,-.45677617,-.48424411,-.15504074,-.65126622,-.66728318
KAR49,2020,-.26081356,1.2500212,1.4592944,-.47560495,.13150758,.79669422,.51226914,2.8492486,-.98302716,-1.0113546
KAR5,2016,-.652969,-.57157266,-.52620041,-.081294082,-.54270363,-.45677617,.026305933,.058232836,.52811396,.55585974
KAR5,2020,-.18022062,-.32675105,.071458176,-.34772465,-.31753784,-.45677617,.60273772,.40974656,.43853566,.46295759
KAR50,2010,4.1460958,-.27101448,-.11660922,-.67293388,-.25843853,3.1156223,-.40261891,.36056903,-.82733202,-.84988213
KAR50,2016,-.692527,-.55814517,-.51216584,5.6960092,.50135684,-.053969145,-.20836741,.2189437,-.18549293,-.18422662
KAR50,2020,-.65535343,.18586418,-.52620041,1.288848,.18357597,-.45677617,-.066014402,.90243155,-.62145501,-.63636577
KAR51,2020,-.44568303,-.41588134,-.52620041,-.53597009,-.56031919,-.27820513,.39617166,.10637739,.78075457,.81787521
KAR52,2020,-.65286368,-.62101328,-.52620041,-.49507278,-.39786509,5.6402774,-.76118398,-1.3204134,-1.0627005,-1.0939844
KAR53,2020,-.13918056,-.52513129,-.36731911,-.29334882,-.39425966,2.9613459,1.7074978,.49626929,2.0611663,2.1457987
KAR54,2020,-.503196,-.43745407,-.51998848,-.37906003,-.51688749,-.45677617,.40803561,.19894141,1.0893719,1.1379442
KAR55,2020,-.33803231,-.37136143,-.25793713,-.08698459,-.21174088,-.45677617,-.4579252,-.1970555,.30660245,.32612881
KAR56,2020,-.52532136,3.0507629,3.1142178,1.2871146,1.2536592,.036268651,-1.4412861,-1.7852665,-.73569071,-.75484031
KAR57,2020,-.51901644,.346883,.059952483,.42212999,-.22390398,-.45677617,-.32181749,-.11287892,.036023133,.045509227
KAR58,2020,.38625276,-.11445049,.063688844,-.55488306,.37384558,.56129479,-.24536031,.59877616,-.88623798,-.91097385
KAR59,2020,.055414263,-.210793,.004566364,-.19637783,-.067094401,-.45677617,-.4109835,-.18688545,.91288143,.95490491
KAR6,2010,-.63309282,-.40011838,-.0091894651,-.39932227,-.40286106,.61303294,-.47534442,.059518918,-.85141337,-.87485707
KAR6,2016,-.66006756,-.0024798277,-.29957852,-.31953278,-.45425698,4.6530719,-.11275896,.91842455,-.78146791,-.80231619
KAR6,2020,-.59951603,.56192929,-.382801,-.11844639,-.013996569,.59060979,-.14973779,1.1134555,-.8725968,-.89682651
KAR60,2020,-.53088224,.12086874,-.050090428,-.0046176636,-.31821766,.50374883,-.7327528,-.39617515,-.039127212,-.032429732
KAR61,2020,-.44223949,-.27583116,-.1108354,.29520461,-.21349932,3.0080433,.53901756,.31093636,.41921169,.4429166
KAR62,2020,.17783837,.1040213,.40505168,-.37970269,1.0460914,.10182912,-.82158089,-.79691106,-.83537757,-.85822624
KAR63,2020,-.51087332,-.5556798,-.52620041,-.61846536,-.58415085,-.45677617,.32605129,.20348266,.59775662,.62808675
KAR64,2020,-.58462542,-.2742345,-.45455277,-.34275028,-.42499417,-.35347888,-1.112335,-1.0227573,-.61701238,-.63175821
KAR65,2020,-.45889729,-.41796342,-.52620041,.32909703,.28780451,-.40308473,-.42409366,-.076748714,-.3210392,-.32480252
KAR7,2010,.3583619,.37269029,.12975511,-.58635581,-.15658394,-.45677617,-.32602093,.1410321,-.62203526,-.63696748
KAR7,2016,-.5819276,-.11780997,.41221526,.90353024,-.34820828,-.45677617,.38728604,.13540904,1.3881464,1.4478052
KAR7,2020,-.62124586,-.43129215,-.082152553,-.12716492,-.41345185,-.45677617,.60230118,1.2288905,-.60285348,-.61707395
KAR8,2010,-.64764786,-.62101328,-.52620041,-.42738134,-.45314151,-.45677617,-.6391933,-.43076986,-.93492717,-.96146977
KAR8,2016,-.65605807,-.5721392,-.52620041,-.56383276,-.57655132,-.45677617,-.40935704,-.047172029,-.48022494,-.48989514
KAR8,2020,-.57536584,-.3469477,.11525811,-.31544083,-.3776049,4.0187407,-.002026666,.63376397,-.50962782,-.52038902
KAR9,2010,-.6181097,.89807349,.52097338,2.3944135,.17409705,1.7660494,-.79384673,-.46503276,-.27359253,-.27559525
KAR9,2016,-.57862276,-.15850031,.30804446,1.3625289,-.33379278,-.45677617,1.5990398,.46428314,1.6035705,1.6712229
KAR9,2020,-.57071251,-.56182748,-.38767436,-.45261344,-.55567086,.9325431,1.255852,.65515977,.32574847,.3459852
KOR1,2010,-.30945733,-.52581358,-.30338278,-.3476153,-.25843853,-.45677617,-.66242826,-.34691659,-.17560834,-.17397521
KOR1,2016,-.008342782,1.3812075,.85592383,-.23738995,1.5195924,-.45677617,-1.2431198,-1.8823376,-.76924115,-.78963566
KOR1,2020,.058531608,-.026452202,-.06153287,-.35356894,-.14211202,3.2479484,1.0986497,.83237392,.23555095,.25244087
KOR10,2010,-.0560285,-.611395,-.50368851,-.58129048,-.50787264,-.45677617,.12756118,.097120702,.41269806,.43616128
KOR10,2016,-.2693685,-.5384776,-.46126848,-.50498599,-.42709747,-.45677617,-.90625477,-.53626174,.14786276,.16149886
KOR10,2020,-.30120292,-.25736517,-.0019906824,-.58163393,-.20307814,-.45677617,-.58699906,-.27379999,-.90674794,-.93224496
KOR11,2010,1.3027267,-.44626388,-.11719436,-.65534639,-.43155453,-.45677617,-.5053457,-.17688122,-.44067433,-.44887686
KOR11,2016,1.3644153,.44661707,1.9726195,-.32512364,4.1491323,-.45677617,.96106339,3.1129787,-.81045532,-.83237916
KOR11,2020,.67279345,-.15864889,.13074352,-.51272863,-.28594756,-.45677617,1.4610661,.73256505,.51795018,.54531896
KOR12,2016,.69551218,-.30454379,-.13265568,-.60774237,-.32927614,-.45677617,.51997191,.79331452,-.62345225,-.63843709
KOR12,2020,1.5437692,-.44704205,-.11901566,-.59161484,-.35862774,.012027013,1.4419713,.61822003,.088259995,.099684373
KOR13,2016,-.20558919,-.57413197,-.41647339,-.52035141,-.32830134,-.45677617,1.6071931,2.3856697,-.72156167,-.74018699
KOR13,2020,-.32949364,1.6765032,1.235607,-.50293159,.4077324,.22370625,-.49819213,.20023449,-1.060119,-1.0913072
KOR14,2010,.34038216,.0096359747,-.17079905,-.61419219,-.31468827,-.45677617,-.46047401,-.087941147,-.69681627,-.71452343
KOR14,2016,-.076078489,-.37006006,-.021823348,-.20737635,-.026349764,-.45677617,2.0366883,1.5288073,-.16800126,-.16608591
KOR14,2020,-.15169702,-.010477366,.067706004,-.51495916,.10541721,1.5487579,.023433244,1.398222,-.93590945,-.96248853
KOR15,2010,-.5290671,-.53616506,-.52620041,-.51665354,-.51343912,1.7660494,.30640015,.6541065,-.39837262,-.40500557
KOR15,2016,-.63866311,-.1569358,.03345168,1.455012,.0035549195,-.45677617,-.33920851,.039094705,-.60768318,-.62208289
KOR15,2020,-.23419754,-.34236571,-.23674132,.97009677,.19789816,-.45677617,.64332151,.16862363,.77508199,.81199211
KOR16,2010,-.48668629,.13175333,.47950351,-.39017063,-.11080661,-.45677617,-.32361996,.42207327,-.89749312,-.9226467
KOR16,2016,-.16895759,-.5739156,-.48367849,-.42640987,.33065403,-.45677617,-.46428314,.022389546,-.86806995,-.89213175
KOR16,2020,-.23643045,-.39134485,-.063004494,.50396097,.47978947,.62171221,-.081976131,.069380932,.17376268,.18835972
KOR17,2010,.2830182,-.32427517,.16832377,-.59354883,-.24453117,-.45677617,-.35931736,.063816935,-.48090535,-.49060073
KOR17,2016,.048176128,3.7040253,3.4901023,.70726454,5.1800742,-.45677617,-.76714063,-.63163316,-.78677571,-.80782092
KOR17,2020,-.51240844,-.50275028,-.24940245,-.48262441,-.44929361,-.45677617,.46901685,1.1624633,-.64681059,-.66266221
KOR18,2016,-.034461364,-.53947747,-.34366512,-.43064275,-.10554758,-.45677617,.7543143,1.1399519,-.48007187,-.48973635
KOR18,2020,-.49105108,1.4061707,1.6038632,-.24545325,.23412545,-.077599026,-.23342597,.80809093,-.94144064,-.968225
KOR19,2010,-.41134259,-.066325553,.77206242,-.40418667,-.047172152,-.45677617,-.7348792,-.62646866,-.89158779,-.91652226
KOR19,2016,-.58301151,-.31627688,-.23870522,-.2888189,-.3457844,-.45677617,-1.685359,-2.1966634,-.77349925,-.79405183
KOR19,2020,.11283387,-.50630391,-.25771978,-.61319959,-.064595051,-.45677617,-.88273817,-1.3083813,-.99781853,-1.0266949
KOR2,2010,.40373936,-.49607772,-.23378506,-.5600692,-.091122359,-.45677617,-.26322308,.16865626,-.6523807,-.66843897
KOR2,2016,-.69607586,-.1642687,-.50022,2.8217235,-.45378965,-.45677617,-.39290246,-.15016994,.23496495,.25183299
KOR2,2020,-.65139788,-.60217768,-.48211515,-.46279064,-.56157637,-.45677617,.31434229,.63557255,-.27417099,-.2761952
KOR20,2010,3.4166315,-.48838216,-.21577339,-.63390332,-.21958803,-.45677617,-.05930442,.10430314,.10340859,.11539505
KOR20,2016,1.2819945,-.3764959,.046099659,-.58016551,.41423914,-.45677617,.79280692,2.2667494,-.87461984,-.89892471
KOR20,2020,.56330532,-.37672126,.045572169,-.63085377,-.15427363,-.45677617,-.13269177,.89031994,-.88718629,-.91195738
KOR21,2016,-.17643546,-.56970096,-.40610245,-.4683533,-.45487812,-.45677617,.56814575,.26142779,1.1505864,1.2014302
KOR21,2020,.29612115,-.54299861,-.47524658,-.40220356,-.40520045,-.45677617,3.1996768,.68459839,1.4469136,1.5087529
KOR22,2010,.45125726,.1248498,-.19666903,-.57883084,-.26688513,.27201915,-.10334527,.21928164,-.45873684,-.46760967
KOR22,2016,-.71956682,-.53547174,-.52620041,-.68041402,-.52089596,-.45677617,-.042223189,.02555234,1.2130504,1.2662119
KOR22,2020,-.55079693,-.49959114,-.24200833,-.45856884,-.48126531,.80149263,1.1070073,1.7238172,-.49493998,-.50515616
KOR23,2010,-.52863902,-.25363865,-.2473298,-.033648852,-.18846171,-.45677617,-.47795659,-.14418378,-.62713575,-.64225727
KOR23,2016,-.39920455,-.25599381,.29006296,.10282367,-.13794297,-.45677617,-1.9818163,-1.217803,-.14464225,-.14186007
KOR23,2020,.32711139,-.28723088,.15597723,-.01897851,.24808963,.053567819,.27947572,.10883959,.6996299,.73374015
KOR24,2010,4.1983223,.82090569,.25765029,-.624116,-.033246357,.48244596,-.34597483,-.09764801,-.25170365,-.2528941
KOR24,2016,4.4175043,-.57113659,-.40946248,-.58233279,-.34299302,-.45677617,3.0220628,.14849442,4.5111761,4.2470961
KOR24,2020,4.4175043,-.58845598,-.52620041,-.62350243,-.45528099,-.45677617,.82964492,-.054592218,3.0670974,3.1890564
KOR25,2010,-.58429062,-.47864088,-.52620041,-.5506947,-.54661268,-.45677617,-.0090323659,.39687136,-.54986346,-.56211764
KOR25,2016,-.65914631,-.35869551,-.46551707,.095701046,-.37299654,-.45677617,-.21866825,.38019216,-.78214484,-.80301827
KOR25,2020,-.40589815,-.62101328,-.52620041,-.64663202,-.43013105,-.45677617,1.2114309,3.1129787,-1.0896854,-1.1219707
KOR26,2010,-.51922107,-.6140855,-.50998563,-.12893254,-.38729939,-.45677617,-.083525129,.079213344,.34065589,.36144593
KOR26,2016,-.60300756,1.1406896,2.3395958,2.0722427,.10528716,-.45677617,-.06060699,.14456894,-.025511226,-.018308533
KOR26,2020,-.5854165,1.4961088,2.117552,.48864105,.4363592,-.45677617,-.43961182,.079647109,-.82341564,-.84582043
KOR27,2010,.12804988,.35956842,.24167913,-.45805195,-.070409827,-.45677617,-.52391958,-.21273878,-.14261541,-.13975801
KOR27,2016,.015500077,-.62101328,-.52620041,-.53491867,-.054437883,-.45677617,-.40946969,.054738119,-.62732047,-.6424489
KOR27,2020,-.1207068,-.57399428,-.49228635,-.61612272,-.53941846,-.45677617,.67934978,.48112145,.37939799,.40162563
KOR28,2016,-.54009473,-.4902395,-.44223017,-.27702954,-.49153134,1.8165357,.63644254,.40611658,.075618275,.086573631
KOR28,2020,.41803411,-.26181778,.036765546,-.3966212,-.23853591,3.2641411,1.2372006,.47010851,.2578938,.27561277
KOR29,2010,-.091987997,-.51947516,-.28854749,-.3448782,-.16488425,-.45677617,-.68003052,-.34830111,-.086422361,-.081479773
KOR29,2016,.028884716,.10130537,-.014930028,-.33966535,1.3783065,-.45677617,-.71108091,-.62530291,-.82939237,-.85201895
KOR29,2020,-.44424039,-.32506362,-.24637768,-.31478283,-.096593641,.71313053,-.24229752,.35400873,-.61564142,-.6303364
KOR3,2010,-.46399757,-.36707112,-.3355543,-.38542113,-.51642156,-.45677617,.75399745,.28089538,1.0799675,1.1281909
KOR3,2016,-.58458346,-.43699858,-.095508635,-.10141025,-.25298065,-.45677617,-.30652463,.17994401,-.69437605,-.71199262
KOR3,2020,.5034191,-.58267516,-.43646893,-.62727165,-.16078478,-.45677617,-.40563947,.17319955,-.87470824,-.89901632
KOR30,2010,-.52093345,-.2156838,-.029269908,.20301902,-.45026052,-.45677617,1.0316132,.23334023,1.2567197,1.3115017
KOR30,2016,-.6607722,-.43935704,-.50666302,3.5173469,-.43419135,-.45677617,.13365155,-.099584557,1.5096139,1.5737799
KOR30,2020,-.5274387,-.27429542,-.042721119,.12850532,-.45138559,3.1805599,1.4888496,.45730755,.82557553,.8643592
KOR31,2016,.16115916,-.52281761,-.37185717,-.45622915,-.31818402,-.45677617,1.1414514,.62794614,-.0010739982,.0070355232
KOR31,2020,-.31572029,-.19412133,-.074523531,-.34805143,-.44692272,.42065671,.46917176,.16783334,.38484654,.40727627
KOR32,2010,-.55261201,-.61315304,-.50780332,-.32227546,-.46654618,-.45677617,-.47208446,-.18254501,-.064001568,-.058227066
KOR32,2016,-.64023507,-.16772468,-.35194004,-.078939155,-.32951975,-.45677617,-.12366533,.68924677,-.80967289,-.83156776
KOR32,2020,-.6168254,-.54751968,-.35418653,-.55458087,-.54381937,-.34748983,-.26158959,.26420826,-.70516956,-.72318661
KOR33,2010,1.5394602,-.27644068,-.38157234,-.62977868,-.45358416,-.45677617,-.20609319,-.097568855,.80095065,.83882046
KOR33,2016,3.3055561,-.50349247,-.25113955,-.65077776,-.50297546,-.45677617,-.18880777,-.15733075,2.417901,2.5157704
KOR33,2020,3.854614,-.62101328,-.52620041,-.60164934,-.39376774,-.45677617,1.9589285,.25858065,3.3272667,3.4588797
KOR34,2010,-.5337761,.27898359,-.52620041,-.22565483,-.14595708,-.45677617,-.37515938,.14043163,-.73364198,-.75271559
KOR34,2016,-.59666753,.33187571,1.7040641,.45756665,.27770746,-.45677617,-.48354003,-.038792703,-.80251729,-.82414663
KOR34,2020,-.44693905,.14431351,.49465868,.0062604323,-.14164895,.17232631,-.076153308,.17990157,-.15013407,-.14755559
KOR35,2010,-.51237166,-.090307437,-.065861933,-.27263406,-.39786866,1.5950629,-.21158509,.0534949,-.13375582,-.13056973
KOR35,2016,-.50953257,.89391923,2.9339325,.62000662,2.0667014,-.45677617,-.53324175,-.082711719,-.9517355,-.9789018
KOR35,2020,-.40696836,.063968509,.28511432,.43823314,.062785387,.68832332,.35630608,.37486637,.16528046,.17956288
KOR36,2010,-.56160194,-.22023551,-.52620041,-.41709545,-.43887755,-.45677617,.016026212,.58770543,-.55228102,-.56462497
KOR36,2016,-.6319173,.32150447,.42963409,.35205358,-.17868757,-.45677617,-.68441701,-.44255796,-.7180593,-.73655468
KOR36,2020,-.17221706,-.49355319,-.22787638,-.58167928,.28494564,-.45677617,-.38481247,.9375875,-1.0781498,-1.1100069
KOR37,2010,1.6768768,-.49872455,-.23998006,-.63702148,-.36575329,-.45677617,-.026282581,.187113,-.18624645,-.18500805
KOR37,2016,.76915461,3.5793211,-.17153437,.13745433,1.5241911,-.45677617,-.63206792,-.3067494,.012318837,.020925254
KOR37,2020,.0076266597,-.56366146,-.39196673,-.49486598,-.31299376,-.45677617,.87482643,.86409527,-.21841353,-.21836869
KOR38,2010,-.58343446,-.57539546,-.51147354,-.20299387,-.53379697,-.45677617,.41891378,.11043905,.99916464,1.0443896
KOR38,2016,-.45024991,.13252984,-.2802636,.022173448,-.21262006,.70293504,-.11017495,.079638332,.25643775,.27410269
KOR38,2020,-.37006879,-.23214811,-.20896079,-.5288164,-.24248123,-.45677617,.4275741,2.2340281,-.90496063,-.93039131
KOR39,2010,4.2997794,-.15768155,-.45598477,-.66720665,-.30413413,.85076839,-.63848919,-.36099246,-.69784492,-.71559024
KOR39,2016,.79987943,1.614382,4.7058077,-.63385051,1.5740498,-.45677617,.75311732,3.1129787,-1.1360959,-1.1701032
KOR39,2020,.85297191,.83330709,.21655948,-.38167319,1.1104473,1.6992011,-.68597305,-.40832898,-.38582984,-.39199734
KOR4,2010,-.55860525,-.37691829,-.091419354,-.034373134,-.19282433,-.45677617,-.21088804,.26235089,-.67516237,-.69206601
KOR4,2016,-.36831704,-.56331617,-.49047357,-.55159491,-.55722463,-.45677617,.63852662,.17139123,.91349167,.95553774
KOR4,2020,-.018524457,-.62101328,-.52620041,-.67436755,-.5879032,6.2117009,2.1990867,3.1129787,-.69458228,-.71220648
KOR40,2010,.35921806,.094201624,-.063184269,-.51172554,.14594458,-.45677617,-.55399835,-.22745728,-.58018273,-.59356195
KOR40,2016,.090551831,-.48562106,-.49876854,-.5062536,-.48517281,-.45677617,1.6806719,.40940782,.88777137,.92886293
KOR40,2020,-.53176582,-.28717446,-.14346689,-.31553838,-.3552295,-.45677617,.8017841,1.5480018,-.75984591,-.77989185
KOR41,2010,-.55646485,-.56501347,-.52620041,-.56485575,-.53155756,-.45677617,.069121674,.62611842,-.52437937,-.53568792
KOR41,2016,-.2964631,1.9769354,3.840878,-.4043088,1.5274857,-.45677617,.26528126,3.1129787,-1.0547096,-1.0856968
KOR41,2020,-.15565257,-.39696997,-.23731264,-.58270091,-.50853866,.82560515,1.7852998,1.1991186,.55848247,.5873552
KOR42,2010,1.72097,-.12701501,.63001698,-.62342507,.023936793,-.45677617,-.60765004,-.31045777,-.69784492,-.71559024
KOR42,2016,1.0322934,.23498145,.87640464,-.41367632,1.3766466,-.45677617,.20015994,.9356367,-.66435397,-.68085653
KOR42,2020,-.48090708,.32712701,.72800297,-.11208854,.056337226,.79354727,.083752669,.90889376,-.73595279,-.75511211
KOR43,2016,3.7540746,-.60626054,-.49167117,-.65466833,-.45985812,-.45677617,.75614494,.32814208,.6797899,.71316403
KOR43,2020,.026378682,-.26985607,-.084133789,-.59234035,-.47182557,-.45677617,.50015175,.51068592,-.14127487,-.13836773
KOR44,2010,.34808776,-.46046063,-.35957521,-.621975,-.35162464,-.45677617,-.44831437,-.073799513,-.63545489,-.65088511
KOR44,2016,-.28903919,1.4895391,4.413609,-.20269285,1.9730104,2.2106063,.60406846,3.1129787,-1.0625315,-1.0938091
KOR44,2020,.44800037,1.6016155,1.4664786,-.4008801,1.2223281,.1205776,-.93437618,-.98235095,-.86496568,-.8889122
KOR45,2010,-.65278494,-.5686301,-.4035961,-.19381273,-.3466076,-.45677617,-.48146296,.027865015,-.88710123,-.91186917
KOR45,2016,-.58891827,-.43165621,-.2494581,.29561105,-.39416581,-.45677617,.33409905,.27004409,-.002473739,.0055838306
KOR45,2020,-.60765833,-.20658876,-.08081802,2.381218,-.11798704,.50567222,-.70049846,-.33670908,.93258268,.97533697
KOR46,2020,1.0956712,-.58758682,-.47097427,-.62807035,-.55505437,-.45677617,1.2826567,.063591331,1.5805452,1.6473434
KOR47,2020,-.56452405,-.20013595,-.52620041,.023547992,-.39574602,.62227386,-.089805618,.065078326,-.23813118,-.23881806
KOR48,2020,-.10935386,.91821754,.067161828,-.20228633,1.6972145,.99639851,-.91433072,-1.2130171,-.88694775,-.91171002
KOR49,2020,1.985911,-.54961091,-.41746253,-.455856,-.29306787,-.45677617,5.5972242,.86792105,1.9005517,1.9792243
KOR5,2010,1.2633426,-.11934837,.64796096,-.61223936,.10790733,-.45677617,-.4624666,-.038131975,-.64199585,-.65766877
KOR5,2016,.045845613,-.62101328,-.52620041,-.14299877,5.6739922,-.45677617,-.22112553,1.7591259,-.97717738,-1.0052878
KOR5,2020,.060253385,2.5904565,4.7914,-.42993245,1.9451475,.38734499,-.66525871,-.64313602,-.9356271,-.96219569
KOR50,2020,-.28170604,5.3989658,5.6995854,-.014891652,5.1640949,1.6447973,-.92387819,-2.6922443,-1.0884817,-1.1207222
KOR51,2020,-.0032622188,-.62101328,-.52620041,-.39638034,-.34457004,1.279809,.078471988,.02884271,.85781425,.89779419
KOR52,2020,-.50668573,-.62101328,-.52620041,-.48960224,-.52103764,.1230079,-.80430251,-.43722561,-.23152944,-.23197137
KOR53,2020,-.51064044,5.3989658,4.2129984,.53008264,3.0370917,-.45677617,-1.9314809,-5.1248674,-1.03844,-1.0688236
KOR54,2020,.7941944,.61175364,.3305794,-.34720659,-.15290868,2.3637803,-.60427743,-.28419366,1.7380844,1.8107283
KOR55,2020,.060998257,-.36430788,-.1399294,-.39532751,-.095335819,4.0523806,-.64128447,-.32285106,-.064155027,-.058386281
KOR56,2020,2.5932395,-.010472666,.40464458,-.52154678,.38795382,.6621002,2.3625624,1.7409772,-.28681514,-.28930852
KOR57,2020,-.29259405,-.24058336,-.33006114,-.30152562,-.40451041,-.45677617,.81411976,.34634897,.30068058,.31998721
KOR6,2016,-.53071958,.35140505,.38566822,-.17943062,.13205566,-.45677617,-.12327103,1.0349381,-.88198125,-.90655923
KOR6,2020,-.33577541,-.56879443,-.40398058,-.546413,-.39143223,-.45677617,-.080786221,.47999996,-.57972234,-.59308451
KOR7,2016,1.337646,2.3253112,2.1218543,-.60043335,1.3653572,-.45677617,.18482485,3.0843463,-1.0550439,-1.0860437
KOR7,2020,1.4158074,-.30367619,-.19737269,-.57454956,-.38530555,1.1061535,1.1729454,.33740288,.85188735,.8916474
KOR8,2016,-.4731715,-.55700868,-.37639585,.65514582,.039942492,-.45677617,2.2968357,1.7702605,-.2000396,-.19931297
KOR8,2020,-.51254886,-.29034442,-.016925424,.48664659,-.25648341,1.8830208,-.17612006,-.064089954,.17028829,.18475661
