"","HHID_panel","year","dsr_std","dar_std","tdr_std","afm_std","dailyincome_pc_std","assets_pc_std","lapc_std","dailyincome_pc_std","assets_pc_std","dsr_std","dar_std","afm_std","tdr_std","lapc_std","clust"
"369","KAR29",2020,-0.38484773,0.12283599,-0.45677617,1.0855138,0.0068807164,-0.59538829,-0.017062197,0.0068807164,-0.59538829,-0.38484773,0.12283599,1.0855138,-0.45677617,-0.017062197,"2"
"370","KAR3",2010,-0.13351624,-0.8535977,-0.45677617,-0.10851376,-0.63135266,1.2906241,-0.5959788,-0.63135266,1.2906241,-0.13351624,-0.8535977,-0.10851376,-0.45677617,-0.5959788,"2"
"371","KAR3",2016,-0.62101424,-1.1765707,-0.45677617,-0.13129149,0.80448532,0.054079268,-0.84719622,0.80448532,0.054079268,-0.62101424,-1.1765707,-0.13129149,-0.45677617,-0.84719622,"2"
"372","KAR3",2020,-0.48608899,-0.25109613,-0.45677617,-0.49173322,-0.88823551,0.32806003,-0.20352395,-0.88823551,0.32806003,-0.48608899,-0.25109613,-0.49173322,-0.45677617,-0.20352395,"2"
"373","KAR30",2010,-0.26189572,-0.40590742,-0.45677617,-0.32820812,-0.73364055,-0.30296731,-0.55474639,-0.73364055,-0.30296731,-0.26189572,-0.40590742,-0.32820812,-0.45677617,-0.55474639,"2"
"374","KAR30",2016,-0.15303089,-0.32181799,-0.45677617,-0.22948089,-0.16536689,-0.2337285,-0.4685933,-0.16536689,-0.2337285,-0.15303089,-0.32181799,-0.22948089,-0.45677617,-0.4685933,"2"
"375","KAR30",2020,-0.34182996,0.057401471,4.3594112,-0.74128383,-0.66085899,-0.38596645,-0.39205119,-0.66085899,-0.38596645,-0.34182996,0.057401471,-0.74128383,4.3594112,-0.39205119,"3"
"376","KAR31",2016,-0.43498185,-0.96050066,-0.45677617,2.4945536,0.40496328,0.21476355,-0.45212272,0.40496328,0.21476355,-0.43498185,-0.96050066,2.4945536,-0.45677617,-0.45212272,"2"
"377","KAR31",2020,-0.62101424,-0.65028989,-0.45677617,-1.3234605,-0.94183856,0.35581851,-0.33509758,-0.94183856,0.35581851,-0.62101424,-0.65028989,-1.3234605,-0.45677617,-0.33509758,"2"
"378","KAR32",2010,-0.043236632,0.58661336,-0.45677617,-0.44707939,-0.57755822,0.53164983,-0.26774743,-0.57755822,0.53164983,-0.043236632,0.58661336,-0.44707939,-0.45677617,-0.26774743,"4"
"379","KAR32",2016,0.37964076,2.3671288,-0.32311469,-0.50136632,-0.030654561,-0.56221122,0.48839691,-0.030654561,-0.56221122,0.37964076,2.3671288,-0.50136632,-0.32311469,0.48839691,"4"
"380","KAR32",2020,0.99342024,-0.15302335,1.8523995,-0.42260915,-0.57106453,-0.47935402,-0.36035782,-0.57106453,-0.47935402,0.99342024,-0.15302335,-0.42260915,1.8523995,-0.36035782,"3"
"381","KAR33",2010,-0.26533335,-0.7037974,-0.45677617,-0.41929531,-0.036098439,-0.56047076,-0.62121224,-0.036098439,-0.56047076,-0.26533335,-0.7037974,-0.41929531,-0.45677617,-0.62121224,"2"
"382","KAR33",2016,-0.30679122,-0.45804435,-0.45677617,-0.42742568,-0.83958799,-0.62797153,-0.6674673,-0.83958799,-0.62797153,-0.30679122,-0.45804435,-0.42742568,-0.45677617,-0.6674673,"2"
"383","KAR33",2020,1.5008373,0.69591409,0.089638293,0.13828452,-0.71588659,-0.57883257,0.27274403,-0.71588659,-0.57883257,1.5008373,0.69591409,0.13828452,0.089638293,0.27274403,"4"
"384","KAR34",2010,-0.46435314,-0.67780811,-0.45677617,-0.57934839,-0.65691096,-0.60331434,-0.69432473,-0.65691096,-0.60331434,-0.46435314,-0.67780811,-0.57934839,-0.45677617,-0.69432473,"2"
"385","KAR34",2016,-0.46439618,-0.75568509,-0.45677617,0.13485995,0.13961251,-0.61821949,-0.63685828,0.13961251,-0.61821949,-0.46439618,-0.75568509,0.13485995,-0.45677617,-0.63685828,"2"
"386","KAR34",2020,-0.44692066,-0.85533327,-0.077939294,1.1446489,-0.2397854,-0.54353809,-0.60690176,-0.2397854,-0.54353809,-0.44692066,-0.85533327,1.1446489,-0.077939294,-0.60690176,"2"
"387","KAR35",2010,-0.51495403,0.0095664188,-0.45677617,-1.0520495,-0.52589422,3.1380036,-0.14378749,-0.52589422,3.1380036,-0.51495403,0.0095664188,-1.0520495,-0.45677617,-0.14378749,"2"
"388","KAR35",2016,-0.44871965,0.40281501,-0.45677617,0.031426918,0.98779875,2.6303098,0.28157765,0.98779875,2.6303098,-0.44871965,0.40281501,0.031426918,-0.45677617,0.28157765,"1"
"389","KAR35",2020,-0.45711392,-0.93120116,-0.45677617,0.73007047,1.9625133,1.5730594,0.1245083,1.9625133,1.5730594,-0.45711392,-0.93120116,0.73007047,-0.45677617,0.1245083,"1"
"390","KAR36",2010,2.1352241,1.8294646,-0.45677617,-1.0239729,-0.66388631,3.9765363,1.3794106,-0.66388631,3.9765363,2.1352241,1.8294646,-1.0239729,-0.45677617,1.3794106,"4"
"391","KAR36",2016,0.055718649,-0.008898857,-0.45677617,0.25994766,0.48278749,1.3800063,1.5329721,0.48278749,1.3800063,0.055718649,-0.008898857,0.25994766,-0.45677617,1.5329721,"1"
"392","KAR36",2020,-0.62101424,2.6487215,-0.45677617,0.066376492,0.6695444,2.6621754,4.2613311,0.6695444,2.6621754,-0.62101424,2.6487215,0.066376492,-0.45677617,4.2613311,"4"
"393","KAR37",2016,-0.60966575,-0.72586232,-0.45677617,-0.47283089,-0.36031431,-0.60281277,-0.46050221,-0.36031431,-0.60281277,-0.60966575,-0.72586232,-0.47283089,-0.45677617,-0.46050221,"2"
"394","KAR37",2020,0.12788881,-0.15322056,-0.45677617,-0.29862079,-0.71973664,-0.54152387,-0.38837257,-0.71973664,-0.54152387,0.12788881,-0.15322056,-0.29862079,-0.45677617,-0.38837257,"2"
"395","KAR38",2010,-0.39141518,-0.94800895,-0.45677617,0.36554772,-0.098898903,0.81943494,-0.65101486,-0.098898903,0.81943494,-0.39141518,-0.94800895,0.36554772,-0.45677617,-0.65101486,"2"
"396","KAR38",2016,-0.62101424,-0.40342775,-0.45677617,1.1902201,3.8478045,1.7569402,-0.26239425,3.8478045,1.7569402,-0.62101424,-0.40342775,1.1902201,-0.45677617,-0.26239425,"1"
"397","KAR38",2020,-0.62101424,0.07602559,-0.45677617,-0.65120107,-0.55926633,2.3050439,-0.24439383,-0.55926633,2.3050439,-0.62101424,0.07602559,-0.65120107,-0.45677617,-0.24439383,"2"
"398","KAR39",2016,-0.58164245,1.3838812,-0.45677617,1.6015322,3.3518357,-0.59512901,0.62514919,3.3518357,-0.59512901,-0.58164245,1.3838812,1.6015322,-0.45677617,0.62514919,"4"
"399","KAR39",2020,-0.30152705,0.35255751,0.80878043,-0.73471147,-0.19531941,-0.50829428,0.14256708,-0.19531941,-0.50829428,-0.30152705,0.35255751,-0.73471147,0.80878043,0.14256708,"3"
"400","KAR4",2016,-0.56554085,-0.59921426,-0.45677617,3.7559574,4.8885489,1.0787103,0.12429769,4.8885489,1.0787103,-0.56554085,-0.59921426,3.7559574,-0.45677617,0.12429769,"1"
"401","KAR4",2020,-0.41321272,-0.26148543,1.1104386,0.11912117,2.4940181,1.3990872,0.92760551,2.4940181,1.3990872,-0.41321272,-0.26148543,0.11912117,1.1104386,0.92760551,"1"
"402","KAR40",2016,-0.49572435,-0.82543033,-0.45677617,-0.48420393,-0.6106596,-0.56514871,-0.72679436,-0.6106596,-0.56514871,-0.49572435,-0.82543033,-0.48420393,-0.45677617,-0.72679436,"2"
"403","KAR40",2020,-0.17809555,-0.83919173,-0.45677617,3.4543424,0.63429296,-0.21114759,-0.1216393,0.63429296,-0.21114759,-0.17809555,-0.83919173,3.4543424,-0.45677617,-0.1216393,"1"
"404","KAR41",2016,-0.62101424,-0.47143275,-0.45677617,-0.73113668,-0.71622485,-0.64824367,-0.78890598,-0.71622485,-0.64824367,-0.62101424,-0.47143275,-0.73113668,-0.45677617,-0.78890598,"2"
"405","KAR41",2020,-0.62101424,-0.19917987,0.53118008,-0.74265999,-1.22192,-0.55025452,-0.35953608,-1.22192,-0.55025452,-0.62101424,-0.19917987,-0.74265999,0.53118008,-0.35953608,"3"
"406","KAR42",2010,0.8061223,2.4765732,-0.45677617,-1.1655507,-0.10585262,-0.58211339,1.5788083,-0.10585262,-0.58211339,0.8061223,2.4765732,-1.1655507,-0.45677617,1.5788083,"4"
"407","KAR42",2016,-0.11126113,0.35763314,-0.45677617,-0.76042342,-0.82635784,-0.55302918,-0.3171508,-0.82635784,-0.55302918,-0.11126113,0.35763314,-0.76042342,-0.45677617,-0.3171508,"2"
"408","KAR42",2020,-0.32566786,0.029985258,1.2903367,0.56006795,1.6901647,-0.55339885,0.2898024,1.6901647,-0.55339885,-0.32566786,0.029985258,0.56006795,1.2903367,0.2898024,"2"
"409","KAR43",2010,-0.061016563,0.075121008,-0.45677617,-0.677957,-0.72279954,-0.14213309,-0.11597495,-0.72279954,-0.14213309,-0.061016563,0.075121008,-0.677957,-0.45677617,-0.11597495,"2"
"410","KAR43",2016,-0.62101424,2.6487215,-0.45677617,-0.16855048,-0.41489169,-0.070695713,0.79762155,-0.41489169,-0.070695713,-0.62101424,2.6487215,-0.16855048,-0.45677617,0.79762155,"4"
"411","KAR43",2020,-0.58852154,-0.98848259,-0.45677617,3.8657255,3.0470376,0.17166403,-0.3776015,3.0470376,0.17166403,-0.58852154,-0.98848259,3.8657255,-0.45677617,-0.3776015,"1"
"412","KAR44",2010,-0.43933558,0.75491923,1.3503993,0.44906607,0.15958573,1.1457186,1.0067881,0.15958573,1.1457186,-0.43933558,0.75491923,0.44906607,1.3503993,1.0067881,"1"
"413","KAR44",2016,0.094026975,-0.58624136,-0.45677617,-0.54197872,-0.75740939,1.1182277,-0.43075216,-0.75740939,1.1182277,0.094026975,-0.58624136,-0.54197872,-0.45677617,-0.43075216,"2"
"414","KAR44",2020,-0.5083214,-0.72433072,-0.45677617,0.25101846,1.9798377,1.1484427,-0.0042880266,1.9798377,1.1484427,-0.5083214,-0.72433072,0.25101846,-0.45677617,-0.0042880266,"1"
"415","KAR45",2010,0.06918288,-0.4953962,-0.45677617,-0.61527866,-0.28606907,1.244121,-0.31810117,-0.28606907,1.244121,0.06918288,-0.4953962,-0.61527866,-0.45677617,-0.31810117,"2"
"416","KAR45",2016,0.6914227,-0.11215641,-0.45677617,-0.090259939,-1.0523894,-0.47928429,0.41481131,-1.0523894,-0.47928429,0.6914227,-0.11215641,-0.090259939,-0.45677617,0.41481131,"2"
"417","KAR45",2020,-0.28958893,-0.091046661,-0.45677617,2.7017124,2.9633327,0.25063941,0.63383633,2.9633327,0.25063941,-0.28958893,-0.091046661,2.7017124,-0.45677617,0.63383633,"1"
"418","KAR46",2010,-0.62101424,-0.57805556,-0.45677617,0.046501346,-0.57306337,-0.56049812,-0.4369989,-0.57306337,-0.56049812,-0.62101424,-0.57805556,0.046501346,-0.45677617,-0.4369989,"2"
"419","KAR46",2016,-0.39432746,0.10766204,-0.45677617,-0.30645856,-0.28325996,-0.33078635,0.23475172,-0.28325996,-0.33078635,-0.39432746,0.10766204,-0.30645856,-0.45677617,0.23475172,"4"
"420","KAR46",2020,-0.42398843,-0.87052435,-0.45677617,2.2187691,0.69971246,-0.22300893,-0.35841256,0.69971246,-0.22300893,-0.42398843,-0.87052435,2.2187691,-0.45677617,-0.35841256,"2"
"421","KAR47",2010,-0.55532217,-0.92791224,-0.45677617,-0.43238458,-0.48151711,-0.62877172,-0.75385326,-0.48151711,-0.62877172,-0.55532217,-0.92791224,-0.43238458,-0.45677617,-0.75385326,"2"
"422","KAR47",2016,-0.2722092,-0.39477611,-0.45677617,-0.08751554,-0.4202345,-0.62760329,-0.57241517,-0.4202345,-0.62760329,-0.2722092,-0.39477611,-0.08751554,-0.45677617,-0.57241517,"2"
"423","KAR47",2020,-0.43207932,0.04850376,-0.45677617,0.44002616,-0.81028289,-0.55646139,0.23839395,-0.81028289,-0.55646139,-0.43207932,0.04850376,0.44002616,-0.45677617,0.23839395,"4"
"424","KAR48",2010,-0.58863288,-0.66033691,-0.45677617,-0.11285576,-0.54810733,-0.35348839,-0.014911818,-0.54810733,-0.35348839,-0.58863288,-0.66033691,-0.11285576,-0.45677617,-0.014911818,"2"
"425","KAR48",2016,-0.62101424,1.0304908,2.5069861,-0.39695257,-0.22546338,0.50758266,1.8299307,-0.22546338,0.50758266,-0.62101424,1.0304908,-0.39695257,2.5069861,1.8299307,"3"
"426","KAR48",2020,0.14359415,1.0679564,-0.32109246,-0.7149629,-0.43660817,-0.055075124,0.40797323,-0.43660817,-0.055075124,0.14359415,1.0679564,-0.7149629,-0.32109246,0.40797323,"4"
"427","KAR49",2010,-0.39150697,-0.69817919,-0.45677617,-0.51898742,-0.57862341,-0.64022619,-0.71656317,-0.57862341,-0.64022619,-0.39150697,-0.69817919,-0.51898742,-0.45677617,-0.71656317,"2"
"428","KAR49",2016,-0.30968928,-0.92844707,-0.45677617,-0.5252592,-0.65126479,-0.61997098,-0.75052035,-0.65126479,-0.61997098,-0.30968928,-0.92844707,-0.5252592,-0.45677617,-0.75052035,"2"
"429","KAR49",2020,1.2500188,-0.91374803,0.79669422,0.59410799,-0.98302573,-0.37197787,-0.50747716,-0.98302573,-0.37197787,1.2500188,-0.91374803,0.59410799,0.79669422,-0.50747716,"3"
"430","KAR5",2016,-0.57157362,-0.34154725,-0.45677617,0.048233401,0.52811545,-0.63795584,-0.64317256,0.52811545,-0.63795584,-0.57157362,-0.34154725,0.048233401,-0.45677617,-0.64317256,"2"
"431","KAR5",2020,-0.32675222,-0.53235364,-0.45677617,0.69572991,0.43853718,-0.15019138,0.070318677,0.43853718,-0.15019138,-0.32675222,-0.53235364,0.69572991,-0.45677617,0.070318677,"2"
"432","KAR50",2010,-0.27101567,-0.86931831,3.1156223,-0.43357092,-0.82733059,4.5935726,-0.58400476,-0.82733059,4.5935726,-0.27101567,-0.86931831,-0.43357092,3.1156223,-0.58400476,"2"
"433","KAR50",2016,-0.55814612,2.6487215,-0.053969145,-0.21537136,-0.18549146,-0.66721433,1.3688757,-0.18549146,-0.66721433,-0.55814612,2.6487215,-0.21537136,-0.053969145,1.3688757,"4"
"434","KAR50",2020,0.18586266,0.0048130709,-0.45677617,-0.055468537,-0.62145358,-0.61297315,0.06723424,-0.62145358,-0.61297315,0.18586266,0.0048130709,-0.055468537,-0.45677617,0.06723424,"2"
"435","KAR51",2020,-0.41588241,-0.90613455,-0.27820513,0.46369761,0.78075612,-0.47594082,-0.68202806,0.78075612,-0.47594082,-0.41588241,-0.90613455,0.46369761,-0.27820513,-0.68202806,"2"
"436","KAR52",2020,-0.62101424,-1.0653822,5.6402774,-0.83634132,-1.0626991,-0.63784719,-0.78398055,-1.0626991,-0.63784719,-0.62101424,-1.0653822,-0.83634132,5.6402774,-0.78398055,"3"
"437","KAR53",2020,-0.5251323,-0.39862534,2.9613459,1.936689,2.061168,-0.015209743,0.47921196,2.061168,-0.015209743,-0.5251323,-0.39862534,1.936689,2.9613459,0.47921196,"3"
"438","KAR54",2020,-0.43745512,-0.66708463,-0.45677617,0.47702414,1.0893736,-0.44888964,-0.46220428,1.0893736,-0.44888964,-0.43745512,-0.66708463,0.47702414,-0.45677617,-0.46220428,"2"
"439","KAR55",2020,-0.37136254,0.15057948,-0.45677617,-0.49569562,0.30660397,-0.3130157,0.31053963,0.30660397,-0.3130157,-0.37136254,0.15057948,-0.49569562,-0.45677617,0.31053963,"4"
"440","KAR56",2020,3.0507591,1.0894028,0.036268651,-1.600289,-0.73568928,-0.52741212,0.90073192,-0.73568928,-0.52741212,3.0507591,1.0894028,-1.600289,0.036268651,0.90073192,"4"
"441","KAR57",2020,0.34688136,0.057528634,-0.45677617,-0.34280801,0.036024619,-0.53771913,0.07597097,0.036024619,-0.53771913,0.34688136,0.057528634,-0.34280801,-0.45677617,0.07597097,"4"
"442","KAR58",2020,-0.1144518,-0.70122451,0.56129479,-0.2569249,-0.88623655,0.31382236,-0.21232373,-0.88623655,0.31382236,-0.1144518,-0.70122451,-0.2569249,0.56129479,-0.21232373,"3"
"443","KAR59",2020,-0.21079424,0.64500326,-0.45677617,-0.44296676,0.91288298,0.2166262,1.3676566,0.91288298,0.2166262,-0.21079424,0.64500326,-0.44296676,-0.45677617,1.3676566,"4"
"444","KAR6",2010,-0.40011948,-0.91851526,0.61303294,-0.51526231,-0.851412,-0.60364586,-0.70367712,-0.851412,-0.60364586,-0.40011948,-0.91851526,-0.51526231,0.61303294,-0.70367712,"3"
"445","KAR6",2016,-0.00248121,-0.96007377,4.6530719,-0.10797595,-0.78146648,-0.63578296,-0.72041589,-0.78146648,-0.63578296,-0.00248121,-0.96007377,-0.10797595,4.6530719,-0.72041589,"3"
"446","KAR6",2020,0.5619275,-0.37120914,0.59060979,-0.14951368,-0.87259537,-0.56364328,-0.44885778,-0.87259537,-0.56364328,0.5619275,-0.37120914,-0.14951368,0.59060979,-0.44885778,"3"
"447","KAR60",2020,0.12086726,-0.11935836,0.50374883,-0.80440503,-0.039125733,-0.5119912,-0.19517927,-0.039125733,-0.5119912,0.12086726,-0.11935836,-0.80440503,0.50374883,-0.19517927,"3"
"448","KAR61",2020,-0.27583236,-0.29568541,3.0080433,0.62415403,0.41921321,-0.45074108,0.39024428,0.41921321,-0.45074108,-0.27583236,-0.29568541,0.62415403,3.0080433,0.39024428,"3"
"449","KAR62",2020,0.10401984,0.15850604,0.10182912,-0.9041841,-0.83537614,0.12148985,0.38701612,-0.83537614,0.12148985,0.10401984,0.15850604,-0.9041841,0.10182912,0.38701612,"4"
"450","KAR63",2020,-0.55568081,-1.0643294,-0.45677617,0.38493252,0.59775817,-0.49134675,-0.78108925,0.59775817,-0.49134675,-0.55568081,-1.0643294,0.38493252,-0.45677617,-0.78108925,"2"
"451","KAR64",2020,-0.2742357,-0.52384818,-0.35347888,-1.2307836,-0.61701095,-0.58214009,-0.63880408,-0.61701095,-0.58214009,-0.2742357,-0.52384818,-1.2307836,-0.35347888,-0.63880408,"2"
"452","KAR65",2020,-0.41796449,-0.23468468,-0.40308473,-0.45769319,-0.32103774,-0.39611319,0.70654011,-0.32103774,-0.39611319,-0.41796449,-0.23468468,-0.45769319,-0.40308473,0.70654011,"4"
"453","KAR7",2010,0.37268862,-0.52481711,-0.45677617,-0.34752965,-0.62203383,0.40549833,-0.32876238,-0.62203383,0.40549833,0.37268862,-0.52481711,-0.34752965,-0.45677617,-0.32876238,"2"
"454","KAR7",2016,-0.11781127,-0.22634371,-0.45677617,0.45371652,1.388148,-0.54268873,0.44003966,1.388148,-0.54268873,-0.11781127,-0.22634371,0.45371652,-0.45677617,0.44003966,"4"
"455","KAR7",2020,-0.43129322,-0.84467,-0.45677617,0.69523954,-0.60285205,-0.62384039,-0.62009066,-0.60285205,-0.62384039,-0.43129322,-0.84467,0.69523954,-0.45677617,-0.62009066,"2"
"456","KAR8",2010,-0.62101424,-0.91634673,-0.45677617,-0.69931114,-0.93492573,-0.64029956,-0.76396775,-0.93492573,-0.64029956,-0.62101424,-0.91634673,-0.69931114,-0.45677617,-0.76396775,"2"
"457","KAR8",2016,-0.57214016,-0.70001137,-0.45677617,-0.44113979,-0.48022351,-0.64114308,-0.80933726,-0.48022351,-0.64114308,-0.57214016,-0.70001137,-0.44113979,-0.45677617,-0.80933726,"2"
"458","KAR8",2020,-0.34694883,-0.55915964,4.0187407,0.016407851,-0.50962639,-0.53487122,-0.53645051,-0.50962639,-0.53487122,-0.34694883,-0.55915964,0.016407851,4.0187407,-0.53645051,"3"
"459","KAR9",2010,0.89807147,1.7974173,1.7660494,-0.87303084,-0.27359107,-0.61304063,0.57957697,-0.27359107,-0.61304063,0.89807147,1.7974173,-0.87303084,1.7660494,0.57957697,"4"
"460","KAR9",2016,-0.1585016,0.049015049,-0.45677617,1.8148599,1.603572,-0.56124812,0.62514919,1.603572,-0.56124812,-0.1585016,0.049015049,1.8148599,-0.45677617,0.62514919,"4"
"461","KAR9",2020,-0.56182849,-1.0399104,0.9325431,1.4293625,0.32574999,-0.5812695,-0.70562428,0.32574999,-0.5812695,-0.56182849,-1.0399104,1.4293625,0.9325431,-0.70562428,"2"
"462","KOR1",2010,-0.52581459,0.20940478,-0.45677617,-0.72541058,-0.17560688,-0.2835331,-0.14930452,-0.17560688,-0.2835331,-0.52581459,0.20940478,-0.72541058,-0.45677617,-0.14930452,"2"
"463","KOR1",2016,1.3812051,2.6487215,-0.45677617,-1.377692,-0.76923972,0.14066744,1.0132182,-0.76923972,0.14066744,1.3812051,2.6487215,-1.377692,-0.45677617,1.0132182,"4"
"464","KOR1",2020,-0.026453568,-0.48219869,3.2479484,1.2527798,0.23555246,0.096144415,0.45322195,0.23555246,0.096144415,-0.026453568,-0.48219869,1.2527798,3.2479484,0.45322195,"3"
"465","KOR10",2010,-0.61139596,-0.7157141,-0.45677617,0.16197178,0.41269958,-0.094331197,-0.54638487,0.41269958,-0.094331197,-0.61139596,-0.7157141,0.16197178,-0.45677617,-0.54638487,"2"
"466","KOR10",2016,-0.53847855,-0.50811243,-0.45677617,-0.99929696,0.14786427,-0.17031276,-0.38088191,0.14786427,-0.17031276,-0.53847855,-0.50811243,-0.99929696,-0.45677617,-0.38088191,"2"
"467","KOR10",2020,-0.25736636,1.0341905,-0.45677617,-0.64068216,-0.90674657,-0.20823959,-0.60319072,-0.90674657,-0.20823959,-0.25736636,1.0341905,-0.64068216,-0.45677617,-0.60319072,"2"
"468","KOR11",2010,-0.44626495,-0.60365826,-0.45677617,-0.5489623,-0.44067287,1.3798594,-0.58797932,-0.44067287,1.3798594,-0.44626495,-0.60365826,-0.5489623,-0.45677617,-0.58797932,"2"
"469","KOR11",2016,0.44661534,0.89444041,-0.45677617,1.0982313,-0.81045389,1.4435074,2.938833,-0.81045389,1.4435074,0.44661534,0.89444041,1.0982313,-0.45677617,2.938833,"4"
"470","KOR11",2020,-0.15865016,-0.14675809,-0.45677617,1.6598763,0.51795173,0.57825285,0.22062472,0.51795173,0.57825285,-0.15865016,-0.14675809,1.6598763,-0.45677617,0.22062472,"1"
"471","KOR12",2016,-0.30454496,-0.7410385,-0.45677617,0.60276037,-0.62345082,0.1737601,-0.53010392,-0.62345082,0.1737601,-0.30454496,-0.7410385,0.60276037,-0.45677617,-0.53010392,"2"
"472","KOR12",2020,-0.44704312,-0.61824489,0.012027013,1.6384274,0.088261485,0.70152599,-0.2274726,0.088261485,0.70152599,-0.44704312,-0.61824489,1.6384274,0.012027013,-0.2274726,"2"
"473","KOR13",2016,-0.57413298,-0.91522771,-0.45677617,1.8240184,-0.72156024,-0.37127581,-0.58114165,-0.72156024,-0.37127581,-0.57413298,-0.91522771,1.8240184,-0.45677617,-0.58114165,"2"
"474","KOR13",2020,1.6765006,-0.80201364,0.22370625,-0.54092681,-1.0601176,-0.34669501,-0.5305655,-1.0601176,-0.34669501,1.6765006,-0.80201364,-0.54092681,0.22370625,-0.5305655,"3"
"475","KOR14",2010,0.0096345842,-0.39589882,-0.45677617,-0.49855864,-0.69681484,0.1862651,-0.55414277,-0.69681484,0.1862651,0.0096345842,-0.39589882,-0.49855864,-0.45677617,-0.55414277,"2"
"476","KOR14",2016,-0.37006116,-0.57747841,-0.45677617,2.3064632,-0.16799979,-0.20478685,0.3293905,-0.16799979,-0.20478685,-0.37006116,-0.57747841,2.3064632,-0.45677617,0.3293905,"2"
"477","KOR14",2020,-0.010478742,-0.72858804,1.5487579,0.045006555,-0.93590808,-0.2282778,-0.45492247,-0.93590808,-0.2282778,-0.010478742,-0.72858804,0.045006555,1.5487579,-0.45492247,"3"
"478","KOR15",2010,-0.53616607,-0.99813139,1.7660494,0.36285868,-0.39837119,-0.53086883,-0.70451891,-0.39837119,-0.53086883,-0.53616607,-0.99813139,0.36285868,1.7660494,-0.70451891,"3"
"479","KOR15",2016,-0.15693708,1.3976597,-0.45677617,-0.36234307,-0.60768175,-0.63851327,-0.12589939,-0.60768175,-0.63851327,-0.15693708,1.3976597,-0.36234307,-0.45677617,-0.12589939,"4"
"480","KOR15",2020,-0.34236684,1.8337436,-0.45677617,0.74131697,0.77508354,-0.32811022,2.2493546,0.77508354,-0.32811022,-0.34236684,1.8337436,0.74131697,-0.45677617,2.2493546,"4"
"481","KOR16",2010,0.13175185,-0.51878238,-0.45677617,-0.34483269,-0.89749169,-0.49175823,-0.53806198,-0.89749169,-0.49175823,0.13175185,-0.51878238,-0.34483269,-0.45677617,-0.53806198,"2"
"482","KOR16",2016,-0.57391661,-0.68674606,-0.45677617,-0.50283736,-0.86806858,-0.19854638,-0.20755593,-0.86806858,-0.19854638,-0.57391661,-0.68674606,-0.50283736,-0.45677617,-0.20755593,"2"
"483","KOR16",2020,-0.39134595,0.72333378,0.62171221,-0.073398091,0.17376417,-0.20818663,2.0787446,0.17376417,-0.20818663,-0.39134595,0.72333378,-0.073398091,0.62171221,2.0787446,"4"
"484","KOR17",2010,-0.32427633,1.7292633,-0.45677617,-0.384931,-0.48090392,0.48778844,-0.33298337,-0.48090392,0.48778844,-0.32427633,1.7292633,-0.384931,-0.45677617,-0.33298337,"4"
"485","KOR17",2016,3.7040212,2.6487215,-0.45677617,-0.84303224,-0.78677428,0.0018326873,4.025353,-0.78677428,0.0018326873,3.7040212,2.6487215,-0.84303224,-0.45677617,4.025353,"4"
"486","KOR17",2020,-0.50275129,-0.90594631,-0.45677617,0.54552341,-0.64680916,-0.53215235,-0.67612898,-0.64680916,-0.53215235,-0.50275129,-0.90594631,0.54552341,-0.45677617,-0.67612898,"2"
"487","KOR18",2016,-0.53947848,-0.36801821,-0.45677617,0.86599344,-0.48007044,-0.12951481,-0.13276443,-0.48007044,-0.12951481,-0.53947848,-0.36801821,0.86599344,-0.45677617,-0.13276443,"2"
"488","KOR18",2020,1.4061683,-0.50599897,-0.077599026,-0.24351926,-0.94143927,-0.49578622,-0.3926084,-0.94143927,-0.49578622,1.4061683,-0.50599897,-0.24351926,-0.077599026,-0.3926084,"3"
"489","KOR19",2010,-0.066326886,-0.18229835,-0.45677617,-0.80679351,-0.89158642,-0.44701132,-0.49173322,-0.89158642,-0.44701132,-0.066326886,-0.18229835,-0.80679351,-0.45677617,-0.49173322,"2"
"490","KOR19",2016,-0.31627801,2.6487215,-0.45677617,-1.8287069,-0.77349788,-0.59163058,-0.62393832,-0.77349788,-0.59163058,-0.31627801,2.6487215,-1.8287069,-0.45677617,-0.62393832,"4"
"491","KOR19",2020,-0.50630492,-0.54326528,-0.45677617,-0.97288114,-0.99781716,-0.0054286993,-0.6136055,-0.99781716,-0.0054286993,-0.50630492,-0.54326528,-0.97288114,-0.45677617,-0.6136055,"2"
"492","KOR2",2010,-0.49607873,-0.33084285,-0.45677617,-0.27698988,-0.65237927,0.23963919,-0.28279698,-0.65237927,0.23963919,-0.49607873,-0.33084285,-0.27698988,-0.45677617,-0.28279698,"2"
"493","KOR2",2016,-0.16426997,0.92440319,-0.45677617,-0.4226566,0.23496646,-0.68243194,-0.42652705,0.23496646,-0.68243194,-0.16426997,0.92440319,-0.4226566,-0.45677617,-0.42652705,"4"
"494","KOR2",2020,-0.60217863,-1.0460159,-0.45677617,0.37177998,-0.27416953,-0.63633484,-0.7713387,-0.27416953,-0.63633484,-0.60217863,-1.0460159,0.37177998,-0.45677617,-0.7713387,"2"
"495","KOR20",2010,-0.48838317,-0.43184131,-0.45677617,-0.047931325,0.10341008,3.560909,0.13649875,0.10341008,3.560909,-0.48838317,-0.43184131,-0.047931325,-0.45677617,0.13649875,"2"
