"","HHID_panel","year","dsr_std","dar_std","tdr_std","afm_std","dailyincome_pc_std","assets_pc_std","lapc_std","dailyincome_pc_std","assets_pc_std","dsr_std","dar_std","afm_std","tdr_std","lapc_std","clust"
"746","KUV8",2010,0.31953901,2.6487215,1.9248228,-0.52562302,0.1452626,2.3533373,2.874893,0.1452626,2.3533373,0.31953901,2.6487215,-0.52562302,1.9248228,2.874893,"4"
"747","KUV9",2010,0.39990816,-0.69721073,0.09893024,-0.45474315,-0.88019562,0.27714524,-0.52158129,-0.88019562,0.27714524,0.39990816,-0.69721073,-0.45474315,0.09893024,-0.52158129,"3"
"748","KUV9",2016,-0.069253936,-0.27031678,-0.45677617,-0.42756805,-0.32772845,-0.19383253,-0.28911233,-0.32772845,-0.19383253,-0.069253936,-0.27031678,-0.42756805,-0.45677617,-0.28911233,"2"
"749","KUV9",2020,-0.35131851,-0.84234935,1.7385809,0.94731307,-0.50467455,-0.18488395,-0.4888407,-0.50467455,-0.18488395,-0.35131851,-0.84234935,0.94731307,1.7385809,-0.4888407,"3"
"750","MAN1",2010,-0.62101424,-1.113758,-0.45677617,-0.43515271,-0.32849431,-0.34716746,-0.78774732,-0.32849431,-0.34716746,-0.62101424,-1.113758,-0.43515271,-0.45677617,-0.78774732,"2"
"751","MAN1",2016,0.081023157,-0.3695479,-0.13924754,-0.43168071,-0.60117632,-0.53684449,-0.21508217,-0.60117632,-0.53684449,0.081023157,-0.3695479,-0.43168071,-0.13924754,-0.21508217,"3"
"752","MAN1",2020,2.4903858,-0.38527969,-0.45677617,-1.377257,-1.0612032,-0.55586016,-0.50698215,-1.0612032,-0.55586016,2.4903858,-0.38527969,-1.377257,-0.45677617,-0.50698215,"4"
"753","MAN10",2010,-0.48720556,-0.22822875,-0.45677617,1.0317093,0.55241853,-0.18113585,-0.33973706,0.55241853,-0.18113585,-0.48720556,-0.22822875,1.0317093,-0.45677617,-0.33973706,"2"
"754","MAN10",2016,-0.36051843,0.87238204,1.2509944,-0.45899814,-0.2785641,-0.64222401,-0.38726565,-0.2785641,-0.64222401,-0.36051843,0.87238204,-0.45899814,1.2509944,-0.38726565,"3"
"755","MAN10",2020,0.97779161,-0.11513826,1.9094373,-0.71527135,-0.96109509,-0.4987883,-0.28729433,-0.96109509,-0.4987883,0.97779161,-0.11513826,-0.71527135,1.9094373,-0.28729433,"3"
"756","MAN11",2016,-0.44380602,-0.46637371,-0.45677617,-0.041446,-0.58972365,-0.61167812,-0.53590328,-0.58972365,-0.61167812,-0.44380602,-0.46637371,-0.041446,-0.45677617,-0.53590328,"2"
"757","MAN11",2020,0.27862963,-0.54532045,2.3315845,-0.0035701154,-0.33505264,-0.38158897,-0.019236825,-0.33505264,-0.38158897,0.27862963,-0.54532045,-0.0035701154,2.3315845,-0.019236825,"3"
"758","MAN12",2010,-0.42151505,-0.34694579,-0.45677617,-0.47438103,-0.77549309,0.39843133,-0.23571016,-0.77549309,0.39843133,-0.42151505,-0.34694579,-0.47438103,-0.45677617,-0.23571016,"2"
"759","MAN12",2016,-0.46074286,-0.33943254,-0.45677617,-0.76532698,-0.53752601,-0.64195955,-0.65906429,-0.53752601,-0.64195955,-0.46074286,-0.33943254,-0.76532698,-0.45677617,-0.65906429,"2"
"760","MAN12",2020,0.44074577,0.11897916,-0.45677617,-0.95374149,-0.46238345,-0.54422337,-0.25755244,-0.46238345,-0.54422337,0.44074577,0.11897916,-0.95374149,-0.45677617,-0.25755244,"2"
"761","MAN13",2010,-0.32059878,-0.35686523,-0.45677617,-0.31493694,-0.55227959,-0.52999437,-0.54809976,-0.55227959,-0.52999437,-0.32059878,-0.35686523,-0.31493694,-0.45677617,-0.54809976,"2"
"762","MAN13",2016,0.83927155,2.6487215,-0.45677617,-0.86819059,-0.92828435,-0.59459507,0.73148322,-0.92828435,-0.59459507,0.83927155,2.6487215,-0.86819059,-0.45677617,0.73148322,"4"
"763","MAN13",2020,-0.19115461,-0.65726662,-0.11478847,0.81036991,0.31749234,-0.49539986,-0.21716882,0.31749234,-0.49539986,-0.19115461,-0.65726662,0.81036991,-0.11478847,-0.21716882,"2"
"764","MAN14",2010,-0.54722542,-1.0014199,-0.45677617,0.20903784,-0.073942877,-0.57234979,-0.69857401,-0.073942877,-0.57234979,-0.54722542,-1.0014199,0.20903784,-0.45677617,-0.69857401,"2"
"765","MAN14",2016,0.4315457,-0.4096905,-0.45677617,1.2573354,-0.68553793,-0.3853837,0.32062179,-0.68553793,-0.3853837,0.4315457,-0.4096905,1.2573354,-0.45677617,0.32062179,"2"
"766","MAN14",2020,-0.51163411,-0.56798035,1.1857125,0.40131193,0.30469972,-0.54912609,-0.54783124,0.30469972,-0.54912609,-0.51163411,-0.56798035,0.40131193,1.1857125,-0.54783124,"3"
"767","MAN15",2010,-0.024117501,0.069312841,-0.45677617,-0.87488943,-0.32209072,0.13783611,0.11655898,-0.32209072,0.13783611,-0.024117501,0.069312841,-0.87488943,-0.45677617,0.11655898,"4"
"768","MAN15",2016,2.8892629,0.42853948,-0.45677617,-1.0726365,-0.86229122,-0.15540473,3.3172257,-0.86229122,-0.15540473,2.8892629,0.42853948,-1.0726365,-0.45677617,3.3172257,"4"
"769","MAN15",2020,-0.23642129,-0.64853573,2.1222169,0.022474004,0.2920998,-0.49884027,-0.38487226,0.2920998,-0.49884027,-0.23642129,-0.64853573,0.022474004,2.1222169,-0.38487226,"3"
"770","MAN16",2010,-0.11934967,-0.65002376,1.3455149,-0.59649497,-0.77271158,-0.53758478,-0.62723535,-0.77271158,-0.53758478,-0.11934967,-0.65002376,-0.59649497,1.3455149,-0.62723535,"3"
"771","MAN16",2016,0.046066612,-0.69467121,-0.45677617,-0.69209814,-0.6912052,-0.52434254,-0.3204315,-0.6912052,-0.52434254,0.046066612,-0.69467121,-0.69209814,-0.45677617,-0.3204315,"2"
"772","MAN16",2020,0.41746801,0.25723177,0.067477122,-0.31368732,-0.57517296,-0.46566176,0.30150694,-0.57517296,-0.46566176,0.41746801,0.25723177,-0.31368732,0.067477122,0.30150694,"3"
"773","MAN17",2010,-0.3291693,0.1149111,-0.45677617,-0.12852336,-0.67783719,1.342316,0.043446518,-0.67783719,1.342316,-0.3291693,0.1149111,-0.12852336,-0.45677617,0.043446518,"2"
"774","MAN17",2016,-0.39346287,-0.028911961,2.7441165,0.44379082,0.9191494,-0.63617057,-0.24001066,0.9191494,-0.63617057,-0.39346287,-0.028911961,0.44379082,2.7441165,-0.24001066,"3"
"775","MAN17",2020,-0.52317464,-1.0520896,-0.45677617,-0.7928105,-0.65810347,-0.55421817,-0.80443978,-0.65810347,-0.55421817,-0.52317464,-1.0520896,-0.7928105,-0.45677617,-0.80443978,"2"
"776","MAN18",2010,-0.47455329,-0.578444,-0.45677617,0.51328659,0.56032795,1.1634144,-0.51558924,0.56032795,1.1634144,-0.47455329,-0.578444,0.51328659,-0.45677617,-0.51558924,"2"
"777","MAN18",2016,-0.41582957,-0.56167394,-0.45677617,0.98227054,0.45873976,1.5630225,-0.052203692,0.45873976,1.5630225,-0.41582957,-0.56167394,0.98227054,-0.45677617,-0.052203692,"2"
"778","MAN18",2020,-0.11382802,-0.45179334,0.81202942,-0.021309854,0.17372066,0.78939319,-0.11700933,0.17372066,0.78939319,-0.11382802,-0.45179334,-0.021309854,0.81202942,-0.11700933,"3"
"779","MAN19",2010,1.2598474,2.6487215,-0.45677617,-1.1184846,1.0241656,0.25664988,6.7963796,1.0241656,0.25664988,1.2598474,2.6487215,-1.1184846,-0.45677617,6.7963796,"4"
"780","MAN19",2016,0.45058188,2.6487215,-0.45677617,-1.3383055,0.18282942,-0.12764311,4.4423318,0.18282942,-0.12764311,0.45058188,2.6487215,-1.3383055,-0.45677617,4.4423318,"4"
"781","MAN19",2020,3.135886,2.6487215,-0.16525748,-1.3452417,-0.69269484,-0.18576661,3.1190817,-0.69269484,-0.18576661,3.135886,2.6487215,-1.3452417,-0.16525748,3.1190817,"4"
"782","MAN2",2010,0.040523011,-0.27676013,0.6817444,-0.070368968,-0.24536106,1.4642216,0.51535422,-0.24536106,1.4642216,0.040523011,-0.27676013,-0.070368968,0.6817444,0.51535422,"3"
"783","MAN2",2016,-0.20708348,0.27334338,-0.45677617,0.26355413,1.275476,0.12663125,0.61034864,1.275476,0.12663125,-0.20708348,0.27334338,0.26355413,-0.45677617,0.61034864,"4"
"784","MAN2",2020,-0.54069513,-0.20376499,-0.45677617,-0.19535385,-0.34642562,-0.51275182,-0.17981704,-0.34642562,-0.51275182,-0.54069513,-0.20376499,-0.19535385,-0.45677617,-0.17981704,"2"
"785","MAN20",2010,-0.62101424,-0.187271,-0.45677617,-0.7499283,-0.33598113,0.26359022,-0.47266823,-0.33598113,0.26359022,-0.62101424,-0.187271,-0.7499283,-0.45677617,-0.47266823,"2"
"786","MAN20",2016,-0.60852486,-0.12812063,-0.45677617,3.8657255,4.8885489,-0.15895925,-0.057200056,4.8885489,-0.15895925,-0.60852486,-0.12812063,3.8657255,-0.45677617,-0.057200056,"1"
"787","MAN20",2020,-0.5137288,-0.58755809,-0.45677617,0.060998421,-0.88390899,-0.38640866,-0.52865797,-0.88390899,-0.38640866,-0.5137288,-0.58755809,0.060998421,-0.45677617,-0.52865797,"2"
"788","MAN21",2010,-0.076925591,-0.52707726,-0.45677617,-0.5925405,-0.6728875,-0.38193247,-0.58859354,-0.6728875,-0.38193247,-0.076925591,-0.52707726,-0.5925405,-0.45677617,-0.58859354,"2"
"789","MAN21",2016,-0.0056216693,-0.070762977,-0.45677617,0.20965473,-0.81733763,-0.59549886,-0.19278479,-0.81733763,-0.59549886,-0.0056216693,-0.070762977,0.20965473,-0.45677617,-0.19278479,"2"
"790","MAN21",2020,1.043565,1.9366362,-0.45677617,-1.212332,-0.57594019,-0.58184487,0.51102066,-0.57594019,-0.58184487,1.043565,1.9366362,-1.212332,-0.45677617,0.51102066,"4"
"791","MAN22",2010,-0.32966408,0.44506884,-0.45677617,-0.47390649,-0.70573884,-0.60861462,-0.36199531,-0.70573884,-0.60861462,-0.32966408,0.44506884,-0.47390649,-0.45677617,-0.36199531,"2"
"792","MAN22",2016,-0.41867208,-0.27757147,0.92288625,-0.37882531,-0.34584108,-0.36570817,-0.34915727,-0.34584108,-0.36570817,-0.41867208,-0.27757147,-0.37882531,0.92288625,-0.34915727,"3"
"793","MAN22",2020,0.016236683,-0.053458765,3.6903048,-0.60915715,-0.63735181,-0.50838965,-0.12112964,-0.63735181,-0.50838965,0.016236683,-0.053458765,-0.60915715,3.6903048,-0.12112964,"3"
"794","MAN23",2010,-0.57951629,-0.98096609,-0.45677617,0.064921252,-0.36814058,-0.50827283,-0.72439915,-0.36814058,-0.50827283,-0.57951629,-0.98096609,0.064921252,-0.45677617,-0.72439915,"2"
"795","MAN23",2016,-0.62101424,2.6487215,-0.45677617,-0.66439319,-0.42725214,-0.6938107,-0.08999037,-0.42725214,-0.6938107,-0.62101424,2.6487215,-0.66439319,-0.45677617,-0.08999037,"4"
"796","MAN23",2020,0.17233776,-0.4230397,-0.45677617,-0.84223348,-0.62900925,-0.59192681,-0.43178448,-0.62900925,-0.59192681,0.17233776,-0.4230397,-0.84223348,-0.45677617,-0.43178448,"2"
"797","MAN24",2016,-0.29446822,0.25817889,-0.45677617,-0.27118471,-0.19591925,-0.60631078,0.010971292,-0.19591925,-0.60631078,-0.29446822,0.25817889,-0.27118471,-0.45677617,0.010971292,"4"
"798","MAN24",2020,0.19387755,0.3100656,-0.45677617,-1.0387546,-0.43048263,-0.48126444,-0.12142702,-0.43048263,-0.48126444,0.19387755,0.3100656,-1.0387546,-0.45677617,-0.12142702,"2"
"799","MAN25",2010,0.071366526,0.381349,-0.45677617,-0.68449765,-0.77828324,-0.63776594,-0.41516802,-0.77828324,-0.63776594,0.071366526,0.381349,-0.68449765,-0.45677617,-0.41516802,"2"
"800","MAN25",2016,-0.29786655,2.6487215,-0.45677617,0.060041439,1.1842399,-0.70143938,0.10001449,1.1842399,-0.70143938,-0.29786655,2.6487215,0.060041439,-0.45677617,0.10001449,"4"
"801","MAN25",2020,-0.097490191,-0.56080717,1.2531081,-0.25653735,-0.3257319,-0.48971426,-0.35411912,-0.3257319,-0.48971426,-0.097490191,-0.56080717,-0.25653735,1.2531081,-0.35411912,"3"
"802","MAN26",2010,-0.52816945,0.36900195,-0.45677617,0.067333475,-0.0053137732,-0.66874361,-0.51428246,-0.0053137732,-0.66874361,-0.52816945,0.36900195,0.067333475,-0.45677617,-0.51428246,"4"
"803","MAN26",2016,-0.56267267,0.55827379,0.65449035,-0.37558264,0.27651361,-0.69172519,-0.63302416,0.27651361,-0.69172519,-0.56267267,0.55827379,-0.37558264,0.65449035,-0.63302416,"3"
"804","MAN26",2020,-0.5241738,-0.98675239,0.29818508,0.66654593,-0.4217051,-0.59746987,-0.67595965,-0.4217051,-0.59746987,-0.5241738,-0.98675239,0.66654593,0.29818508,-0.67595965,"3"
"805","MAN27",2016,-0.57086718,-0.72955841,-0.45677617,0.12966378,0.41835728,-0.54789776,-0.6823265,0.41835728,-0.54789776,-0.57086718,-0.72955841,0.12966378,-0.45677617,-0.6823265,"2"
"806","MAN27",2020,2.0212018,-0.4625167,0.053554337,-0.1035074,-0.84509385,-0.51463157,-0.13918841,-0.84509385,-0.51463157,2.0212018,-0.4625167,-0.1035074,0.053554337,-0.13918841,"3"
"807","MAN28",2010,2.8212397,0.92887771,-0.45677617,-1.330705,-0.74775553,2.0010495,0.2109939,-0.74775553,2.0010495,2.8212397,0.92887771,-1.330705,-0.45677617,0.2109939,"4"
"808","MAN28",2016,-0.22256623,0.9331187,0.21007453,0.83608973,3.8010948,0.13320725,2.0974946,3.8010948,0.13320725,-0.22256623,0.9331187,0.83608973,0.21007453,2.0974946,"4"
"809","MAN28",2020,-0.077551454,1.1496053,-0.45677617,-0.42674553,0.57517833,-0.50114894,1.1451348,0.57517833,-0.50114894,-0.077551454,1.1496053,-0.42674553,-0.45677617,1.1451348,"4"
"810","MAN29",2010,-0.48740453,-1.0806987,-0.45677617,-0.17354101,-0.45247063,-0.47367853,-0.78139836,-0.45247063,-0.47367853,-0.48740453,-1.0806987,-0.17354101,-0.45677617,-0.78139836,"2"
"811","MAN3",2016,0.18374875,0.83417213,-0.45677617,-0.037380807,-0.27422741,-0.54739642,0.55248624,-0.27422741,-0.54739642,0.18374875,0.83417213,-0.037380807,-0.45677617,0.55248624,"4"
"812","MAN3",2020,-0.54805189,0.21371007,3.2564969,3.6969645,4.8885489,-0.18139513,0.68354678,4.8885489,-0.18139513,-0.54805189,0.21371007,3.6969645,3.2564969,0.68354678,"1"
"813","MAN30",2016,-0.54908389,2.6487215,-0.45677617,-1.8078115,0.5909003,-0.10335365,0.99718678,0.5909003,-0.10335365,-0.54908389,2.6487215,-1.8078115,-0.45677617,0.99718678,"4"
"814","MAN30",2020,2.9139709,1.9769814,-0.45677617,-1.3519801,-1.0347499,-0.54984891,1.0008912,-1.0347499,-0.54984891,2.9139709,1.9769814,-1.3519801,-0.45677617,1.0008912,"4"
"815","MAN31",2010,-0.58136117,0.19972493,-0.45677617,0.5265736,0.48467928,-0.6691907,-0.52760661,0.48467928,-0.6691907,-0.58136117,0.19972493,0.5265736,-0.45677617,-0.52760661,"2"
"816","MAN31",2016,-0.4972626,-0.2243506,0.72006488,-0.72671556,-0.98184723,-0.60108072,-0.55524445,-0.98184723,-0.60108072,-0.4972626,-0.2243506,-0.72671556,0.72006488,-0.55524445,"3"
"817","MAN31",2020,1.0094243,-0.34844831,0.30901155,-0.77356809,-1.0111368,-0.52687341,-0.43828484,-1.0111368,-0.52687341,1.0094243,-0.34844831,-0.77356809,0.30901155,-0.43828484,"3"
"818","MAN32",2010,1.8135238,-0.49854273,-0.45677617,-0.81914729,-0.8850137,1.1817019,-0.44888869,-0.8850137,1.1817019,1.8135238,-0.49854273,-0.81914729,-0.45677617,-0.44888869,"4"
"819","MAN32",2016,0.60732138,0.60595804,-0.45677617,-1.0889131,-0.85725898,-0.58366722,-0.27087724,-0.85725898,-0.58366722,0.60732138,0.60595804,-1.0889131,-0.45677617,-0.27087724,"4"
"820","MAN32",2020,0.8367129,1.5811857,0.20128474,-1.1458969,-0.67385811,-0.56785595,0.42081422,-0.67385811,-0.56785595,0.8367129,1.5811857,-1.1458969,0.20128474,0.42081422,"4"
"821","MAN33",2010,-0.25192484,-0.60913789,-0.45677617,-0.63406241,-0.87390715,-0.58914196,-0.4527849,-0.87390715,-0.58914196,-0.25192484,-0.60913789,-0.63406241,-0.45677617,-0.4527849,"2"
"822","MAN33",2016,-0.39949313,0.38134858,-0.45677617,-0.44049126,1.9998891,-0.65760452,-0.21572751,1.9998891,-0.65760452,-0.39949313,0.38134858,-0.44049126,-0.45677617,-0.21572751,"4"
"823","MAN33",2020,-0.61038017,-0.97176248,-0.45677617,0.50376427,0.49368563,-0.60856009,-0.73863918,0.49368563,-0.60856009,-0.61038017,-0.97176248,0.50376427,-0.45677617,-0.73863918,"2"
"824","MAN34",2010,-0.46884093,-0.76671797,-0.45677617,0.029892582,-0.36093715,-0.59210265,-0.52617222,-0.36093715,-0.59210265,-0.46884093,-0.76671797,0.029892582,-0.45677617,-0.52617222,"2"
"825","MAN34",2016,4.6182585,1.9155818,-0.15367009,-0.43716949,-1.0841694,-0.57830077,1.0037588,-1.0841694,-0.57830077,4.6182585,1.9155818,-0.43716949,-0.15367009,1.0037588,"4"
"826","MAN34",2020,3.6238015,-0.24332827,1.2033935,-0.69079316,-1.0642197,-0.54574138,0.023360532,-1.0642197,-0.54574138,3.6238015,-0.24332827,-0.69079316,1.2033935,0.023360532,"3"
"827","MAN35",2010,-0.55879223,-0.85290372,-0.45677617,-0.45413417,-0.59413213,-0.64439124,-0.70429456,-0.59413213,-0.64439124,-0.55879223,-0.85290372,-0.45413417,-0.45677617,-0.70429456,"2"
"828","MAN36",2010,-0.57815725,-0.93105501,-0.45677617,0.26209888,0.1452626,-0.5785799,-0.64115202,0.1452626,-0.5785799,-0.57815725,-0.93105501,0.26209888,-0.45677617,-0.64115202,"2"
"829","MAN36",2016,0.019004159,-0.34231779,0.41300726,-0.26757824,0.23496646,-0.17491171,0.12034754,0.23496646,-0.17491171,0.019004159,-0.34231779,-0.26757824,0.41300726,0.12034754,"3"
"830","MAN37",2010,0.28170204,-0.01076737,0.58517337,-0.78760642,-0.59542519,0.18049489,-0.49987361,-0.59542519,0.18049489,0.28170204,-0.01076737,-0.78760642,0.58517337,-0.49987361,"3"
"831","MAN37",2016,-0.44197252,2.6487215,-0.45677617,0.090791374,1.4565529,-0.69386023,-0.34152088,1.4565529,-0.69386023,-0.44197252,2.6487215,0.090791374,-0.45677617,-0.34152088,"4"
"832","MAN37",2020,-0.23858541,-0.87603593,0.24520281,0.64468563,-0.78857929,-0.5938139,-0.56700456,-0.78857929,-0.5938139,-0.23858541,-0.87603593,0.64468563,0.24520281,-0.56700456,"3"
"833","MAN38",2010,-0.33168209,-0.21597835,-0.45677617,-0.48228997,-0.66040945,1.1216533,-0.44591624,-0.66040945,1.1216533,-0.33168209,-0.21597835,-0.48228997,-0.45677617,-0.44591624,"2"
"834","MAN38",2016,-0.52516961,1.2350458,-0.45677617,0.20937002,1.1223516,-0.69579476,-0.63055068,1.1223516,-0.69579476,-0.52516961,1.2350458,0.20937002,-0.45677617,-0.63055068,"4"
"835","MAN38",2020,-0.62101424,-0.99128723,-0.45677617,-0.16212842,-0.68579137,-0.45406359,-0.66839522,-0.68579137,-0.45406359,-0.62101424,-0.99128723,-0.16212842,-0.45677617,-0.66839522,"2"
"836","MAN39",2010,0.86382806,-0.047578193,0.10360006,-1.063913,-0.81014562,0.24778786,-0.49347535,-0.81014562,0.24778786,0.86382806,-0.047578193,-1.063913,0.10360006,-0.49347535,"3"
"837","MAN39",2016,-0.41382694,-0.28725141,-0.45677617,0.19800487,-0.10364053,-0.59490281,-0.30162191,-0.10364053,-0.59490281,-0.41382694,-0.28725141,0.19800487,-0.45677617,-0.30162191,"2"
"838","MAN39",2020,0.79125071,-0.47026065,-0.45677617,-1.0066128,-0.92704338,-0.55492288,-0.55601251,-0.92704338,-0.55492288,0.79125071,-0.47026065,-1.0066128,-0.45677617,-0.55601251,"2"
"839","MAN4",2016,0.50691611,-0.21065451,-0.45677617,-0.23036671,-0.85856444,-0.33546522,-0.43502739,-0.85856444,-0.33546522,0.50691611,-0.21065451,-0.23036671,-0.45677617,-0.43502739,"2"
"840","MAN4",2020,0.69157135,0.92727607,-0.45677617,-1.2165632,-0.68587285,0.38679376,0.0089108497,-0.68587285,0.38679376,0.69157135,0.92727607,-1.2165632,-0.45677617,0.0089108497,"4"
"841","MAN40",2016,-0.06485717,0.67797786,-0.45677617,-0.30551738,-0.73982078,-0.61531234,-0.08999037,-0.73982078,-0.61531234,-0.06485717,0.67797786,-0.30551738,-0.45677617,-0.08999037,"4"
"842","MAN40",2020,0.68457484,0.22332531,0.38016763,-0.57190609,-0.81021672,-0.50949389,0.045035053,-0.81021672,-0.50949389,0.68457484,0.22332531,-0.57190609,0.38016763,0.045035053,"3"
"843","MAN41",2010,-0.40846965,-0.16991489,-0.45677617,-0.54832959,-0.84602314,0.15020147,-0.61926574,-0.84602314,0.15020147,-0.40846965,-0.16991489,-0.54832959,-0.45677617,-0.61926574,"2"
"844","MAN41",2016,-0.16405159,-0.69812137,-0.45677617,3.2139187,0.28916264,-0.25623935,0.48205629,0.28916264,-0.25623935,-0.16405159,-0.69812137,3.2139187,-0.45677617,0.48205629,"2"
"845","MAN41",2020,4.6394591,1.2844496,-0.45677617,-1.6123738,-1.1216353,-0.52513587,0.24703285,-1.1216353,-0.52513587,4.6394591,1.2844496,-1.6123738,-0.45677617,0.24703285,"4"
"846","MAN42",2010,-0.35005859,0.019408043,0.56914335,-0.66736692,-0.70573884,-0.15500224,-0.41516802,-0.70573884,-0.15500224,-0.35005859,0.019408043,-0.66736692,0.56914335,-0.41516802,"3"
"847","MAN42",2016,-0.55864239,0.9095875,-0.45677617,0.68834293,0.91839027,0.53955913,0.8775534,0.91839027,0.53955913,-0.55864239,0.9095875,0.68834293,-0.45677617,0.8775534,"4"
"848","MAN42",2020,-0.34732267,1.3747475,-0.45677617,2.3501287,1.871816,2.6377432,2.6680403,1.871816,2.6377432,-0.34732267,1.3747475,2.3501287,-0.45677617,2.6680403,"4"
"849","MAN43",2010,0.43900004,0.73987037,0.8637144,-0.65762311,-0.82262361,-0.58973229,-0.24676245,-0.82262361,-0.58973229,0.43900004,0.73987037,-0.65762311,0.8637144,-0.24676245,"3"
"850","MAN43",2016,0.98650461,0.86098254,-0.45677617,-1.1166418,-1.0506316,-0.68167752,-0.42652705,-1.0506316,-0.68167752,0.98650461,0.86098254,-1.1166418,-0.45677617,-0.42652705,"4"
"851","MAN43",2020,-0.062482651,-0.32068092,1.0985364,-0.7618233,0.0063539972,-0.54703724,-0.22768773,0.0063539972,-0.54703724,-0.062482651,-0.32068092,-0.7618233,1.0985364,-0.22768773,"3"
"852","MAN44",2010,-0.19301601,-0.83988285,-0.45677617,-0.88912553,-0.24536106,2.5715306,-0.32876238,-0.24536106,2.5715306,-0.19301601,-0.83988285,-0.88912553,-0.45677617,-0.32876238,"2"
"853","MAN44",2016,-0.49223509,0.43232709,5.7595401,0.17608923,0.77600455,-0.64594412,-0.14518945,0.77600455,-0.64594412,-0.49223509,0.43232709,0.17608923,5.7595401,-0.14518945,"3"
"854","MAN44",2020,-0.55443269,0.061936349,-0.45677617,1.6159344,1.7310233,-0.59165728,-0.27206254,1.7310233,-0.59165728,-0.55443269,0.061936349,1.6159344,-0.45677617,-0.27206254,"2"
"855","MAN45",2010,-0.16324069,-0.76257807,-0.45677617,-0.44652578,-0.42672202,-0.56002903,-0.6477986,-0.42672202,-0.56002903,-0.16324069,-0.76257807,-0.44652578,-0.45677617,-0.6477986,"2"
"856","MAN45",2016,-0.0025278863,1.5192872,-0.45677617,-0.98076636,-0.30037621,-0.21249181,-0.4069615,-0.30037621,-0.21249181,-0.0025278863,1.5192872,-0.98076636,-0.45677617,-0.4069615,"4"
"857","MAN45",2020,-0.011243403,-0.0019246951,2.7894495,-0.5510819,0.38394752,-0.09963768,0.38458928,0.38394752,-0.09963768,-0.011243403,-0.0019246951,-0.5510819,2.7894495,0.38458928,"3"
"858","MAN46",2010,-0.62101424,0.7577607,-0.45677617,0.066273682,0.47531131,1.1758496,1.5732083,0.47531131,1.1758496,-0.62101424,0.7577607,0.066273682,-0.45677617,1.5732083,"4"
"859","MAN46",2016,-0.17250772,0.21547978,-0.45677617,-0.79049319,-0.56441945,0.067465141,-0.60676217,-0.56441945,0.067465141,-0.17250772,0.21547978,-0.79049319,-0.45677617,-0.60676217,"2"
"860","MAN46",2020,2.0830193,-0.44737223,1.3737626,-1.3033718,-0.93157959,0.49616879,-0.095096253,-0.93157959,0.49616879,2.0830193,-0.44737223,-1.3033718,1.3737626,-0.095096253,"3"
"861","MAN47",2010,0.097978823,-0.055605993,-0.45677617,-0.67870045,-0.74463606,-0.57630038,-0.37160516,-0.74463606,-0.57630038,0.097978823,-0.055605993,-0.67870045,-0.45677617,-0.37160516,"2"
"862","MAN47",2016,-0.24811813,-0.011036772,-0.45677617,-0.64516658,-0.66593724,-0.61195582,-0.3204315,-0.66593724,-0.61195582,-0.24811813,-0.011036772,-0.64516658,-0.45677617,-0.3204315,"2"
"863","MAN47",2020,-0.31597617,-0.017881688,1.4351976,0.021406297,0.23272127,-0.57311553,0.32697386,0.23272127,-0.57311553,-0.31597617,-0.017881688,0.021406297,1.4351976,0.32697386,"3"
"864","MAN48",2016,-0.31313601,-0.50247759,-0.45677617,0.60964113,0.11749482,-0.51139098,-0.17745697,0.11749482,-0.51139098,-0.31313601,-0.50247759,0.60964113,-0.45677617,-0.17745697,"2"
"865","MAN48",2020,1.0070657,0.25979948,-0.45677617,-0.99819762,-0.70633876,-0.51323497,0.30873176,-0.70633876,-0.51323497,1.0070657,0.25979948,-0.99819762,-0.45677617,0.30873176,"4"
"866","MAN49",2010,0.28686079,-0.71692276,-0.45677617,-0.55062318,-0.81014562,-0.26657593,-0.52617222,-0.81014562,-0.26657593,0.28686079,-0.71692276,-0.55062318,-0.45677617,-0.52617222,"2"
"867","MAN49",2016,-0.36298797,-1.1765707,-0.45677617,-0.63211679,-0.79545903,-0.66916394,1.0340995,-0.79545903,-0.66916394,-0.36298797,-1.1765707,-0.63211679,-0.45677617,1.0340995,"2"
"868","MAN49",2020,4.0550795,0.011775003,-0.45677617,-0.61321443,-1.0349101,-0.42011759,0.33322152,-1.0349101,-0.42011759,4.0550795,0.011775003,-0.61321443,-0.45677617,0.33322152,"4"
"869","MAN5",2010,-0.57123661,-0.7635408,-0.45677617,0.12875426,-0.66040945,-0.54390574,-0.61534554,-0.66040945,-0.54390574,-0.57123661,-0.7635408,0.12875426,-0.45677617,-0.61534554,"2"
"870","MAN5",2016,-0.46077886,0.55715322,-0.45677617,-0.45134231,-0.38733876,-0.45991191,-0.54010391,-0.38733876,-0.45991191,-0.46077886,0.55715322,-0.45134231,-0.45677617,-0.54010391,"2"
"871","MAN5",2020,-0.30368054,-0.30420247,0.35896954,-0.37157279,-0.1433067,-0.35564545,-0.16521952,-0.1433067,-0.35564545,-0.30368054,-0.30420247,-0.37157279,0.35896954,-0.16521952,"3"
"872","MAN50",2010,-0.54634786,-0.56634551,-0.45677617,-0.57593173,-0.098898903,-0.47121528,-0.64804244,-0.098898903,-0.47121528,-0.54634786,-0.56634551,-0.57593173,-0.45677617,-0.64804244,"2"
"873","MAN50",2016,-0.55705786,0.25705945,3.4658878,0.0610696,0.800982,-0.64752573,-0.24038017,0.800982,-0.64752573,-0.55705786,0.25705945,0.0610696,3.4658878,-0.24038017,"3"
